"OverallPuttingAverage_RANKTHISWEEK_2016","OverallPuttingAverage_RANKLASTWEEK_2016","OverallPuttingAverage_PLAYERNAME_2016","OverallPuttingAverage_ROUNDS_2016","OverallPuttingAverage_AVG_2016","OverallPuttingAverage_OFPUTTS_2016","OverallPuttingAverage_OFHOLES_2016","stat_name","year"
67,78,"Hideki Matsuyama",40,1.599,1065,666,"OverallPuttingAverage",2016
67,63,"Nick Taylor",57,1.599,1641,1026,"OverallPuttingAverage",2016
70,56,"Adam Hadwin",53,1.6,1526,954,"OverallPuttingAverage",2016
70,68,"Sung Kang",51,1.6,1469,918,"OverallPuttingAverage",2016
72,71,"William McGirt",54,1.601,1556,972,"OverallPuttingAverage",2016
72,68,"Kevin Na",52,1.601,1412,882,"OverallPuttingAverage",2016
72,67,"David Toms",38,1.601,1095,684,"OverallPuttingAverage",2016
75,71,"Graeme McDowell",33,1.602,865,540,"OverallPuttingAverage",2016
76,88,"Rickie Fowler",42,1.603,1125,702,"OverallPuttingAverage",2016
77,109,"Martin Piller",37,1.604,1068,666,"OverallPuttingAverage",2016
77,65,"Cameron Smith",45,1.604,1299,810,"OverallPuttingAverage",2016
79,74,"Zach Johnson",42,1.605,1098,684,"OverallPuttingAverage",2016
79,88,"Martin Laird",46,1.605,1329,828,"OverallPuttingAverage",2016
79,102,"DH Lee",35,1.605,1011,630,"OverallPuttingAverage",2016
79,74,"Seung Yul Noh",54,1.605,1560,972,"OverallPuttingAverage",2016
79,78,"Webb Simpson",34,1.605,982,612,"OverallPuttingAverage",2016
84,78,"Russell Henley",42,1.606,1214,756,"OverallPuttingAverage",2016
84,78,"Andres Romero",22,1.606,636,396,"OverallPuttingAverage",2016
84,92,"Cameron Tringale",47,1.606,1359,846,"OverallPuttingAverage",2016
87,84,"Abraham Ancer",26,1.607,752,468,"OverallPuttingAverage",2016
87,84,"Steven Bowditch",40,1.607,1157,720,"OverallPuttingAverage",2016
87,71,"Morgan Hoffmann",43,1.607,1244,774,"OverallPuttingAverage",2016
87,74,"Charles Howell III",63,1.607,1822,1134,"OverallPuttingAverage",2016
87,84,"Matt Kuchar",46,1.607,1215,756,"OverallPuttingAverage",2016
87,88,"Vijay Singh",42,1.607,1215,756,"OverallPuttingAverage",2016
93,74,"Jeff Overton",51,1.608,1476,918,"OverallPuttingAverage",2016
94,95,"Harris English",51,1.609,1477,918,"OverallPuttingAverage",2016
94,92,"Chris Kirk",51,1.609,1332,828,"OverallPuttingAverage",2016
94,104,"Danny Lee",53,1.609,1448,900,"OverallPuttingAverage",2016
97,109,"Tony Finau",49,1.61,1420,882,"OverallPuttingAverage",2016
98,112,"Kevin Chappell",49,1.611,1421,882,"OverallPuttingAverage",2016
98,95,"Spencer Levin",62,1.611,1798,1116,"OverallPuttingAverage",2016
98,100,"Rory McIlroy",37,1.611,870,540,"OverallPuttingAverage",2016
101,98,"Luke Donald",49,1.612,1422,882,"OverallPuttingAverage",2016
101,98,"Smylie Kaufman",57,1.612,1567,972,"OverallPuttingAverage",2016
103,100,"Shane Bertsch",30,1.613,871,540,"OverallPuttingAverage",2016
104,94,"Jason Gore",51,1.614,1482,918,"OverallPuttingAverage",2016
104,112,"David Hearn",55,1.614,1598,990,"OverallPuttingAverage",2016
104,118,"Scott Langley",41,1.614,1191,738,"OverallPuttingAverage",2016
104,78,"Adam Scott",39,1.614,1046,648,"OverallPuttingAverage",2016
104,102,"DJ Trahan",23,1.614,668,414,"OverallPuttingAverage",2016
109,104,"Billy Horschel",45,1.615,1221,756,"OverallPuttingAverage",2016
109,104,"Hunter Mahan",43,1.615,1250,774,"OverallPuttingAverage",2016
109,104,"Ryan Palmer",46,1.615,1337,828,"OverallPuttingAverage",2016
109,119,"Scott Stallings",46,1.615,1337,828,"OverallPuttingAverage",2016
113,104,"Daniel Berger",52,1.617,1426,882,"OverallPuttingAverage",2016
114,117,"Miguel Angel Carballo",24,1.618,699,432,"OverallPuttingAverage",2016
114,112,"DA Points",32,1.618,932,576,"OverallPuttingAverage",2016
116,119,"Ben Martin",48,1.619,1399,864,"OverallPuttingAverage",2016
116,147,"John Senden",48,1.619,1399,864,"OverallPuttingAverage",2016
118,119,"Jason Dufner",53,1.62,1458,900,"OverallPuttingAverage",2016
118,112,"Luke List",51,1.62,1487,918,"OverallPuttingAverage",2016
120,124,"Branden Grace",31,1.621,817,504,"OverallPuttingAverage",2016
121,136,"Ian Poulter",37,1.622,1080,666,"OverallPuttingAverage",2016
121,119,"Sam Saunders",40,1.622,1168,720,"OverallPuttingAverage",2016
123,126,"Scott Brown",59,1.623,1724,1062,"OverallPuttingAverage",2016
123,153,"Roberto Castro",55,1.623,1607,990,"OverallPuttingAverage",2016
123,126,"Brice Garnett",29,1.623,847,522,"OverallPuttingAverage",2016
123,88,"Rob Oppenheim",37,1.623,1081,666,"OverallPuttingAverage",2016
127,147,"Blayne Barber",44,1.624,1286,792,"OverallPuttingAverage",2016
127,112,"Angel Cabrera",42,1.624,1228,756,"OverallPuttingAverage",2016
127,129,"Brooks Koepka",39,1.624,994,612,"OverallPuttingAverage",2016
127,129,"Lucas Lee",22,1.624,643,396,"OverallPuttingAverage",2016
127,109,"Michael Thompson",46,1.624,1345,828,"OverallPuttingAverage",2016
127,133,"Tyrone Van Aswegen",67,1.624,1958,1206,"OverallPuttingAverage",2016
133,125,"Jason Kokrak",52,1.625,1521,936,"OverallPuttingAverage",2016
133,133,"Andrew Landry",24,1.625,702,432,"OverallPuttingAverage",2016
133,129,"Kyle Stanley",57,1.625,1667,1026,"OverallPuttingAverage",2016
136,136,"Dawie van der Walt",48,1.626,1405,864,"OverallPuttingAverage",2016
137,129,"Tyler Aldridge",53,1.627,1552,954,"OverallPuttingAverage",2016
137,133,"Bronson Burgoon",53,1.627,1552,954,"OverallPuttingAverage",2016
137,147,"Chesson Hadley",51,1.627,1494,918,"OverallPuttingAverage",2016
137,161,"James Hahn",45,1.627,1318,810,"OverallPuttingAverage",2016
141,119,"Carlos Ortiz",47,1.628,1377,846,"OverallPuttingAverage",2016
141,140,"Wes Roach",33,1.628,967,594,"OverallPuttingAverage",2016
143,150,"Kyle Reifers",63,1.629,1847,1134,"OverallPuttingAverage",2016
143,136,"Johnson Wagner",44,1.629,1290,792,"OverallPuttingAverage",2016
145,153,"Fabian Gomez",49,1.63,1350,828,"OverallPuttingAverage",2016
145,140,"Matt Jones",45,1.63,1232,756,"OverallPuttingAverage",2016
145,144,"Scott Piercy",45,1.63,1232,756,"OverallPuttingAverage",2016
145,126,"Chris Stroud",52,1.63,1526,936,"OverallPuttingAverage",2016
149,139,"Matt Every",34,1.631,998,612,"OverallPuttingAverage",2016
149,140,"Harold Varner III",58,1.631,1703,1044,"OverallPuttingAverage",2016
151,161,"Bill Haas",42,1.632,1116,684,"OverallPuttingAverage",2016
151,143,"Justin Rose",35,1.632,940,576,"OverallPuttingAverage",2016
153,144,"Kelly Kraft",35,1.633,1029,630,"OverallPuttingAverage",2016
154,153,"Andy Sullivan",25,1.634,647,396,"OverallPuttingAverage",2016
155,157,"Charl Schwartzel",29,1.635,765,468,"OverallPuttingAverage",2016
155,157,"Hudson Swafford",52,1.635,1530,936,"OverallPuttingAverage",2016
157,153,"Brett Stegmaier",57,1.636,1679,1026,"OverallPuttingAverage",2016
158,168,"Geoff Ogilvy",37,1.637,1090,666,"OverallPuttingAverage",2016
158,152,"Justin Thomas",53,1.637,1473,900,"OverallPuttingAverage",2016
158,163,"Boo Weekley",53,1.637,1562,954,"OverallPuttingAverage",2016
161,157,"Chad Campbell",54,1.639,1593,972,"OverallPuttingAverage",2016
161,168,"Andres Gonzales",46,1.639,1357,828,"OverallPuttingAverage",2016
161,163,"Jim Herman",55,1.639,1623,990,"OverallPuttingAverage",2016
161,165,"Whee Kim",54,1.639,1593,972,"OverallPuttingAverage",2016
165,150,"Paul Casey",39,1.64,1063,648,"OverallPuttingAverage",2016
165,179,"Ollie Schniederjans",23,1.64,679,414,"OverallPuttingAverage",2016
165,168,"Kevin Streelman",46,1.64,1358,828,"OverallPuttingAverage",2016
165,175,"Mark Wilson",42,1.64,1240,756,"OverallPuttingAverage",2016
169,166,"Pat Perez",28,1.641,827,504,"OverallPuttingAverage",2016
169,168,"Brendan Steele",48,1.641,1418,864,"OverallPuttingAverage",2016
171,168,"Darron Stiles",28,1.643,828,504,"OverallPuttingAverage",2016
172,179,"Brendon de Jonge",55,1.644,1628,990,"OverallPuttingAverage",2016
172,157,"Henrik Stenson",30,1.644,888,540,"OverallPuttingAverage",2016
172,166,"Gary Woodland",45,1.644,1332,810,"OverallPuttingAverage",2016
175,173,"Ken Duke",26,1.645,770,468,"OverallPuttingAverage",2016
176,175,"Rory Sabbatini",40,1.646,1185,720,"OverallPuttingAverage",2016
177,177,"Matthew Fitzpatrick",23,1.647,593,360,"OverallPuttingAverage",2016
178,181,"Russell Knox",48,1.649,1336,810,"OverallPuttingAverage",2016
178,173,"Davis Love III",40,1.649,1187,720,"OverallPuttingAverage",2016
178,182,"Shane Lowry",35,1.649,950,576,"OverallPuttingAverage",2016
178,183,"Henrik Norlander",41,1.649,1217,738,"OverallPuttingAverage",2016
178,190,"Jhonattan Vegas",49,1.649,1454,882,"OverallPuttingAverage",2016
183,177,"Emiliano Grillo",47,1.65,1307,792,"OverallPuttingAverage",2016
184,183,"Derek Ernst",36,1.651,1070,648,"OverallPuttingAverage",2016
184,191,"Lucas Glover",53,1.651,1575,954,"OverallPuttingAverage",2016
186,188,"Shawn Stefani",45,1.652,1338,810,"OverallPuttingAverage",2016
187,186,"Steve Marino",40,1.653,1190,720,"OverallPuttingAverage",2016
188,186,"Robert Streb",51,1.655,1430,864,"OverallPuttingAverage",2016
189,183,"Graham DeLaet",50,1.656,1490,900,"OverallPuttingAverage",2016
190,188,"Will Ma Kenzie",54,1.657,1611,972,"OverallPuttingAverage",2016
191,192,"Louis Oosthuizen",25,1.66,538,324,"OverallPuttingAverage",2016
192,193,"Stewart Cink",45,1.664,1348,810,"OverallPuttingAverage",2016
192,197,"Patrick Rodgers",49,1.664,1468,882,"OverallPuttingAverage",2016
194,195,"Bubba Watson",30,1.665,809,486,"OverallPuttingAverage",2016
195,197,"Robert Garrigus",34,1.667,1020,612,"OverallPuttingAverage",2016
195,196,"Rhein Gibson",36,1.667,1080,648,"OverallPuttingAverage",2016
197,199,"Thomas Aiken",42,1.671,1263,756,"OverallPuttingAverage",2016
198,200,"Sergio Garcia",28,1.673,753,450,"OverallPuttingAverage",2016
198,193,"Justin Hicks",26,1.673,783,468,"OverallPuttingAverage",2016
200,201,"JJ Henry",44,1.677,1328,792,"OverallPuttingAverage",2016
200,205,"Scott Pinckney",53,1.677,1600,954,"OverallPuttingAverage",2016
202,202,"Cameron Percy",22,1.682,666,396,"OverallPuttingAverage",2016
203,204,"Robert Allenby",35,1.683,1060,630,"OverallPuttingAverage",2016
203,203,"Bernd Wiesberger",23,1.683,606,360,"OverallPuttingAverage",2016
205,205,"Keegan Bradley",40,1.685,1213,720,"OverallPuttingAverage",2016
206,207,"Greg Owen",56,1.69,1704,1008,"OverallPuttingAverage",2016
207,208,"Charlie Beljan",26,1.709,800,468,"OverallPuttingAverage",2016
