"OverallPuttingAverage_RANKTHISWEEK_2014","OverallPuttingAverage_RANKLASTWEEK_2014","OverallPuttingAverage_PLAYERNAME_2014","OverallPuttingAverage_ROUNDS_2014","OverallPuttingAverage_AVG_2014","OverallPuttingAverage_OFPUTTS_2014","OverallPuttingAverage_OFHOLES_2014","stat_name","year"
26,26,"Sergio Garcia",61,1.588,1658,1044,"OverallPuttingAverage",2014
26,26,"Phil Mickelson",71,1.588,2029,1278,"OverallPuttingAverage",2014
30,30,"Rory McIlroy",66,1.589,1830,1152,"OverallPuttingAverage",2014
31,31,"Ian Poulter",57,1.591,1604,1008,"OverallPuttingAverage",2014
32,32,"Brian Harman",111,1.592,3180,1998,"OverallPuttingAverage",2014
33,33,"Ernie Els",85,1.594,2266,1422,"OverallPuttingAverage",2014
34,34,"Jason Day",54,1.595,1378,864,"OverallPuttingAverage",2014
34,34,"William McGirt",96,1.595,2756,1728,"OverallPuttingAverage",2014
36,36,"Gonzalo Fdez Castano",83,1.596,2355,1476,"OverallPuttingAverage",2014
36,36,"Dustin Johnson",58,1.596,1638,1026,"OverallPuttingAverage",2014
36,36,"Scott Langley",95,1.596,2671,1674,"OverallPuttingAverage",2014
36,36,"Ryan Palmer",85,1.596,2442,1530,"OverallPuttingAverage",2014
36,36,"Brandt Snedeker",89,1.596,2500,1566,"OverallPuttingAverage",2014
36,36,"Jimmy Walker",98,1.596,2758,1728,"OverallPuttingAverage",2014
42,42,"Matt Jones",83,1.597,2386,1494,"OverallPuttingAverage",2014
42,42,"Matt Kuchar",91,1.597,2529,1584,"OverallPuttingAverage",2014
44,44,"Patrick Reed",92,1.598,2588,1620,"OverallPuttingAverage",2014
44,44,"Adam Scott",68,1.598,1956,1224,"OverallPuttingAverage",2014
46,46,"Jonas Blixt",64,1.599,1784,1116,"OverallPuttingAverage",2014
46,46,"Scott Brown",100,1.599,2878,1800,"OverallPuttingAverage",2014
46,46,"Erik Compton",88,1.599,2533,1584,"OverallPuttingAverage",2014
46,46,"Ben Crane",81,1.599,2331,1458,"OverallPuttingAverage",2014
46,46,"Ryo Ishikawa",75,1.599,2159,1350,"OverallPuttingAverage",2014
46,46,"Kevin Kisner",85,1.599,2446,1530,"OverallPuttingAverage",2014
46,46,"Andrew Loupe",65,1.599,1756,1098,"OverallPuttingAverage",2014
46,46,"Pat Perez",84,1.599,2417,1512,"OverallPuttingAverage",2014
54,54,"Jason Kokrak",65,1.6,1872,1170,"OverallPuttingAverage",2014
54,54,"Bryce Molder",77,1.6,2102,1314,"OverallPuttingAverage",2014
56,56,"KJ Choi",80,1.601,2305,1440,"OverallPuttingAverage",2014
56,56,"Tim Clark",75,1.601,2161,1350,"OverallPuttingAverage",2014
56,56,"Matt Every",85,1.601,2450,1530,"OverallPuttingAverage",2014
59,59,"Ricky Barnes",92,1.602,2537,1584,"OverallPuttingAverage",2014
59,59,"Jason Bohn",81,1.602,2336,1458,"OverallPuttingAverage",2014
59,59,"Webb Simpson",87,1.602,2422,1512,"OverallPuttingAverage",2014
62,62,"James Driscoll",71,1.603,2049,1278,"OverallPuttingAverage",2014
62,62,"Justin Rose",70,1.603,1962,1224,"OverallPuttingAverage",2014
64,64,"Keegan Bradley",89,1.604,2541,1584,"OverallPuttingAverage",2014
64,64,"Brad Fritsch",50,1.604,1386,864,"OverallPuttingAverage",2014
64,64,"Hideki Matsuyama",82,1.604,2310,1440,"OverallPuttingAverage",2014
64,64,"Jeff Overton",80,1.604,2194,1368,"OverallPuttingAverage",2014
68,68,"Sangmoon Bae",76,1.605,2195,1368,"OverallPuttingAverage",2014
68,68,"Zach Johnson",97,1.605,2774,1728,"OverallPuttingAverage",2014
68,68,"George McNeill",79,1.605,2283,1422,"OverallPuttingAverage",2014
71,71,"Wes Roach",67,1.606,1821,1134,"OverallPuttingAverage",2014
71,71,"Robert Streb",75,1.606,2052,1278,"OverallPuttingAverage",2014
73,73,"Russell Henley",92,1.607,2661,1656,"OverallPuttingAverage",2014
73,73,"David Lingmerth",80,1.607,2199,1368,"OverallPuttingAverage",2014
73,73,"Ben Martin",80,1.607,2314,1440,"OverallPuttingAverage",2014
76,76,"Ben Curtis",77,1.608,2113,1314,"OverallPuttingAverage",2014
76,76,"Brooks Koepka",56,1.608,1621,1008,"OverallPuttingAverage",2014
76,76,"Lee Westwood",57,1.608,1621,1008,"OverallPuttingAverage",2014
79,79,"Jim Furyk",84,1.609,2317,1440,"OverallPuttingAverage",2014
79,79,"Charley Hoffman",93,1.609,2694,1674,"OverallPuttingAverage",2014
79,79,"Marc Leishman",81,1.609,2317,1440,"OverallPuttingAverage",2014
82,82,"Bubba Watson",76,1.61,2116,1314,"OverallPuttingAverage",2014
83,83,"Paul Casey",56,1.611,1624,1008,"OverallPuttingAverage",2014
83,83,"Robert Garrigus",80,1.611,2320,1440,"OverallPuttingAverage",2014
83,83,"Chesson Hadley",84,1.611,2436,1512,"OverallPuttingAverage",2014
83,83,"Martin Kaymer",65,1.611,1856,1152,"OverallPuttingAverage",2014
83,83,"Kevin Streelman",79,1.611,2262,1404,"OverallPuttingAverage",2014
88,88,"David Hearn",97,1.612,2815,1746,"OverallPuttingAverage",2014
88,88,"Will Ma Kenzie",82,1.612,2380,1476,"OverallPuttingAverage",2014
88,88,"Tyrone Van Aswegen",79,1.612,2263,1404,"OverallPuttingAverage",2014
91,91,"Brice Garnett",92,1.614,2556,1584,"OverallPuttingAverage",2014
91,91,"Ryan Moore",86,1.614,2440,1512,"OverallPuttingAverage",2014
93,93,"Brendon de Jonge",109,1.615,3168,1962,"OverallPuttingAverage",2014
93,93,"Sean OHair",77,1.615,2238,1386,"OverallPuttingAverage",2014
93,93,"YE Yang",79,1.615,2267,1404,"OverallPuttingAverage",2014
96,96,"Retief Goosen",94,1.616,2618,1620,"OverallPuttingAverage",2014
96,96,"Michael Thompson",74,1.616,2153,1332,"OverallPuttingAverage",2014
98,98,"Jonathan Byrd",76,1.617,2095,1296,"OverallPuttingAverage",2014
98,98,"Kevin Chappell",100,1.617,2795,1728,"OverallPuttingAverage",2014
98,98,"Charles Howell III",106,1.617,3086,1908,"OverallPuttingAverage",2014
98,98,"Gary Woodland",93,1.617,2677,1656,"OverallPuttingAverage",2014
102,102,"Roberto Castro",76,1.618,2155,1332,"OverallPuttingAverage",2014
102,102,"Bronson La Cassie",51,1.618,1369,846,"OverallPuttingAverage",2014
104,104,"Woody Austin",63,1.619,1719,1062,"OverallPuttingAverage",2014
104,104,"Steven Bowditch",93,1.619,2711,1674,"OverallPuttingAverage",2014
104,104,"DH Lee",54,1.619,1457,900,"OverallPuttingAverage",2014
107,107,"Danny Lee",84,1.62,2333,1440,"OverallPuttingAverage",2014
107,107,"Daniel Summerhays",98,1.62,2858,1764,"OverallPuttingAverage",2014
109,109,"Spencer Levin",59,1.621,1721,1062,"OverallPuttingAverage",2014
109,109,"Troy Merritt",62,1.621,1809,1116,"OverallPuttingAverage",2014
109,109,"John Senden",99,1.621,2888,1782,"OverallPuttingAverage",2014
109,109,"Cameron Tringale",111,1.621,3238,1998,"OverallPuttingAverage",2014
113,113,"Seung Yul Noh",92,1.622,2686,1656,"OverallPuttingAverage",2014
114,114,"Camilo Villegas",95,1.623,2775,1710,"OverallPuttingAverage",2014
115,115,"Russell Knox",92,1.624,2690,1656,"OverallPuttingAverage",2014
115,115,"Brendan Steele",89,1.624,2485,1530,"OverallPuttingAverage",2014
117,117,"Harris English",95,1.627,2694,1656,"OverallPuttingAverage",2014
117,117,"David Toms",64,1.627,1816,1116,"OverallPuttingAverage",2014
117,117,"Johnson Wagner",69,1.627,1904,1170,"OverallPuttingAverage",2014
120,120,"Tommy Gainey",73,1.628,2022,1242,"OverallPuttingAverage",2014
120,120,"Ted Potter Jr",68,1.628,1993,1224,"OverallPuttingAverage",2014
120,120,"Shawn Stefani",60,1.628,1758,1080,"OverallPuttingAverage",2014
123,123,"Hunter Mahan",88,1.629,2493,1530,"OverallPuttingAverage",2014
124,124,"Bill Haas",107,1.63,3080,1890,"OverallPuttingAverage",2014
125,125,"Billy Hurley III",86,1.632,2527,1548,"OverallPuttingAverage",2014
125,125,"Scott Stallings",77,1.632,2233,1368,"OverallPuttingAverage",2014
127,127,"Angel Cabrera",69,1.633,2028,1242,"OverallPuttingAverage",2014
127,127,"Bud Cauley",56,1.633,1646,1008,"OverallPuttingAverage",2014
129,129,"John Huh",87,1.635,2443,1494,"OverallPuttingAverage",2014
129,129,"Troy Matteson",62,1.635,1707,1044,"OverallPuttingAverage",2014
129,129,"Geoff Ogilvy",84,1.635,2354,1440,"OverallPuttingAverage",2014
132,132,"Carl Pettersson",91,1.636,2679,1638,"OverallPuttingAverage",2014
133,133,"Jamie Lovemark",64,1.638,1769,1080,"OverallPuttingAverage",2014
134,134,"Stewart Cink",91,1.64,2686,1638,"OverallPuttingAverage",2014
134,134,"Rory Sabbatini",82,1.64,2303,1404,"OverallPuttingAverage",2014
136,136,"Ken Duke",80,1.641,2304,1404,"OverallPuttingAverage",2014
136,136,"Vijay Singh",83,1.641,2452,1494,"OverallPuttingAverage",2014
138,138,"Martin Flores",85,1.642,2513,1530,"OverallPuttingAverage",2014
139,139,"Briny Baird",50,1.643,1479,900,"OverallPuttingAverage",2014
140,140,"Josh Teater",90,1.644,2604,1584,"OverallPuttingAverage",2014
140,140,"Will Wilcox",51,1.644,1450,882,"OverallPuttingAverage",2014
142,142,"Bo Van Pelt",83,1.645,2457,1494,"OverallPuttingAverage",2014
143,143,"Davis Love III",74,1.646,2133,1296,"OverallPuttingAverage",2014
144,144,"Charlie Beljan",76,1.647,2134,1296,"OverallPuttingAverage",2014
144,144,"James Hahn",82,1.647,2372,1440,"OverallPuttingAverage",2014
146,146,"Jason Dufner",57,1.648,1602,972,"OverallPuttingAverage",2014
147,147,"Trevor Immelman",84,1.65,2376,1440,"OverallPuttingAverage",2014
147,147,"Andrew Svoboda",77,1.65,2287,1386,"OverallPuttingAverage",2014
147,147,"Nick Watney",80,1.65,2227,1350,"OverallPuttingAverage",2014
150,150,"Heath Slocum",71,1.651,2050,1242,"OverallPuttingAverage",2014
151,151,"Jim Herman",62,1.652,1725,1044,"OverallPuttingAverage",2014
152,152,"Graham DeLaet",80,1.653,2350,1422,"OverallPuttingAverage",2014
152,152,"Martin Laird",66,1.653,1845,1116,"OverallPuttingAverage",2014
154,154,"Michael Putnam",106,1.654,3036,1836,"OverallPuttingAverage",2014
154,154,"Kevin Stadler",90,1.654,2649,1602,"OverallPuttingAverage",2014
154,154,"Mark Wilson",69,1.654,1935,1170,"OverallPuttingAverage",2014
157,157,"Jim Renner",61,1.656,1759,1062,"OverallPuttingAverage",2014
158,158,"DA Points",75,1.657,2177,1314,"OverallPuttingAverage",2014
159,159,"Robert Allenby",83,1.658,2418,1458,"OverallPuttingAverage",2014
160,160,"Billy Horschel",92,1.659,2687,1620,"OverallPuttingAverage",2014
161,161,"Henrik Stenson",56,1.66,1614,972,"OverallPuttingAverage",2014
162,162,"John Peterson",62,1.661,1794,1080,"OverallPuttingAverage",2014
163,163,"Derek Ernst",80,1.662,2274,1368,"OverallPuttingAverage",2014
164,164,"Louis Oosthuizen",50,1.665,1379,828,"OverallPuttingAverage",2014
165,165,"Jeff Maggert",54,1.666,1619,972,"OverallPuttingAverage",2014
166,166,"John Rollins",84,1.67,2405,1440,"OverallPuttingAverage",2014
167,167,"Justin Hicks",103,1.672,2979,1782,"OverallPuttingAverage",2014
168,168,"John Merrick",87,1.673,2500,1494,"OverallPuttingAverage",2014
169,169,"Jhonattan Vegas",77,1.674,2260,1350,"OverallPuttingAverage",2014
170,170,"Kevin Tway",64,1.675,1809,1080,"OverallPuttingAverage",2014
171,171,"Hudson Swafford",75,1.677,2143,1278,"OverallPuttingAverage",2014
172,172,"Chad Campbell",57,1.68,1603,954,"OverallPuttingAverage",2014
173,173,"JJ Henry",91,1.685,2639,1566,"OverallPuttingAverage",2014
173,173,"Nicholas Thompson",85,1.685,2457,1458,"OverallPuttingAverage",2014
175,175,"Kyle Stanley",87,1.687,2520,1494,"OverallPuttingAverage",2014
176,176,"Boo Weekley",73,1.698,2200,1296,"OverallPuttingAverage",2014
177,177,"Lucas Glover",68,1.714,2036,1188,"OverallPuttingAverage",2014
