"AverageApproachDistancePar_RANKTHISWEEK_2009","AverageApproachDistancePar_RANKLASTWEEK_2009","AverageApproachDistancePar_PLAYERNAME_2009","AverageApproachDistancePar_ROUNDS_2009","AverageApproachDistancePar_AVGYARDS_2009","AverageApproachDistancePar_TOTALDISTANCEINCHES_2009","AverageApproachDistancePar_NUMBEROFAPPROACHSHOTS_2009","stat_name","year"
77,77,"David Toms",98,162.8,5490256,937,"AverageApproachDistancePar",2009
82,82,"Stuart Appleby",79,162.9,4463398,761,"AverageApproachDistancePar",2009
82,82,"Casey Wittenberg",71,162.9,3810744,650,"AverageApproachDistancePar",2009
84,84,"KJ Choi",65,163,3463173,590,"AverageApproachDistancePar",2009
84,84,"Bo Van Pelt",100,163,5353149,912,"AverageApproachDistancePar",2009
86,86,"Eric Axley",71,163.1,3751002,639,"AverageApproachDistancePar",2009
86,86,"Brad Faxon",59,163.1,3428863,584,"AverageApproachDistancePar",2009
86,86,"Rod Pampling",72,163.1,4163217,709,"AverageApproachDistancePar",2009
89,89,"Steve Stricker",81,163.2,4182445,712,"AverageApproachDistancePar",2009
89,89,"Chris Stroud",88,163.2,4952829,843,"AverageApproachDistancePar",2009
91,91,"Ricky Barnes",67,163.3,3403585,579,"AverageApproachDistancePar",2009
91,91,"Michael Letzig",96,163.3,5691265,968,"AverageApproachDistancePar",2009
93,93,"Greg Chalmers",85,163.4,4752820,808,"AverageApproachDistancePar",2009
93,93,"Phil Mickelson",66,163.4,3111104,529,"AverageApproachDistancePar",2009
93,93,"Brendon Todd",53,163.4,3065062,521,"AverageApproachDistancePar",2009
96,96,"Bill Haas",91,163.5,5472655,930,"AverageApproachDistancePar",2009
96,96,"John Rollins",92,163.5,5198520,883,"AverageApproachDistancePar",2009
96,96,"Dean Wilson",81,163.5,4462624,758,"AverageApproachDistancePar",2009
99,99,"Adam Scott",53,163.6,2692165,457,"AverageApproachDistancePar",2009
99,99,"Boo Weekley",79,163.6,4247579,721,"AverageApproachDistancePar",2009
101,101,"Zach Johnson",94,163.7,5356953,909,"AverageApproachDistancePar",2009
101,101,"David Mathis",82,163.7,4690770,796,"AverageApproachDistancePar",2009
101,101,"James Nitties",86,163.7,4979208,845,"AverageApproachDistancePar",2009
101,101,"Greg Owen",97,163.7,5563997,944,"AverageApproachDistancePar",2009
101,101,"Carl Pettersson",86,163.7,4892080,830,"AverageApproachDistancePar",2009
101,101,"Marc Turnesa",77,163.7,4779463,811,"AverageApproachDistancePar",2009
107,107,"Aaron Baddeley",66,163.8,3756592,637,"AverageApproachDistancePar",2009
107,107,"Brendon de Jonge",90,163.8,5125099,869,"AverageApproachDistancePar",2009
107,107,"Chris Riley",77,163.8,4534536,769,"AverageApproachDistancePar",2009
110,110,"Jason Day",61,163.9,3280085,556,"AverageApproachDistancePar",2009
110,110,"Will Ma Kenzie",69,163.9,4012660,680,"AverageApproachDistancePar",2009
110,110,"Billy Mayfair",83,163.9,4680116,793,"AverageApproachDistancePar",2009
110,110,"Bryce Molder",69,163.9,3686889,625,"AverageApproachDistancePar",2009
110,110,"Jeff Overton",92,163.9,4974181,843,"AverageApproachDistancePar",2009
110,110,"Brett Quigley",92,163.9,5055306,857,"AverageApproachDistancePar",2009
110,110,"Camilo Villegas",76,163.9,3716810,630,"AverageApproachDistancePar",2009
117,117,"Brian Gay",96,164,5796060,982,"AverageApproachDistancePar",2009
117,117,"Justin Rose",71,164,3689978,625,"AverageApproachDistancePar",2009
119,119,"Alex Cejka",82,164.1,4708419,797,"AverageApproachDistancePar",2009
119,119,"Ben Crane",93,164.1,5477836,927,"AverageApproachDistancePar",2009
119,119,"Jerry Kelly",90,164.1,5161944,874,"AverageApproachDistancePar",2009
119,119,"Parker McLachlin",71,164.1,4311587,730,"AverageApproachDistancePar",2009
119,119,"George McNeill",82,164.1,5099198,863,"AverageApproachDistancePar",2009
119,119,"Nicholas Thompson",96,164.1,5658675,958,"AverageApproachDistancePar",2009
125,125,"Briny Baird",89,164.2,4941445,836,"AverageApproachDistancePar",2009
125,125,"Brian Davis",103,164.2,5905653,999,"AverageApproachDistancePar",2009
125,125,"Marc Leishman",91,164.2,5575378,943,"AverageApproachDistancePar",2009
128,128,"JB Holmes",74,164.3,3826035,647,"AverageApproachDistancePar",2009
128,128,"Jeff Klauk",97,164.3,6240382,1055,"AverageApproachDistancePar",2009
128,128,"John Senden",100,164.3,6362946,1076,"AverageApproachDistancePar",2009
128,128,"Charlie Wi",92,164.3,5204832,880,"AverageApproachDistancePar",2009
132,132,"Vaughn Taylor",88,164.4,5177096,875,"AverageApproachDistancePar",2009
133,133,"Bart Bryant",58,164.5,3524526,595,"AverageApproachDistancePar",2009
133,133,"Chad Campbell",90,164.5,4909526,829,"AverageApproachDistancePar",2009
133,133,"Richard Johnson",85,164.5,5205150,879,"AverageApproachDistancePar",2009
133,133,"Hunter Mahan",94,164.5,4844401,818,"AverageApproachDistancePar",2009
133,133,"John Mallinger",90,164.5,4767732,805,"AverageApproachDistancePar",2009
133,133,"Tim Petrovic",97,164.5,5991274,1012,"AverageApproachDistancePar",2009
139,139,"Charley Hoffman",97,164.6,5754558,971,"AverageApproachDistancePar",2009
139,139,"Kevin Sutherland",96,164.6,5007576,845,"AverageApproachDistancePar",2009
141,141,"Luke Donald",79,164.7,4168714,703,"AverageApproachDistancePar",2009
141,141,"Anthony Kim",76,164.7,3747876,632,"AverageApproachDistancePar",2009
141,141,"Nick OHern",90,164.7,5887623,993,"AverageApproachDistancePar",2009
144,144,"Robert Garrigus",83,164.8,4965035,837,"AverageApproachDistancePar",2009
144,144,"Retief Goosen",74,164.8,3738755,630,"AverageApproachDistancePar",2009
144,144,"Spencer Levin",75,164.8,4792303,808,"AverageApproachDistancePar",2009
144,144,"Kevin Na",91,164.8,5326369,898,"AverageApproachDistancePar",2009
148,148,"David Duval",56,165,2856338,481,"AverageApproachDistancePar",2009
148,148,"Scott McCarron",91,165,5649755,951,"AverageApproachDistancePar",2009
148,148,"YE Yang",83,165,4644349,782,"AverageApproachDistancePar",2009
151,151,"Brandt Snedeker",81,165.1,4426854,745,"AverageApproachDistancePar",2009
152,152,"Nathan Green",104,165.3,6377442,1072,"AverageApproachDistancePar",2009
153,153,"Padraig Harrington",66,165.4,3328191,559,"AverageApproachDistancePar",2009
153,153,"Rory Sabbatini",81,165.4,4425247,743,"AverageApproachDistancePar",2009
153,153,"DJ Trahan",96,165.4,5365904,901,"AverageApproachDistancePar",2009
156,156,"Jonathan Byrd",89,165.5,5093366,855,"AverageApproachDistancePar",2009
156,156,"Martin Laird",72,165.5,3884564,652,"AverageApproachDistancePar",2009
156,156,"Ryan Palmer",78,165.5,4713035,791,"AverageApproachDistancePar",2009
156,156,"Andres Romero",58,165.5,2741004,460,"AverageApproachDistancePar",2009
160,160,"Ben Curtis",63,165.7,3268593,548,"AverageApproachDistancePar",2009
160,160,"Freddie Jacobson",83,165.7,4967956,833,"AverageApproachDistancePar",2009
160,160,"Steve Lowery",83,165.7,5158489,865,"AverageApproachDistancePar",2009
163,163,"Mathew Goggin",76,165.9,4066292,681,"AverageApproachDistancePar",2009
164,164,"Angel Cabrera",55,166.1,2487004,416,"AverageApproachDistancePar",2009
164,164,"JJ Henry",97,166.1,5983820,1001,"AverageApproachDistancePar",2009
166,166,"Jim Furyk",86,166.2,4500395,752,"AverageApproachDistancePar",2009
166,166,"Bill Lunde",83,166.2,5277228,882,"AverageApproachDistancePar",2009
168,168,"Ryan Moore",89,166.3,5054237,844,"AverageApproachDistancePar",2009
168,168,"Jimmy Walker",74,166.3,4466823,746,"AverageApproachDistancePar",2009
170,170,"Woody Austin",84,166.4,5217118,871,"AverageApproachDistancePar",2009
170,170,"Johnson Wagner",81,166.4,5099255,851,"AverageApproachDistancePar",2009
172,172,"Sergio Garcia",59,166.6,3022708,504,"AverageApproachDistancePar",2009
173,173,"Paul Goydos",79,166.7,4391955,732,"AverageApproachDistancePar",2009
174,174,"Mark Calcavecchia",72,166.8,4023765,670,"AverageApproachDistancePar",2009
175,175,"Robert Allenby",71,166.9,3928662,654,"AverageApproachDistancePar",2009
175,175,"Scott Verplank",88,166.9,5461262,909,"AverageApproachDistancePar",2009
177,177,"Ernie Els",70,167,3762729,626,"AverageApproachDistancePar",2009
177,177,"Ian Poulter",59,167,2915239,485,"AverageApproachDistancePar",2009
179,179,"Ryuji Imada",85,167.1,4789537,796,"AverageApproachDistancePar",2009
180,180,"Pat Perez",74,167.3,4186738,695,"AverageApproachDistancePar",2009
181,181,"Bubba Watson",73,167.5,3677418,610,"AverageApproachDistancePar",2009
182,182,"Corey Pavin",73,167.6,3717234,616,"AverageApproachDistancePar",2009
183,183,"DA Points",99,169,5870909,965,"AverageApproachDistancePar",2009
184,184,"Tiger Woods",64,169.5,3399091,557,"AverageApproachDistancePar",2009
