"ProximitytoHolefrom_RANKTHISWEEK_2016","ProximitytoHolefrom_RANKLASTWEEK_2016","ProximitytoHolefrom_PLAYERNAME_2016","ProximitytoHolefrom_ROUNDS_2016","ProximitytoHolefrom_AVGDTP_2016","ProximitytoHolefrom_TOTALDISTANCEFEET_2016","ProximitytoHolefrom_OFSHOTS_2016","ProximitytoHolefrom_SCRAMBLINGRANK_2016","stat_name","year"
29,35,"Louis Oosthuizen",25,NA,37.583,13,203,"ProximitytoHolefrom",2016
29,20,"Carlos Ortiz",47,NA,138.5,48,205,"ProximitytoHolefrom",2016
29,42,"Greg Owen",56,NA,197.167,67,202,"ProximitytoHolefrom",2016
29,27,"Kevin Streelman",46,NA,110,38,170,"ProximitytoHolefrom",2016
29,35,"Steve Stricker",25,NA,107.75,37,26,"ProximitytoHolefrom",2016
29,27,"Mark Wilson",42,NA,123.583,42,59,"ProximitytoHolefrom",2016
41,2,"Byeong Hun An",23,NA,63,21,148,"ProximitytoHolefrom",2016
41,42,"Abraham Ancer",26,NA,81.167,27,155,"ProximitytoHolefrom",2016
41,53,"Brendon de Jonge",55,NA,161,53,132,"ProximitytoHolefrom",2016
41,66,"Luke Donald",49,NA,124.333,41,8,"ProximitytoHolefrom",2016
41,42,"Derek Ernst",36,NA,105.917,35,63,"ProximitytoHolefrom",2016
41,42,"Rhein Gibson",36,NA,115.417,38,165,"ProximitytoHolefrom",2016
41,42,"John Huh",51,NA,263,87,65,"ProximitytoHolefrom",2016
41,27,"Martin Piller",37,NA,123.083,41,94,"ProximitytoHolefrom",2016
41,27,"Patrick Reed",53,NA,206.083,69,3,"ProximitytoHolefrom",2016
41,42,"Harold Varner III",58,NA,242.167,80,133,"ProximitytoHolefrom",2016
41,59,"Camilo Villegas",50,NA,195,65,58,"ProximitytoHolefrom",2016
52,59,"Roberto Castro",55,NA,189,61,86,"ProximitytoHolefrom",2016
52,66,"Alex Cejka",47,NA,144.25,47,12,"ProximitytoHolefrom",2016
52,81,"Lucas Glover",53,NA,233.583,75,37,"ProximitytoHolefrom",2016
52,53,"Jim Herman",55,NA,204.75,66,67,"ProximitytoHolefrom",2016
52,42,"Ben Martin",48,NA,156.583,51,167,"ProximitytoHolefrom",2016
52,42,"Sean OHair",45,NA,182.417,59,25,"ProximitytoHolefrom",2016
58,59,"Stuart Appleby",39,NA,164.333,52,24,"ProximitytoHolefrom",2016
58,66,"Kevin Chappell",49,NA,201.083,64,39,"ProximitytoHolefrom",2016
58,66,"Jason Gore",51,NA,215.917,68,72,"ProximitytoHolefrom",2016
58,53,"David Hearn",55,NA,196.667,62,55,"ProximitytoHolefrom",2016
58,53,"JJ Henry",44,NA,169.083,54,191,"ProximitytoHolefrom",2016
58,27,"Tom Hoge",47,NA,219.417,69,41,"ProximitytoHolefrom",2016
58,66,"Matt Jones",45,NA,148.5,47,169,"ProximitytoHolefrom",2016
58,42,"Whee Kim",54,NA,232.333,74,117,"ProximitytoHolefrom",2016
58,59,"Graeme McDowell",33,NA,92.5,29,62,"ProximitytoHolefrom",2016
58,81,"Johnson Wagner",44,NA,147.25,46,122,"ProximitytoHolefrom",2016
58,59,"Bernd Wiesberger",23,NA,57.083,18,164,"ProximitytoHolefrom",2016
69,81,"Angel Cabrera",42,NA,191.25,59,168,"ProximitytoHolefrom",2016
69,66,"Ben Crane",48,NA,193.583,59,131,"ProximitytoHolefrom",2016
69,81,"Harris English",51,NA,194.5,60,79,"ProximitytoHolefrom",2016
69,95,"Tony Finau",49,NA,224.833,70,84,"ProximitytoHolefrom",2016
69,59,"Michael Kim",62,NA,279.5,87,91,"ProximitytoHolefrom",2016
69,66,"Justin Leonard",28,NA,141.417,43,18,"ProximitytoHolefrom",2016
69,53,"Rob Oppenheim",37,NA,129.083,40,111,"ProximitytoHolefrom",2016
69,81,"Jeff Overton",51,NA,212.667,66,23,"ProximitytoHolefrom",2016
69,66,"Carl Pettersson",31,NA,177.5,55,119,"ProximitytoHolefrom",2016
69,42,"DA Points",32,NA,85,26,113,"ProximitytoHolefrom",2016
69,66,"Andres Romero",22,NA,71.417,22,35,"ProximitytoHolefrom",2016
80,95,"Robert Garrigus",34,NA,134,40,190,"ProximitytoHolefrom",2016
80,81,"Emiliano Grillo",47,NA,157.083,47,187,"ProximitytoHolefrom",2016
80,81,"Russell Henley",42,NA,164.667,49,32,"ProximitytoHolefrom",2016
80,109,"Mark Hubbard",73,NA,293.083,87,43,"ProximitytoHolefrom",2016
80,66,"Jamie Lovemark",57,NA,231.5,69,6,"ProximitytoHolefrom",2016
80,81,"Chez Reavie",56,NA,286.167,85,5,"ProximitytoHolefrom",2016
80,81,"Kyle Reifers",63,NA,262.25,78,195,"ProximitytoHolefrom",2016
80,81,"Ollie Schniederjans",23,NA,100.167,30,197,"ProximitytoHolefrom",2016
80,81,"Scott Stallings",46,NA,182.75,55,136,"ProximitytoHolefrom",2016
80,66,"Brendan Steele",48,NA,191.417,58,153,"ProximitytoHolefrom",2016
90,95,"Shane Bertsch",30,NA,113.75,33,67,"ProximitytoHolefrom",2016
90,95,"Chad Collins",45,NA,189.167,55,99,"ProximitytoHolefrom",2016
90,95,"Charley Hoffman",49,NA,224.833,66,83,"ProximitytoHolefrom",2016
90,95,"Si Woo Kim",63,NA,316.167,93,30,"ProximitytoHolefrom",2016
90,95,"Marc Leishman",41,NA,118.583,35,22,"ProximitytoHolefrom",2016
90,95,"Dicky Pride",33,NA,182.583,53,70,"ProximitytoHolefrom",2016
90,95,"Charl Schwartzel",29,NA,88.583,26,31,"ProximitytoHolefrom",2016
90,81,"John Senden",48,NA,182.417,53,104,"ProximitytoHolefrom",2016
90,66,"Kyle Stanley",57,NA,263.583,77,182,"ProximitytoHolefrom",2016
90,95,"Robert Streb",51,NA,143.5,42,149,"ProximitytoHolefrom",2016
90,138,"Cameron Tringale",47,NA,198.667,58,82,"ProximitytoHolefrom",2016
90,95,"Tyrone Van Aswegen",67,NA,294.167,86,97,"ProximitytoHolefrom",2016
90,95,"Bubba Watson",30,NA,47.5,14,141,"ProximitytoHolefrom",2016
103,138,"Robert Allenby",35,NA,133.917,38,200,"ProximitytoHolefrom",2016
103,95,"Daniel Berger",52,NA,207.917,59,108,"ProximitytoHolefrom",2016
103,109,"KJ Choi",47,NA,216.25,62,16,"ProximitytoHolefrom",2016
103,109,"Luke Guthrie",31,NA,135.833,39,117,"ProximitytoHolefrom",2016
103,66,"Padraig Harrington",38,NA,207.333,59,49,"ProximitytoHolefrom",2016
103,109,"Justin Hicks",26,NA,111.583,32,207,"ProximitytoHolefrom",2016
103,95,"JB Holmes",39,NA,151.167,43,56,"ProximitytoHolefrom",2016
103,122,"Charles Howell III",63,NA,251.167,72,21,"ProximitytoHolefrom",2016
103,109,"Dustin Johnson",37,NA,134.083,38,105,"ProximitytoHolefrom",2016
103,138,"Patton Kizzire",57,NA,218.833,63,40,"ProximitytoHolefrom",2016
103,109,"Matt Kuchar",46,NA,161.417,46,33,"ProximitytoHolefrom",2016
103,109,"Scott Langley",41,NA,154.583,44,42,"ProximitytoHolefrom",2016
103,122,"Andrew Loupe",50,NA,267.833,76,193,"ProximitytoHolefrom",2016
103,122,"Will Ma Kenzie",54,NA,200.75,57,181,"ProximitytoHolefrom",2016
103,109,"Bryce Molder",50,NA,197.583,57,11,"ProximitytoHolefrom",2016
103,81,"Patrick Rodgers",49,NA,187.167,54,92,"ProximitytoHolefrom",2016
103,138,"Adam Scott",39,NA,151.167,43,110,"ProximitytoHolefrom",2016
120,122,"Tyler Aldridge",53,NA,195.083,55,129,"ProximitytoHolefrom",2016
120,122,"Keegan Bradley",40,NA,119.583,33,186,"ProximitytoHolefrom",2016
120,138,"Scott Brown",59,NA,179,50,108,"ProximitytoHolefrom",2016
120,122,"Stewart Cink",45,NA,132.167,37,193,"ProximitytoHolefrom",2016
120,122,"Jason Day",36,NA,118.083,33,60,"ProximitytoHolefrom",2016
120,66,"Fabian Gomez",49,NA,219.417,61,101,"ProximitytoHolefrom",2016
120,138,"Brian Harman",60,NA,278,77,106,"ProximitytoHolefrom",2016
120,122,"Billy Hurley III",22,NA,145.25,41,60,"ProximitytoHolefrom",2016
120,122,"Jerry Kelly",44,NA,173.917,48,2,"ProximitytoHolefrom",2016
120,109,"Colt Knost",56,NA,229.333,64,17,"ProximitytoHolefrom",2016
120,122,"Kelly Kraft",35,NA,95.75,27,198,"ProximitytoHolefrom",2016
120,122,"Lucas Lee",22,NA,89.25,25,86,"ProximitytoHolefrom",2016
120,122,"Phil Mickelson",37,NA,134.583,38,9,"ProximitytoHolefrom",2016
120,122,"Scott Piercy",45,NA,191.333,53,158,"ProximitytoHolefrom",2016
120,66,"Ian Poulter",37,NA,187.083,52,36,"ProximitytoHolefrom",2016
120,109,"Shawn Stefani",45,NA,238.417,67,143,"ProximitytoHolefrom",2016
120,122,"Brett Stegmaier",57,NA,246.75,69,127,"ProximitytoHolefrom",2016
120,122,"Dawie van der Walt",48,NA,195.5,55,192,"ProximitytoHolefrom",2016
138,138,"Charlie Beljan",26,NA,94.333,26,171,"ProximitytoHolefrom",2016
138,109,"Zac Blair",56,NA,275.167,75,13,"ProximitytoHolefrom",2016
138,138,"Billy Horschel",45,NA,203.167,55,172,"ProximitytoHolefrom",2016
138,138,"Hunter Mahan",43,NA,166.667,45,152,"ProximitytoHolefrom",2016
138,138,"Steve Marino",40,NA,139.833,38,188,"ProximitytoHolefrom",2016
138,138,"Brandt Snedeker",47,NA,213.167,58,14,"ProximitytoHolefrom",2016
138,59,"Steve Wheatcroft",53,NA,285.083,78,75,"ProximitytoHolefrom",2016
145,162,"Chad Campbell",54,NA,205.333,55,52,"ProximitytoHolefrom",2016
145,150,"Derek Fathauer",58,NA,304.417,82,120,"ProximitytoHolefrom",2016
145,150,"Sergio Garcia",28,NA,78.5,21,126,"ProximitytoHolefrom",2016
145,109,"Anirban Lahiri",44,NA,159.083,42,93,"ProximitytoHolefrom",2016
145,122,"Luke List",51,NA,292.833,78,48,"ProximitytoHolefrom",2016
145,150,"Wes Roach",33,NA,168.583,45,123,"ProximitytoHolefrom",2016
145,150,"Sam Saunders",40,NA,165.75,44,144,"ProximitytoHolefrom",2016
145,162,"Vijay Singh",42,NA,282.25,75,138,"ProximitytoHolefrom",2016
145,150,"Nick Taylor",57,NA,274.083,73,54,"ProximitytoHolefrom",2016
145,168,"Brendon Todd",43,NA,205.75,55,28,"ProximitytoHolefrom",2016
155,156,"Zach Johnson",42,NA,161.667,42,107,"ProximitytoHolefrom",2016
155,156,"Brooks Koepka",39,NA,199.5,52,154,"ProximitytoHolefrom",2016
155,178,"Martin Laird",46,NA,193.417,50,95,"ProximitytoHolefrom",2016
155,150,"David Lingmerth",54,NA,258.833,68,116,"ProximitytoHolefrom",2016
155,156,"Troy Merritt",41,NA,179.167,47,101,"ProximitytoHolefrom",2016
155,109,"Henrik Norlander",41,NA,167.5,44,73,"ProximitytoHolefrom",2016
155,168,"Geoff Ogilvy",37,NA,166.417,43,172,"ProximitytoHolefrom",2016
155,156,"Ryan Palmer",46,NA,294.667,77,128,"ProximitytoHolefrom",2016
155,156,"Pat Perez",28,NA,92.25,24,180,"ProximitytoHolefrom",2016
155,168,"Justin Rose",35,NA,148.25,39,77,"ProximitytoHolefrom",2016
165,178,"Blayne Barber",44,NA,158.083,40,157,"ProximitytoHolefrom",2016
165,162,"Jason Bohn",37,NA,150,38,115,"ProximitytoHolefrom",2016
165,173,"Morgan Hoffmann",43,NA,209.333,53,114,"ProximitytoHolefrom",2016
165,162,"Smylie Kaufman",57,NA,284.5,73,100,"ProximitytoHolefrom",2016
165,162,"Chris Kirk",51,NA,222.083,57,27,"ProximitytoHolefrom",2016
165,162,"Danny Lee",53,NA,187.833,48,57,"ProximitytoHolefrom",2016
171,178,"Jonas Blixt",46,NA,234.083,58,81,"ProximitytoHolefrom",2016
171,173,"James Hahn",45,NA,227.583,57,139,"ProximitytoHolefrom",2016
171,178,"Kevin Kisner",49,NA,213.917,53,163,"ProximitytoHolefrom",2016
171,187,"Davis Love III",40,NA,191.917,48,175,"ProximitytoHolefrom",2016
175,178,"Matt Every",34,NA,183.083,45,199,"ProximitytoHolefrom",2016
175,168,"Jason Kokrak",52,NA,315.5,77,78,"ProximitytoHolefrom",2016
175,138,"Spencer Levin",62,NA,281.833,69,76,"ProximitytoHolefrom",2016
175,173,"Hudson Swafford",52,NA,276.25,67,130,"ProximitytoHolefrom",2016
175,173,"Boo Weekley",53,NA,303.667,74,141,"ProximitytoHolefrom",2016
180,178,"Steven Bowditch",40,NA,191.25,46,206,"ProximitytoHolefrom",2016
180,187,"William McGirt",54,NA,294.5,70,50,"ProximitytoHolefrom",2016
180,178,"Jimmy Walker",43,NA,230.583,55,135,"ProximitytoHolefrom",2016
183,187,"Jason Dufner",53,NA,188.667,44,156,"ProximitytoHolefrom",2016
183,168,"Rickie Fowler",42,NA,215.5,51,19,"ProximitytoHolefrom",2016
183,191,"Chris Stroud",52,NA,289.667,68,146,"ProximitytoHolefrom",2016
186,196,"Chesson Hadley",51,NA,253.583,59,150,"ProximitytoHolefrom",2016
186,156,"Adam Hadwin",53,NA,279.917,64,140,"ProximitytoHolefrom",2016
186,191,"Andy Sullivan",25,NA,155.667,36,159,"ProximitytoHolefrom",2016
186,193,"Vaughn Taylor",30,NA,208.833,48,178,"ProximitytoHolefrom",2016
190,173,"Andres Gonzales",46,NA,176.5,40,172,"ProximitytoHolefrom",2016
190,178,"Cameron Smith",45,NA,172.917,39,125,"ProximitytoHolefrom",2016
190,195,"Will Wilcox",47,NA,368.917,84,88,"ProximitytoHolefrom",2016
193,198,"DH Lee",35,NA,152.833,34,201,"ProximitytoHolefrom",2016
193,196,"Justin Thomas",53,NA,280.167,62,134,"ProximitytoHolefrom",2016
195,178,"Rory McIlroy",37,NA,206.667,45,89,"ProximitytoHolefrom",2016
196,203,"Jhonattan Vegas",49,NA,225.167,48,96,"ProximitytoHolefrom",2016
197,198,"Darron Stiles",28,NA,117.917,25,203,"ProximitytoHolefrom",2016
198,198,"Bronson Burgoon",53,NA,345.25,72,103,"ProximitytoHolefrom",2016
198,201,"Ken Duke",26,NA,184.5,38,183,"ProximitytoHolefrom",2016
198,203,"Scott Pinckney",53,NA,260.167,54,189,"ProximitytoHolefrom",2016
201,202,"Branden Grace",31,NA,143.333,29,34,"ProximitytoHolefrom",2016
201,193,"Hiroshi Iwata",51,NA,287.5,58,111,"ProximitytoHolefrom",2016
201,187,"Shane Lowry",35,NA,191.75,39,196,"ProximitytoHolefrom",2016
204,203,"Miguel Angel Carballo",24,NA,114.667,23,179,"ProximitytoHolefrom",2016
205,206,"George McNeill",33,NA,166.5,33,184,"ProximitytoHolefrom",2016
206,208,"Brian Stuard",24,NA,159.583,31,4,"ProximitytoHolefrom",2016
207,207,"Rory Sabbatini",40,NA,204.083,39,137,"ProximitytoHolefrom",2016
