"GIRPctFairwayBunker_RANKTHISWEEK_2012","GIRPctFairwayBunker_RANKLASTWEEK_2012","GIRPctFairwayBunker_PLAYERNAME_2012","GIRPctFairwayBunker_ROUNDS_2012","GIRPctFairwayBunker_Pct_2012","GIRPctFairwayBunker_GREENSHIT_2012","GIRPctFairwayBunker_HOLES_2012","GIRPctFairwayBunker_RELATIVEPAR_2012","stat_name","year"
181,181,"Matt Bettencourt",80,35.2,19,54,-6,"GIRPctFairwayBunker",2012
182,182,"John Huh",99,33.8,23,68,-6,"GIRPctFairwayBunker",2012
183,183,"Brandt Jobe",57,33.3,13,39,-3,"GIRPctFairwayBunker",2012
183,183,"Geoff Ogilvy",73,33.3,16,48,-3,"GIRPctFairwayBunker",2012
185,185,"Rocco Mediate",70,32.6,15,46,-4,"GIRPctFairwayBunker",2012
186,186,"John Daly",50,32,8,25,-2,"GIRPctFairwayBunker",2012
187,187,"Josh Teater",97,31.8,21,66,-3,"GIRPctFairwayBunker",2012
188,188,"Stephen Ames",54,31.3,10,32,-4,"GIRPctFairwayBunker",2012
189,189,"Chris Couch",61,31,13,42,-4,"GIRPctFairwayBunker",2012
190,190,"Rory McIlroy",60,28,7,25,-1,"GIRPctFairwayBunker",2012
191,191,"Colt Knost",79,24,12,50,-1,"GIRPctFairwayBunker",2012
