"ScoringAverageBeforeCut_RANKTHISWEEK_2015","ScoringAverageBeforeCut_RANKLASTWEEK_2015","ScoringAverageBeforeCut_PLAYERNAME_2015","ScoringAverageBeforeCut__2015","ScoringAverageBeforeCut_AVG_2015","ScoringAverageBeforeCut_TOTALSTROKES_2015","ScoringAverageBeforeCut_TOTALROUNDS_2015","stat_name","year"
38,38,"Daniel Summerhays",NA,70.25,4215,60,"ScoringAverageBeforeCut",2015
40,40,"Alex Cejka",NA,70.26,4075,58,"ScoringAverageBeforeCut",2015
41,41,"Martin Laird",NA,70.27,3443,49,"ScoringAverageBeforeCut",2015
41,41,"Ryan Palmer",NA,70.27,3092,44,"ScoringAverageBeforeCut",2015
43,43,"Jimmy Walker",NA,70.28,3303,47,"ScoringAverageBeforeCut",2015
44,44,"JB Holmes",NA,70.29,3444,49,"ScoringAverageBeforeCut",2015
44,44,"Steve Wheatcroft",NA,70.29,3936,56,"ScoringAverageBeforeCut",2015
46,46,"Vijay Singh",NA,70.3,3304,47,"ScoringAverageBeforeCut",2015
47,47,"Jerry Kelly",NA,70.31,3445,49,"ScoringAverageBeforeCut",2015
47,47,"William McGirt",NA,70.31,4359,62,"ScoringAverageBeforeCut",2015
49,49,"Robert Streb",NA,70.32,4219,60,"ScoringAverageBeforeCut",2015
49,49,"Hudson Swafford",NA,70.32,4219,60,"ScoringAverageBeforeCut",2015
51,51,"Bryce Molder",NA,70.35,3658,52,"ScoringAverageBeforeCut",2015
52,52,"Graham DeLaet",NA,70.37,2885,41,"ScoringAverageBeforeCut",2015
53,53,"Daniel Berger",NA,70.38,4504,64,"ScoringAverageBeforeCut",2015
53,53,"Keegan Bradley",NA,70.38,3308,47,"ScoringAverageBeforeCut",2015
55,55,"Zac Blair",NA,70.4,4717,67,"ScoringAverageBeforeCut",2015
55,55,"Jonathan Byrd",NA,70.4,3027,43,"ScoringAverageBeforeCut",2015
57,57,"Brandt Snedeker",NA,70.41,3802,54,"ScoringAverageBeforeCut",2015
58,58,"Brendon Todd",NA,70.44,3804,54,"ScoringAverageBeforeCut",2015
59,59,"Jim Herman",NA,70.45,3945,56,"ScoringAverageBeforeCut",2015
60,60,"Scott Brown",NA,70.47,4369,62,"ScoringAverageBeforeCut",2015
60,60,"Kevin Chappell",NA,70.47,3735,53,"ScoringAverageBeforeCut",2015
60,60,"George McNeill",NA,70.47,3876,55,"ScoringAverageBeforeCut",2015
60,60,"Louis Oosthuizen",NA,70.47,2537,36,"ScoringAverageBeforeCut",2015
60,60,"Jeff Overton",NA,70.47,4158,59,"ScoringAverageBeforeCut",2015
65,65,"Rickie Fowler",NA,70.48,2819,40,"ScoringAverageBeforeCut",2015
65,65,"Tom Hoge",NA,70.48,3665,52,"ScoringAverageBeforeCut",2015
67,67,"Erik Compton",NA,70.49,3877,55,"ScoringAverageBeforeCut",2015
68,68,"Whee Kim",NA,70.5,3243,46,"ScoringAverageBeforeCut",2015
69,69,"Martin Flores",NA,70.51,4160,59,"ScoringAverageBeforeCut",2015
69,69,"David Toms",NA,70.51,2750,39,"ScoringAverageBeforeCut",2015
71,71,"Russell Henley",NA,70.54,3245,46,"ScoringAverageBeforeCut",2015
72,72,"Charley Hoffman",NA,70.55,3880,55,"ScoringAverageBeforeCut",2015
72,72,"Scott Langley",NA,70.55,3951,56,"ScoringAverageBeforeCut",2015
72,72,"Boo Weekley",NA,70.55,3457,49,"ScoringAverageBeforeCut",2015
75,75,"Colt Knost",NA,70.57,3952,56,"ScoringAverageBeforeCut",2015
75,75,"David Lingmerth",NA,70.57,4093,58,"ScoringAverageBeforeCut",2015
75,75,"Francesco Molinari",NA,70.57,2117,30,"ScoringAverageBeforeCut",2015
75,75,"Ryan Moore",NA,70.57,3246,46,"ScoringAverageBeforeCut",2015
79,79,"Rory Sabbatini",NA,70.58,3670,52,"ScoringAverageBeforeCut",2015
80,80,"Bill Haas",NA,70.59,3459,49,"ScoringAverageBeforeCut",2015
80,80,"Kevin Kisner",NA,70.59,4306,61,"ScoringAverageBeforeCut",2015
82,82,"Ryo Ishikawa",NA,70.6,3883,55,"ScoringAverageBeforeCut",2015
82,82,"Johnson Wagner",NA,70.6,3318,47,"ScoringAverageBeforeCut",2015
84,84,"Phil Mickelson",NA,70.62,2754,39,"ScoringAverageBeforeCut",2015
85,85,"Sean OHair",NA,70.63,3814,54,"ScoringAverageBeforeCut",2015
86,86,"Carl Pettersson",NA,70.64,4521,64,"ScoringAverageBeforeCut",2015
87,87,"Ian Poulter",NA,70.65,2614,37,"ScoringAverageBeforeCut",2015
87,87,"Brian Stuard",NA,70.65,4380,62,"ScoringAverageBeforeCut",2015
89,89,"Jon Curran",NA,70.66,3957,56,"ScoringAverageBeforeCut",2015
89,89,"Carlos Ortiz",NA,70.66,4169,59,"ScoringAverageBeforeCut",2015
91,91,"Aaron Baddeley",NA,70.67,3463,49,"ScoringAverageBeforeCut",2015
91,91,"Greg Chalmers",NA,70.67,2332,33,"ScoringAverageBeforeCut",2015
91,91,"Kevin Streelman",NA,70.67,3816,54,"ScoringAverageBeforeCut",2015
94,94,"Jason Kokrak",NA,70.68,4029,57,"ScoringAverageBeforeCut",2015
94,94,"Scott Piercy",NA,70.68,3958,56,"ScoringAverageBeforeCut",2015
96,96,"KJ Choi",NA,70.69,2545,36,"ScoringAverageBeforeCut",2015
96,96,"Spencer Levin",NA,70.69,4383,62,"ScoringAverageBeforeCut",2015
96,96,"Mark Wilson",NA,70.69,3888,55,"ScoringAverageBeforeCut",2015
99,99,"Alex Prugh",NA,70.7,3818,54,"ScoringAverageBeforeCut",2015
99,99,"Michael Thompson",NA,70.7,3747,53,"ScoringAverageBeforeCut",2015
99,99,"Jhonattan Vegas",NA,70.7,3747,53,"ScoringAverageBeforeCut",2015
102,102,"Steven Bowditch",NA,70.71,4596,65,"ScoringAverageBeforeCut",2015
102,102,"John Huh",NA,70.71,4384,62,"ScoringAverageBeforeCut",2015
104,104,"Luke Guthrie",NA,70.72,3748,53,"ScoringAverageBeforeCut",2015
105,105,"Adam Hadwin",NA,70.73,4173,59,"ScoringAverageBeforeCut",2015
106,106,"Stewart Cink",NA,70.74,3325,47,"ScoringAverageBeforeCut",2015
107,107,"Brian Harman",NA,70.76,4104,58,"ScoringAverageBeforeCut",2015
108,108,"JJ Henry",NA,70.77,4246,60,"ScoringAverageBeforeCut",2015
109,109,"Jason Gore",NA,70.78,3539,50,"ScoringAverageBeforeCut",2015
109,109,"Nick Taylor",NA,70.78,4105,58,"ScoringAverageBeforeCut",2015
111,111,"Andres Gonzales",NA,70.79,3964,56,"ScoringAverageBeforeCut",2015
111,111,"Scott Pinckney",NA,70.79,3964,56,"ScoringAverageBeforeCut",2015
111,111,"Adam Scott",NA,70.79,1982,28,"ScoringAverageBeforeCut",2015
114,114,"Luke Donald",NA,70.8,2903,41,"ScoringAverageBeforeCut",2015
115,115,"Derek Fathauer",NA,70.81,3824,54,"ScoringAverageBeforeCut",2015
116,116,"Kyle Reifers",NA,70.82,4391,62,"ScoringAverageBeforeCut",2015
117,117,"Chris Kirk",NA,70.83,2975,42,"ScoringAverageBeforeCut",2015
118,118,"David Hearn",NA,70.84,4392,62,"ScoringAverageBeforeCut",2015
119,119,"Sangmoon Bae",NA,70.88,4111,58,"ScoringAverageBeforeCut",2015
119,119,"Jason Dufner",NA,70.88,2906,41,"ScoringAverageBeforeCut",2015
119,119,"James Hahn",NA,70.88,4111,58,"ScoringAverageBeforeCut",2015
119,119,"Billy Hurley III",NA,70.88,3969,56,"ScoringAverageBeforeCut",2015
119,119,"Byron Smith",NA,70.88,2906,41,"ScoringAverageBeforeCut",2015
124,124,"Cameron Tringale",NA,70.91,4042,57,"ScoringAverageBeforeCut",2015
125,125,"Blayne Barber",NA,70.94,3689,52,"ScoringAverageBeforeCut",2015
125,125,"Lucas Glover",NA,70.94,3760,53,"ScoringAverageBeforeCut",2015
127,127,"Billy Horschel",NA,70.95,3973,56,"ScoringAverageBeforeCut",2015
127,127,"Chez Reavie",NA,70.95,2838,40,"ScoringAverageBeforeCut",2015
127,127,"Chris Stroud",NA,70.95,4044,57,"ScoringAverageBeforeCut",2015
127,127,"Tyrone Van Aswegen",NA,70.95,2838,40,"ScoringAverageBeforeCut",2015
131,131,"Ben Martin",NA,70.98,3691,52,"ScoringAverageBeforeCut",2015
132,132,"Morgan Hoffmann",NA,71.02,3622,51,"ScoringAverageBeforeCut",2015
132,132,"Marc Leishman",NA,71.02,3125,44,"ScoringAverageBeforeCut",2015
134,134,"Hunter Mahan",NA,71.06,3340,47,"ScoringAverageBeforeCut",2015
134,134,"Jonathan Randolph",NA,71.06,3553,50,"ScoringAverageBeforeCut",2015
136,136,"Ken Duke",NA,71.08,4265,60,"ScoringAverageBeforeCut",2015
137,137,"Jonas Blixt",NA,71.1,3697,52,"ScoringAverageBeforeCut",2015
137,137,"Seung Yul Noh",NA,71.1,2986,42,"ScoringAverageBeforeCut",2015
139,139,"Fabian Gomez",NA,71.13,3841,54,"ScoringAverageBeforeCut",2015
140,140,"John Merrick",NA,71.15,3842,54,"ScoringAverageBeforeCut",2015
141,141,"Bo Van Pelt",NA,71.18,3986,56,"ScoringAverageBeforeCut",2015
141,141,"Lee Westwood",NA,71.18,1993,28,"ScoringAverageBeforeCut",2015
143,143,"SJ Park",NA,71.21,3703,52,"ScoringAverageBeforeCut",2015
144,144,"Angel Cabrera",NA,71.22,2564,36,"ScoringAverageBeforeCut",2015
144,144,"Troy Merritt",NA,71.22,4273,60,"ScoringAverageBeforeCut",2015
146,146,"Nicholas Thompson",NA,71.25,4346,61,"ScoringAverageBeforeCut",2015
147,147,"Bill Lunde",NA,71.26,2494,35,"ScoringAverageBeforeCut",2015
148,148,"Gonzalo Fdez Castano",NA,71.29,3921,55,"ScoringAverageBeforeCut",2015
148,148,"Retief Goosen",NA,71.29,3422,48,"ScoringAverageBeforeCut",2015
148,148,"Sam Saunders",NA,71.29,3921,55,"ScoringAverageBeforeCut",2015
151,151,"Ricky Barnes",NA,71.33,3852,54,"ScoringAverageBeforeCut",2015
151,151,"Justin Leonard",NA,71.33,3210,45,"ScoringAverageBeforeCut",2015
151,151,"Greg Owen",NA,71.33,2853,40,"ScoringAverageBeforeCut",2015
154,154,"Ben Crane",NA,71.36,2997,42,"ScoringAverageBeforeCut",2015
155,155,"Brian Davis",NA,71.38,4140,58,"ScoringAverageBeforeCut",2015
155,155,"Oscar Fraustro",NA,71.38,2998,42,"ScoringAverageBeforeCut",2015
155,155,"Robert Garrigus",NA,71.38,3426,48,"ScoringAverageBeforeCut",2015
155,155,"Camilo Villegas",NA,71.38,3712,52,"ScoringAverageBeforeCut",2015
159,159,"John Senden",NA,71.39,3284,46,"ScoringAverageBeforeCut",2015
160,160,"Derek Ernst",NA,71.41,3642,51,"ScoringAverageBeforeCut",2015
161,161,"Andrew Putnam",NA,71.43,3286,46,"ScoringAverageBeforeCut",2015
162,162,"Brice Garnett",NA,71.44,4072,57,"ScoringAverageBeforeCut",2015
162,162,"Max Homa",NA,71.44,3858,54,"ScoringAverageBeforeCut",2015
162,162,"Charl Schwartzel",NA,71.44,2572,36,"ScoringAverageBeforeCut",2015
165,165,"Roberto Castro",NA,71.48,2216,31,"ScoringAverageBeforeCut",2015
166,166,"Eric Axley",NA,71.5,3003,42,"ScoringAverageBeforeCut",2015
167,167,"Ernie Els",NA,71.51,2646,37,"ScoringAverageBeforeCut",2015
167,167,"Davis Love III",NA,71.51,2646,37,"ScoringAverageBeforeCut",2015
169,169,"Gary Woodland",NA,71.57,3292,46,"ScoringAverageBeforeCut",2015
170,170,"Heath Slocum",NA,71.61,3151,44,"ScoringAverageBeforeCut",2015
171,171,"Andres Romero",NA,71.63,3295,46,"ScoringAverageBeforeCut",2015
172,172,"Chesson Hadley",NA,71.65,4442,62,"ScoringAverageBeforeCut",2015
173,173,"Charlie Beljan",NA,71.7,3800,53,"ScoringAverageBeforeCut",2015
174,174,"Padraig Harrington",NA,71.72,3084,43,"ScoringAverageBeforeCut",2015
175,175,"DA Points",NA,71.73,3658,51,"ScoringAverageBeforeCut",2015
176,176,"Tim Wilkinson",NA,71.8,3949,55,"ScoringAverageBeforeCut",2015
177,177,"Scott Stallings",NA,71.85,2802,39,"ScoringAverageBeforeCut",2015
178,178,"Roger Sloan",NA,71.88,2875,40,"ScoringAverageBeforeCut",2015
179,179,"Andrew Svoboda",NA,71.9,4170,58,"ScoringAverageBeforeCut",2015
180,180,"Geoff Ogilvy",NA,71.93,2014,28,"ScoringAverageBeforeCut",2015
181,181,"Jim Renner",NA,71.98,3887,54,"ScoringAverageBeforeCut",2015
182,182,"Jamie Donaldson",NA,72.1,2091,29,"ScoringAverageBeforeCut",2015
183,183,"Robert Allenby",NA,72.38,3257,45,"ScoringAverageBeforeCut",2015
184,184,"Matt Every",NA,72.87,3425,47,"ScoringAverageBeforeCut",2015
