"FedExCupStandings_RANKTHISWEEK_2011","FedExCupStandings_RANKLASTWEEK_2011","FedExCupStandings_PLAYERNAME_2011","FedExCupStandings_EVENTS_2011","FedExCupStandings_POINTS_2011","FedExCupStandings_OFWINS_2011","FedExCupStandings_OFTOP10S_2011","FedExCupStandings_POINTSBEHINDLEAD_2011","FedExCupStandings_RESETPOINTS_2011","stat_name","year"
94,94,"Chris Couch",19,573,NA,3,4933,NA,"FedExCupStandings",2011
95,95,"Davis Love III",20,565,NA,2,4941,NA,"FedExCupStandings",2011
96,96,"Ben Crane",20,561,NA,2,4945,NA,"FedExCupStandings",2011
97,97,"Ricky Barnes",21,556,NA,2,4950,NA,"FedExCupStandings",2011
98,98,"Stewart Cink",21,556,NA,1,4950,NA,"FedExCupStandings",2011
99,99,"Troy Matteson",26,547,NA,2,4959,NA,"FedExCupStandings",2011
100,100,"John Merrick",18,535,NA,1,4971,NA,"FedExCupStandings",2011
101,101,"Bryce Molder",24,523,NA,4,4983,NA,"FedExCupStandings",2011
102,102,"Josh Teater",28,513,NA,1,4993,NA,"FedExCupStandings",2011
103,103,"Hunter Haas",26,499,NA,3,5007,NA,"FedExCupStandings",2011
104,104,"Chris DiMarco",27,499,NA,NA,5007,NA,"FedExCupStandings",2011
105,105,"Paul Goydos",21,474,NA,3,5032,NA,"FedExCupStandings",2011
106,106,"DJ Trahan",26,474,NA,1,5032,NA,"FedExCupStandings",2011
107,107,"Nick OHern",25,463,NA,2,5043,NA,"FedExCupStandings",2011
108,108,"Matt Bettencourt",26,461,NA,2,5045,NA,"FedExCupStandings",2011
109,109,"Arjun Atwal",25,459,NA,1,5047,NA,"FedExCupStandings",2011
110,110,"Tim Herron",24,456,NA,2,5050,NA,"FedExCupStandings",2011
111,111,"Michael Bradley",21,454,1,1,5052,NA,"FedExCupStandings",2011
112,112,"Retief Goosen",15,444,NA,1,5062,NA,"FedExCupStandings",2011
113,113,"Kevin Stadler",24,444,NA,1,5062,NA,"FedExCupStandings",2011
114,114,"Tom Gillis",17,431,NA,2,5075,NA,"FedExCupStandings",2011
115,115,"Michael Thompson",21,413,NA,1,5093,NA,"FedExCupStandings",2011
116,116,"Vaughn Taylor",23,397,NA,NA,5109,NA,"FedExCupStandings",2011
117,117,"Heath Slocum",25,388,NA,NA,5118,NA,"FedExCupStandings",2011
118,118,"Stuart Appleby",24,387,NA,1,5119,NA,"FedExCupStandings",2011
119,119,"Rod Pampling",17,385,NA,2,5121,NA,"FedExCupStandings",2011
120,120,"Joe Ogilvie",21,379,NA,1,5127,NA,"FedExCupStandings",2011
121,121,"David Hearn",22,377,NA,1,5129,NA,"FedExCupStandings",2011
122,122,"Billy Mayfair",25,353,NA,1,5153,NA,"FedExCupStandings",2011
123,123,"James Driscoll",20,353,NA,2,5153,NA,"FedExCupStandings",2011
124,124,"Steve Flesch",23,352,NA,1,5154,NA,"FedExCupStandings",2011
125,125,"Steven Bowditch",24,347,NA,1,5159,NA,"FedExCupStandings",2011
126,126,"Justin Leonard",23,328,NA,NA,5178,NA,"FedExCupStandings",2011
127,127,"Matt Jones",21,328,NA,1,5178,NA,"FedExCupStandings",2011
128,128,"Tim Petrovic",25,326,NA,NA,5180,NA,"FedExCupStandings",2011
129,129,"David Mathis",21,326,NA,1,5180,NA,"FedExCupStandings",2011
130,130,"Cameron Beckman",22,324,NA,NA,5182,NA,"FedExCupStandings",2011
131,131,"Dean Wilson",22,318,NA,NA,5188,NA,"FedExCupStandings",2011
132,132,"Tiger Woods",8,318,NA,2,5188,NA,"FedExCupStandings",2011
133,133,"Ben Curtis",19,304,NA,NA,5202,NA,"FedExCupStandings",2011
134,134,"Alex Cejka",20,303,NA,NA,5203,NA,"FedExCupStandings",2011
135,135,"Roland Thatcher",18,302,NA,2,5204,NA,"FedExCupStandings",2011
136,136,"Michael Putnam",21,300,NA,NA,5206,NA,"FedExCupStandings",2011
137,137,"Tim Clark",4,299,NA,1,5207,NA,"FedExCupStandings",2011
138,138,"Stephen Ames",18,298,NA,2,5208,NA,"FedExCupStandings",2011
139,139,"Kent Jones",21,297,NA,NA,5209,NA,"FedExCupStandings",2011
140,140,"Chris Riley",21,292,NA,1,5214,NA,"FedExCupStandings",2011
141,141,"Zack Miller",26,290,NA,1,5216,NA,"FedExCupStandings",2011
142,142,"Tag Ridings",24,286,NA,NA,5220,NA,"FedExCupStandings",2011
143,143,"Jason Bohn",19,284,NA,NA,5222,NA,"FedExCupStandings",2011
144,144,"Paul Casey",13,280,NA,NA,5226,NA,"FedExCupStandings",2011
145,145,"Matt McQuillan",17,280,NA,2,5226,NA,"FedExCupStandings",2011
146,146,"Aron Price",15,272,NA,NA,5234,NA,"FedExCupStandings",2011
147,147,"Garrett Willis",20,270,NA,1,5236,NA,"FedExCupStandings",2011
148,148,"Louis Oosthuizen",13,267,NA,1,5239,NA,"FedExCupStandings",2011
149,149,"Joe Durant",21,260,NA,NA,5246,NA,"FedExCupStandings",2011
150,150,"Bob Estes",9,258,NA,1,5248,NA,"FedExCupStandings",2011
151,151,"Briny Baird",16,258,NA,2,5248,NA,"FedExCupStandings",2011
152,152,"Bobby Gates",25,256,NA,3,5250,NA,"FedExCupStandings",2011
153,153,"Ben Martin",21,242,NA,1,5264,NA,"FedExCupStandings",2011
154,154,"Angel Cabrera",15,237,NA,2,5269,NA,"FedExCupStandings",2011
155,155,"Michael Connell",22,233,NA,NA,5273,NA,"FedExCupStandings",2011
156,156,"Colt Knost",23,227,NA,NA,5279,NA,"FedExCupStandings",2011
157,157,"Boo Weekley",19,223,NA,NA,5283,NA,"FedExCupStandings",2011
158,158,"Scott McCarron",18,221,NA,NA,5285,NA,"FedExCupStandings",2011
159,159,"Woody Austin",15,221,NA,1,5285,NA,"FedExCupStandings",2011
160,160,"Sung Kang",18,219,NA,1,5287,NA,"FedExCupStandings",2011
161,161,"Jarrod Lyle",25,217,NA,1,5289,NA,"FedExCupStandings",2011
162,162,"Daniel Summerhays",25,210,NA,NA,5296,NA,"FedExCupStandings",2011
163,163,"Tom Pernice Jr",9,210,NA,1,5296,NA,"FedExCupStandings",2011
164,164,"Alex Prugh",25,209,NA,NA,5297,NA,"FedExCupStandings",2011
165,165,"Nathan Green",22,209,NA,NA,5297,NA,"FedExCupStandings",2011
166,166,"Brett Wetterich",8,208,NA,NA,5298,NA,"FedExCupStandings",2011
167,167,"Fabian Gomez",22,208,NA,1,5298,NA,"FedExCupStandings",2011
168,168,"Shane Bertsch",16,207,NA,1,5299,NA,"FedExCupStandings",2011
169,169,"Paul Stankowski",20,207,NA,NA,5299,NA,"FedExCupStandings",2011
170,170,"Billy Horschel",21,197,NA,1,5309,NA,"FedExCupStandings",2011
171,171,"David Duval",20,191,NA,1,5315,NA,"FedExCupStandings",2011
172,172,"Kevin Sutherland",11,190,NA,NA,5316,NA,"FedExCupStandings",2011
173,173,"Fred Couples",5,180,NA,1,5326,NA,"FedExCupStandings",2011
174,174,"Bio Kim",21,179,NA,NA,5327,NA,"FedExCupStandings",2011
175,175,"Marc Turnesa",19,175,NA,1,5331,NA,"FedExCupStandings",2011
176,176,"Lee Janzen",17,168,NA,NA,5338,NA,"FedExCupStandings",2011
177,177,"Cameron Percy",10,161,NA,1,5345,NA,"FedExCupStandings",2011
178,178,"Jim Herman",18,160,NA,NA,5346,NA,"FedExCupStandings",2011
179,179,"Shaun Micheel",23,160,NA,NA,5346,NA,"FedExCupStandings",2011
180,180,"Henrik Stenson",13,159,NA,NA,5347,NA,"FedExCupStandings",2011
181,181,"Jim Renner",18,149,NA,2,5357,NA,"FedExCupStandings",2011
182,182,"JP Hayes",17,147,NA,NA,5359,NA,"FedExCupStandings",2011
183,183,"Justin Hicks",19,145,NA,NA,5361,NA,"FedExCupStandings",2011
184,184,"Richard Johnson",19,144,NA,NA,5362,NA,"FedExCupStandings",2011
185,185,"DJ Brigman",19,140,NA,NA,5366,NA,"FedExCupStandings",2011
186,186,"John Mallinger",14,137,NA,NA,5369,NA,"FedExCupStandings",2011
187,187,"Troy Merritt",19,131,NA,NA,5375,NA,"FedExCupStandings",2011
188,188,"Alexandre Rocha",18,127,NA,NA,5379,NA,"FedExCupStandings",2011
189,189,"Scott Gutschewski",19,125,NA,NA,5381,NA,"FedExCupStandings",2011
190,190,"Derek Lamely",22,123,NA,NA,5383,NA,"FedExCupStandings",2011
191,191,"Peter Tomasulo",12,121,NA,NA,5385,NA,"FedExCupStandings",2011
192,192,"Chad Collins",16,121,NA,NA,5385,NA,"FedExCupStandings",2011
193,193,"Martin Piller",19,120,NA,NA,5386,NA,"FedExCupStandings",2011
194,194,"Todd Hamilton",10,117,NA,NA,5389,NA,"FedExCupStandings",2011
195,195,"Kevin Kisner",20,116,NA,NA,5390,NA,"FedExCupStandings",2011
196,196,"Michael Letzig",11,114,NA,1,5392,NA,"FedExCupStandings",2011
197,197,"Nate Smith",20,110,NA,NA,5396,NA,"FedExCupStandings",2011
198,198,"Kirk Triplett",7,110,NA,NA,5396,NA,"FedExCupStandings",2011
199,199,"Joseph Bramlett",21,110,NA,NA,5396,NA,"FedExCupStandings",2011
200,200,"John Daly",18,110,NA,1,5396,NA,"FedExCupStandings",2011
201,201,"Kenny Perry",13,110,NA,NA,5396,NA,"FedExCupStandings",2011
202,202,"Tom Lehman",4,108,NA,NA,5398,NA,"FedExCupStandings",2011
203,203,"Steve Elkington",14,107,NA,1,5399,NA,"FedExCupStandings",2011
204,204,"Will Ma Kenzie",12,105,NA,NA,5401,NA,"FedExCupStandings",2011
205,205,"Frank Lickliter II",11,102,NA,NA,5404,NA,"FedExCupStandings",2011
206,206,"Marco Dawson",3,100,NA,NA,5406,NA,"FedExCupStandings",2011
207,207,"Matt Every",5,98,NA,NA,5408,NA,"FedExCupStandings",2011
208,208,"John Cook",1,95,NA,1,5411,NA,"FedExCupStandings",2011
209,209,"Andres Gonzales",17,93,NA,NA,5413,NA,"FedExCupStandings",2011
210,210,"Jeff Quinney",11,89,NA,NA,5417,NA,"FedExCupStandings",2011
211,211,"Jeff Maggert",14,89,NA,NA,5417,NA,"FedExCupStandings",2011
212,212,"Charles Warren",10,89,NA,NA,5417,NA,"FedExCupStandings",2011
213,213,"Shigeki Maruyama",2,88,NA,1,5418,NA,"FedExCupStandings",2011
214,214,"Rocco Mediate",19,85,NA,NA,5421,NA,"FedExCupStandings",2011
215,215,"Will Strickler",15,84,NA,NA,5422,NA,"FedExCupStandings",2011
216,216,"Rich Beem",19,78,NA,NA,5428,NA,"FedExCupStandings",2011
217,217,"Dicky Pride",8,64,NA,NA,5442,NA,"FedExCupStandings",2011
218,218,"Peter Lonard",2,55,NA,1,5451,NA,"FedExCupStandings",2011
219,219,"Chris Baryla",17,49,NA,NA,5457,NA,"FedExCupStandings",2011
220,220,"Tom Watson",3,48,NA,NA,5458,NA,"FedExCupStandings",2011
221,221,"Brett Quigley",10,47,NA,NA,5459,NA,"FedExCupStandings",2011
222,222,"Chris Tidland",11,44,NA,1,5462,NA,"FedExCupStandings",2011
223,223,"Jason Gore",6,42,NA,NA,5464,NA,"FedExCupStandings",2011
224,224,"Jesper Parnevik",10,41,NA,NA,5465,NA,"FedExCupStandings",2011
225,225,"Craig Barlow",5,39,NA,NA,5467,NA,"FedExCupStandings",2011
226,226,"Corey Pavin",4,37,NA,NA,5469,NA,"FedExCupStandings",2011
227,227,"Mark Calcavecchia",5,34,NA,NA,5472,NA,"FedExCupStandings",2011
228,228,"Robert Gamez",9,32,NA,NA,5474,NA,"FedExCupStandings",2011
229,229,"Jeff Klauk",8,32,NA,NA,5474,NA,"FedExCupStandings",2011
230,230,"Jamie Lovemark",9,31,NA,NA,5475,NA,"FedExCupStandings",2011
231,231,"Fran Quinn",7,30,NA,NA,5476,NA,"FedExCupStandings",2011
232,232,"Mark Hensby",6,29,NA,NA,5477,NA,"FedExCupStandings",2011
233,233,"Michael Sim",16,27,NA,NA,5479,NA,"FedExCupStandings",2011
234,234,"Scott Gordon",16,26,NA,NA,5480,NA,"FedExCupStandings",2011
235,235,"Robert Damron",3,25,NA,NA,5481,NA,"FedExCupStandings",2011
235,235,"Jay Williamson",6,25,NA,NA,5481,NA,"FedExCupStandings",2011
237,237,"Duffy Waldorf",13,25,NA,NA,5481,NA,"FedExCupStandings",2011
238,238,"Garth Mulroy",4,25,NA,NA,5481,NA,"FedExCupStandings",2011
239,239,"Craig Bowden",4,21,NA,NA,5485,NA,"FedExCupStandings",2011
239,239,"Daniel Chopra",2,21,NA,NA,5485,NA,"FedExCupStandings",2011
241,241,"Steve Lowery",2,20,NA,NA,5486,NA,"FedExCupStandings",2011
242,242,"Omar Uresti",5,19,NA,NA,5487,NA,"FedExCupStandings",2011
243,243,"Andre Stolz",2,19,NA,NA,5487,NA,"FedExCupStandings",2011
244,244,"Michael Allen",4,17,NA,NA,5489,NA,"FedExCupStandings",2011
245,245,"Steve Pate",1,16,NA,NA,5490,NA,"FedExCupStandings",2011
246,246,"Carl Paulson",9,15,NA,NA,5491,NA,"FedExCupStandings",2011
247,247,"Nick Price",1,15,NA,NA,5491,NA,"FedExCupStandings",2011
248,248,"Ted Purdy",6,14,NA,NA,5492,NA,"FedExCupStandings",2011
249,249,"Jonathan Kaye",2,12,NA,NA,5494,NA,"FedExCupStandings",2011
250,250,"Tom Byrum",1,12,NA,NA,5494,NA,"FedExCupStandings",2011
251,251,"Joe Affrunti",6,11,NA,NA,5495,NA,"FedExCupStandings",2011
252,252,"Fred Funk",7,9,NA,NA,5497,NA,"FedExCupStandings",2011
253,253,"Matt Weibring",5,9,NA,NA,5497,NA,"FedExCupStandings",2011
254,254,"Guy Boros",1,7,NA,NA,5499,NA,"FedExCupStandings",2011
255,255,"Notah Begay III",4,6,NA,NA,5500,NA,"FedExCupStandings",2011
256,256,"Jose Maria Olazabal",6,3,NA,NA,5503,NA,"FedExCupStandings",2011
257,257,"Greg Kraft",1,3,NA,NA,5503,NA,"FedExCupStandings",2011
258,258,"Mark Brooks",5,2,NA,NA,5504,NA,"FedExCupStandings",2011
259,259,"Mike Weir",15,2,NA,NA,5504,NA,"FedExCupStandings",2011
260,260,"Skip Kendall",6,1,NA,NA,5505,NA,"FedExCupStandings",2011
261,261,"Mark OMeara",3,1,NA,NA,5505,NA,"FedExCupStandings",2011
262,262,"Graham DeLaet",2,1,NA,NA,5505,NA,"FedExCupStandings",2011
263,263,"JL Lewis",1,NA,NA,NA,5506,NA,"FedExCupStandings",2011
264,264,"Brian Bateman",1,NA,NA,NA,5506,NA,"FedExCupStandings",2011
