"LongestDrives_RANKTHISWEEK_2006","LongestDrives_RANKLASTWEEK_2006","LongestDrives_PLAYERNAME_2006","LongestDrives_ROUNDS_2006","LongestDrives_DISTANCE_2006","LongestDrives_TOURNAMENT_2006","LongestDrives_ROUND_2006","LongestDrives_HOLE_2006","LongestDrives_COURSE_2006","stat_name","year"
36,36,"Jim Furyk",89,397,NA,3,12,656,"LongestDrives",2006
36,36,"Jason Schultz",77,397,NA,2,9,660,"LongestDrives",2006
36,36,"Ryan Palmer",101,397,NA,4,1,625,"LongestDrives",2006
36,36,"Bo Van Pelt",102,397,NA,3,18,101,"LongestDrives",2006
43,43,"Tim Petrovic",95,396,NA,4,12,656,"LongestDrives",2006
43,43,"Peter Lonard",77,396,NA,1,18,656,"LongestDrives",2006
43,43,"Hank Kuehne",25,396,NA,2,6,710,"LongestDrives",2006
43,43,"Sean OHair",100,396,NA,2,12,656,"LongestDrives",2006
47,47,"Mike Springer",13,395,NA,2,11,625,"LongestDrives",2006
47,47,"Jonathan Kaye",95,395,NA,4,1,625,"LongestDrives",2006
47,47,"Michael Campbell",27,395,NA,1,12,656,"LongestDrives",2006
47,47,"Eric Axley",91,395,NA,2,11,625,"LongestDrives",2006
47,47,"Nicholas Thompson",96,395,NA,2,11,625,"LongestDrives",2006
53,53,"David Toms",76,394,NA,1,18,656,"LongestDrives",2006
53,53,"Tiger Woods",55,394,NA,2,16,36,"LongestDrives",2006
56,56,"Bob Tway",81,393,NA,2,11,625,"LongestDrives",2006
56,56,"Troy Matteson",101,393,NA,5,9,723,"LongestDrives",2006
56,56,"Camilo Villegas",95,393,NA,1,12,710,"LongestDrives",2006
56,56,"Jeff Overton",95,393,NA,1,16,6,"LongestDrives",2006
66,66,"Johan Edfors",12,392,NA,1,16,36,"LongestDrives",2006
69,69,"Shaun Micheel",96,391,NA,1,14,625,"LongestDrives",2006
69,69,"Kent Jones",103,391,NA,4,1,625,"LongestDrives",2006
69,69,"Thomas Bjorn",26,391,NA,1,13,36,"LongestDrives",2006
69,69,"Chad Campbell",91,391,NA,5,9,723,"LongestDrives",2006
69,69,"Vance Veazey",59,391,NA,4,5,696,"LongestDrives",2006
69,69,"Michael Connell",51,391,NA,2,11,625,"LongestDrives",2006
69,69,"Pat Perez",50,391,NA,5,9,723,"LongestDrives",2006
69,69,"Adam Scott",70,391,NA,3,16,36,"LongestDrives",2006
78,78,"Glen Day",30,390,NA,2,8,660,"LongestDrives",2006
78,78,"Trevor Immelman",86,390,NA,3,18,36,"LongestDrives",2006
78,78,"James Driscoll",80,390,NA,1,17,710,"LongestDrives",2006
78,78,"Tag Ridings",103,390,NA,2,11,625,"LongestDrives",2006
78,78,"DJ Trahan",92,390,NA,4,14,625,"LongestDrives",2006
83,83,"Paul Azinger",87,389,NA,1,11,625,"LongestDrives",2006
83,83,"Greg Kraft",79,389,NA,4,1,625,"LongestDrives",2006
83,83,"Kris Cox",83,389,NA,1,11,625,"LongestDrives",2006
83,83,"Dean Wilson",115,389,NA,5,9,723,"LongestDrives",2006
83,83,"Arron Oberholser",82,389,NA,4,8,36,"LongestDrives",2006
83,83,"Gabriel Hjertstedt",46,389,NA,2,10,660,"LongestDrives",2006
83,83,"Ted Purdy",103,389,NA,1,18,656,"LongestDrives",2006
83,83,"Robert Garrigus",85,389,NA,5,9,723,"LongestDrives",2006
83,83,"Jason Bohn",104,389,NA,2,12,656,"LongestDrives",2006
83,83,"Alex Aragon",63,389,NA,2,4,19,"LongestDrives",2006
83,83,"Jeremy Tucker",2,389,NA,2,1,6,"LongestDrives",2006
94,94,"JP Hayes",55,388,NA,4,1,625,"LongestDrives",2006
94,94,"Justin Rose",98,388,NA,4,1,625,"LongestDrives",2006
94,94,"Patrick Sheehan",104,388,NA,2,9,723,"LongestDrives",2006
94,94,"Ryan Hietala",61,388,NA,1,2,730,"LongestDrives",2006
100,100,"Paul Goydos",72,387,NA,1,11,625,"LongestDrives",2006
100,100,"Mathew Goggin",72,387,NA,2,18,723,"LongestDrives",2006
108,108,"Kenny Perry",73,386,NA,4,12,656,"LongestDrives",2006
108,108,"Paul Stankowski",70,386,NA,1,9,660,"LongestDrives",2006
108,108,"Mathias Gronberg",92,386,NA,2,17,710,"LongestDrives",2006
108,108,"Arjun Atwal",97,386,NA,5,9,723,"LongestDrives",2006
108,108,"Brian Davis",92,386,NA,1,9,660,"LongestDrives",2006
108,108,"Jonathan Byrd",66,386,NA,2,6,710,"LongestDrives",2006
116,116,"Fred Couples",52,385,NA,2,17,710,"LongestDrives",2006
116,116,"Blaine McCallister",29,385,NA,4,1,625,"LongestDrives",2006
116,116,"Jesper Parnevik",84,385,NA,5,9,723,"LongestDrives",2006
116,116,"Jose Coceres",38,385,NA,2,11,625,"LongestDrives",2006
116,116,"Henrik Bjornstad",97,385,NA,1,17,710,"LongestDrives",2006
116,116,"Charl Schwartzel",28,385,NA,2,16,36,"LongestDrives",2006
127,127,"David Duval",71,384,NA,5,9,723,"LongestDrives",2006
127,127,"Jason Day",23,384,NA,2,11,625,"LongestDrives",2006
136,136,"Mark Calcavecchia",94,383,NA,4,12,656,"LongestDrives",2006
136,136,"Justin Leonard",83,383,NA,1,18,656,"LongestDrives",2006
136,136,"John Senden",96,383,NA,4,1,625,"LongestDrives",2006
136,136,"Anthony Kim",8,383,NA,4,1,625,"LongestDrives",2006
145,145,"Duffy Waldorf",96,382,NA,1,10,660,"LongestDrives",2006
145,145,"Marco Dawson",87,382,NA,4,14,625,"LongestDrives",2006
145,145,"Joe Ogilvie",95,382,NA,2,8,660,"LongestDrives",2006
145,145,"Hunter Mahan",98,382,NA,2,1,625,"LongestDrives",2006
158,158,"Olin Browne",108,381,NA,4,12,656,"LongestDrives",2006
158,158,"Joey Sindelar",90,381,NA,2,6,696,"LongestDrives",2006
158,158,"Jeff Gove",91,381,NA,1,1,6,"LongestDrives",2006
158,158,"David Branshaw",98,381,NA,5,9,723,"LongestDrives",2006
158,158,"Charles Warren",93,381,NA,2,13,510,"LongestDrives",2006
158,158,"Ian Poulter",53,381,NA,2,16,36,"LongestDrives",2006
170,170,"Gary Hallberg",12,380,NA,4,14,625,"LongestDrives",2006
170,170,"Robert Damron",91,380,NA,4,1,625,"LongestDrives",2006
170,170,"KJ Choi",93,380,NA,2,18,36,"LongestDrives",2006
181,181,"Jerry Kelly",100,379,NA,4,1,625,"LongestDrives",2006
194,194,"Michael Bradley",15,378,NA,1,2,730,"LongestDrives",2006
194,194,"Bart Bryant",87,378,NA,1,1,6,"LongestDrives",2006
194,194,"Steve Flesch",119,378,NA,4,14,625,"LongestDrives",2006
