"FedExCupPlayoffsPoints_RANKTHISWEEK_2010","FedExCupPlayoffsPoints_RANKLASTWEEK_2010","FedExCupPlayoffsPoints_PLAYERNAME_2010","FedExCupPlayoffsPoints_EVENTS_2010","FedExCupPlayoffsPoints_POINTS_2010","FedExCupPlayoffsPoints_OFWINS_2010","FedExCupPlayoffsPoints_OFTOP10S_2010","FedExCupPlayoffsPoints_POINTSBEHINDLEAD_2010","FedExCupPlayoffsPoints_RESETPOINTS_2010","stat_name","year"
31,31,"Bill Haas",23,1565,1,2,3370,NA,"FedExCupPlayoffsPoints",2010
32,32,"Rickie Fowler",25,1564,NA,5,3371,NA,"FedExCupPlayoffsPoints",2010
33,33,"Charlie Wi",23,1560,NA,4,3375,NA,"FedExCupPlayoffsPoints",2010
34,34,"JB Holmes",23,1501,NA,3,3434,NA,"FedExCupPlayoffsPoints",2010
35,35,"Vaughn Taylor",23,1495,NA,6,3440,NA,"FedExCupPlayoffsPoints",2010
36,36,"Rory McIlroy",16,1489,1,5,3446,NA,"FedExCupPlayoffsPoints",2010
37,37,"Brandt Snedeker",26,1470,NA,5,3465,NA,"FedExCupPlayoffsPoints",2010
38,38,"Stewart Cink",22,1448,NA,3,3487,NA,"FedExCupPlayoffsPoints",2010
39,39,"Ian Poulter",15,1396,1,2,3539,NA,"FedExCupPlayoffsPoints",2010
40,40,"Carl Pettersson",27,1332,1,4,3603,NA,"FedExCupPlayoffsPoints",2010
41,41,"Anthony Kim",14,1328,1,4,3607,NA,"FedExCupPlayoffsPoints",2010
42,42,"Tiger Woods",12,1300,NA,2,3635,NA,"FedExCupPlayoffsPoints",2010
43,43,"Tom Gillis",24,1276,NA,3,3659,NA,"FedExCupPlayoffsPoints",2010
44,44,"Marc Leishman",24,1268,NA,2,3667,NA,"FedExCupPlayoffsPoints",2010
45,45,"Michael Sim",20,1244,NA,3,3691,NA,"FedExCupPlayoffsPoints",2010
46,46,"Heath Slocum",22,1222,NA,4,3713,NA,"FedExCupPlayoffsPoints",2010
47,47,"Sean OHair",23,1206,NA,3,3729,NA,"FedExCupPlayoffsPoints",2010
48,48,"Rory Sabbatini",23,1197,NA,3,3738,NA,"FedExCupPlayoffsPoints",2010
49,49,"DJ Trahan",24,1195,NA,6,3740,NA,"FedExCupPlayoffsPoints",2010
50,50,"John Senden",26,1192,NA,1,3743,NA,"FedExCupPlayoffsPoints",2010
51,51,"Brendon de Jonge",29,1170,NA,6,3765,NA,"FedExCupPlayoffsPoints",2010
52,52,"Stuart Appleby",29,1157,1,3,3778,NA,"FedExCupPlayoffsPoints",2010
53,53,"Brian Davis",27,1149,NA,2,3786,NA,"FedExCupPlayoffsPoints",2010
54,54,"Brian Gay",26,1142,NA,2,3793,NA,"FedExCupPlayoffsPoints",2010
55,55,"David Toms",23,1118,NA,1,3817,NA,"FedExCupPlayoffsPoints",2010
56,56,"Greg Chalmers",25,1113,NA,2,3822,NA,"FedExCupPlayoffsPoints",2010
57,57,"Vijay Singh",23,1108,NA,2,3827,NA,"FedExCupPlayoffsPoints",2010
58,58,"Freddie Jacobson",21,1101,NA,3,3834,NA,"FedExCupPlayoffsPoints",2010
59,59,"Justin Leonard",24,1096,NA,1,3839,NA,"FedExCupPlayoffsPoints",2010
60,60,"Bryce Molder",24,1088,NA,6,3847,NA,"FedExCupPlayoffsPoints",2010
61,61,"Angel Cabrera",19,1082,NA,2,3853,NA,"FedExCupPlayoffsPoints",2010
62,62,"Jason Bohn",22,1079,1,2,3856,NA,"FedExCupPlayoffsPoints",2010
63,63,"Matt Jones",25,1035,NA,5,3900,NA,"FedExCupPlayoffsPoints",2010
64,64,"Ricky Barnes",26,1027,NA,6,3908,NA,"FedExCupPlayoffsPoints",2010
65,65,"Jason Dufner",25,1000,NA,2,3935,NA,"FedExCupPlayoffsPoints",2010
66,66,"Tim Petrovic",27,937,NA,2,3998,NA,"FedExCupPlayoffsPoints",2010
67,67,"YE Yang",21,923,NA,2,4012,NA,"FedExCupPlayoffsPoints",2010
68,68,"Stephen Ames",21,866,NA,1,4069,NA,"FedExCupPlayoffsPoints",2010
69,69,"Andres Romero",19,853,NA,2,4082,NA,"FedExCupPlayoffsPoints",2010
70,70,"Scott Verplank",22,813,NA,3,4122,NA,"FedExCupPlayoffsPoints",2010
71,71,"Kris Blanks",26,794,NA,3,4141,NA,"FedExCupPlayoffsPoints",2010
72,72,"Steve Marino",21,778,NA,2,4157,NA,"FedExCupPlayoffsPoints",2010
73,73,"Padraig Harrington",18,772,NA,5,4163,NA,"FedExCupPlayoffsPoints",2010
74,74,"Lucas Glover",22,770,NA,3,4165,NA,"FedExCupPlayoffsPoints",2010
75,75,"Charles Howell III",24,764,NA,4,4171,NA,"FedExCupPlayoffsPoints",2010
76,76,"Josh Teater",27,754,NA,2,4181,NA,"FedExCupPlayoffsPoints",2010
77,77,"John Rollins",23,736,NA,2,4199,NA,"FedExCupPlayoffsPoints",2010
78,78,"Ryuji Imada",24,720,NA,2,4215,NA,"FedExCupPlayoffsPoints",2010
79,79,"Chris Couch",22,709,NA,2,4226,NA,"FedExCupPlayoffsPoints",2010
80,80,"Davis Love III",21,708,NA,3,4227,NA,"FedExCupPlayoffsPoints",2010
81,81,"Spencer Levin",26,673,NA,1,4262,NA,"FedExCupPlayoffsPoints",2010
82,82,"DA Points",25,654,NA,3,4281,NA,"FedExCupPlayoffsPoints",2010
83,83,"JP Hayes",21,652,NA,3,4283,NA,"FedExCupPlayoffsPoints",2010
84,84,"Jimmy Walker",25,642,NA,2,4293,NA,"FedExCupPlayoffsPoints",2010
85,85,"Webb Simpson",26,628,NA,1,4307,NA,"FedExCupPlayoffsPoints",2010
86,86,"JJ Henry",27,603,NA,2,4332,NA,"FedExCupPlayoffsPoints",2010
87,87,"Paul Goydos",23,602,NA,3,4333,NA,"FedExCupPlayoffsPoints",2010
88,88,"Shaun Micheel",17,600,NA,3,4335,NA,"FedExCupPlayoffsPoints",2010
89,89,"Chad Campbell",24,598,NA,2,4337,NA,"FedExCupPlayoffsPoints",2010
90,90,"Pat Perez",23,581,NA,3,4354,NA,"FedExCupPlayoffsPoints",2010
91,91,"Troy Matteson",23,575,NA,2,4360,NA,"FedExCupPlayoffsPoints",2010
92,92,"Steve Elkington",21,571,NA,3,4364,NA,"FedExCupPlayoffsPoints",2010
93,93,"Kenny Perry",20,565,NA,1,4370,NA,"FedExCupPlayoffsPoints",2010
94,94,"Aaron Baddeley",21,559,NA,1,4376,NA,"FedExCupPlayoffsPoints",2010
95,95,"Blake Adams",24,556,NA,2,4379,NA,"FedExCupPlayoffsPoints",2010
96,96,"Chad Collins",25,540,NA,3,4395,NA,"FedExCupPlayoffsPoints",2010
97,97,"Alex Prugh",26,526,NA,3,4409,NA,"FedExCupPlayoffsPoints",2010
98,98,"Boo Weekley",25,526,NA,3,4409,NA,"FedExCupPlayoffsPoints",2010
99,99,"Garrett Willis",21,517,NA,1,4418,NA,"FedExCupPlayoffsPoints",2010
100,100,"Chris Riley",20,512,NA,3,4423,NA,"FedExCupPlayoffsPoints",2010
101,101,"Kevin Sutherland",21,499,NA,1,4436,NA,"FedExCupPlayoffsPoints",2010
102,102,"Jerry Kelly",24,493,NA,1,4442,NA,"FedExCupPlayoffsPoints",2010
103,103,"Alex Cejka",24,489,NA,4,4446,NA,"FedExCupPlayoffsPoints",2010
104,104,"Derek Lamely",25,487,1,1,4448,NA,"FedExCupPlayoffsPoints",2010
105,105,"Jonathan Byrd",22,483,NA,2,4452,NA,"FedExCupPlayoffsPoints",2010
106,106,"Matt Bettencourt",28,472,1,1,4463,NA,"FedExCupPlayoffsPoints",2010
107,107,"Robert Garrigus",17,469,NA,2,4466,NA,"FedExCupPlayoffsPoints",2010
108,108,"Jeff Maggert",23,463,NA,2,4472,NA,"FedExCupPlayoffsPoints",2010
109,109,"Sergio Garcia",15,461,NA,1,4474,NA,"FedExCupPlayoffsPoints",2010
110,110,"John Merrick",26,459,NA,1,4476,NA,"FedExCupPlayoffsPoints",2010
111,111,"Briny Baird",23,458,NA,1,4477,NA,"FedExCupPlayoffsPoints",2010
112,112,"Joe Ogilvie",27,454,NA,1,4481,NA,"FedExCupPlayoffsPoints",2010
113,113,"Bill Lunde",25,449,1,3,4486,NA,"FedExCupPlayoffsPoints",2010
114,114,"Dean Wilson",13,434,NA,1,4501,NA,"FedExCupPlayoffsPoints",2010
115,115,"Corey Pavin",8,433,NA,2,4502,NA,"FedExCupPlayoffsPoints",2010
116,116,"Bob Estes",21,432,NA,2,4503,NA,"FedExCupPlayoffsPoints",2010
117,117,"David Duval",20,431,NA,1,4504,NA,"FedExCupPlayoffsPoints",2010
118,118,"Cameron Beckman",21,427,1,2,4508,NA,"FedExCupPlayoffsPoints",2010
119,119,"Ben Curtis",20,416,NA,1,4519,NA,"FedExCupPlayoffsPoints",2010
120,120,"Michael Letzig",22,415,NA,1,4520,NA,"FedExCupPlayoffsPoints",2010
121,121,"Nathan Green",23,414,NA,1,4521,NA,"FedExCupPlayoffsPoints",2010
122,122,"Kevin Stadler",24,394,NA,4,4541,NA,"FedExCupPlayoffsPoints",2010
123,123,"Woody Austin",24,394,NA,3,4541,NA,"FedExCupPlayoffsPoints",2010
124,124,"Graham DeLaet",24,393,NA,1,4542,NA,"FedExCupPlayoffsPoints",2010
125,125,"Scott Piercy",23,380,NA,2,4555,NA,"FedExCupPlayoffsPoints",2010
126,126,"Jeff Quinney",24,378,NA,1,4557,NA,"FedExCupPlayoffsPoints",2010
127,127,"Chris Stroud",22,369,NA,2,4566,NA,"FedExCupPlayoffsPoints",2010
128,128,"Mike Weir",19,360,NA,1,4575,NA,"FedExCupPlayoffsPoints",2010
129,129,"Aron Price",17,358,NA,2,4577,NA,"FedExCupPlayoffsPoints",2010
130,130,"Scott McCarron",24,354,NA,1,4581,NA,"FedExCupPlayoffsPoints",2010
131,131,"Mark Wilson",23,343,NA,1,4592,NA,"FedExCupPlayoffsPoints",2010
132,132,"John Mallinger",24,342,NA,1,4593,NA,"FedExCupPlayoffsPoints",2010
133,133,"James Driscoll",21,340,NA,1,4595,NA,"FedExCupPlayoffsPoints",2010
134,134,"James Nitties",25,338,NA,1,4597,NA,"FedExCupPlayoffsPoints",2010
135,135,"George McNeill",23,338,NA,1,4597,NA,"FedExCupPlayoffsPoints",2010
136,136,"Brett Quigley",24,336,NA,1,4599,NA,"FedExCupPlayoffsPoints",2010
137,137,"Tom Pernice Jr",18,331,NA,1,4604,NA,"FedExCupPlayoffsPoints",2010
138,138,"Troy Merritt",24,331,NA,1,4604,NA,"FedExCupPlayoffsPoints",2010
139,139,"Richard Johnson",22,323,NA,2,4612,NA,"FedExCupPlayoffsPoints",2010
140,140,"Matt Every",17,322,NA,1,4613,NA,"FedExCupPlayoffsPoints",2010
141,141,"Henrik Stenson",12,321,NA,1,4614,NA,"FedExCupPlayoffsPoints",2010
142,142,"Joe Durant",15,321,NA,1,4614,NA,"FedExCupPlayoffsPoints",2010
143,143,"Billy Mayfair",22,314,NA,2,4621,NA,"FedExCupPlayoffsPoints",2010
144,144,"Michael Connell",20,314,NA,1,4621,NA,"FedExCupPlayoffsPoints",2010
145,145,"Michael Bradley",20,306,NA,NA,4629,NA,"FedExCupPlayoffsPoints",2010
146,146,"Paul Stankowski",13,296,NA,2,4639,NA,"FedExCupPlayoffsPoints",2010
147,147,"Chris DiMarco",20,286,NA,1,4649,NA,"FedExCupPlayoffsPoints",2010
148,148,"Nicholas Thompson",25,284,NA,1,4651,NA,"FedExCupPlayoffsPoints",2010
149,149,"Jay Williamson",19,280,NA,1,4655,NA,"FedExCupPlayoffsPoints",2010
150,150,"Lee Janzen",21,280,NA,1,4655,NA,"FedExCupPlayoffsPoints",2010
