"AverageGoingforitShotDistanceinYards_RANKTHISWEEK_2013","AverageGoingforitShotDistanceinYards_RANKLASTWEEK_2013","AverageGoingforitShotDistanceinYards_PLAYERNAME_2013","AverageGoingforitShotDistanceinYards_EVENTS_2013","AverageGoingforitShotDistanceinYards_AVG_2013","AverageGoingforitShotDistanceinYards_DISTANCEININCHES_2013","AverageGoingforitShotDistanceinYards_ATTEMPTS_2013","stat_name","year"
61,61,"Robert Karlsson",18,250.2,531410,59,"AverageGoingforitShotDistanceinYards",2013
61,61,"Matt Kuchar",23,250.2,1179796,131,"AverageGoingforitShotDistanceinYards",2013
61,61,"Chez Reavie",22,250.2,747566,83,"AverageGoingforitShotDistanceinYards",2013
64,64,"Tom Gillis",22,250.3,711739,79,"AverageGoingforitShotDistanceinYards",2013
64,64,"James Hahn",26,250.3,1090144,121,"AverageGoingforitShotDistanceinYards",2013
66,66,"Luke Guthrie",27,250.4,910487,101,"AverageGoingforitShotDistanceinYards",2013
67,67,"Trevor Immelman",24,250.6,721617,80,"AverageGoingforitShotDistanceinYards",2013
67,67,"Vaughn Taylor",16,250.6,559245,62,"AverageGoingforitShotDistanceinYards",2013
67,67,"Gary Woodland",26,250.6,1695978,188,"AverageGoingforitShotDistanceinYards",2013
70,70,"Russell Henley",24,250.7,1037694,115,"AverageGoingforitShotDistanceinYards",2013
71,71,"William McGirt",24,250.8,1029124,114,"AverageGoingforitShotDistanceinYards",2013
72,72,"Matt Jones",24,250.9,1246334,138,"AverageGoingforitShotDistanceinYards",2013
72,72,"John Merrick",23,250.9,966373,107,"AverageGoingforitShotDistanceinYards",2013
74,74,"Charlie Wi",23,251.1,750346,83,"AverageGoingforitShotDistanceinYards",2013
75,75,"Josh Teater",24,251.2,1166633,129,"AverageGoingforitShotDistanceinYards",2013
75,75,"Bo Van Pelt",22,251.2,886108,98,"AverageGoingforitShotDistanceinYards",2013
77,77,"Colt Knost",25,251.3,515717,57,"AverageGoingforitShotDistanceinYards",2013
77,77,"Nicholas Thompson",29,251.3,1438243,159,"AverageGoingforitShotDistanceinYards",2013
79,79,"John Senden",25,251.4,1131247,125,"AverageGoingforitShotDistanceinYards",2013
80,80,"Erik Compton",24,251.5,1004874,111,"AverageGoingforitShotDistanceinYards",2013
80,80,"Tommy Gainey",28,251.5,1185929,131,"AverageGoingforitShotDistanceinYards",2013
82,82,"Scott Brown",21,251.6,969088,107,"AverageGoingforitShotDistanceinYards",2013
82,82,"Luke Donald",17,251.6,606924,67,"AverageGoingforitShotDistanceinYards",2013
82,82,"Derek Ernst",21,251.6,869466,96,"AverageGoingforitShotDistanceinYards",2013
85,85,"Seung Yul Noh",25,251.7,1114419,123,"AverageGoingforitShotDistanceinYards",2013
86,86,"Brian Harman",29,251.9,1260311,139,"AverageGoingforitShotDistanceinYards",2013
87,87,"Ben Curtis",20,252,462649,51,"AverageGoingforitShotDistanceinYards",2013
87,87,"George McNeill",21,252,916349,101,"AverageGoingforitShotDistanceinYards",2013
87,87,"Pat Perez",22,252,1097872,121,"AverageGoingforitShotDistanceinYards",2013
87,87,"Carl Pettersson",24,252,1043219,115,"AverageGoingforitShotDistanceinYards",2013
87,87,"Shawn Stefani",21,252,816373,90,"AverageGoingforitShotDistanceinYards",2013
92,92,"Jeff Maggert",21,252.2,726294,80,"AverageGoingforitShotDistanceinYards",2013
92,92,"Dicky Pride",23,252.2,572075,63,"AverageGoingforitShotDistanceinYards",2013
92,92,"Brandt Snedeker",23,252.2,880751,97,"AverageGoingforitShotDistanceinYards",2013
92,92,"Aaron Watkins",19,252.2,308747,34,"AverageGoingforitShotDistanceinYards",2013
96,96,"Jason Bohn",23,252.4,690652,76,"AverageGoingforitShotDistanceinYards",2013
96,96,"James Driscoll",23,252.4,899496,99,"AverageGoingforitShotDistanceinYards",2013
96,96,"Brandt Jobe",19,252.4,790605,87,"AverageGoingforitShotDistanceinYards",2013
96,96,"Hunter Mahan",25,252.4,1490174,164,"AverageGoingforitShotDistanceinYards",2013
96,96,"Boo Weekley",27,252.4,1490238,164,"AverageGoingforitShotDistanceinYards",2013
101,101,"Peter Hanson",15,252.7,545925,60,"AverageGoingforitShotDistanceinYards",2013
102,102,"Martin Flores",25,252.9,1283652,141,"AverageGoingforitShotDistanceinYards",2013
102,102,"Henrik Norlander",22,252.9,992399,109,"AverageGoingforitShotDistanceinYards",2013
104,104,"Tim Clark",20,253,555581,61,"AverageGoingforitShotDistanceinYards",2013
105,105,"Robert Garrigus",22,253.3,1349780,148,"AverageGoingforitShotDistanceinYards",2013
106,106,"Charl Schwartzel",19,253.4,1158667,127,"AverageGoingforitShotDistanceinYards",2013
107,107,"Kevin Stadler",25,253.5,1423746,156,"AverageGoingforitShotDistanceinYards",2013
108,108,"Aaron Baddeley",24,253.6,1031576,113,"AverageGoingforitShotDistanceinYards",2013
108,108,"Bobby Gates",20,253.6,529528,58,"AverageGoingforitShotDistanceinYards",2013
108,108,"Freddie Jacobson",19,253.6,703091,77,"AverageGoingforitShotDistanceinYards",2013
111,111,"Stephen Ames",19,253.7,493193,54,"AverageGoingforitShotDistanceinYards",2013
111,111,"Charles Howell III",26,253.7,1625440,178,"AverageGoingforitShotDistanceinYards",2013
113,113,"Adam Scott",16,253.8,968490,106,"AverageGoingforitShotDistanceinYards",2013
113,113,"Webb Simpson",25,253.8,1315868,144,"AverageGoingforitShotDistanceinYards",2013
115,115,"Casey Wittenberg",27,253.9,722161,79,"AverageGoingforitShotDistanceinYards",2013
116,116,"Brian Gay",24,254,621769,68,"AverageGoingforitShotDistanceinYards",2013
116,116,"David Hearn",26,254,832188,91,"AverageGoingforitShotDistanceinYards",2013
116,116,"Cameron Percy",21,254,1014885,111,"AverageGoingforitShotDistanceinYards",2013
119,119,"John Rollins",24,254.1,1207318,132,"AverageGoingforitShotDistanceinYards",2013
120,120,"Keegan Bradley",25,254.2,1720609,188,"AverageGoingforitShotDistanceinYards",2013
121,121,"Jason Dufner",22,254.4,934022,102,"AverageGoingforitShotDistanceinYards",2013
121,121,"Michael Thompson",22,254.4,696156,76,"AverageGoingforitShotDistanceinYards",2013
121,121,"Mike Weir",22,254.4,512845,56,"AverageGoingforitShotDistanceinYards",2013
124,124,"Billy Horschel",26,254.6,1365781,149,"AverageGoingforitShotDistanceinYards",2013
124,124,"Justin Leonard",24,254.6,678148,74,"AverageGoingforitShotDistanceinYards",2013
126,126,"Matt Every",28,254.7,1659438,181,"AverageGoingforitShotDistanceinYards",2013
126,126,"Ryan Moore",22,254.7,953495,104,"AverageGoingforitShotDistanceinYards",2013
126,126,"Cameron Tringale",24,254.7,1091187,119,"AverageGoingforitShotDistanceinYards",2013
129,129,"Jason Kokrak",25,254.8,1467570,160,"AverageGoingforitShotDistanceinYards",2013
130,130,"Charlie Beljan",24,254.9,1110436,121,"AverageGoingforitShotDistanceinYards",2013
130,130,"Jeff Overton",24,254.9,1404241,153,"AverageGoingforitShotDistanceinYards",2013
130,130,"Nick Watney",26,254.9,1385688,151,"AverageGoingforitShotDistanceinYards",2013
133,133,"Jimmy Walker",24,255,1469082,160,"AverageGoingforitShotDistanceinYards",2013
134,134,"Daniel Summerhays",26,255.1,1248903,136,"AverageGoingforitShotDistanceinYards",2013
135,135,"Bud Cauley",24,255.2,863689,94,"AverageGoingforitShotDistanceinYards",2013
135,135,"KJ Choi",24,255.2,716728,78,"AverageGoingforitShotDistanceinYards",2013
135,135,"Rickie Fowler",22,255.2,1056514,115,"AverageGoingforitShotDistanceinYards",2013
138,138,"Bill Haas",25,255.4,1204302,131,"AverageGoingforitShotDistanceinYards",2013
139,139,"Greg Chalmers",25,255.6,1030590,112,"AverageGoingforitShotDistanceinYards",2013
139,139,"Scott Stallings",27,255.6,1288423,140,"AverageGoingforitShotDistanceinYards",2013
139,139,"Brendan Steele",26,255.6,1223990,133,"AverageGoingforitShotDistanceinYards",2013
139,139,"Bubba Watson",21,255.6,1545875,168,"AverageGoingforitShotDistanceinYards",2013
143,143,"Marc Leishman",23,255.9,1225265,133,"AverageGoingforitShotDistanceinYards",2013
144,144,"Jerry Kelly",22,256.1,820393,89,"AverageGoingforitShotDistanceinYards",2013
145,145,"Brian Davis",28,256.4,923087,100,"AverageGoingforitShotDistanceinYards",2013
145,145,"John Huh",28,256.4,1310837,142,"AverageGoingforitShotDistanceinYards",2013
145,145,"Tiger Woods",16,256.4,876821,95,"AverageGoingforitShotDistanceinYards",2013
148,148,"Ben Crane",21,256.6,581969,63,"AverageGoingforitShotDistanceinYards",2013
148,148,"Jordan Spieth",23,256.6,1247028,135,"AverageGoingforitShotDistanceinYards",2013
148,148,"Johnson Wagner",24,256.6,794346,86,"AverageGoingforitShotDistanceinYards",2013
151,151,"Rod Pampling",16,256.7,582185,63,"AverageGoingforitShotDistanceinYards",2013
151,151,"Jin Park",20,256.7,434359,47,"AverageGoingforitShotDistanceinYards",2013
151,151,"Chris Stroud",26,256.7,1182910,128,"AverageGoingforitShotDistanceinYards",2013
154,154,"JJ Henry",26,256.8,1026062,111,"AverageGoingforitShotDistanceinYards",2013
155,155,"Andres Romero",21,256.9,1054224,114,"AverageGoingforitShotDistanceinYards",2013
156,156,"Lucas Glover",23,257,1091849,118,"AverageGoingforitShotDistanceinYards",2013
156,156,"Martin Laird",21,257,953140,103,"AverageGoingforitShotDistanceinYards",2013
156,156,"Scott Piercy",24,257,1350574,146,"AverageGoingforitShotDistanceinYards",2013
159,159,"Bryce Molder",24,257.1,610884,66,"AverageGoingforitShotDistanceinYards",2013
160,160,"Lee Westwood",19,257.2,1120220,121,"AverageGoingforitShotDistanceinYards",2013
161,161,"Ken Duke",28,257.3,759543,82,"AverageGoingforitShotDistanceinYards",2013
161,161,"Harris English",26,257.3,1509998,163,"AverageGoingforitShotDistanceinYards",2013
161,161,"Sergio Garcia",17,257.3,963198,104,"AverageGoingforitShotDistanceinYards",2013
161,161,"Charley Hoffman",23,257.3,1463643,158,"AverageGoingforitShotDistanceinYards",2013
165,165,"Rory McIlroy",16,257.6,1001427,108,"AverageGoingforitShotDistanceinYards",2013
166,166,"Steven Bowditch",22,257.7,1233764,133,"AverageGoingforitShotDistanceinYards",2013
167,167,"Steve Stricker",13,258.2,604158,65,"AverageGoingforitShotDistanceinYards",2013
168,168,"Brendon de Jonge",30,258.3,1655380,178,"AverageGoingforitShotDistanceinYards",2013
169,169,"DA Points",28,258.7,1043026,112,"AverageGoingforitShotDistanceinYards",2013
170,170,"Angel Cabrera",21,259.5,1214660,130,"AverageGoingforitShotDistanceinYards",2013
171,171,"Richard Lee",24,259.6,887700,95,"AverageGoingforitShotDistanceinYards",2013
172,172,"David Lynn",22,259.9,664271,71,"AverageGoingforitShotDistanceinYards",2013
173,173,"Phil Mickelson",21,260,1179398,126,"AverageGoingforitShotDistanceinYards",2013
174,174,"Ian Poulter",16,260.2,655626,70,"AverageGoingforitShotDistanceinYards",2013
175,175,"Roberto Castro",29,260.3,1274443,136,"AverageGoingforitShotDistanceinYards",2013
176,176,"Jonas Blixt",24,260.4,1096775,117,"AverageGoingforitShotDistanceinYards",2013
177,177,"DH Lee",22,260.8,845052,90,"AverageGoingforitShotDistanceinYards",2013
178,178,"Troy Matteson",24,261.2,930938,99,"AverageGoingforitShotDistanceinYards",2013
179,179,"Padraig Harrington",17,261.5,724862,77,"AverageGoingforitShotDistanceinYards",2013
179,179,"Henrik Stenson",18,261.5,1044772,111,"AverageGoingforitShotDistanceinYards",2013
