"CurrentStreakwithouta3Putt_RANKTHISWEEK_2014","CurrentStreakwithouta3Putt_RANKLASTWEEK_2014","CurrentStreakwithouta3Putt_PLAYERNAME_2014","CurrentStreakwithouta3Putt_EVENTS_2014","CurrentStreakwithouta3Putt_VALUE_2014","stat_name","year"
111,111,"Andres Romero",26,13,"CurrentStreakwithouta3Putt",2014
111,111,"Kevin Stadler",26,13,"CurrentStreakwithouta3Putt",2014
114,114,"Ricky Barnes",27,12,"CurrentStreakwithouta3Putt",2014
114,114,"JB Holmes",24,12,"CurrentStreakwithouta3Putt",2014
114,114,"John Huh",28,12,"CurrentStreakwithouta3Putt",2014
114,114,"Hideki Matsuyama",24,12,"CurrentStreakwithouta3Putt",2014
118,118,"Scott Brown",30,11,"CurrentStreakwithouta3Putt",2014
118,118,"Richard Lee",27,11,"CurrentStreakwithouta3Putt",2014
118,118,"Kevin Streelman",24,11,"CurrentStreakwithouta3Putt",2014
121,121,"Jason Bohn",25,10,"CurrentStreakwithouta3Putt",2014
121,121,"Bud Cauley",19,10,"CurrentStreakwithouta3Putt",2014
121,121,"Ryan Moore",24,10,"CurrentStreakwithouta3Putt",2014
121,121,"David Toms",20,10,"CurrentStreakwithouta3Putt",2014
125,125,"Charley Hoffman",25,9,"CurrentStreakwithouta3Putt",2014
125,125,"Troy Matteson",23,9,"CurrentStreakwithouta3Putt",2014
127,127,"Brooks Koepka",16,8,"CurrentStreakwithouta3Putt",2014
127,127,"DH Lee",20,8,"CurrentStreakwithouta3Putt",2014
127,127,"Rory McIlroy",17,8,"CurrentStreakwithouta3Putt",2014
127,127,"Henrik Stenson",15,8,"CurrentStreakwithouta3Putt",2014
131,131,"Robert Allenby",29,7,"CurrentStreakwithouta3Putt",2014
131,131,"Brice Garnett",28,7,"CurrentStreakwithouta3Putt",2014
131,131,"Geoff Ogilvy",26,7,"CurrentStreakwithouta3Putt",2014
131,131,"Wes Roach",22,7,"CurrentStreakwithouta3Putt",2014
131,131,"Tyrone Van Aswegen",25,7,"CurrentStreakwithouta3Putt",2014
131,131,"Johnson Wagner",24,7,"CurrentStreakwithouta3Putt",2014
131,131,"Will Wilcox",16,7,"CurrentStreakwithouta3Putt",2014
138,138,"John Rollins",28,6,"CurrentStreakwithouta3Putt",2014
139,139,"Chad Collins",28,5,"CurrentStreakwithouta3Putt",2014
139,139,"Ken Duke",25,5,"CurrentStreakwithouta3Putt",2014
139,139,"Rickie Fowler",26,5,"CurrentStreakwithouta3Putt",2014
139,139,"Lucas Glover",26,5,"CurrentStreakwithouta3Putt",2014
139,139,"Robert Streb",21,5,"CurrentStreakwithouta3Putt",2014
139,139,"Nicholas Thompson",30,5,"CurrentStreakwithouta3Putt",2014
145,145,"Scott Langley",29,4,"CurrentStreakwithouta3Putt",2014
145,145,"Marc Leishman",24,4,"CurrentStreakwithouta3Putt",2014
145,145,"Kevin Na",27,4,"CurrentStreakwithouta3Putt",2014
145,145,"Carl Pettersson",28,4,"CurrentStreakwithouta3Putt",2014
145,145,"Charl Schwartzel",18,4,"CurrentStreakwithouta3Putt",2014
150,150,"Angel Cabrera",23,3,"CurrentStreakwithouta3Putt",2014
150,150,"Gonzalo Fdez Castano",25,3,"CurrentStreakwithouta3Putt",2014
150,150,"Brad Fritsch",18,3,"CurrentStreakwithouta3Putt",2014
150,150,"Brian Gay",26,3,"CurrentStreakwithouta3Putt",2014
150,150,"Ryo Ishikawa",24,3,"CurrentStreakwithouta3Putt",2014
150,150,"Louis Oosthuizen",16,3,"CurrentStreakwithouta3Putt",2014
156,156,"Jason Dufner",17,2,"CurrentStreakwithouta3Putt",2014
156,156,"Andrew Loupe",22,2,"CurrentStreakwithouta3Putt",2014
156,156,"Jeff Overton",24,2,"CurrentStreakwithouta3Putt",2014
156,156,"Jim Renner",25,2,"CurrentStreakwithouta3Putt",2014
160,160,"Briny Baird",17,1,"CurrentStreakwithouta3Putt",2014
160,160,"Chad Campbell",18,1,"CurrentStreakwithouta3Putt",2014
160,160,"Roberto Castro",27,1,"CurrentStreakwithouta3Putt",2014
160,160,"Pat Perez",25,1,"CurrentStreakwithouta3Putt",2014
160,160,"John Peterson",25,1,"CurrentStreakwithouta3Putt",2014
160,160,"Adam Scott",17,1,"CurrentStreakwithouta3Putt",2014
160,160,"Brandt Snedeker",25,1,"CurrentStreakwithouta3Putt",2014
160,160,"Bubba Watson",21,1,"CurrentStreakwithouta3Putt",2014
160,160,"Boo Weekley",24,1,"CurrentStreakwithouta3Putt",2014
