"BirdieAverage_RANKTHISWEEK_2016","BirdieAverage_RANKLASTWEEK_2016","BirdieAverage_PLAYERNAME_2016","BirdieAverage_ROUNDS_2016","BirdieAverage_AVG_2016","BirdieAverage_OFBIRDIES_2016","BirdieAverage_TOTALROUNDS_2016","stat_name","year"
37,38,"Brice Garnett",29,3.83,111,29,"BirdieAverage",2016
37,38,"Harold Varner III",58,3.83,222,58,"BirdieAverage",2016
39,52,"Danny Lee",53,3.82,191,50,"BirdieAverage",2016
40,41,"Billy Horschel",45,3.81,160,42,"BirdieAverage",2016
40,41,"Matt Kuchar",46,3.81,160,42,"BirdieAverage",2016
42,44,"Sergio Garcia",28,3.8,95,25,"BirdieAverage",2016
42,44,"Russell Knox",48,3.8,171,45,"BirdieAverage",2016
42,44,"Graeme McDowell",33,3.8,114,30,"BirdieAverage",2016
45,41,"David Lingmerth",54,3.78,193,51,"BirdieAverage",2016
45,48,"DJ Trahan",23,3.78,87,23,"BirdieAverage",2016
47,51,"Charl Schwartzel",29,3.77,98,26,"BirdieAverage",2016
47,36,"Brendan Steele",48,3.77,181,48,"BirdieAverage",2016
47,60,"Vaughn Taylor",30,3.77,113,30,"BirdieAverage",2016
50,66,"Roberto Castro",55,3.76,207,55,"BirdieAverage",2016
50,52,"Stewart Cink",45,3.76,169,45,"BirdieAverage",2016
50,38,"Martin Laird",46,3.76,173,46,"BirdieAverage",2016
50,52,"Patrick Reed",53,3.76,184,49,"BirdieAverage",2016
54,57,"Aaron Baddeley",51,3.75,191,51,"BirdieAverage",2016
54,48,"Daniel Summerhays",55,3.75,206,55,"BirdieAverage",2016
56,72,"Jonas Blixt",46,3.74,172,46,"BirdieAverage",2016
56,48,"Matt Jones",45,3.74,157,42,"BirdieAverage",2016
56,44,"Michael Thompson",46,3.74,172,46,"BirdieAverage",2016
59,52,"Kevin Chappell",49,3.73,183,49,"BirdieAverage",2016
60,64,"Freddie Jacobson",54,3.72,201,54,"BirdieAverage",2016
61,80,"Tim Wilkinson",40,3.7,148,40,"BirdieAverage",2016
62,75,"John Huh",51,3.69,188,51,"BirdieAverage",2016
62,59,"Ben Martin",48,3.69,177,48,"BirdieAverage",2016
62,75,"Seung Yul Noh",54,3.69,199,54,"BirdieAverage",2016
62,66,"Sean OHair",45,3.69,166,45,"BirdieAverage",2016
62,60,"Gary Woodland",45,3.69,166,45,"BirdieAverage",2016
67,66,"Ricky Barnes",57,3.68,210,57,"BirdieAverage",2016
67,52,"Anirban Lahiri",44,3.68,151,41,"BirdieAverage",2016
67,64,"Webb Simpson",34,3.68,125,34,"BirdieAverage",2016
67,78,"Steve Stricker",25,3.68,92,25,"BirdieAverage",2016
71,80,"Miguel Angel Carballo",24,3.67,88,24,"BirdieAverage",2016
72,57,"Padraig Harrington",38,3.66,139,38,"BirdieAverage",2016
72,60,"Ryan Moore",40,3.66,128,35,"BirdieAverage",2016
74,72,"Ben Crane",48,3.65,175,48,"BirdieAverage",2016
74,86,"Matthew Fitzpatrick",23,3.65,73,20,"BirdieAverage",2016
74,66,"Kyle Reifers",63,3.65,230,63,"BirdieAverage",2016
74,78,"Patrick Rodgers",49,3.65,179,49,"BirdieAverage",2016
78,60,"Lucas Glover",53,3.64,193,53,"BirdieAverage",2016
78,87,"Branden Grace",31,3.64,102,28,"BirdieAverage",2016
78,87,"Pat Perez",28,3.64,102,28,"BirdieAverage",2016
78,72,"Cameron Tringale",47,3.64,171,47,"BirdieAverage",2016
78,66,"Will Wilcox",47,3.64,171,47,"BirdieAverage",2016
83,89,"Luke List",51,3.63,185,51,"BirdieAverage",2016
83,90,"Dawie van der Walt",48,3.63,174,48,"BirdieAverage",2016
85,83,"Derek Fathauer",58,3.62,210,58,"BirdieAverage",2016
85,106,"Brian Harman",60,3.62,217,60,"BirdieAverage",2016
85,66,"Peter Malnati",53,3.62,192,53,"BirdieAverage",2016
88,92,"Jason Gore",51,3.61,184,51,"BirdieAverage",2016
88,83,"Kevin Streelman",46,3.61,166,46,"BirdieAverage",2016
88,92,"Jhonattan Vegas",49,3.61,177,49,"BirdieAverage",2016
91,75,"Adam Hadwin",53,3.6,191,53,"BirdieAverage",2016
91,90,"John Senden",48,3.6,173,48,"BirdieAverage",2016
91,92,"Hudson Swafford",52,3.6,187,52,"BirdieAverage",2016
94,102,"Tony Finau",49,3.59,176,49,"BirdieAverage",2016
94,96,"Charley Hoffman",49,3.59,165,46,"BirdieAverage",2016
96,99,"Luke Guthrie",31,3.58,111,31,"BirdieAverage",2016
97,92,"Johnson Wagner",44,3.57,157,44,"BirdieAverage",2016
98,127,"James Hahn",45,3.56,160,45,"BirdieAverage",2016
98,109,"Jason Kokrak",52,3.56,185,52,"BirdieAverage",2016
98,102,"Louis Oosthuizen",25,3.56,64,18,"BirdieAverage",2016
98,102,"Kyle Stanley",57,3.56,203,57,"BirdieAverage",2016
102,83,"Harris English",51,3.55,181,51,"BirdieAverage",2016
102,80,"Carlos Ortiz",47,3.55,167,47,"BirdieAverage",2016
104,96,"Brian Stuard",24,3.54,85,24,"BirdieAverage",2016
105,99,"Spencer Levin",62,3.53,219,62,"BirdieAverage",2016
106,101,"Ollie Schniederjans",23,3.52,81,23,"BirdieAverage",2016
107,96,"Morgan Hoffmann",43,3.51,151,43,"BirdieAverage",2016
107,110,"Scott Pinckney",53,3.51,186,53,"BirdieAverage",2016
107,113,"Boo Weekley",53,3.51,186,53,"BirdieAverage",2016
110,106,"Fabian Gomez",49,3.5,161,46,"BirdieAverage",2016
110,112,"Rory Sabbatini",40,3.5,140,40,"BirdieAverage",2016
112,113,"Si Woo Kim",63,3.49,220,63,"BirdieAverage",2016
113,110,"Jim Herman",55,3.47,191,55,"BirdieAverage",2016
114,113,"Scott Brown",59,3.46,204,59,"BirdieAverage",2016
114,121,"Troy Merritt",41,3.46,142,41,"BirdieAverage",2016
114,116,"Nick Taylor",57,3.46,197,57,"BirdieAverage",2016
117,124,"Steven Bowditch",40,3.45,138,40,"BirdieAverage",2016
117,106,"David Hearn",55,3.45,190,55,"BirdieAverage",2016
117,127,"Greg Owen",56,3.45,193,56,"BirdieAverage",2016
120,116,"Michael Kim",62,3.44,213,62,"BirdieAverage",2016
121,124,"Scott Stallings",46,3.43,158,46,"BirdieAverage",2016
122,116,"Bill Haas",42,3.42,130,38,"BirdieAverage",2016
123,121,"Chad Campbell",54,3.41,184,54,"BirdieAverage",2016
123,147,"Robert Garrigus",34,3.41,116,34,"BirdieAverage",2016
123,157,"Chesson Hadley",51,3.41,174,51,"BirdieAverage",2016
126,134,"Keegan Bradley",40,3.4,136,40,"BirdieAverage",2016
126,121,"Mark Hubbard",73,3.4,248,73,"BirdieAverage",2016
126,134,"Bryce Molder",50,3.4,170,50,"BirdieAverage",2016
126,127,"Cameron Smith",45,3.4,153,45,"BirdieAverage",2016
130,116,"Brett Stegmaier",57,3.39,193,57,"BirdieAverage",2016
131,138,"Russell Henley",42,3.38,142,42,"BirdieAverage",2016
131,116,"Davis Love III",40,3.38,135,40,"BirdieAverage",2016
133,127,"Hunter Mahan",43,3.37,145,43,"BirdieAverage",2016
133,131,"Jeff Overton",51,3.37,172,51,"BirdieAverage",2016
133,143,"David Toms",38,3.37,128,38,"BirdieAverage",2016
136,139,"Erik Compton",45,3.36,151,45,"BirdieAverage",2016
136,140,"Jon Curran",55,3.36,185,55,"BirdieAverage",2016
136,102,"Francesco Molinari",36,3.36,121,36,"BirdieAverage",2016
136,140,"Chez Reavie",56,3.36,188,56,"BirdieAverage",2016
136,136,"Camilo Villegas",50,3.36,168,50,"BirdieAverage",2016
141,143,"Chris Kirk",51,3.35,154,46,"BirdieAverage",2016
141,153,"Robert Streb",51,3.35,161,48,"BirdieAverage",2016
143,132,"Tyler Aldridge",53,3.34,177,53,"BirdieAverage",2016
143,147,"Tom Hoge",47,3.34,157,47,"BirdieAverage",2016
143,124,"Kelly Kraft",35,3.34,117,35,"BirdieAverage",2016
146,153,"Angel Cabrera",42,3.33,140,42,"BirdieAverage",2016
146,153,"George McNeill",33,3.33,110,33,"BirdieAverage",2016
148,156,"Blayne Barber",44,3.32,146,44,"BirdieAverage",2016
148,167,"Retief Goosen",37,3.32,123,37,"BirdieAverage",2016
148,136,"Martin Piller",37,3.32,123,37,"BirdieAverage",2016
151,147,"DA Points",32,3.31,106,32,"BirdieAverage",2016
152,161,"Bronson Burgoon",53,3.3,175,53,"BirdieAverage",2016
152,132,"Andres Gonzales",46,3.3,152,46,"BirdieAverage",2016
152,146,"Steve Marino",40,3.3,132,40,"BirdieAverage",2016
155,147,"Sung Kang",51,3.29,168,51,"BirdieAverage",2016
155,161,"Colt Knost",56,3.29,184,56,"BirdieAverage",2016
155,143,"Henrik Norlander",41,3.29,135,41,"BirdieAverage",2016
155,158,"Chris Stroud",52,3.29,171,52,"BirdieAverage",2016
159,160,"KJ Choi",47,3.28,154,47,"BirdieAverage",2016
159,147,"Shane Lowry",35,3.28,105,32,"BirdieAverage",2016
161,161,"Shane Bertsch",30,3.27,98,30,"BirdieAverage",2016
161,140,"Rob Oppenheim",37,3.27,121,37,"BirdieAverage",2016
163,161,"Ernie Els",34,3.24,110,34,"BirdieAverage",2016
163,161,"Will Ma Kenzie",54,3.24,175,54,"BirdieAverage",2016
163,167,"Wes Roach",33,3.24,107,33,"BirdieAverage",2016
166,171,"Abraham Ancer",26,3.23,84,26,"BirdieAverage",2016
166,147,"Justin Hicks",26,3.23,84,26,"BirdieAverage",2016
166,171,"Andres Romero",22,3.23,71,22,"BirdieAverage",2016
169,182,"Scott Langley",41,3.22,132,41,"BirdieAverage",2016
170,167,"Stuart Appleby",39,3.21,125,39,"BirdieAverage",2016
170,166,"Zac Blair",56,3.21,180,56,"BirdieAverage",2016
170,173,"Tyrone Van Aswegen",67,3.21,215,67,"BirdieAverage",2016
173,178,"Chad Collins",45,3.2,144,45,"BirdieAverage",2016
173,180,"Sam Saunders",40,3.2,128,40,"BirdieAverage",2016
173,176,"Bernd Wiesberger",23,3.2,64,20,"BirdieAverage",2016
176,175,"Whee Kim",54,3.19,172,54,"BirdieAverage",2016
177,158,"Luke Donald",49,3.18,156,49,"BirdieAverage",2016
177,173,"Matt Every",34,3.18,108,34,"BirdieAverage",2016
177,177,"Andy Sullivan",25,3.18,70,22,"BirdieAverage",2016
180,167,"Vijay Singh",42,3.17,133,42,"BirdieAverage",2016
181,184,"Thomas Aiken",42,3.14,132,42,"BirdieAverage",2016
181,179,"Justin Leonard",28,3.14,88,28,"BirdieAverage",2016
183,180,"Jamie Donaldson",28,3.12,78,25,"BirdieAverage",2016
184,182,"Brendon de Jonge",55,3.11,171,55,"BirdieAverage",2016
185,185,"Cameron Percy",22,3.09,68,22,"BirdieAverage",2016
186,186,"Andrew Landry",24,3.08,74,24,"BirdieAverage",2016
187,187,"Carl Pettersson",31,3.06,95,31,"BirdieAverage",2016
187,187,"Steve Wheatcroft",53,3.06,162,53,"BirdieAverage",2016
189,190,"Brian Gay",22,3.05,67,22,"BirdieAverage",2016
190,191,"Dicky Pride",33,3.03,100,33,"BirdieAverage",2016
191,192,"Rhein Gibson",36,3,108,36,"BirdieAverage",2016
191,187,"Hiroshi Iwata",51,3,153,51,"BirdieAverage",2016
193,195,"DH Lee",35,2.94,103,35,"BirdieAverage",2016
194,194,"Mark Wilson",42,2.93,123,42,"BirdieAverage",2016
195,202,"Derek Ernst",36,2.89,104,36,"BirdieAverage",2016
195,195,"JJ Henry",44,2.89,127,44,"BirdieAverage",2016
195,197,"Geoff Ogilvy",37,2.89,107,37,"BirdieAverage",2016
195,193,"Shawn Stefani",45,2.89,130,45,"BirdieAverage",2016
199,198,"Billy Hurley III",22,2.86,63,22,"BirdieAverage",2016
199,198,"Jerry Kelly",44,2.86,126,44,"BirdieAverage",2016
199,198,"Lucas Lee",22,2.86,63,22,"BirdieAverage",2016
199,198,"Darron Stiles",28,2.86,80,28,"BirdieAverage",2016
199,203,"Brendon Todd",43,2.86,123,43,"BirdieAverage",2016
204,204,"Ken Duke",26,2.77,72,26,"BirdieAverage",2016
205,206,"Ian Poulter",37,2.62,97,37,"BirdieAverage",2016
206,208,"Robert Allenby",35,2.43,85,35,"BirdieAverage",2016
207,207,"Charlie Beljan",26,2.42,63,26,"BirdieAverage",2016
