"ScoringAverageBeforeCut_RANKTHISWEEK_2016","ScoringAverageBeforeCut_RANKLASTWEEK_2016","ScoringAverageBeforeCut_PLAYERNAME_2016","ScoringAverageBeforeCut__2016","ScoringAverageBeforeCut_AVG_2016","ScoringAverageBeforeCut_TOTALSTROKES_2016","ScoringAverageBeforeCut_TOTALROUNDS_2016","stat_name","year"
75,87,"Paul Casey",NA,70.7,1414,20,"ScoringAverageBeforeCut",2016
76,50,"Bill Haas",NA,70.71,1697,24,"ScoringAverageBeforeCut",2016
77,88,"Stewart Cink",NA,70.73,2122,30,"ScoringAverageBeforeCut",2016
77,88,"John Huh",NA,70.73,2334,33,"ScoringAverageBeforeCut",2016
79,63,"Scott Brown",NA,70.75,2547,36,"ScoringAverageBeforeCut",2016
79,94,"Retief Goosen",NA,70.75,1415,20,"ScoringAverageBeforeCut",2016
81,109,"Andrew Loupe",NA,70.76,2406,34,"ScoringAverageBeforeCut",2016
81,91,"Jeff Overton",NA,70.76,2406,34,"ScoringAverageBeforeCut",2016
83,63,"Jim Herman",NA,70.78,2548,36,"ScoringAverageBeforeCut",2016
83,73,"Luke List",NA,70.78,2548,36,"ScoringAverageBeforeCut",2016
85,44,"Michael Thompson",NA,70.8,2124,30,"ScoringAverageBeforeCut",2016
86,61,"Chad Campbell",NA,70.81,2620,37,"ScoringAverageBeforeCut",2016
87,99,"Zach Johnson",NA,70.83,1629,23,"ScoringAverageBeforeCut",2016
88,85,"JB Holmes",NA,70.84,1346,19,"ScoringAverageBeforeCut",2016
88,94,"Kyle Reifers",NA,70.84,2692,38,"ScoringAverageBeforeCut",2016
90,52,"Derek Fathauer",NA,70.86,2622,37,"ScoringAverageBeforeCut",2016
90,94,"Johnson Wagner",NA,70.86,2055,29,"ScoringAverageBeforeCut",2016
92,82,"Jonas Blixt",NA,70.88,2410,34,"ScoringAverageBeforeCut",2016
93,105,"Russell Henley",NA,70.9,2127,30,"ScoringAverageBeforeCut",2016
94,92,"Kyle Stanley",NA,70.92,2553,36,"ScoringAverageBeforeCut",2016
94,90,"Nick Taylor",NA,70.92,2553,36,"ScoringAverageBeforeCut",2016
94,109,"Harold Varner III",NA,70.92,2624,37,"ScoringAverageBeforeCut",2016
97,105,"Tony Finau",NA,70.94,2199,31,"ScoringAverageBeforeCut",2016
97,118,"Steve Wheatcroft",NA,70.94,2412,34,"ScoringAverageBeforeCut",2016
99,68,"Webb Simpson",NA,70.95,1490,21,"ScoringAverageBeforeCut",2016
100,97,"Bronson Burgoon",NA,70.97,2555,36,"ScoringAverageBeforeCut",2016
101,99,"Patrick Rodgers",NA,71,2272,32,"ScoringAverageBeforeCut",2016
101,111,"Brett Stegmaier",NA,71,2769,39,"ScoringAverageBeforeCut",2016
101,115,"Chris Stroud",NA,71,2556,36,"ScoringAverageBeforeCut",2016
104,101,"Jason Kokrak",NA,71.03,2486,35,"ScoringAverageBeforeCut",2016
104,102,"Ben Martin",NA,71.03,2131,30,"ScoringAverageBeforeCut",2016
106,73,"Padraig Harrington",NA,71.04,1634,23,"ScoringAverageBeforeCut",2016
106,104,"Mark Wilson",NA,71.04,1918,27,"ScoringAverageBeforeCut",2016
108,107,"Kevin Streelman",NA,71.06,2274,32,"ScoringAverageBeforeCut",2016
108,113,"Camilo Villegas",NA,71.06,2345,33,"ScoringAverageBeforeCut",2016
110,122,"Jon Curran",NA,71.08,2701,38,"ScoringAverageBeforeCut",2016
110,115,"Rob Oppenheim",NA,71.08,1706,24,"ScoringAverageBeforeCut",2016
110,122,"Bernd Wiesberger",NA,71.08,853,12,"ScoringAverageBeforeCut",2016
113,103,"Ben Crane",NA,71.09,2346,33,"ScoringAverageBeforeCut",2016
113,98,"Will Wilcox",NA,71.09,2346,33,"ScoringAverageBeforeCut",2016
115,112,"Thomas Aiken",NA,71.11,1991,28,"ScoringAverageBeforeCut",2016
116,118,"Tyrone Van Aswegen",NA,71.12,2916,41,"ScoringAverageBeforeCut",2016
116,120,"Dawie van der Walt",NA,71.12,2418,34,"ScoringAverageBeforeCut",2016
118,68,"Jamie Donaldson",NA,71.14,996,14,"ScoringAverageBeforeCut",2016
119,113,"Peter Malnati",NA,71.15,2846,40,"ScoringAverageBeforeCut",2016
120,129,"Justin Leonard",NA,71.18,1210,17,"ScoringAverageBeforeCut",2016
121,135,"Martin Piller",NA,71.19,1851,26,"ScoringAverageBeforeCut",2016
122,128,"Anirban Lahiri",NA,71.2,1780,25,"ScoringAverageBeforeCut",2016
122,131,"Hudson Swafford",NA,71.2,2492,35,"ScoringAverageBeforeCut",2016
124,132,"Keegan Bradley",NA,71.21,1994,28,"ScoringAverageBeforeCut",2016
125,124,"David Toms",NA,71.22,1638,23,"ScoringAverageBeforeCut",2016
126,126,"Emiliano Grillo",NA,71.25,1710,24,"ScoringAverageBeforeCut",2016
127,107,"Morgan Hoffmann",NA,71.27,2138,30,"ScoringAverageBeforeCut",2016
128,121,"Cameron Smith",NA,71.28,2067,29,"ScoringAverageBeforeCut",2016
129,138,"Robert Garrigus",NA,71.29,1711,24,"ScoringAverageBeforeCut",2016
129,150,"Chesson Hadley",NA,71.29,2424,34,"ScoringAverageBeforeCut",2016
129,139,"Chris Kirk",NA,71.29,1996,28,"ScoringAverageBeforeCut",2016
129,139,"Bryce Molder",NA,71.29,2424,34,"ScoringAverageBeforeCut",2016
133,142,"Brice Garnett",NA,71.3,1426,20,"ScoringAverageBeforeCut",2016
134,125,"Stuart Appleby",NA,71.31,1854,26,"ScoringAverageBeforeCut",2016
134,134,"Tom Hoge",NA,71.31,2282,32,"ScoringAverageBeforeCut",2016
134,129,"Will Ma Kenzie",NA,71.31,2567,36,"ScoringAverageBeforeCut",2016
134,144,"Boo Weekley",NA,71.31,2496,35,"ScoringAverageBeforeCut",2016
138,127,"Ryan Moore",NA,71.38,1499,21,"ScoringAverageBeforeCut",2016
138,147,"Pat Perez",NA,71.38,1713,24,"ScoringAverageBeforeCut",2016
140,162,"Scott Langley",NA,71.39,1999,28,"ScoringAverageBeforeCut",2016
140,92,"Davis Love III",NA,71.39,1642,23,"ScoringAverageBeforeCut",2016
140,143,"Greg Owen",NA,71.39,2713,38,"ScoringAverageBeforeCut",2016
143,145,"Scott Pinckney",NA,71.41,2642,37,"ScoringAverageBeforeCut",2016
143,115,"Brian Stuard",NA,71.41,1214,17,"ScoringAverageBeforeCut",2016
145,150,"DJ Trahan",NA,71.44,1143,16,"ScoringAverageBeforeCut",2016
146,133,"Whee Kim",NA,71.45,2715,38,"ScoringAverageBeforeCut",2016
147,148,"Fabian Gomez",NA,71.46,2001,28,"ScoringAverageBeforeCut",2016
148,135,"Matt Jones",NA,71.47,2144,30,"ScoringAverageBeforeCut",2016
149,157,"Branden Grace",NA,71.5,1144,16,"ScoringAverageBeforeCut",2016
149,135,"Kelly Kraft",NA,71.5,1859,26,"ScoringAverageBeforeCut",2016
151,148,"Zac Blair",NA,71.51,2646,37,"ScoringAverageBeforeCut",2016
152,139,"Tyler Aldridge",NA,71.54,2647,37,"ScoringAverageBeforeCut",2016
153,164,"Graeme McDowell",NA,71.55,1431,20,"ScoringAverageBeforeCut",2016
154,150,"JJ Henry",NA,71.57,2004,28,"ScoringAverageBeforeCut",2016
154,165,"Troy Merritt",NA,71.57,2147,30,"ScoringAverageBeforeCut",2016
156,160,"Robert Streb",NA,71.58,2219,31,"ScoringAverageBeforeCut",2016
157,156,"Brendon de Jonge",NA,71.62,2793,39,"ScoringAverageBeforeCut",2016
158,153,"DA Points",NA,71.63,1719,24,"ScoringAverageBeforeCut",2016
159,170,"James Hahn",NA,71.65,2221,31,"ScoringAverageBeforeCut",2016
159,167,"Billy Hurley III",NA,71.65,1218,17,"ScoringAverageBeforeCut",2016
161,160,"Blayne Barber",NA,71.67,2365,33,"ScoringAverageBeforeCut",2016
161,154,"Ollie Schniederjans",NA,71.67,1075,15,"ScoringAverageBeforeCut",2016
161,166,"Vijay Singh",NA,71.67,1935,27,"ScoringAverageBeforeCut",2016
164,155,"Shane Lowry",NA,71.68,1362,19,"ScoringAverageBeforeCut",2016
165,169,"Derek Ernst",NA,71.73,1865,26,"ScoringAverageBeforeCut",2016
165,171,"Cameron Percy",NA,71.73,1076,15,"ScoringAverageBeforeCut",2016
165,168,"Scott Stallings",NA,71.73,2367,33,"ScoringAverageBeforeCut",2016
168,146,"Hiroshi Iwata",NA,71.74,2726,38,"ScoringAverageBeforeCut",2016
169,172,"Matthew Fitzpatrick",NA,71.75,861,12,"ScoringAverageBeforeCut",2016
169,172,"Andrew Landry",NA,71.75,1435,20,"ScoringAverageBeforeCut",2016
171,174,"Wes Roach",NA,71.81,1867,26,"ScoringAverageBeforeCut",2016
171,174,"Andres Romero",NA,71.81,1149,16,"ScoringAverageBeforeCut",2016
173,162,"Steve Marino",NA,71.82,2011,28,"ScoringAverageBeforeCut",2016
174,177,"Angel Cabrera",NA,71.89,1941,27,"ScoringAverageBeforeCut",2016
175,157,"Justin Hicks",NA,71.9,1438,20,"ScoringAverageBeforeCut",2016
176,178,"Vaughn Taylor",NA,71.91,1654,23,"ScoringAverageBeforeCut",2016
177,157,"Byeong Hun An",NA,71.92,863,12,"ScoringAverageBeforeCut",2016
178,181,"Ian Poulter",NA,71.95,1511,21,"ScoringAverageBeforeCut",2016
179,176,"George McNeill",NA,71.96,1871,26,"ScoringAverageBeforeCut",2016
180,180,"Chad Collins",NA,72,2448,34,"ScoringAverageBeforeCut",2016
180,182,"Hunter Mahan",NA,72,2088,29,"ScoringAverageBeforeCut",2016
180,183,"Dicky Pride",NA,72,2016,28,"ScoringAverageBeforeCut",2016
183,185,"Rhein Gibson",NA,72.04,2017,28,"ScoringAverageBeforeCut",2016
184,186,"Luke Guthrie",NA,72.08,1730,24,"ScoringAverageBeforeCut",2016
185,187,"Carlos Ortiz",NA,72.11,2524,35,"ScoringAverageBeforeCut",2016
186,189,"Erik Compton",NA,72.13,2164,30,"ScoringAverageBeforeCut",2016
186,179,"Geoff Ogilvy",NA,72.13,2164,30,"ScoringAverageBeforeCut",2016
188,191,"Carl Pettersson",NA,72.17,1732,24,"ScoringAverageBeforeCut",2016
188,191,"Andy Sullivan",NA,72.17,866,12,"ScoringAverageBeforeCut",2016
190,193,"Louis Oosthuizen",NA,72.2,722,10,"ScoringAverageBeforeCut",2016
191,183,"Shawn Stefani",NA,72.21,2383,33,"ScoringAverageBeforeCut",2016
192,188,"Sam Saunders",NA,72.22,2311,32,"ScoringAverageBeforeCut",2016
193,190,"Andres Gonzales",NA,72.25,2601,36,"ScoringAverageBeforeCut",2016
194,195,"Miguel Angel Carballo",NA,72.27,1590,22,"ScoringAverageBeforeCut",2016
195,196,"Ernie Els",NA,72.3,1446,20,"ScoringAverageBeforeCut",2016
196,194,"Brendon Todd",NA,72.32,2748,38,"ScoringAverageBeforeCut",2016
197,197,"Rory Sabbatini",NA,72.43,2173,30,"ScoringAverageBeforeCut",2016
198,199,"Brian Gay",NA,72.67,1308,18,"ScoringAverageBeforeCut",2016
199,200,"Ken Duke",NA,72.68,1381,19,"ScoringAverageBeforeCut",2016
200,201,"Abraham Ancer",NA,72.79,1747,24,"ScoringAverageBeforeCut",2016
201,202,"Darron Stiles",NA,72.86,1603,22,"ScoringAverageBeforeCut",2016
202,198,"Matt Every",NA,72.92,1823,25,"ScoringAverageBeforeCut",2016
203,203,"Lucas Lee",NA,73.16,1390,19,"ScoringAverageBeforeCut",2016
204,205,"Robert Allenby",NA,73.52,2426,33,"ScoringAverageBeforeCut",2016
205,206,"DH Lee",NA,73.59,1987,27,"ScoringAverageBeforeCut",2016
206,207,"Steven Bowditch",NA,73.69,2137,29,"ScoringAverageBeforeCut",2016
207,208,"Charlie Beljan",NA,74.16,1854,25,"ScoringAverageBeforeCut",2016
