"FinalRoundPerformance_RANKTHISWEEK_2008","FinalRoundPerformance_RANKLASTWEEK_2008","FinalRoundPerformance_PLAYERNAME_2008","FinalRoundPerformance_EVENTS_2008","FinalRoundPerformance_Pct_2008","stat_name","year"
91,91,"David Toms",20,53.33,"FinalRoundPerformance",2008
92,92,"Steve Elkington",25,52.94,"FinalRoundPerformance",2008
92,92,"Robert Garrigus",29,52.94,"FinalRoundPerformance",2008
92,92,"Parker McLachlin",27,52.94,"FinalRoundPerformance",2008
92,92,"Brandt Snedeker",26,52.94,"FinalRoundPerformance",2008
92,92,"Scott Verplank",24,52.94,"FinalRoundPerformance",2008
97,97,"Eric Axley",35,52.63,"FinalRoundPerformance",2008
97,97,"Charles Howell III",31,52.63,"FinalRoundPerformance",2008
97,97,"George McNeill",29,52.63,"FinalRoundPerformance",2008
97,97,"John Merrick",28,52.63,"FinalRoundPerformance",2008
97,97,"Bo Van Pelt",32,52.63,"FinalRoundPerformance",2008
97,97,"Bubba Watson",29,52.63,"FinalRoundPerformance",2008
103,103,"Billy Mayfair",29,52.38,"FinalRoundPerformance",2008
103,103,"Nick Watney",27,52.38,"FinalRoundPerformance",2008
105,105,"Woody Austin",30,52.17,"FinalRoundPerformance",2008
106,106,"Michael Allen",28,50,"FinalRoundPerformance",2008
106,106,"Ryan Armour",32,50,"FinalRoundPerformance",2008
106,106,"Jonathan Byrd",27,50,"FinalRoundPerformance",2008
106,106,"Alejandro Canizares",16,50,"FinalRoundPerformance",2008
106,106,"Jason Day",28,50,"FinalRoundPerformance",2008
106,106,"Carlos Franco",25,50,"FinalRoundPerformance",2008
106,106,"Jim Furyk",26,50,"FinalRoundPerformance",2008
106,106,"Robert Gamez",26,50,"FinalRoundPerformance",2008
106,106,"Mathew Goggin",27,50,"FinalRoundPerformance",2008
106,106,"Lee Janzen",28,50,"FinalRoundPerformance",2008
106,106,"Zach Johnson",25,50,"FinalRoundPerformance",2008
106,106,"Greg Kraft",21,50,"FinalRoundPerformance",2008
106,106,"Brenden Pappas",24,50,"FinalRoundPerformance",2008
106,106,"Jin Park",30,50,"FinalRoundPerformance",2008
106,106,"Tom Pernice Jr",30,50,"FinalRoundPerformance",2008
106,106,"Tim Petrovic",32,50,"FinalRoundPerformance",2008
106,106,"Rory Sabbatini",23,50,"FinalRoundPerformance",2008
106,106,"Kevin Sutherland",26,50,"FinalRoundPerformance",2008
106,106,"Bob Tway",20,50,"FinalRoundPerformance",2008
106,106,"Boo Weekley",24,50,"FinalRoundPerformance",2008
126,126,"Kevin Streelman",32,47.83,"FinalRoundPerformance",2008
127,127,"Martin Laird",29,47.37,"FinalRoundPerformance",2008
128,128,"Bart Bryant",23,47.06,"FinalRoundPerformance",2008
129,129,"Matt Jones",31,46.67,"FinalRoundPerformance",2008
129,129,"Jeff Maggert",28,46.67,"FinalRoundPerformance",2008
129,129,"Jesper Parnevik",29,46.67,"FinalRoundPerformance",2008
132,132,"Briny Baird",30,46.15,"FinalRoundPerformance",2008
132,132,"Todd Demsey",25,46.15,"FinalRoundPerformance",2008
132,132,"Chris DiMarco",29,46.15,"FinalRoundPerformance",2008
135,135,"Olin Browne",27,45.45,"FinalRoundPerformance",2008
135,135,"Kenny Perry",26,45.45,"FinalRoundPerformance",2008
135,135,"Omar Uresti",24,45.45,"FinalRoundPerformance",2008
138,138,"Tim Clark",27,44.44,"FinalRoundPerformance",2008
138,138,"Bill Haas",31,44.44,"FinalRoundPerformance",2008
138,138,"Will Ma Kenzie",21,44.44,"FinalRoundPerformance",2008
138,138,"Vaughn Taylor",32,44.44,"FinalRoundPerformance",2008
142,142,"Troy Matteson",30,43.75,"FinalRoundPerformance",2008
143,143,"Brad Adamonis",29,42.86,"FinalRoundPerformance",2008
143,143,"Jason Allred",23,42.86,"FinalRoundPerformance",2008
143,143,"Nick Flanagan",29,42.86,"FinalRoundPerformance",2008
143,143,"Brandt Jobe",19,42.86,"FinalRoundPerformance",2008
143,143,"Frank Lickliter II",32,42.86,"FinalRoundPerformance",2008
143,143,"David Lutterus",23,42.86,"FinalRoundPerformance",2008
143,143,"Jon Mills",32,42.86,"FinalRoundPerformance",2008
143,143,"Tom Scherrer",20,42.86,"FinalRoundPerformance",2008
151,151,"Tim Herron",28,42.11,"FinalRoundPerformance",2008
152,152,"Marco Dawson",21,41.67,"FinalRoundPerformance",2008
153,153,"Joe Durant",28,41.18,"FinalRoundPerformance",2008
153,153,"JB Holmes",26,41.18,"FinalRoundPerformance",2008
155,155,"Mark Calcavecchia",25,40,"FinalRoundPerformance",2008
155,155,"David Duval",20,40,"FinalRoundPerformance",2008
155,155,"Kenneth Ferrie",25,40,"FinalRoundPerformance",2008
155,155,"Tommy Gainey",24,40,"FinalRoundPerformance",2008
155,155,"Dudley Hart",22,40,"FinalRoundPerformance",2008
155,155,"Craig Kanada",23,40,"FinalRoundPerformance",2008
155,155,"Chez Reavie",30,40,"FinalRoundPerformance",2008
162,162,"Justin Bolli",28,38.46,"FinalRoundPerformance",2008
162,162,"Paul Goydos",25,38.46,"FinalRoundPerformance",2008
162,162,"Cliff Kresge",28,38.46,"FinalRoundPerformance",2008
162,162,"Corey Pavin",20,38.46,"FinalRoundPerformance",2008
162,162,"Patrick Sheehan",35,38.46,"FinalRoundPerformance",2008
167,167,"Charlie Wi",27,38.1,"FinalRoundPerformance",2008
168,168,"Matt Kuchar",27,37.5,"FinalRoundPerformance",2008
168,168,"Stephen Leaney",17,37.5,"FinalRoundPerformance",2008
168,168,"Tom Lehman",17,37.5,"FinalRoundPerformance",2008
168,168,"Kyle Thompson",26,37.5,"FinalRoundPerformance",2008
172,172,"Gavin Coles",16,36.36,"FinalRoundPerformance",2008
172,172,"Jimmy Walker",24,36.36,"FinalRoundPerformance",2008
174,174,"Michael Letzig",29,35.71,"FinalRoundPerformance",2008
175,175,"Bob Estes",28,35.29,"FinalRoundPerformance",2008
175,175,"Todd Hamilton",28,35.29,"FinalRoundPerformance",2008
177,177,"Angel Cabrera",17,33.33,"FinalRoundPerformance",2008
177,177,"Jason Gore",33,33.33,"FinalRoundPerformance",2008
177,177,"Ted Purdy",25,33.33,"FinalRoundPerformance",2008
177,177,"Charles Warren",29,33.33,"FinalRoundPerformance",2008
177,177,"YE Yang",29,33.33,"FinalRoundPerformance",2008
182,182,"Jeff Overton",32,31.58,"FinalRoundPerformance",2008
183,183,"Dustin Johnson",30,31.25,"FinalRoundPerformance",2008
184,184,"Billy Andrade",24,30,"FinalRoundPerformance",2008
184,184,"John Huston",18,30,"FinalRoundPerformance",2008
184,184,"Doug LaBelle II",22,30,"FinalRoundPerformance",2008
187,187,"Daniel Chopra",27,28.57,"FinalRoundPerformance",2008
188,188,"Jim McGovern",26,27.27,"FinalRoundPerformance",2008
189,189,"Shigeki Maruyama",18,25,"FinalRoundPerformance",2008
189,189,"Rocco Mediate",27,25,"FinalRoundPerformance",2008
189,189,"Bob Sowards",22,25,"FinalRoundPerformance",2008
189,189,"Jay Williamson",33,25,"FinalRoundPerformance",2008
193,193,"Mark Hensby",26,22.22,"FinalRoundPerformance",2008
194,194,"Rich Beem",29,18.75,"FinalRoundPerformance",2008
195,195,"Chris Stroud",29,16.67,"FinalRoundPerformance",2008
196,196,"John Riegger",24,15.38,"FinalRoundPerformance",2008
197,197,"Paul Claxton",23,14.29,"FinalRoundPerformance",2008
