"DrivingDistance_RANKTHISWEEK_2012","DrivingDistance_RANKLASTWEEK_2012","DrivingDistance_PLAYERNAME_2012","DrivingDistance_ROUNDS_2012","DrivingDistance_AVG_2012","DrivingDistance_TOTALDISTANCE_2012","DrivingDistance_TOTALDRIVES_2012","stat_name","year"
50,50,"Robert Karlsson",54,294.7,30353,103,"DrivingDistance",2012
51,51,"Ernie Els",80,294.6,45951,156,"DrivingDistance",2012
51,51,"Charles Howell III",98,294.6,57448,195,"DrivingDistance",2012
53,53,"Phil Mickelson",79,294.4,46511,158,"DrivingDistance",2012
54,54,"Chris Couch",61,293.8,34664,118,"DrivingDistance",2012
55,55,"Matt Jones",53,293.7,28779,98,"DrivingDistance",2012
55,55,"Garth Mulroy",59,293.7,33477,114,"DrivingDistance",2012
57,57,"Padraig Harrington",67,293.6,36995,126,"DrivingDistance",2012
58,58,"Kevin Chappell",91,293.3,51033,174,"DrivingDistance",2012
58,58,"John Merrick",83,293.3,46346,158,"DrivingDistance",2012
60,60,"Rickie Fowler",84,293.2,48676,166,"DrivingDistance",2012
61,61,"Hunter Mahan",88,293.1,48073,164,"DrivingDistance",2012
62,62,"Kevin Stadler",85,292.9,45114,154,"DrivingDistance",2012
63,63,"Kevin Streelman",89,292.8,50945,174,"DrivingDistance",2012
64,64,"Jason Dufner",83,292.4,47367,162,"DrivingDistance",2012
64,64,"Sergio Garcia",57,292.4,32747,112,"DrivingDistance",2012
66,66,"Bill Haas",79,292.2,45002,154,"DrivingDistance",2012
66,66,"DJ Trahan",73,292.2,40330,138,"DrivingDistance",2012
68,68,"Aaron Baddeley",73,292,42048,144,"DrivingDistance",2012
68,68,"Ricky Barnes",92,292,51393,176,"DrivingDistance",2012
68,68,"Jeff Overton",101,292,56645,194,"DrivingDistance",2012
68,68,"Andres Romero",68,292,35042,120,"DrivingDistance",2012
72,72,"Danny Lee",74,291.9,38533,132,"DrivingDistance",2012
73,73,"Chris Kirk",93,291.8,51938,178,"DrivingDistance",2012
74,74,"Bud Cauley",99,291.6,57161,196,"DrivingDistance",2012
75,75,"Stephen Gangluff",57,291.5,29732,102,"DrivingDistance",2012
75,75,"Pat Perez",81,291.5,45763,157,"DrivingDistance",2012
77,77,"Scott Brown",65,291.2,34366,118,"DrivingDistance",2012
78,78,"James Driscoll",83,291.1,46000,158,"DrivingDistance",2012
79,79,"John Senden",81,291,45108,155,"DrivingDistance",2012
80,80,"Trevor Immelman",76,290.9,44218,152,"DrivingDistance",2012
80,80,"Justin Rose",69,290.9,39277,135,"DrivingDistance",2012
82,82,"Mathew Goggin",65,290.8,35477,122,"DrivingDistance",2012
83,83,"Roberto Castro",92,290.6,49981,172,"DrivingDistance",2012
84,84,"Bill Lunde",83,290.5,43582,150,"DrivingDistance",2012
85,85,"Will Claxton",99,290.4,55182,190,"DrivingDistance",2012
85,85,"Cameron Tringale",88,290.4,50815,175,"DrivingDistance",2012
87,87,"Brian Harman",101,290.3,58632,202,"DrivingDistance",2012
87,87,"Camilo Villegas",79,290.3,44701,154,"DrivingDistance",2012
89,89,"Billy Horschel",63,290.2,31918,110,"DrivingDistance",2012
90,90,"Chad Campbell",84,290.1,48742,168,"DrivingDistance",2012
90,90,"Geoff Ogilvy",73,290.1,41189,142,"DrivingDistance",2012
92,92,"Ryo Ishikawa",54,290,26678,92,"DrivingDistance",2012
92,92,"Kyle Reifers",86,290,47554,164,"DrivingDistance",2012
94,94,"JJ Killeen",101,289.9,53920,186,"DrivingDistance",2012
95,95,"Sangmoon Bae",81,289.8,44332,153,"DrivingDistance",2012
96,96,"Jonathan Byrd",69,289.5,39371,136,"DrivingDistance",2012
96,96,"Miguel Angel Carballo",73,289.5,37634,130,"DrivingDistance",2012
96,96,"Henrik Stenson",51,289.5,27213,94,"DrivingDistance",2012
99,99,"Tim Herron",88,289.4,50934,176,"DrivingDistance",2012
99,99,"Marc Leishman",84,289.4,48620,168,"DrivingDistance",2012
101,101,"Daniel Summerhays",81,289.3,44558,154,"DrivingDistance",2012
102,102,"Derek Lamely",64,289.1,35852,124,"DrivingDistance",2012
103,103,"Tom Gillis",75,289,43355,150,"DrivingDistance",2012
104,104,"Roland Thatcher",55,288.9,28312,98,"DrivingDistance",2012
105,105,"Stewart Cink",71,288.8,38127,132,"DrivingDistance",2012
105,105,"Brendon de Jonge",115,288.8,63831,221,"DrivingDistance",2012
105,105,"George McNeill",85,288.8,46206,160,"DrivingDistance",2012
105,105,"Rod Pampling",88,288.8,46210,160,"DrivingDistance",2012
105,105,"Brendan Steele",77,288.8,42162,146,"DrivingDistance",2012
110,110,"Brandt Snedeker",81,288.7,45035,156,"DrivingDistance",2012
111,111,"Webb Simpson",77,288.6,43872,152,"DrivingDistance",2012
112,112,"Blake Adams",107,288.4,59410,206,"DrivingDistance",2012
113,113,"John Huh",99,288.3,57075,198,"DrivingDistance",2012
114,114,"Matt Bettencourt",80,288.2,41495,144,"DrivingDistance",2012
115,115,"JJ Henry",93,288.1,48972,170,"DrivingDistance",2012
116,116,"Kevin Kisner",69,287.9,35127,122,"DrivingDistance",2012
117,117,"Hunter Haas",69,287.6,36236,126,"DrivingDistance",2012
117,117,"Ryan Moore",89,287.6,50911,177,"DrivingDistance",2012
119,119,"Freddie Jacobson",61,287.4,34493,120,"DrivingDistance",2012
119,119,"Rory Sabbatini",84,287.4,48002,167,"DrivingDistance",2012
121,121,"Steve Wheatcroft",56,286.9,28687,100,"DrivingDistance",2012
122,122,"Ben Crane",73,286.8,41300,144,"DrivingDistance",2012
122,122,"Billy Mayfair",90,286.8,49326,172,"DrivingDistance",2012
124,124,"Robert Allenby",76,286.7,43294,151,"DrivingDistance",2012
124,124,"David Hearn",95,286.7,54465,190,"DrivingDistance",2012
126,126,"Chris Stroud",86,286.6,49013,171,"DrivingDistance",2012
127,127,"Jonas Blixt",72,286.3,40083,140,"DrivingDistance",2012
128,128,"Matt Kuchar",86,286.2,46936,164,"DrivingDistance",2012
129,129,"Vaughn Taylor",81,286,42904,150,"DrivingDistance",2012
130,130,"Marco Dawson",60,285.9,30874,108,"DrivingDistance",2012
130,130,"Dicky Pride",62,285.9,30880,108,"DrivingDistance",2012
132,132,"Russell Knox",72,285.8,37729,132,"DrivingDistance",2012
133,133,"Sung Kang",75,285.7,40576,142,"DrivingDistance",2012
134,134,"Richard Lee",71,285.6,37124,130,"DrivingDistance",2012
134,134,"Charlie Wi",86,285.6,48841,171,"DrivingDistance",2012
136,136,"Matt Every",80,285.5,43400,152,"DrivingDistance",2012
136,136,"Graeme McDowell",55,285.5,30552,107,"DrivingDistance",2012
138,138,"Tommy Biershenk",74,285.4,38819,136,"DrivingDistance",2012
138,138,"William McGirt",96,285.4,52226,183,"DrivingDistance",2012
138,138,"Steve Stricker",73,285.4,39391,138,"DrivingDistance",2012
141,141,"Jeff Maggert",83,285.3,47360,166,"DrivingDistance",2012
142,142,"Cameron Beckman",81,285.2,43914,154,"DrivingDistance",2012
142,142,"Bob Estes",78,285.2,44487,156,"DrivingDistance",2012
144,144,"Arjun Atwal",79,285.1,41623,146,"DrivingDistance",2012
145,145,"Ian Poulter",57,285,31345,110,"DrivingDistance",2012
146,146,"YE Yang",64,284.9,35331,124,"DrivingDistance",2012
147,147,"Alexandre Rocha",62,284.6,31878,112,"DrivingDistance",2012
148,148,"Kris Blanks",65,284.5,36420,128,"DrivingDistance",2012
148,148,"Michael Bradley",63,284.5,33571,118,"DrivingDistance",2012
148,148,"Ted Potter Jr",77,284.5,41544,146,"DrivingDistance",2012
151,151,"Kyle Thompson",51,284.2,26714,94,"DrivingDistance",2012
152,152,"DA Points",88,284,49704,175,"DrivingDistance",2012
152,152,"Johnson Wagner",88,284,49700,175,"DrivingDistance",2012
154,154,"Nathan Green",73,283.8,36898,130,"DrivingDistance",2012
155,155,"Stephen Ames",54,283.7,29501,104,"DrivingDistance",2012
155,155,"Spencer Levin",81,283.7,44821,158,"DrivingDistance",2012
157,157,"Brendon Todd",78,283.6,39703,140,"DrivingDistance",2012
158,158,"Michael Thompson",80,283.4,45349,160,"DrivingDistance",2012
159,159,"Stuart Appleby",75,283.3,40225,142,"DrivingDistance",2012
160,160,"Ken Duke",104,282.6,56240,199,"DrivingDistance",2012
161,161,"Chez Reavie",83,282.5,46620,165,"DrivingDistance",2012
162,162,"KJ Choi",71,282.3,39527,140,"DrivingDistance",2012
163,163,"Greg Chalmers",88,282,48787,173,"DrivingDistance",2012
164,164,"Gary Christian",91,281.9,47923,170,"DrivingDistance",2012
165,165,"Kevin Na",80,281.5,44484,158,"DrivingDistance",2012
166,166,"Scott Dunlap",57,281.4,28698,102,"DrivingDistance",2012
166,166,"John Mallinger",74,281.4,39395,140,"DrivingDistance",2012
168,168,"Zach Johnson",95,281.1,52845,188,"DrivingDistance",2012
169,169,"Rocco Mediate",70,280.7,35927,128,"DrivingDistance",2012
170,170,"Luke Donald",63,280.1,34729,124,"DrivingDistance",2012
171,171,"Jim Furyk",85,280,46477,166,"DrivingDistance",2012
172,172,"Justin Leonard",79,279.4,41903,150,"DrivingDistance",2012
173,173,"Patrick Sheehan",58,279.3,29042,104,"DrivingDistance",2012
174,174,"Jason Bohn",81,279.2,41877,150,"DrivingDistance",2012
175,175,"Heath Slocum",93,278.9,47412,170,"DrivingDistance",2012
176,176,"David Mathis",83,278.1,42833,154,"DrivingDistance",2012
177,177,"Brian Gay",91,277.7,48328,174,"DrivingDistance",2012
178,178,"Bryce Molder",83,277.5,43838,158,"DrivingDistance",2012
179,179,"Brian Davis",91,277.1,47940,173,"DrivingDistance",2012
180,180,"Tim Clark",60,276.7,32645,118,"DrivingDistance",2012
181,181,"Ryuji Imada",78,276.4,42006,152,"DrivingDistance",2012
182,182,"Jerry Kelly",84,276.1,44174,160,"DrivingDistance",2012
183,183,"Mark Wilson",84,276,43062,156,"DrivingDistance",2012
184,184,"David Toms",60,275.5,31956,116,"DrivingDistance",2012
185,185,"Billy Hurley III",70,275.3,36338,132,"DrivingDistance",2012
186,186,"Ben Curtis",62,274.8,31880,116,"DrivingDistance",2012
187,187,"Tom Pernice Jr",62,273.9,31769,116,"DrivingDistance",2012
188,188,"Chris DiMarco",83,273,43133,158,"DrivingDistance",2012
189,189,"Colt Knost",79,272.5,41968,154,"DrivingDistance",2012
190,190,"Gavin Coles",72,271.2,35793,132,"DrivingDistance",2012
191,191,"Nick OHern",78,268.9,39800,148,"DrivingDistance",2012
