"FirstTeeLateScoringAverage_RANKTHISWEEK_2014","FirstTeeLateScoringAverage_RANKLASTWEEK_2014","FirstTeeLateScoringAverage_PLAYERNAME_2014","FirstTeeLateScoringAverage_ROUNDS_2014","FirstTeeLateScoringAverage_AVG_2014","FirstTeeLateScoringAverage_TOTALSTROKES_2014","FirstTeeLateScoringAverage_TOTAL1STTEELATEROUNDS_2014","stat_name","year"
25,25,"Dustin Johnson",58,70.18,2386,34,"FirstTeeLateScoringAverage",2014
27,27,"Charles Howell III",106,70.2,1755,25,"FirstTeeLateScoringAverage",2014
27,27,"Will Ma Kenzie",82,70.2,1404,20,"FirstTeeLateScoringAverage",2014
29,29,"Chris Kirk",105,70.21,2738,39,"FirstTeeLateScoringAverage",2014
30,30,"Marc Leishman",81,70.23,1826,26,"FirstTeeLateScoringAverage",2014
30,30,"Webb Simpson",87,70.23,2107,30,"FirstTeeLateScoringAverage",2014
32,32,"Jim Herman",62,70.25,1124,16,"FirstTeeLateScoringAverage",2014
33,33,"Justin Hicks",103,70.29,1476,21,"FirstTeeLateScoringAverage",2014
34,34,"Charley Hoffman",93,70.3,1617,23,"FirstTeeLateScoringAverage",2014
34,34,"Graeme McDowell",66,70.3,1898,27,"FirstTeeLateScoringAverage",2014
36,36,"Charl Schwartzel",64,70.31,1828,26,"FirstTeeLateScoringAverage",2014
36,36,"Jimmy Walker",98,70.31,3375,48,"FirstTeeLateScoringAverage",2014
38,38,"Bill Haas",107,70.32,2883,41,"FirstTeeLateScoringAverage",2014
38,38,"David Hearn",97,70.32,1758,25,"FirstTeeLateScoringAverage",2014
40,40,"Scott Brown",100,70.36,1548,22,"FirstTeeLateScoringAverage",2014
41,41,"Tommy Gainey",73,70.38,1478,21,"FirstTeeLateScoringAverage",2014
42,42,"Jason Day",54,70.39,1971,28,"FirstTeeLateScoringAverage",2014
42,42,"Billy Hurley III",86,70.39,1971,28,"FirstTeeLateScoringAverage",2014
44,44,"John Senden",99,70.41,2394,34,"FirstTeeLateScoringAverage",2014
45,45,"Jason Bohn",81,70.42,1831,26,"FirstTeeLateScoringAverage",2014
46,46,"Harris English",95,70.43,2606,37,"FirstTeeLateScoringAverage",2014
47,47,"Paul Casey",56,70.44,1127,16,"FirstTeeLateScoringAverage",2014
47,47,"Brooks Koepka",56,70.44,1127,16,"FirstTeeLateScoringAverage",2014
49,49,"Kevin Na",94,70.45,2325,33,"FirstTeeLateScoringAverage",2014
50,50,"Jason Kokrak",65,70.46,1691,24,"FirstTeeLateScoringAverage",2014
50,50,"Ben Martin",80,70.46,1973,28,"FirstTeeLateScoringAverage",2014
52,52,"Stuart Appleby",92,70.47,1339,19,"FirstTeeLateScoringAverage",2014
53,53,"JJ Henry",91,70.48,1621,23,"FirstTeeLateScoringAverage",2014
54,54,"Jordan Spieth",102,70.5,4089,58,"FirstTeeLateScoringAverage",2014
54,54,"Nick Watney",80,70.5,1551,22,"FirstTeeLateScoringAverage",2014
56,56,"Bryce Molder",77,70.52,1481,21,"FirstTeeLateScoringAverage",2014
57,57,"Freddie Jacobson",91,70.53,2116,30,"FirstTeeLateScoringAverage",2014
58,58,"DH Lee",54,70.57,494,7,"FirstTeeLateScoringAverage",2014
59,59,"Davis Love III",74,70.6,1412,20,"FirstTeeLateScoringAverage",2014
60,60,"Wes Roach",67,70.63,1130,16,"FirstTeeLateScoringAverage",2014
61,61,"Ricky Barnes",92,70.64,1554,22,"FirstTeeLateScoringAverage",2014
62,62,"David Lingmerth",80,70.67,1272,18,"FirstTeeLateScoringAverage",2014
63,63,"Kevin Kisner",85,70.68,1555,22,"FirstTeeLateScoringAverage",2014
63,63,"Justin Rose",70,70.68,2686,38,"FirstTeeLateScoringAverage",2014
65,65,"Charlie Beljan",76,70.7,1626,23,"FirstTeeLateScoringAverage",2014
66,66,"Spencer Levin",59,70.71,990,14,"FirstTeeLateScoringAverage",2014
67,67,"Jamie Lovemark",64,70.72,1273,18,"FirstTeeLateScoringAverage",2014
68,68,"George McNeill",79,70.73,1839,26,"FirstTeeLateScoringAverage",2014
68,68,"Kevin Stadler",90,70.73,1556,22,"FirstTeeLateScoringAverage",2014
70,70,"Jason Dufner",57,70.74,1627,23,"FirstTeeLateScoringAverage",2014
71,71,"Keegan Bradley",89,70.75,3113,44,"FirstTeeLateScoringAverage",2014
72,72,"Billy Horschel",92,70.76,2335,33,"FirstTeeLateScoringAverage",2014
73,73,"Angel Cabrera",69,70.78,1628,23,"FirstTeeLateScoringAverage",2014
73,73,"Ben Crane",81,70.78,1628,23,"FirstTeeLateScoringAverage",2014
75,75,"Daniel Summerhays",98,70.79,2053,29,"FirstTeeLateScoringAverage",2014
76,76,"Luke Guthrie",85,70.8,1770,25,"FirstTeeLateScoringAverage",2014
77,77,"Jeff Overton",80,70.81,1133,16,"FirstTeeLateScoringAverage",2014
78,78,"Robert Garrigus",80,70.83,1629,23,"FirstTeeLateScoringAverage",2014
79,79,"Ryan Moore",86,70.87,2693,38,"FirstTeeLateScoringAverage",2014
80,80,"Brian Davis",93,70.88,1205,17,"FirstTeeLateScoringAverage",2014
80,80,"Hideki Matsuyama",82,70.88,2339,33,"FirstTeeLateScoringAverage",2014
82,82,"Lee Westwood",57,70.89,1347,19,"FirstTeeLateScoringAverage",2014
83,83,"Richard Lee",80,70.9,1489,21,"FirstTeeLateScoringAverage",2014
84,84,"Briny Baird",50,70.92,922,13,"FirstTeeLateScoringAverage",2014
84,84,"Andrew Svoboda",77,70.92,1702,24,"FirstTeeLateScoringAverage",2014
86,86,"Chesson Hadley",84,70.93,2057,29,"FirstTeeLateScoringAverage",2014
86,86,"Phil Mickelson",71,70.93,2128,30,"FirstTeeLateScoringAverage",2014
88,88,"Gary Woodland",93,70.94,2270,32,"FirstTeeLateScoringAverage",2014
89,89,"Ernie Els",85,71,1704,24,"FirstTeeLateScoringAverage",2014
89,89,"Geoff Ogilvy",84,71,1136,16,"FirstTeeLateScoringAverage",2014
89,89,"Boo Weekley",73,71,1136,16,"FirstTeeLateScoringAverage",2014
92,92,"JB Holmes",86,71.03,2628,37,"FirstTeeLateScoringAverage",2014
92,92,"Ryo Ishikawa",75,71.03,2202,31,"FirstTeeLateScoringAverage",2014
94,94,"Andres Romero",81,71.05,1350,19,"FirstTeeLateScoringAverage",2014
95,95,"Martin Flores",85,71.06,1279,18,"FirstTeeLateScoringAverage",2014
96,96,"Martin Kaymer",65,71.07,1919,27,"FirstTeeLateScoringAverage",2014
96,96,"Russell Knox",92,71.07,1990,28,"FirstTeeLateScoringAverage",2014
96,96,"Jeff Maggert",54,71.07,1066,15,"FirstTeeLateScoringAverage",2014
99,99,"Robert Allenby",83,71.1,1493,21,"FirstTeeLateScoringAverage",2014
100,100,"Troy Merritt",62,71.12,1209,17,"FirstTeeLateScoringAverage",2014
101,101,"Jonathan Byrd",76,71.13,1636,23,"FirstTeeLateScoringAverage",2014
101,101,"Ken Duke",80,71.13,1138,16,"FirstTeeLateScoringAverage",2014
101,101,"Seung Yul Noh",92,71.13,1707,24,"FirstTeeLateScoringAverage",2014
104,104,"Brice Garnett",92,71.15,1423,20,"FirstTeeLateScoringAverage",2014
105,105,"Scott Langley",95,71.16,2206,31,"FirstTeeLateScoringAverage",2014
105,105,"Cameron Tringale",111,71.16,2206,31,"FirstTeeLateScoringAverage",2014
105,105,"Bo Van Pelt",83,71.16,1779,25,"FirstTeeLateScoringAverage",2014
108,108,"Mike Weir",69,71.19,1139,16,"FirstTeeLateScoringAverage",2014
109,109,"Danny Lee",84,71.22,1638,23,"FirstTeeLateScoringAverage",2014
109,109,"Kevin Tway",64,71.22,1282,18,"FirstTeeLateScoringAverage",2014
111,111,"John Rollins",84,71.23,926,13,"FirstTeeLateScoringAverage",2014
112,112,"Tim Wilkinson",86,71.24,2066,29,"FirstTeeLateScoringAverage",2014
113,113,"Bud Cauley",56,71.25,1425,20,"FirstTeeLateScoringAverage",2014
113,113,"Martin Laird",66,71.25,1140,16,"FirstTeeLateScoringAverage",2014
115,115,"Tyrone Van Aswegen",79,71.29,1212,17,"FirstTeeLateScoringAverage",2014
116,116,"Retief Goosen",94,71.3,1925,27,"FirstTeeLateScoringAverage",2014
116,116,"Vijay Singh",83,71.3,1426,20,"FirstTeeLateScoringAverage",2014
116,116,"Camilo Villegas",95,71.3,1640,23,"FirstTeeLateScoringAverage",2014
119,119,"Ian Poulter",57,71.32,1355,19,"FirstTeeLateScoringAverage",2014
120,120,"Kyle Stanley",87,71.33,1284,18,"FirstTeeLateScoringAverage",2014
121,121,"Greg Chalmers",85,71.35,1855,26,"FirstTeeLateScoringAverage",2014
122,122,"Brian Gay",81,71.38,1142,16,"FirstTeeLateScoringAverage",2014
122,122,"Louis Oosthuizen",50,71.38,1142,16,"FirstTeeLateScoringAverage",2014
124,124,"Brandt Snedeker",89,71.4,2856,40,"FirstTeeLateScoringAverage",2014
125,125,"Pat Perez",84,71.41,1928,27,"FirstTeeLateScoringAverage",2014
125,125,"Henrik Stenson",56,71.41,1928,27,"FirstTeeLateScoringAverage",2014
127,127,"Rory Sabbatini",82,71.43,1643,23,"FirstTeeLateScoringAverage",2014
128,128,"John Peterson",62,71.44,1143,16,"FirstTeeLateScoringAverage",2014
129,129,"Charlie Wi",72,71.45,1429,20,"FirstTeeLateScoringAverage",2014
130,130,"Matt Every",85,71.46,1715,24,"FirstTeeLateScoringAverage",2014
130,130,"Brendan Steele",89,71.46,1715,24,"FirstTeeLateScoringAverage",2014
130,130,"Kevin Streelman",79,71.46,1715,24,"FirstTeeLateScoringAverage",2014
133,133,"Michael Putnam",106,71.47,2287,32,"FirstTeeLateScoringAverage",2014
134,134,"Hunter Mahan",88,71.48,2073,29,"FirstTeeLateScoringAverage",2014
135,135,"Aaron Baddeley",74,71.5,1573,22,"FirstTeeLateScoringAverage",2014
135,135,"Morgan Hoffmann",103,71.5,2717,38,"FirstTeeLateScoringAverage",2014
137,137,"Erik Compton",88,71.53,2289,32,"FirstTeeLateScoringAverage",2014
138,138,"Russell Henley",92,71.55,1431,20,"FirstTeeLateScoringAverage",2014
138,138,"Troy Matteson",62,71.55,787,11,"FirstTeeLateScoringAverage",2014
140,140,"Matt Jones",83,71.57,1503,21,"FirstTeeLateScoringAverage",2014
141,141,"Chad Collins",78,71.58,1360,19,"FirstTeeLateScoringAverage",2014
142,142,"Kevin Chappell",100,71.59,2291,32,"FirstTeeLateScoringAverage",2014
142,142,"Luke Donald",57,71.59,1217,17,"FirstTeeLateScoringAverage",2014
144,144,"Ted Potter Jr",68,71.6,1432,20,"FirstTeeLateScoringAverage",2014
145,145,"Steven Bowditch",93,71.63,1361,19,"FirstTeeLateScoringAverage",2014
146,146,"Justin Leonard",75,71.65,1433,20,"FirstTeeLateScoringAverage",2014
147,147,"Jonas Blixt",64,71.67,1075,15,"FirstTeeLateScoringAverage",2014
147,147,"Bronson La Cassie",51,71.67,645,9,"FirstTeeLateScoringAverage",2014
147,147,"Heath Slocum",71,71.67,1075,15,"FirstTeeLateScoringAverage",2014
147,147,"Hudson Swafford",75,71.67,1290,18,"FirstTeeLateScoringAverage",2014
151,151,"Stewart Cink",91,71.7,1936,27,"FirstTeeLateScoringAverage",2014
151,151,"Gonzalo Fdez Castano",83,71.7,1936,27,"FirstTeeLateScoringAverage",2014
151,151,"Andrew Loupe",65,71.7,1434,20,"FirstTeeLateScoringAverage",2014
154,154,"Johnson Wagner",69,71.76,1220,17,"FirstTeeLateScoringAverage",2014
155,155,"Nicholas Thompson",85,71.79,1723,24,"FirstTeeLateScoringAverage",2014
156,156,"Josh Teater",90,71.82,1580,22,"FirstTeeLateScoringAverage",2014
157,157,"KJ Choi",80,71.83,1652,23,"FirstTeeLateScoringAverage",2014
158,158,"Sean OHair",77,71.88,1150,16,"FirstTeeLateScoringAverage",2014
159,159,"Lucas Glover",68,71.93,1007,14,"FirstTeeLateScoringAverage",2014
160,160,"John Huh",87,71.94,1151,16,"FirstTeeLateScoringAverage",2014
161,161,"James Driscoll",71,71.95,1367,19,"FirstTeeLateScoringAverage",2014
162,162,"James Hahn",82,71.96,1727,24,"FirstTeeLateScoringAverage",2014
163,163,"Jim Renner",61,72,1296,18,"FirstTeeLateScoringAverage",2014
164,164,"DA Points",75,72.06,1153,16,"FirstTeeLateScoringAverage",2014
164,164,"Mark Wilson",69,72.06,1153,16,"FirstTeeLateScoringAverage",2014
166,166,"John Merrick",87,72.13,1082,15,"FirstTeeLateScoringAverage",2014
167,167,"Patrick Reed",92,72.14,2669,37,"FirstTeeLateScoringAverage",2014
168,168,"Brendon de Jonge",109,72.17,2093,29,"FirstTeeLateScoringAverage",2014
169,169,"Derek Ernst",80,72.25,1156,16,"FirstTeeLateScoringAverage",2014
170,170,"Brad Fritsch",50,72.29,1229,17,"FirstTeeLateScoringAverage",2014
170,170,"Scott Stallings",77,72.29,1229,17,"FirstTeeLateScoringAverage",2014
172,172,"Michael Thompson",74,72.37,1375,19,"FirstTeeLateScoringAverage",2014
173,173,"Ben Curtis",77,72.44,1159,16,"FirstTeeLateScoringAverage",2014
174,174,"Roberto Castro",76,72.5,1160,16,"FirstTeeLateScoringAverage",2014
175,175,"Trevor Immelman",84,72.89,1385,19,"FirstTeeLateScoringAverage",2014
176,176,"YE Yang",79,73.07,1096,15,"FirstTeeLateScoringAverage",2014
177,177,"Woody Austin",63,73.64,810,11,"FirstTeeLateScoringAverage",2014
