"OfficialWorldGolfRanking_RANKTHISWEEK_2014","OfficialWorldGolfRanking_RANKLASTWEEK_2014","OfficialWorldGolfRanking_PLAYERNAME_2014","OfficialWorldGolfRanking_EVENTS_2014","OfficialWorldGolfRanking_AVGPOINTS_2014","OfficialWorldGolfRanking_TOTALPOINTS_2014","OfficialWorldGolfRanking_POINTSLOST_2014","OfficialWorldGolfRanking_POINTSGAINED_2014","OfficialWorldGolfRanking_COUNTRY_2014","stat_name","year"
19,19,"Jimmy Walker",52,4.22,219.49,-107.07,197.19,NA,"OfficialWorldGolfRanking",2014
20,20,"Hideki Matsuyama",49,4.07,199.45,-94,138.43,NA,"OfficialWorldGolfRanking",2014
21,22,"Chris Kirk",52,4.03,209.8,-77.7,180.16,NA,"OfficialWorldGolfRanking",2014
22,21,"Hunter Mahan",52,4.03,209.55,-118.66,160.42,NA,"OfficialWorldGolfRanking",2014
23,23,"Victor Dubuisson",42,3.95,165.83,-78.08,111.71,NA,"OfficialWorldGolfRanking",2014
24,24,"Charl Schwartzel",52,3.79,196.83,-160.12,110.04,NA,"OfficialWorldGolfRanking",2014
25,25,"Jamie Donaldson",51,3.7,188.53,-115.08,124.27,NA,"OfficialWorldGolfRanking",2014
26,27,"Patrick Reed",52,3.62,188.49,-70.3,183.43,NA,"OfficialWorldGolfRanking",2014
27,26,"Keegan Bradley",52,3.62,188.09,-161.58,126.86,NA,"OfficialWorldGolfRanking",2014
28,28,"Steve Stricker",40,3.57,142.64,-143.53,57.24,NA,"OfficialWorldGolfRanking",2014
29,29,"Bill Haas",52,3.46,179.75,-117.29,124.7,NA,"OfficialWorldGolfRanking",2014
30,30,"Thomas Bjorn",52,3.39,176.06,-103.09,87.21,NA,"OfficialWorldGolfRanking",2014
31,31,"Jason Dufner",48,3.35,160.68,-174.44,76.29,NA,"OfficialWorldGolfRanking",2014
32,32,"Luke Donald",49,3.31,162.03,-171.05,99.6,NA,"OfficialWorldGolfRanking",2014
33,33,"Webb Simpson",52,3.27,170.19,-144.61,95.69,NA,"OfficialWorldGolfRanking",2014
34,35,"Kevin Na",40,3.25,129.9,-42.08,139.34,NA,"OfficialWorldGolfRanking",2014
35,34,"Stephen Gallacher",52,3.21,166.76,-83.39,151.45,NA,"OfficialWorldGolfRanking",2014
36,37,"Miguel Angel Jimenez",44,3.12,137.24,-84.71,91,NA,"OfficialWorldGolfRanking",2014
37,36,"Joost Luiten",52,3.09,160.49,-75.62,116.02,NA,"OfficialWorldGolfRanking",2014
38,40,"Graham DeLaet",50,3.01,150.3,-95.23,96.89,NA,"OfficialWorldGolfRanking",2014
39,41,"Ryan Palmer",49,2.99,146.36,-60.89,142.35,NA,"OfficialWorldGolfRanking",2014
40,38,"Ian Poulter",48,2.96,142.13,-160.53,45.99,NA,"OfficialWorldGolfRanking",2014
41,39,"Brandt Snedeker",50,2.95,147.5,-185.26,78.87,NA,"OfficialWorldGolfRanking",2014
42,43,"Ryan Moore",47,2.91,136.75,-104.25,80.04,NA,"OfficialWorldGolfRanking",2014
43,42,"Thongchai Jaidee",52,2.9,150.65,-90.23,108.14,NA,"OfficialWorldGolfRanking",2014
44,45,"Marc Leishman",52,2.84,147.6,-72.85,125.82,NA,"OfficialWorldGolfRanking",2014
45,44,"Lee Westwood",52,2.82,146.52,-141.34,95.8,NA,"OfficialWorldGolfRanking",2014
46,46,"Brendon Todd",52,2.76,143.55,-36.65,131.77,NA,"OfficialWorldGolfRanking",2014
47,47,"Gary Woodland",52,2.67,138.84,-65.45,91.07,NA,"OfficialWorldGolfRanking",2014
48,48,"Kevin Streelman",52,2.6,135.43,-87.82,88.64,NA,"OfficialWorldGolfRanking",2014
49,49,"Francesco Molinari",52,2.59,134.61,-100.66,91.31,NA,"OfficialWorldGolfRanking",2014
50,50,"John Senden",52,2.57,133.6,-67.37,122.87,NA,"OfficialWorldGolfRanking",2014
51,51,"Ernie Els",52,2.56,132.91,-136.83,85.25,NA,"OfficialWorldGolfRanking",2014
52,52,"Mikko Ilonen",46,2.5,114.9,-55,95.8,NA,"OfficialWorldGolfRanking",2014
53,55,"Shane Lowry",51,2.49,126.91,-64.01,101.27,NA,"OfficialWorldGolfRanking",2014
54,53,"Russell Henley",52,2.43,126.41,-74.71,125.19,NA,"OfficialWorldGolfRanking",2014
55,54,"Kevin Stadler",52,2.41,125.37,-64.95,116.19,NA,"OfficialWorldGolfRanking",2014
56,56,"Angel Cabrera",50,2.37,118.72,-57.8,81.78,NA,"OfficialWorldGolfRanking",2014
57,57,"Jonas Blixt",52,2.31,119.92,-91.72,76.12,NA,"OfficialWorldGolfRanking",2014
58,62,"Louis Oosthuizen",48,2.3,110.2,-143,99.13,NA,"OfficialWorldGolfRanking",2014
59,58,"Matt Every",52,2.26,117.3,-60.25,110.74,NA,"OfficialWorldGolfRanking",2014
60,61,"JB Holmes",40,2.25,90.02,-22.98,99.83,NA,"OfficialWorldGolfRanking",2014
61,59,"Harris English",52,2.24,116.65,-77.18,76.29,NA,"OfficialWorldGolfRanking",2014
62,60,"Matt Jones",52,2.24,116.51,-55.24,92.69,NA,"OfficialWorldGolfRanking",2014
63,73,"Tommy Fleetwood",52,2.22,115.28,-44.59,88.6,NA,"OfficialWorldGolfRanking",2014
64,66,"Brooks Koepka",48,2.17,104.15,-43.42,82.88,NA,"OfficialWorldGolfRanking",2014
65,64,"Marc Warren",52,2.11,109.74,-46.36,82.6,NA,"OfficialWorldGolfRanking",2014
66,63,"Paul Casey",52,2.09,108.88,-50.38,79.97,NA,"OfficialWorldGolfRanking",2014
67,67,"Bernd Wiesberger",52,2.08,108.15,-77.69,67.01,NA,"OfficialWorldGolfRanking",2014
68,65,"Koumei Oda",48,2.06,99.08,-55.59,56.24,NA,"OfficialWorldGolfRanking",2014
69,69,"Pablo Larrazabal",52,1.98,103.12,-65.63,89.55,NA,"OfficialWorldGolfRanking",2014
70,68,"Brian Harman",52,1.97,102.54,-42.94,93.01,NA,"OfficialWorldGolfRanking",2014
71,76,"Richard Sterne",46,1.96,90.35,-75.52,48.91,NA,"OfficialWorldGolfRanking",2014
72,70,"Cameron Tringale",52,1.96,101.91,-39.49,95.8,NA,"OfficialWorldGolfRanking",2014
73,72,"Charley Hoffman",48,1.93,92.53,-56.42,70.36,NA,"OfficialWorldGolfRanking",2014
74,71,"Gonzalo Fdez Castano",52,1.91,99.5,-93.73,42.7,NA,"OfficialWorldGolfRanking",2014
75,74,"Freddie Jacobson",46,1.88,86.45,-47.81,70.3,NA,"OfficialWorldGolfRanking",2014
76,75,"Geoff Ogilvy",51,1.83,93.34,-47.66,78.66,NA,"OfficialWorldGolfRanking",2014
77,77,"Erik Compton",52,1.8,93.71,-24.79,93.36,NA,"OfficialWorldGolfRanking",2014
78,78,"Tim Clark",47,1.78,83.53,-57.85,56.87,NA,"OfficialWorldGolfRanking",2014
79,79,"George McNeill",46,1.74,80.08,-28.04,76.04,NA,"OfficialWorldGolfRanking",2014
80,91,"Hyung Sung Kim",52,1.71,89.07,-62.73,46.06,NA,"OfficialWorldGolfRanking",2014
81,81,"KJ Choi",51,1.7,86.94,-53.67,74.62,NA,"OfficialWorldGolfRanking",2014
82,80,"Chris Stroud",52,1.7,88.16,-51.9,50.32,NA,"OfficialWorldGolfRanking",2014
83,83,"Ryo Ishikawa",52,1.66,86.49,-62.39,56.83,NA,"OfficialWorldGolfRanking",2014
84,86,"Ben Martin",51,1.66,84.82,-35.54,64.89,NA,"OfficialWorldGolfRanking",2014
85,82,"Rafa Cabrera Bello",52,1.66,86.06,-56.4,75.53,NA,"OfficialWorldGolfRanking",2014
86,84,"Anirban Lahiri",44,1.65,72.42,-37.75,47.78,NA,"OfficialWorldGolfRanking",2014
87,89,"George Coetzee",51,1.64,83.67,-72.07,77.65,NA,"OfficialWorldGolfRanking",2014
88,85,"Nick Watney",52,1.63,84.59,-121.8,36.34,NA,"OfficialWorldGolfRanking",2014
89,87,"Kevin Chappell",52,1.62,84.17,-48.84,57.16,NA,"OfficialWorldGolfRanking",2014
90,88,"Chesson Hadley",52,1.62,83.99,-37.29,60.92,NA,"OfficialWorldGolfRanking",2014
91,90,"Matteo Manassero",52,1.58,82.04,-95.68,45.21,NA,"OfficialWorldGolfRanking",2014
92,92,"Edoardo Molinari",45,1.57,70.52,-21.02,66.55,NA,"OfficialWorldGolfRanking",2014
93,150,"Richie Ramsay",44,1.56,68.42,-47.59,58.32,NA,"OfficialWorldGolfRanking",2014
94,93,"Seung Yul Noh",52,1.54,80.2,-46.01,74.81,NA,"OfficialWorldGolfRanking",2014
95,94,"Fabrizio Zanotti",50,1.54,77.08,-15.19,77.47,NA,"OfficialWorldGolfRanking",2014
96,95,"Danny Willett",49,1.53,74.86,-51.28,58.34,NA,"OfficialWorldGolfRanking",2014
97,98,"Morgan Hoffmann",52,1.51,78.37,-32.74,68.7,NA,"OfficialWorldGolfRanking",2014
98,96,"Brendon de Jonge",52,1.5,78.25,-74.21,46.96,NA,"OfficialWorldGolfRanking",2014
99,100,"Simon Dyson",52,1.5,78.09,-37.69,62.37,NA,"OfficialWorldGolfRanking",2014
100,97,"Charles Howell III",52,1.5,77.97,-64.65,57.7,NA,"OfficialWorldGolfRanking",2014
101,99,"Daniel Summerhays",52,1.5,77.82,-45.36,57.52,NA,"OfficialWorldGolfRanking",2014
102,101,"Russell Knox",52,1.48,76.79,-32.75,72.89,NA,"OfficialWorldGolfRanking",2014
103,116,"Chris Wood",49,1.46,71.74,-63.07,44.7,NA,"OfficialWorldGolfRanking",2014
104,113,"David Howell",52,1.45,75.25,-48.42,42.7,NA,"OfficialWorldGolfRanking",2014
105,104,"Jerry Kelly",48,1.44,69.32,-34.15,60.24,NA,"OfficialWorldGolfRanking",2014
106,108,"Hideto Tanihara",48,1.43,68.87,-44.14,35.44,NA,"OfficialWorldGolfRanking",2014
107,103,"Stuart Appleby",52,1.43,74.6,-25.13,66.28,NA,"OfficialWorldGolfRanking",2014
108,117,"Robert Karlsson",49,1.43,69.99,-23.44,61.44,NA,"OfficialWorldGolfRanking",2014
109,102,"Ben Crane",48,1.43,68.5,-30.96,63.32,NA,"OfficialWorldGolfRanking",2014
110,114,"Alexander Levy",52,1.41,73.21,-23.09,58.96,NA,"OfficialWorldGolfRanking",2014
111,105,"David Hearn",52,1.4,73.01,-44.67,52.53,NA,"OfficialWorldGolfRanking",2014
112,106,"Hennie Otto",51,1.4,71.48,-38.11,41.78,NA,"OfficialWorldGolfRanking",2014
113,111,"Camilo Villegas",52,1.39,72.16,-22.04,62.11,NA,"OfficialWorldGolfRanking",2014
114,110,"Romain Wattel",49,1.38,67.73,-38.27,54.44,NA,"OfficialWorldGolfRanking",2014
115,109,"Scott Stallings",52,1.38,71.59,-64.99,62.67,NA,"OfficialWorldGolfRanking",2014
116,112,"Boo Weekley",52,1.36,70.91,-70.07,23.65,NA,"OfficialWorldGolfRanking",2014
117,121,"Branden Grace",52,1.36,70.46,-95.97,43.86,NA,"OfficialWorldGolfRanking",2014
118,120,"Jason Kokrak",47,1.35,63.61,-40.58,47.12,NA,"OfficialWorldGolfRanking",2014
119,122,"Will Ma Kenzie",50,1.35,67.61,-26.12,66.35,NA,"OfficialWorldGolfRanking",2014
120,118,"Shawn Stefani",47,1.34,62.82,-26.55,58.19,NA,"OfficialWorldGolfRanking",2014
121,115,"Ross Fisher",52,1.34,69.49,-60.26,36,NA,"OfficialWorldGolfRanking",2014
122,119,"Brendan Steele",52,1.33,69.18,-36.3,56.69,NA,"OfficialWorldGolfRanking",2014
123,123,"Steven Bowditch",52,1.31,68.23,-22.76,64.64,NA,"OfficialWorldGolfRanking",2014
124,107,"Thorbjorn Olesen",52,1.3,67.64,-85.45,51.06,NA,"OfficialWorldGolfRanking",2014
125,124,"Andrew Johnston",40,1.3,51.95,-5.89,49.27,NA,"OfficialWorldGolfRanking",2014
126,125,"Justin Thomas",40,1.27,50.9,-5.83,54.78,NA,"OfficialWorldGolfRanking",2014
127,126,"John Huh",52,1.25,64.86,-56.52,39.46,NA,"OfficialWorldGolfRanking",2014
128,127,"Hiroyuki Fujita",51,1.25,63.56,-54.51,51.73,NA,"OfficialWorldGolfRanking",2014
129,129,"David Horsey",50,1.24,61.91,-25.71,48.43,NA,"OfficialWorldGolfRanking",2014
130,130,"Carlos Ortiz",40,1.24,49.45,-6.7,56.15,NA,"OfficialWorldGolfRanking",2014
131,132,"Hiroshi Iwata",42,1.23,51.75,-10.95,47.99,NA,"OfficialWorldGolfRanking",2014
131,136,"Peter Uihlein",52,1.23,64.07,-54.72,15.97,NA,"OfficialWorldGolfRanking",2014
133,131,"William McGirt",52,1.23,64.03,-37.6,52.93,NA,"OfficialWorldGolfRanking",2014
134,128,"Kiradech Aphibarnrat",52,1.22,63.6,-62.91,16.25,NA,"OfficialWorldGolfRanking",2014
135,138,"David Lipsky",43,1.22,52.48,-11.07,50.68,NA,"OfficialWorldGolfRanking",2014
136,165,"Antonio Lascuna",40,1.22,48.7,-16.72,40.37,NA,"OfficialWorldGolfRanking",2014
137,133,"Roberto Castro",52,1.21,62.67,-55.27,24.2,NA,"OfficialWorldGolfRanking",2014
138,134,"David Lingmerth",52,1.18,61.43,-52.39,40.68,NA,"OfficialWorldGolfRanking",2014
139,135,"Thomas Aiken",52,1.18,61.3,-50.28,54.37,NA,"OfficialWorldGolfRanking",2014
140,140,"Michael Thompson",48,1.18,56.42,-65.24,31.91,NA,"OfficialWorldGolfRanking",2014
141,137,"Alejandro Canizares",49,1.17,57.53,-41.05,38.35,NA,"OfficialWorldGolfRanking",2014
142,158,"Marcel Siem",51,1.17,59.83,-61.26,39.23,NA,"OfficialWorldGolfRanking",2014
143,141,"Kristoffer Broberg",52,1.17,60.64,-32.33,60.09,NA,"OfficialWorldGolfRanking",2014
144,142,"Carl Pettersson",52,1.16,60.28,-67.46,51.99,NA,"OfficialWorldGolfRanking",2014
145,143,"Brian Stuard",52,1.16,60.11,-37.15,48.96,NA,"OfficialWorldGolfRanking",2014
146,139,"Tyrrell Hatton",47,1.15,54.1,-13.05,48.88,NA,"OfficialWorldGolfRanking",2014
147,146,"Scott Piercy",40,1.14,45.74,-85.39,13.86,NA,"OfficialWorldGolfRanking",2014
148,147,"Pat Perez",48,1.14,54.86,-43.73,51.71,NA,"OfficialWorldGolfRanking",2014
149,149,"Martin Laird",45,1.14,51.25,-56.78,25.26,NA,"OfficialWorldGolfRanking",2014
150,144,"Bo Van Pelt",52,1.14,59.17,-88.97,36.14,NA,"OfficialWorldGolfRanking",2014
151,145,"Shingo Katayama",43,1.13,48.74,-45.05,6.08,NA,"OfficialWorldGolfRanking",2014
152,148,"Justin Hicks",52,1.13,58.74,-27.23,51.55,NA,"OfficialWorldGolfRanking",2014
153,152,"Stewart Cink",49,1.13,55.2,-32.32,37.58,NA,"OfficialWorldGolfRanking",2014
154,151,"Jason Bohn",51,1.13,57.45,-36.15,31.3,NA,"OfficialWorldGolfRanking",2014
155,157,"Darren Fichardt",52,1.11,57.74,-51.21,41.35,NA,"OfficialWorldGolfRanking",2014
156,792,"Oliver Wilson",45,1.11,49.84,-9.29,44,NA,"OfficialWorldGolfRanking",2014
157,164,"Yoshinori Fujimoto",47,1.11,51.94,-38.38,26.28,NA,"OfficialWorldGolfRanking",2014
158,154,"Scott Brown",52,1.09,56.89,-36.82,37.36,NA,"OfficialWorldGolfRanking",2014
159,153,"David Lynn",52,1.09,56.85,-85.33,7.06,NA,"OfficialWorldGolfRanking",2014
160,160,"Gregory Bourdy",52,1.08,56.19,-46.47,25.31,NA,"OfficialWorldGolfRanking",2014
161,156,"Felipe Aguilar",52,1.08,56.03,-39.26,39.86,NA,"OfficialWorldGolfRanking",2014
162,155,"Moritz Lampert",42,1.07,44.91,-3.28,45.89,NA,"OfficialWorldGolfRanking",2014
163,159,"David Toms",40,1.06,42.43,-41.02,27.94,NA,"OfficialWorldGolfRanking",2014
164,161,"Julien Quesne",48,1.06,50.69,-38.37,27.15,NA,"OfficialWorldGolfRanking",2014
165,170,"Derek Fathauer",46,1.05,48.3,-3.99,49.49,NA,"OfficialWorldGolfRanking",2014
166,169,"Emiliano Grillo",52,1.04,54.19,-27.99,50.35,NA,"OfficialWorldGolfRanking",2014
167,163,"Andy Sullivan",52,1.04,54.18,-21.7,51.38,NA,"OfficialWorldGolfRanking",2014
168,162,"Rory Sabbatini",52,1.04,53.92,-42.47,28.82,NA,"OfficialWorldGolfRanking",2014
169,166,"Andrew Svoboda",52,1.04,53.9,-23.12,38.87,NA,"OfficialWorldGolfRanking",2014
170,173,"Adam Hadwin",49,1.03,50.69,-11.99,51.95,NA,"OfficialWorldGolfRanking",2014
171,167,"WC Liang",52,1.03,53.63,-45.13,21.09,NA,"OfficialWorldGolfRanking",2014
172,168,"Yusaku Miyazato",48,1.03,49.49,-28.36,28.52,NA,"OfficialWorldGolfRanking",2014
173,172,"Robert Garrigus",50,1.01,50.71,-75.43,36.53,NA,"OfficialWorldGolfRanking",2014
174,171,"Eddie Pepperell",50,1.01,50.65,-20.05,41.17,NA,"OfficialWorldGolfRanking",2014
175,178,"Byeong Hun An",46,1.01,46.28,-9.47,39.49,NA,"OfficialWorldGolfRanking",2014
176,177,"SJ Park",49,1,48.94,-34.46,12.05,NA,"OfficialWorldGolfRanking",2014
177,204,"Robert Jan Derksen",44,1,43.8,-21.79,28.05,NA,"OfficialWorldGolfRanking",2014
178,175,"Michael Putnam",52,1,51.74,-34.05,32.97,NA,"OfficialWorldGolfRanking",2014
179,205,"Benjamin Hebert",40,0.99,39.69,-1.63,39.83,NA,"OfficialWorldGolfRanking",2014
180,176,"Peter Hanson",48,0.99,47.38,-96.46,23.72,NA,"OfficialWorldGolfRanking",2014
181,174,"DA Points",52,0.99,51.25,-65.48,8.63,NA,"OfficialWorldGolfRanking",2014
182,181,"Scott Langley",52,0.98,50.75,-18.9,51.1,NA,"OfficialWorldGolfRanking",2014
183,180,"Billy Hurley III",52,0.97,50.69,-17.61,47.58,NA,"OfficialWorldGolfRanking",2014
184,185,"Prayad Marksaeng",49,0.97,47.73,-36.39,26.63,NA,"OfficialWorldGolfRanking",2014
185,179,"Nicolas Colsaerts",52,0.97,50.55,-74.18,26.5,NA,"OfficialWorldGolfRanking",2014
186,182,"Brian Davis",52,0.97,50.38,-42.43,30.8,NA,"OfficialWorldGolfRanking",2014
187,183,"Luke Guthrie",52,0.96,49.66,-55.59,27.77,NA,"OfficialWorldGolfRanking",2014
188,186,"Robert Streb",52,0.95,49.28,-24.49,47.95,NA,"OfficialWorldGolfRanking",2014
189,184,"Martin Flores",52,0.95,49.15,-29.17,41.69,NA,"OfficialWorldGolfRanking",2014
190,189,"Zack Sucher",40,0.94,37.78,-4.29,36.01,NA,"OfficialWorldGolfRanking",2014
191,187,"Morten Orum Madsen",52,0.94,48.9,-35.15,16.78,NA,"OfficialWorldGolfRanking",2014
192,195,"Jason Gore",50,0.94,46.87,-10.05,47.2,NA,"OfficialWorldGolfRanking",2014
192,206,"Chapchai Nirat",40,0.94,37.49,-16.91,26.95,NA,"OfficialWorldGolfRanking",2014
194,198,"Michael Hoey",52,0.94,48.69,-26.99,39.97,NA,"OfficialWorldGolfRanking",2014
195,188,"Sangmoon Bae",52,0.94,48.62,-48.61,30.03,NA,"OfficialWorldGolfRanking",2014
196,190,"Aaron Baddeley",50,0.93,46.62,-32.93,32.75,NA,"OfficialWorldGolfRanking",2014
197,191,"Siddikur Rahman",40,0.92,36.95,-27.64,18.17,NA,"OfficialWorldGolfRanking",2014
198,192,"Bud Cauley",52,0.92,47.79,-34.33,39.27,NA,"OfficialWorldGolfRanking",2014
199,199,"Chan Shihchang",40,0.91,36.59,-8.44,32.06,NA,"OfficialWorldGolfRanking",2014
200,212,"Raphael Jacquelin",50,0.91,45.69,-46.84,25.63,NA,"OfficialWorldGolfRanking",2014
201,200,"John Merrick",49,0.91,44.35,-55.82,18.86,NA,"OfficialWorldGolfRanking",2014
202,197,"Shiv Kapur",52,0.9,47,-38.23,23.04,NA,"OfficialWorldGolfRanking",2014
203,196,"Brett Rumford",51,0.9,45.98,-55.93,14,NA,"OfficialWorldGolfRanking",2014
204,201,"Kyoung Hoon Lee",52,0.9,46.66,-34.1,21.91,NA,"OfficialWorldGolfRanking",2014
205,194,"Danie van Tonder",52,0.9,46.63,-13.28,49.09,NA,"OfficialWorldGolfRanking",2014
206,193,"Scott Jamieson",52,0.9,46.62,-52.61,27.23,NA,"OfficialWorldGolfRanking",2014
207,202,"Prom Meesawat",46,0.9,41.22,-26.94,25.74,NA,"OfficialWorldGolfRanking",2014
208,211,"Vijay Singh",50,0.88,44.01,-43.51,21.87,NA,"OfficialWorldGolfRanking",2014
209,203,"Alvaro Quiros",43,0.88,37.79,-21.46,31.87,NA,"OfficialWorldGolfRanking",2014
210,207,"Matthew Baldwin",52,0.87,45.35,-24.17,33.41,NA,"OfficialWorldGolfRanking",2014
211,355,"Seunghyuk Kim",42,0.87,36.54,-4.28,35.08,NA,"OfficialWorldGolfRanking",2014
212,209,"Nicholas Thompson",52,0.87,45.13,-32.47,34.39,NA,"OfficialWorldGolfRanking",2014
213,210,"Paul Waring",48,0.86,41.5,-23.43,26.38,NA,"OfficialWorldGolfRanking",2014
214,208,"Scott Hend",48,0.86,41.46,-38.88,15.06,NA,"OfficialWorldGolfRanking",2014
215,273,"Florian Fritsch",40,0.86,34.45,-0.74,35.19,NA,"OfficialWorldGolfRanking",2014
216,226,"Yuta Ikeda",49,0.85,41.69,-42.37,14.98,NA,"OfficialWorldGolfRanking",2014
217,215,"Tony Finau",40,0.85,33.94,-1.21,33.95,NA,"OfficialWorldGolfRanking",2014
218,213,"Rikard Karlberg",43,0.85,36.47,-18.47,33.04,NA,"OfficialWorldGolfRanking",2014
219,221,"Andres Romero",50,0.84,42.21,-29.08,31.81,NA,"OfficialWorldGolfRanking",2014
220,218,"Bradley Dredge",40,0.84,33.71,-4.33,34.33,NA,"OfficialWorldGolfRanking",2014
221,216,"Retief Goosen",42,0.84,35.2,-22.11,34.6,NA,"OfficialWorldGolfRanking",2014
222,214,"Anders Hansen",40,0.84,33.5,-37.46,24.2,NA,"OfficialWorldGolfRanking",2014
223,217,"Oliver Fisher",52,0.84,43.43,-16.54,39.43,NA,"OfficialWorldGolfRanking",2014
224,219,"Blayne Barber",40,0.83,33.35,-7.78,31.86,NA,"OfficialWorldGolfRanking",2014
225,233,"Park Sangeon",40,0.83,33.22,-10.99,31.38,NA,"OfficialWorldGolfRanking",2014
226,220,"Seve Benson",46,0.83,38.04,-22.43,28.01,NA,"OfficialWorldGolfRanking",2014
227,230,"Jbe Kruger",52,0.81,42.32,-29.22,30.74,NA,"OfficialWorldGolfRanking",2014
228,225,"Bryce Molder",50,0.8,40.04,-32.36,29.8,NA,"OfficialWorldGolfRanking",2014
229,232,"Gregory Havret",52,0.8,41.55,-18.51,27.04,NA,"OfficialWorldGolfRanking",2014
230,222,"Ken Duke",52,0.8,41.46,-49.26,12.42,NA,"OfficialWorldGolfRanking",2014
231,223,"Satoshi Kodaira",42,0.8,33.46,-16.77,17.92,NA,"OfficialWorldGolfRanking",2014
232,244,"Richard Green",48,0.79,37.95,-18.69,31.59,NA,"OfficialWorldGolfRanking",2014
233,224,"Jacques Blaauw",45,0.79,35.56,-13.98,29.49,NA,"OfficialWorldGolfRanking",2014
234,229,"Sam Hutsby",45,0.79,35.55,-3.95,33.41,NA,"OfficialWorldGolfRanking",2014
235,227,"Jang Dong Kyu",47,0.79,36.93,-9.95,37.22,NA,"OfficialWorldGolfRanking",2014
236,231,"Jaco Van Zyl",40,0.78,31.28,-43.92,12.66,NA,"OfficialWorldGolfRanking",2014
237,260,"Thomas Pieters",40,0.78,31.21,-3.03,32.58,NA,"OfficialWorldGolfRanking",2014
238,234,"Wu Ashun",46,0.78,35.75,-36.69,7.87,NA,"OfficialWorldGolfRanking",2014
239,257,"Thaworn Wiratchant",51,0.78,39.61,-47.73,23.41,NA,"OfficialWorldGolfRanking",2014
240,238,"Troy Merritt",45,0.77,34.7,-5.88,33.99,NA,"OfficialWorldGolfRanking",2014
241,239,"Will Wilcox",40,0.77,30.72,-14.48,23.38,NA,"OfficialWorldGolfRanking",2014
242,245,"Tomohiro Kondo",46,0.76,35.19,-23.21,19.04,NA,"OfficialWorldGolfRanking",2014
243,228,"Johan Carlsson",42,0.76,32.03,-16.58,17.51,NA,"OfficialWorldGolfRanking",2014
244,235,"Kazuhiro Yamashita",47,0.76,35.72,-25.61,16.67,NA,"OfficialWorldGolfRanking",2014
245,237,"Marco Crespi",48,0.75,36.07,-22.73,22.04,NA,"OfficialWorldGolfRanking",2014
246,236,"Steve Webster",44,0.75,32.82,-34.78,22.35,NA,"OfficialWorldGolfRanking",2014
247,243,"Justin Leonard",49,0.74,36.36,-30.4,25.04,NA,"OfficialWorldGolfRanking",2014
248,242,"John Peterson",52,0.74,38.26,-26.97,17.63,NA,"OfficialWorldGolfRanking",2014
249,256,"Craig Lee",52,0.74,38.25,-25.83,21.37,NA,"OfficialWorldGolfRanking",2014
250,251,"Steven Alker",44,0.73,32.33,-12.2,25.13,NA,"OfficialWorldGolfRanking",2014
250,247,"Jeff Overton",51,0.73,37.47,-40.5,26.11,NA,"OfficialWorldGolfRanking",2014
252,254,"Jake Roos",52,0.73,38.15,-23.71,34.45,NA,"OfficialWorldGolfRanking",2014
