"HitFairwayPercentage_RANKTHISWEEK_2006","HitFairwayPercentage_RANKLASTWEEK_2006","HitFairwayPercentage_PLAYERNAME_2006","HitFairwayPercentage_ROUNDS_2006","HitFairwayPercentage_Pct_2006","HitFairwayPercentage_FAIRWAYSHIT_2006","HitFairwayPercentage_POSSIBLEFAIRWAYS_2006","HitFairwayPercentage_RELATIVETOPAR_2006","stat_name","year"
66,66,"Jeff Gove",91,65.98,799,1211,-0.15,"HitFairwayPercentage",2006
67,67,"KJ Choi",93,65.91,754,1144,-0.18,"HitFairwayPercentage",2006
68,68,"Tom Pernice Jr",108,65.82,878,1334,-0.14,"HitFairwayPercentage",2006
69,69,"Stephen Leaney",84,65.81,768,1167,-0.17,"HitFairwayPercentage",2006
70,70,"Mike Sposa",68,65.71,596,907,-0.11,"HitFairwayPercentage",2006
71,71,"Jonathan Kaye",95,65.53,842,1285,-0.14,"HitFairwayPercentage",2006
72,72,"Patrick Sheehan",104,65.35,911,1394,-0.13,"HitFairwayPercentage",2006
73,73,"Peter Lonard",77,65.23,621,952,-0.08,"HitFairwayPercentage",2006
74,74,"DJ Trahan",92,65.17,799,1226,-0.16,"HitFairwayPercentage",2006
75,75,"Mark Calcavecchia",94,65.16,763,1171,-0.11,"HitFairwayPercentage",2006
76,76,"Scott Gutschewski",53,65.12,463,711,-0.2,"HitFairwayPercentage",2006
77,77,"Jeff Sluman",101,65.11,823,1264,-0.17,"HitFairwayPercentage",2006
78,78,"Bob Estes",85,65.07,732,1125,-0.18,"HitFairwayPercentage",2006
79,79,"Todd Fischer",101,64.97,894,1376,-0.14,"HitFairwayPercentage",2006
80,80,"John Senden",96,64.91,788,1214,-0.2,"HitFairwayPercentage",2006
80,80,"Charles Warren",93,64.91,777,1197,-0.18,"HitFairwayPercentage",2006
82,82,"John Rollins",93,64.8,786,1213,-0.22,"HitFairwayPercentage",2006
83,83,"Chris DiMarco",83,64.79,598,923,-0.16,"HitFairwayPercentage",2006
84,84,"JL Lewis",57,64.7,515,796,-0.1,"HitFairwayPercentage",2006
85,85,"Kevin Sutherland",100,64.67,864,1336,-0.18,"HitFairwayPercentage",2006
86,86,"Lucas Glover",105,64.49,821,1273,-0.24,"HitFairwayPercentage",2006
87,87,"Jonathan Byrd",66,64.26,552,859,-0.21,"HitFairwayPercentage",2006
88,88,"Justin Rose",98,64.12,813,1268,-0.21,"HitFairwayPercentage",2006
89,89,"Joe Ogilvie",95,64.07,797,1244,-0.17,"HitFairwayPercentage",2006
90,90,"David Howell",52,64.06,278,434,-0.19,"HitFairwayPercentage",2006
91,91,"Tim Petrovic",95,63.94,812,1270,-0.13,"HitFairwayPercentage",2006
92,92,"Eric Axley",91,63.92,792,1239,-0.18,"HitFairwayPercentage",2006
93,93,"Dean Wilson",115,63.9,933,1460,-0.16,"HitFairwayPercentage",2006
94,94,"Thomas Levet",53,63.7,437,686,-0.07,"HitFairwayPercentage",2006
95,95,"Nathan Green",108,63.69,870,1366,-0.18,"HitFairwayPercentage",2006
96,96,"Mathew Goggin",72,63.67,587,922,-0.15,"HitFairwayPercentage",2006
97,97,"Vaughn Taylor",88,63.57,712,1120,-0.21,"HitFairwayPercentage",2006
98,98,"Mike Weir",88,63.54,610,960,-0.18,"HitFairwayPercentage",2006
99,99,"Arjun Atwal",97,63.46,839,1322,-0.16,"HitFairwayPercentage",2006
100,100,"Sean OHair",100,63.35,745,1176,-0.1,"HitFairwayPercentage",2006
101,101,"Will Ma Kenzie",91,63.15,773,1224,-0.21,"HitFairwayPercentage",2006
102,102,"Paul Azinger",87,63.12,748,1185,-0.17,"HitFairwayPercentage",2006
103,103,"Robert Damron",91,63.09,800,1268,-0.15,"HitFairwayPercentage",2006
104,104,"Bubba Dickerson",98,63,843,1338,-0.15,"HitFairwayPercentage",2006
105,105,"Mathias Gronberg",92,62.99,783,1243,-0.14,"HitFairwayPercentage",2006
106,106,"Adam Scott",70,62.95,457,726,-0.22,"HitFairwayPercentage",2006
107,107,"Henrik Bjornstad",97,62.92,835,1327,-0.12,"HitFairwayPercentage",2006
108,108,"Bernhard Langer",77,62.89,578,919,-0.19,"HitFairwayPercentage",2006
109,109,"Freddie Jacobson",56,62.71,491,783,-0.16,"HitFairwayPercentage",2006
110,110,"DA Points",82,62.63,699,1116,-0.18,"HitFairwayPercentage",2006
111,111,"Rich Beem",85,62.56,620,991,-0.2,"HitFairwayPercentage",2006
112,112,"Steve Lowery",99,62.48,791,1266,-0.19,"HitFairwayPercentage",2006
113,113,"Trevor Immelman",86,62.45,662,1060,-0.23,"HitFairwayPercentage",2006
114,114,"Ryan Palmer",101,62.39,826,1324,-0.19,"HitFairwayPercentage",2006
115,115,"Tom Lehman",70,62.38,451,723,-0.12,"HitFairwayPercentage",2006
116,116,"Brett Wetterich",82,62.23,674,1083,-0.19,"HitFairwayPercentage",2006
117,117,"Arron Oberholser",82,62.22,583,937,-0.19,"HitFairwayPercentage",2006
118,118,"Nick Watney",97,62.16,823,1324,-0.2,"HitFairwayPercentage",2006
119,119,"Stephen Ames",63,62.15,417,671,-0.25,"HitFairwayPercentage",2006
120,120,"Brandt Jobe",91,62.13,658,1059,-0.19,"HitFairwayPercentage",2006
121,121,"Chris Couch",75,61.97,629,1015,-0.17,"HitFairwayPercentage",2006
122,122,"Bob May",65,61.9,533,861,-0.16,"HitFairwayPercentage",2006
123,123,"Billy Andrade",78,61.86,584,944,-0.13,"HitFairwayPercentage",2006
124,124,"Bob Tway",81,61.67,637,1033,-0.19,"HitFairwayPercentage",2006
125,125,"Carl Pettersson",95,61.59,699,1135,-0.17,"HitFairwayPercentage",2006
126,126,"Jesper Parnevik",84,61.56,703,1142,-0.18,"HitFairwayPercentage",2006
127,127,"Paul Stankowski",70,61.44,599,975,-0.13,"HitFairwayPercentage",2006
128,128,"Bo Van Pelt",102,61.39,822,1339,-0.18,"HitFairwayPercentage",2006
129,129,"Shigeki Maruyama",94,61.32,753,1228,-0.18,"HitFairwayPercentage",2006
130,130,"Michael Connell",51,61.29,410,669,-0.12,"HitFairwayPercentage",2006
131,131,"Ian Leggatt",80,61.28,649,1059,-0.15,"HitFairwayPercentage",2006
132,132,"Marco Dawson",87,61.25,743,1213,-0.18,"HitFairwayPercentage",2006
133,133,"Jose Maria Olazabal",62,61.16,359,587,-0.15,"HitFairwayPercentage",2006
134,134,"Shaun Micheel",96,61.14,705,1153,-0.19,"HitFairwayPercentage",2006
135,135,"Harrison Frazar",95,61.12,742,1214,-0.23,"HitFairwayPercentage",2006
136,136,"Sergio Garcia",59,61.07,353,578,-0.19,"HitFairwayPercentage",2006
137,137,"Geoff Ogilvy",76,61.05,464,760,-0.21,"HitFairwayPercentage",2006
138,138,"Aaron Baddeley",78,61.04,597,978,-0.15,"HitFairwayPercentage",2006
139,139,"Woody Austin",107,61,840,1377,-0.18,"HitFairwayPercentage",2006
140,140,"Jason Gore",86,60.8,681,1120,-0.12,"HitFairwayPercentage",2006
141,141,"Danny Ellis",68,60.58,541,893,-0.13,"HitFairwayPercentage",2006
142,142,"Tiger Woods",55,60.53,322,532,-0.34,"HitFairwayPercentage",2006
143,143,"Brian Bateman",69,60.22,545,905,-0.17,"HitFairwayPercentage",2006
144,144,"Stewart Cink",93,60.21,619,1028,-0.21,"HitFairwayPercentage",2006
145,145,"Matt Hansen",68,60.17,553,919,-0.13,"HitFairwayPercentage",2006
146,146,"JJ Henry",96,59.88,709,1184,-0.2,"HitFairwayPercentage",2006
147,147,"Kris Cox",83,59.75,674,1128,-0.17,"HitFairwayPercentage",2006
148,148,"Craig Barlow",77,59.72,559,936,-0.26,"HitFairwayPercentage",2006
149,149,"Vijay Singh",103,59.63,734,1231,-0.23,"HitFairwayPercentage",2006
150,150,"Davis Love III",85,59.62,533,894,-0.18,"HitFairwayPercentage",2006
150,150,"Jason Schultz",77,59.62,623,1045,-0.14,"HitFairwayPercentage",2006
152,152,"Troy Matteson",101,59.52,838,1408,-0.18,"HitFairwayPercentage",2006
153,153,"Hidemichi Tanaka",74,59.47,606,1019,-0.08,"HitFairwayPercentage",2006
154,154,"Phil Mickelson",74,59.46,440,740,-0.29,"HitFairwayPercentage",2006
154,154,"Brett Quigley",109,59.46,820,1379,-0.21,"HitFairwayPercentage",2006
156,156,"Pat Perez",50,59.4,398,670,-0.16,"HitFairwayPercentage",2006
157,157,"Dudley Hart",83,59.28,677,1142,-0.17,"HitFairwayPercentage",2006
157,157,"Rod Pampling",89,59.28,578,975,-0.23,"HitFairwayPercentage",2006
159,159,"Ryuji Imada",105,59.27,809,1365,-0.19,"HitFairwayPercentage",2006
160,160,"John Huston",74,59.24,593,1001,-0.17,"HitFairwayPercentage",2006
161,161,"Camilo Villegas",95,59.11,717,1213,-0.21,"HitFairwayPercentage",2006
162,162,"Stuart Appleby",83,58.98,545,924,-0.21,"HitFairwayPercentage",2006
163,163,"Charley Hoffman",100,58.96,773,1311,-0.23,"HitFairwayPercentage",2006
164,164,"Tim Herron",82,58.63,547,933,-0.17,"HitFairwayPercentage",2006
165,165,"Chad Campbell",91,58.6,596,1017,-0.19,"HitFairwayPercentage",2006
166,166,"Wes Short Jr",96,58.49,754,1289,-0.12,"HitFairwayPercentage",2006
167,167,"Jeff Overton",95,58.43,759,1299,-0.16,"HitFairwayPercentage",2006
168,168,"Bill Haas",99,58.31,779,1336,-0.18,"HitFairwayPercentage",2006
169,169,"John Engler Jr",69,58.29,545,935,-0.1,"HitFairwayPercentage",2006
170,170,"Michael Allen",84,58.18,683,1174,-0.18,"HitFairwayPercentage",2006
171,171,"Brad Faxon",78,58.04,617,1063,-0.1,"HitFairwayPercentage",2006
172,172,"Roger Tambellini",64,57.76,491,850,-0.1,"HitFairwayPercentage",2006
173,173,"Vance Veazey",59,57.7,476,825,-0.13,"HitFairwayPercentage",2006
174,174,"Mark OMeara",52,57.54,351,610,-0.09,"HitFairwayPercentage",2006
175,175,"Robert Garrigus",85,57.51,666,1158,-0.21,"HitFairwayPercentage",2006
176,176,"Ernie Els",69,57.34,383,668,-0.21,"HitFairwayPercentage",2006
176,176,"Charles Howell III",96,57.34,680,1186,-0.17,"HitFairwayPercentage",2006
178,178,"Retief Goosen",68,57.32,368,642,-0.23,"HitFairwayPercentage",2006
179,179,"Jon Mills",68,57.27,528,922,-0.13,"HitFairwayPercentage",2006
180,180,"Len Mattiace",59,57.07,468,820,-0.08,"HitFairwayPercentage",2006
181,181,"Daniel Chopra",110,56.82,816,1436,-0.23,"HitFairwayPercentage",2006
182,182,"Rory Sabbatini",84,56.78,561,988,-0.16,"HitFairwayPercentage",2006
183,183,"Lee Janzen",79,56.65,605,1068,-0.14,"HitFairwayPercentage",2006
184,184,"Todd Hamilton",72,56.18,486,865,-0.11,"HitFairwayPercentage",2006
185,185,"Carlos Franco",86,55.96,671,1199,-0.16,"HitFairwayPercentage",2006
186,186,"JB Holmes",81,55.18,517,937,-0.23,"HitFairwayPercentage",2006
187,187,"Tag Ridings",103,54.59,743,1361,-0.17,"HitFairwayPercentage",2006
188,188,"John Daly",51,54.15,326,602,-0.13,"HitFairwayPercentage",2006
189,189,"Greg Chalmers",71,54.12,506,935,-0.15,"HitFairwayPercentage",2006
190,190,"Fred Couples",52,54.05,287,531,-0.11,"HitFairwayPercentage",2006
191,191,"David Duval",71,53.02,422,796,-0.17,"HitFairwayPercentage",2006
192,192,"Bubba Watson",83,52.14,573,1099,-0.24,"HitFairwayPercentage",2006
193,193,"Alex Aragon",63,51.12,435,851,-0.11,"HitFairwayPercentage",2006
194,194,"Ryan Hietala",61,50.91,419,823,-0.14,"HitFairwayPercentage",2006
195,195,"James Driscoll",80,50.9,568,1116,-0.11,"HitFairwayPercentage",2006
196,196,"Jimmy Walker",60,49.88,403,808,-0.17,"HitFairwayPercentage",2006
