"SubParRounds_RANKTHISWEEK_2007","SubParRounds_RANKLASTWEEK_2007","SubParRounds_PLAYERNAME_2007","SubParRounds_EVENTS_2007","stat_name","year"
49,49,"Steve Flesch",31,"SubParRounds",2007
49,49,"Frank Lickliter II",30,"SubParRounds",2007
49,49,"Jesper Parnevik",27,"SubParRounds",2007
49,49,"Steve Stricker",23,"SubParRounds",2007
49,49,"Bob Tway",32,"SubParRounds",2007
49,49,"Johnson Wagner",33,"SubParRounds",2007
58,58,"Aaron Baddeley",23,"SubParRounds",2007
58,58,"Bart Bryant",25,"SubParRounds",2007
58,58,"Robert Garrigus",28,"SubParRounds",2007
58,58,"Charley Hoffman",30,"SubParRounds",2007
58,58,"John Merrick",29,"SubParRounds",2007
63,63,"Tommy Armour III",24,"SubParRounds",2007
63,63,"Freddie Jacobson",20,"SubParRounds",2007
63,63,"Doug LaBelle II",33,"SubParRounds",2007
63,63,"Stephen Leaney",26,"SubParRounds",2007
63,63,"John Mallinger",29,"SubParRounds",2007
63,63,"Parker McLachlin",28,"SubParRounds",2007
63,63,"John Senden",27,"SubParRounds",2007
63,63,"Kevin Sutherland",25,"SubParRounds",2007
63,63,"DJ Trahan",30,"SubParRounds",2007
63,63,"Nick Watney",26,"SubParRounds",2007
63,63,"Dean Wilson",28,"SubParRounds",2007
74,74,"Rich Beem",29,"SubParRounds",2007
74,74,"Hunter Mahan",27,"SubParRounds",2007
74,74,"Rod Pampling",25,"SubParRounds",2007
74,74,"Kevin Stadler",31,"SubParRounds",2007
78,78,"Jonathan Byrd",23,"SubParRounds",2007
78,78,"Jason Gore",27,"SubParRounds",2007
78,78,"Bob Heintz",27,"SubParRounds",2007
78,78,"Justin Leonard",29,"SubParRounds",2007
78,78,"Mark Wilson",25,"SubParRounds",2007
83,83,"Mark Calcavecchia",28,"SubParRounds",2007
83,83,"Gavin Coles",28,"SubParRounds",2007
83,83,"JP Hayes",28,"SubParRounds",2007
83,83,"Phil Mickelson",22,"SubParRounds",2007
83,83,"Geoff Ogilvy",22,"SubParRounds",2007
83,83,"Vaughn Taylor",28,"SubParRounds",2007
83,83,"Scott Verplank",23,"SubParRounds",2007
83,83,"Camilo Villegas",24,"SubParRounds",2007
83,83,"Bubba Watson",26,"SubParRounds",2007
92,92,"Craig Bowden",25,"SubParRounds",2007
92,92,"Jason Dufner",32,"SubParRounds",2007
92,92,"Harrison Frazar",32,"SubParRounds",2007
92,92,"Tim Herron",27,"SubParRounds",2007
92,92,"Daisuke Maruyama",28,"SubParRounds",2007
92,92,"Shaun Micheel",29,"SubParRounds",2007
92,92,"Tiger Woods",16,"SubParRounds",2007
99,99,"Glen Day",27,"SubParRounds",2007
99,99,"Mark Hensby",25,"SubParRounds",2007
99,99,"Peter Lonard",27,"SubParRounds",2007
99,99,"Steve Lowery",22,"SubParRounds",2007
99,99,"Jarrod Lyle",24,"SubParRounds",2007
99,99,"Troy Matteson",26,"SubParRounds",2007
99,99,"Ryan Palmer",30,"SubParRounds",2007
99,99,"Kenny Perry",24,"SubParRounds",2007
99,99,"Mike Weir",23,"SubParRounds",2007
108,108,"Tim Clark",19,"SubParRounds",2007
108,108,"Charles Howell III",26,"SubParRounds",2007
108,108,"Richard Johnson",32,"SubParRounds",2007
108,108,"Jeff Overton",19,"SubParRounds",2007
108,108,"David Toms",22,"SubParRounds",2007
113,113,"Billy Andrade",27,"SubParRounds",2007
113,113,"Robert Gamez",30,"SubParRounds",2007
113,113,"Jeff Maggert",26,"SubParRounds",2007
113,113,"Michael Putnam",29,"SubParRounds",2007
117,117,"Michael Allen",22,"SubParRounds",2007
117,117,"Eric Axley",36,"SubParRounds",2007
117,117,"Marco Dawson",23,"SubParRounds",2007
117,117,"Brendon de Jonge",26,"SubParRounds",2007
117,117,"Sergio Garcia",19,"SubParRounds",2007
117,117,"JJ Henry",26,"SubParRounds",2007
117,117,"Tripp Isenhour",32,"SubParRounds",2007
117,117,"Craig Lile",24,"SubParRounds",2007
117,117,"Arron Oberholser",21,"SubParRounds",2007
117,117,"Brett Wetterich",28,"SubParRounds",2007
127,127,"Stephen Ames",23,"SubParRounds",2007
127,127,"Ernie Els",16,"SubParRounds",2007
127,127,"Zach Johnson",23,"SubParRounds",2007
127,127,"Justin Rose",16,"SubParRounds",2007
127,127,"Adam Scott",19,"SubParRounds",2007
132,132,"Joe Durant",28,"SubParRounds",2007
132,132,"Chris Stroud",24,"SubParRounds",2007
132,132,"Steve Wheatcroft",25,"SubParRounds",2007
135,135,"Rocco Mediate",22,"SubParRounds",2007
135,135,"Greg Owen",29,"SubParRounds",2007
137,137,"Luke Donald",20,"SubParRounds",2007
137,137,"JB Holmes",24,"SubParRounds",2007
137,137,"Shigeki Maruyama",31,"SubParRounds",2007
137,137,"Dicky Pride",25,"SubParRounds",2007
137,137,"Chris Riley",17,"SubParRounds",2007
137,137,"Joey Sindelar",25,"SubParRounds",2007
137,137,"Kirk Triplett",25,"SubParRounds",2007
137,137,"Jay Williamson",14,"SubParRounds",2007
145,145,"Stuart Appleby",24,"SubParRounds",2007
145,145,"Rich Barcelo",26,"SubParRounds",2007
145,145,"Andrew Buckle",26,"SubParRounds",2007
145,145,"Chad Campbell",28,"SubParRounds",2007
145,145,"Paul Gow",26,"SubParRounds",2007
145,145,"Michael Sim",17,"SubParRounds",2007
151,151,"Steve Allan",18,"SubParRounds",2007
151,151,"DJ Brigman",22,"SubParRounds",2007
151,151,"Scott Gutschewski",22,"SubParRounds",2007
151,151,"Tom Lehman",19,"SubParRounds",2007
151,151,"Corey Pavin",25,"SubParRounds",2007
151,151,"Chris Tidland",21,"SubParRounds",2007
157,157,"David Branshaw",30,"SubParRounds",2007
157,157,"Chris Couch",30,"SubParRounds",2007
157,157,"Fred Funk",22,"SubParRounds",2007
157,157,"Trevor Immelman",21,"SubParRounds",2007
157,157,"Tom Johnson",27,"SubParRounds",2007
157,157,"Duffy Waldorf",23,"SubParRounds",2007
163,163,"Jason Bohn",17,"SubParRounds",2007
163,163,"Padraig Harrington",18,"SubParRounds",2007
163,163,"Brett Quigley",25,"SubParRounds",2007
163,163,"Paul Stankowski",18,"SubParRounds",2007
167,167,"Michael Boyd",21,"SubParRounds",2007
167,167,"Ben Curtis",25,"SubParRounds",2007
167,167,"Tag Ridings",18,"SubParRounds",2007
167,167,"Jason Schultz",22,"SubParRounds",2007
171,171,"Chris DiMarco",24,"SubParRounds",2007
171,171,"Bernhard Langer",14,"SubParRounds",2007
171,171,"Ian Poulter",18,"SubParRounds",2007
171,171,"Kyle Reifers",27,"SubParRounds",2007
171,171,"Darron Stiles",24,"SubParRounds",2007
176,176,"Mark Brooks",18,"SubParRounds",2007
176,176,"Davis Love III",21,"SubParRounds",2007
178,178,"Craig Barlow",16,"SubParRounds",2007
178,178,"Lee Janzen",24,"SubParRounds",2007
178,178,"Bryce Molder",21,"SubParRounds",2007
181,181,"Jeff Brehaut",21,"SubParRounds",2007
181,181,"Brent Geiberger",17,"SubParRounds",2007
181,181,"Paul Goydos",19,"SubParRounds",2007
181,181,"Bob May",16,"SubParRounds",2007
181,181,"Nick OHern",22,"SubParRounds",2007
181,181,"Jeff Sluman",21,"SubParRounds",2007
181,181,"Garrett Willis",13,"SubParRounds",2007
188,188,"Matt Hendrix",24,"SubParRounds",2007
188,188,"Neal Lancaster",13,"SubParRounds",2007
190,190,"Bubba Dickerson",19,"SubParRounds",2007
190,190,"Todd Hamilton",28,"SubParRounds",2007
190,190,"Anders Hansen",17,"SubParRounds",2007
190,190,"Jose Maria Olazabal",16,"SubParRounds",2007
190,190,"Jerry Smith",19,"SubParRounds",2007
195,195,"Brian Bateman",18,"SubParRounds",2007
195,195,"Tom Byrum",20,"SubParRounds",2007
195,195,"Jose Coceres",17,"SubParRounds",2007
195,195,"John Daly",24,"SubParRounds",2007
195,195,"Jay Delsing",12,"SubParRounds",2007
195,195,"John Huston",16,"SubParRounds",2007
201,201,"Arjun Atwal",12,"SubParRounds",2007
202,202,"Paul Azinger",13,"SubParRounds",2007
202,202,"Olin Browne",15,"SubParRounds",2007
204,204,"Angel Cabrera",14,"SubParRounds",2007
204,204,"Retief Goosen",14,"SubParRounds",2007
204,204,"Greg Kraft",10,"SubParRounds",2007
204,204,"Jim Rutledge",23,"SubParRounds",2007
204,204,"Jaco Van Zyl",21,"SubParRounds",2007
209,209,"John Cook",13,"SubParRounds",2007
209,209,"Dan Forsman",12,"SubParRounds",2007
209,209,"Carlos Franco",12,"SubParRounds",2007
209,209,"Dudley Hart",12,"SubParRounds",2007
213,213,"Brad Faxon",18,"SubParRounds",2007
213,213,"Henrik Stenson",15,"SubParRounds",2007
213,213,"Vance Veazey",9,"SubParRounds",2007
216,216,"Ben Crane",9,"SubParRounds",2007
216,216,"Steve Jones",9,"SubParRounds",2007
216,216,"Grant Waite",12,"SubParRounds",2007
219,219,"Paul Casey",10,"SubParRounds",2007
220,220,"Michael Bradley",8,"SubParRounds",2007
220,220,"Alejandro Canizares",3,"SubParRounds",2007
220,220,"Robert Karlsson",13,"SubParRounds",2007
223,223,"David Duval",7,"SubParRounds",2007
223,223,"Larry Mize",12,"SubParRounds",2007
223,223,"Wes Short Jr",12,"SubParRounds",2007
223,223,"Chris Smith",8,"SubParRounds",2007
223,223,"Phil Tataurangi",8,"SubParRounds",2007
228,228,"Niclas Fasth",10,"SubParRounds",2007
228,228,"Todd Fischer",4,"SubParRounds",2007
228,228,"Jim Gallagher Jr",9,"SubParRounds",2007
228,228,"Spike McRoy",6,"SubParRounds",2007
228,228,"BJ Staten",7,"SubParRounds",2007
233,233,"Nick Flanagan",4,"SubParRounds",2007
233,233,"Scott Gump",12,"SubParRounds",2007
233,233,"Skip Kendall",5,"SubParRounds",2007
233,233,"Colt Knost",4,"SubParRounds",2007
233,233,"Paul McGinley",5,"SubParRounds",2007
233,233,"Lee Westwood",8,"SubParRounds",2007
239,239,"Shane Bertsch",4,"SubParRounds",2007
239,239,"Darren Clarke",10,"SubParRounds",2007
239,239,"Robert Damron",10,"SubParRounds",2007
239,239,"David Howell",10,"SubParRounds",2007
239,239,"Len Mattiace",10,"SubParRounds",2007
239,239,"Jim McGovern",5,"SubParRounds",2007
239,239,"Omar Uresti",4,"SubParRounds",2007
239,239,"Willie Wood",6,"SubParRounds",2007
247,247,"Andy Bare",1,"SubParRounds",2007
247,247,"Markus Brier",2,"SubParRounds",2007
247,247,"Kris Cox",8,"SubParRounds",2007
247,247,"Tadd Fujikawa",4,"SubParRounds",2007
247,247,"Tom Gillis",3,"SubParRounds",2007
247,247,"Richard Green",5,"SubParRounds",2007
247,247,"Mark OMeara",4,"SubParRounds",2007
247,247,"Andres Romero",3,"SubParRounds",2007
247,247,"Andrew Ruthkoski",2,"SubParRounds",2007
247,247,"Paul Sheehan",11,"SubParRounds",2007
257,257,"David Berganio Jr",3,"SubParRounds",2007
257,257,"Thomas Bjorn",6,"SubParRounds",2007
257,257,"Bob Burns",5,"SubParRounds",2007
257,257,"Russ Cochran",1,"SubParRounds",2007
257,257,"Danny Ellis",2,"SubParRounds",2007
257,257,"Miguel Angel Jimenez",5,"SubParRounds",2007
257,257,"Franklin Langham",1,"SubParRounds",2007
257,257,"Luke List",4,"SubParRounds",2007
257,257,"Bill Lunde",1,"SubParRounds",2007
257,257,"Pablo Martin Benavides",6,"SubParRounds",2007
257,257,"Kelly Mitchum",4,"SubParRounds",2007
257,257,"Brady Schnell",1,"SubParRounds",2007
257,257,"Charl Schwartzel",6,"SubParRounds",2007
257,257,"Kyle Thompson",1,"SubParRounds",2007
257,257,"Tom Watson",2,"SubParRounds",2007
257,257,"Lee Williams",2,"SubParRounds",2007
273,273,"Notah Begay III",7,"SubParRounds",2007
273,273,"Ryan Blaum",1,"SubParRounds",2007
273,273,"Guy Boros",4,"SubParRounds",2007
273,273,"Paul Broadhurst",2,"SubParRounds",2007
273,273,"Fred Couples",3,"SubParRounds",2007
273,273,"Nick Dougherty",3,"SubParRounds",2007
273,273,"Pelle Edberg",1,"SubParRounds",2007
273,273,"Johan Edfors",8,"SubParRounds",2007
273,273,"Matt Every",2,"SubParRounds",2007
273,273,"Keith Fergus",1,"SubParRounds",2007
273,273,"Mark Foster",1,"SubParRounds",2007
273,273,"Andres Gonzales",1,"SubParRounds",2007
273,273,"Mike Grob",1,"SubParRounds",2007
273,273,"Gary Hallberg",7,"SubParRounds",2007
273,273,"Donnie Hammond",1,"SubParRounds",2007
273,273,"Peter Hanson",3,"SubParRounds",2007
273,273,"Gabriel Hjertstedt",9,"SubParRounds",2007
273,273,"Tim Hogarth",1,"SubParRounds",2007
273,273,"Brandt Jobe",5,"SubParRounds",2007
273,273,"Chris Kirk",3,"SubParRounds",2007
273,273,"Bronson La Cassie",1,"SubParRounds",2007
273,273,"Thomas Levet",5,"SubParRounds",2007
273,273,"JL Lewis",4,"SubParRounds",2007
273,273,"Jamie Lovemark",2,"SubParRounds",2007
273,273,"Jonathan Moore",2,"SubParRounds",2007
273,273,"Dennis Paulson",3,"SubParRounds",2007
273,273,"Scott Piercy",6,"SubParRounds",2007
273,273,"Richie Ramsay",6,"SubParRounds",2007
273,273,"Jeev Milkha Singh",12,"SubParRounds",2007
302,302,"Brad Adamonis",2,"SubParRounds",2007
302,302,"Lonny Alexander",1,"SubParRounds",2007
302,302,"Alex Aragon",1,"SubParRounds",2007
302,302,"Ricky Barnes",2,"SubParRounds",2007
302,302,"Chris Baryla",1,"SubParRounds",2007
302,302,"Ronnie Black",1,"SubParRounds",2007
302,302,"Gregory Bourdy",1,"SubParRounds",2007
302,302,"Steven Bowditch",5,"SubParRounds",2007
302,302,"Michael Campbell",9,"SubParRounds",2007
302,302,"Bobby Clampett",1,"SubParRounds",2007
302,302,"Michael Clark II",1,"SubParRounds",2007
302,302,"Joe Daley",2,"SubParRounds",2007
302,302,"Stuart Deane",3,"SubParRounds",2007
302,302,"Graham DeLaet",1,"SubParRounds",2007
302,302,"Bradley Dredge",4,"SubParRounds",2007
302,302,"James Driscoll",2,"SubParRounds",2007
302,302,"Simon Dyson",1,"SubParRounds",2007
302,302,"Derek Fathauer",1,"SubParRounds",2007
302,302,"Tony Finau",1,"SubParRounds",2007
302,302,"Alastair Forsyth",1,"SubParRounds",2007
302,302,"Philip Francis",3,"SubParRounds",2007
302,302,"Ryan Garrity",1,"SubParRounds",2007
302,302,"Derek Gillespie",1,"SubParRounds",2007
302,302,"Bill Glasson",4,"SubParRounds",2007
302,302,"Anton Haig",2,"SubParRounds",2007
302,302,"David Hearn",1,"SubParRounds",2007
302,302,"Scott Hebert",2,"SubParRounds",2007
302,302,"Mike Heinen",1,"SubParRounds",2007
302,302,"Nolan Henke",1,"SubParRounds",2007
302,302,"Billy Hurley III",1,"SubParRounds",2007
302,302,"Raphael Jacquelin",3,"SubParRounds",2007
302,302,"Thongchai Jaidee",3,"SubParRounds",2007
302,302,"Shingo Katayama",7,"SubParRounds",2007
302,302,"Danny King",1,"SubParRounds",2007
302,302,"Corbin King",1,"SubParRounds",2007
302,302,"Joel Kribel",1,"SubParRounds",2007
302,302,"Jose Manuel Lara",2,"SubParRounds",2007
302,302,"Brad Lardon",3,"SubParRounds",2007
302,302,"Han Lee",1,"SubParRounds",2007
302,302,"Won Joon Lee",1,"SubParRounds",2007
302,302,"Ian Leggatt",4,"SubParRounds",2007
302,302,"Jim Lemon",1,"SubParRounds",2007
302,302,"James Lepp",1,"SubParRounds",2007
302,302,"James Love",1,"SubParRounds",2007
302,302,"Sandy Lyle",2,"SubParRounds",2007
302,302,"Andrew Magee",1,"SubParRounds",2007
302,302,"Eric Manning",1,"SubParRounds",2007
302,302,"Graeme McDowell",3,"SubParRounds",2007
302,302,"William McGirt",1,"SubParRounds",2007
302,302,"Rory McIlroy",1,"SubParRounds",2007
302,302,"Prom Meesawat",1,"SubParRounds",2007
302,302,"Brian Miller",1,"SubParRounds",2007
302,302,"Yusaku Miyazato",1,"SubParRounds",2007
302,302,"Brock Mulder",1,"SubParRounds",2007
302,302,"Louis Oosthuizen",1,"SubParRounds",2007
302,302,"Andrew Parr",2,"SubParRounds",2007
302,302,"Craig Perks",15,"SubParRounds",2007
302,302,"Ron Philo Jr",6,"SubParRounds",2007
302,302,"Loren Roberts",3,"SubParRounds",2007
302,302,"Martin Rominger",1,"SubParRounds",2007
302,302,"Adam Rubinson",1,"SubParRounds",2007
302,302,"Phil Schmitt",1,"SubParRounds",2007
302,302,"Graeme Storm",3,"SubParRounds",2007
302,302,"Chris Taylor",1,"SubParRounds",2007
302,302,"Oliver Thomson",2,"SubParRounds",2007
302,302,"Esteban Toledo",2,"SubParRounds",2007
302,302,"Paul Trittler",1,"SubParRounds",2007
302,302,"Jon Turcott",1,"SubParRounds",2007
302,302,"Stan Utley",1,"SubParRounds",2007
302,302,"YE Yang",9,"SubParRounds",2007
302,302,"Azuma Yano",1,"SubParRounds",2007
302,302,"Kaname Yokoo",2,"SubParRounds",2007
302,302,"Eli Zackheim",1,"SubParRounds",2007
302,302,"Fabrizio Zanotti",1,"SubParRounds",2007
