"TotalDriving_RANKTHISWEEK_2006","TotalDriving_RANKLASTWEEK_2006","TotalDriving_PLAYERNAME_2006","TotalDriving_EVENTS_2006","TotalDriving_TOTAL_2006","TotalDriving_DISTANCERANK_2006","TotalDriving_ACCURACYRANK_2006","stat_name","year"
186,186,"John Engler Jr",27,270,106,164,"TotalDriving",2006
187,187,"Dudley Hart",29,285,122,163,"TotalDriving",2006
188,188,"Michael Connell",22,292,159,133,"TotalDriving",2006
189,189,"Ryuji Imada",31,296,137,159,"TotalDriving",2006
190,190,"Vance Veazey",20,299,127,172,"TotalDriving",2006
191,191,"Greg Chalmers",28,309,120,189,"TotalDriving",2006
192,192,"Hidemichi Tanaka",31,318,162,156,"TotalDriving",2006
193,193,"Todd Hamilton",27,331,147,184,"TotalDriving",2006
194,194,"Lee Janzen",28,332,150,182,"TotalDriving",2006
195,195,"Mark OMeara",18,366,191,175,"TotalDriving",2006
196,196,"Brad Faxon",26,368,195,173,"TotalDriving",2006
