"Total1PuttsInside5_RANKTHISWEEK_2012","Total1PuttsInside5_RANKLASTWEEK_2012","Total1PuttsInside5_PLAYERNAME_2012","Total1PuttsInside5_ROUNDS_2012","Total1PuttsInside5_TOTAL_2012","Total1PuttsInside5_TOTALFORALLDISTANCES_2012","Total1PuttsInside5_PCTOFALL1PUTTS_2012","stat_name","year"
31,31,"Charlie Wi",86,275,536,51.3,"Total1PuttsInside5",2012
32,32,"DA Points",88,273,537,50.8,"Total1PuttsInside5",2012
33,33,"Chris Stroud",86,272,526,51.7,"Total1PuttsInside5",2012
34,34,"Jerry Kelly",84,268,519,51.6,"Total1PuttsInside5",2012
35,35,"Matt Kuchar",86,267,504,53,"Total1PuttsInside5",2012
36,36,"Charley Hoffman",88,266,515,51.7,"Total1PuttsInside5",2012
36,36,"Ryan Moore",89,266,577,46.1,"Total1PuttsInside5",2012
38,38,"Jeff Maggert",83,265,527,50.3,"Total1PuttsInside5",2012
39,39,"Pat Perez",81,264,506,52.2,"Total1PuttsInside5",2012
39,39,"Cameron Tringale",88,264,528,50,"Total1PuttsInside5",2012
41,41,"Ricky Barnes",92,263,536,49.1,"Total1PuttsInside5",2012
41,41,"Tom Gillis",75,263,510,51.6,"Total1PuttsInside5",2012
41,41,"David Mathis",83,263,518,50.8,"Total1PuttsInside5",2012
44,44,"William McGirt",96,260,536,48.5,"Total1PuttsInside5",2012
45,45,"Greg Owen",90,259,498,52,"Total1PuttsInside5",2012
46,46,"Bobby Gates",87,258,504,51.2,"Total1PuttsInside5",2012
47,47,"Blake Adams",107,257,581,44.2,"Total1PuttsInside5",2012
47,47,"Roberto Castro",92,257,506,50.8,"Total1PuttsInside5",2012
47,47,"Kevin Chappell",91,257,496,51.8,"Total1PuttsInside5",2012
47,47,"James Driscoll",83,257,512,50.2,"Total1PuttsInside5",2012
51,51,"Justin Leonard",79,256,482,53.1,"Total1PuttsInside5",2012
52,52,"Spencer Levin",81,255,487,52.4,"Total1PuttsInside5",2012
52,52,"Bill Lunde",83,255,473,53.9,"Total1PuttsInside5",2012
52,52,"Nick Watney",97,255,534,47.8,"Total1PuttsInside5",2012
55,55,"Jonas Blixt",72,254,506,50.2,"Total1PuttsInside5",2012
55,55,"Kevin Na",80,254,489,51.9,"Total1PuttsInside5",2012
57,57,"Ryan Palmer",81,253,529,47.8,"Total1PuttsInside5",2012
57,57,"Heath Slocum",93,253,477,53,"Total1PuttsInside5",2012
59,59,"Kyle Stanley",86,252,451,55.9,"Total1PuttsInside5",2012
60,60,"Keegan Bradley",90,251,515,48.7,"Total1PuttsInside5",2012
61,61,"George McNeill",85,250,510,49,"Total1PuttsInside5",2012
62,62,"Jim Furyk",85,248,466,53.2,"Total1PuttsInside5",2012
62,62,"Charles Howell III",98,248,503,49.3,"Total1PuttsInside5",2012
64,64,"Tim Herron",88,247,484,51,"Total1PuttsInside5",2012
65,65,"Rickie Fowler",84,246,474,51.9,"Total1PuttsInside5",2012
66,66,"Kevin Stadler",85,244,461,52.9,"Total1PuttsInside5",2012
67,67,"Phil Mickelson",79,243,470,51.7,"Total1PuttsInside5",2012
68,68,"Bob Estes",78,242,486,49.8,"Total1PuttsInside5",2012
69,69,"Matt Bettencourt",80,240,434,55.3,"Total1PuttsInside5",2012
69,69,"John Merrick",83,240,458,52.4,"Total1PuttsInside5",2012
71,71,"Stuart Appleby",75,239,461,51.8,"Total1PuttsInside5",2012
71,71,"Rod Pampling",88,239,459,52.1,"Total1PuttsInside5",2012
71,71,"Brandt Snedeker",81,239,513,46.6,"Total1PuttsInside5",2012
74,74,"Mark Wilson",84,238,466,51.1,"Total1PuttsInside5",2012
75,75,"Bryce Molder",83,237,508,46.7,"Total1PuttsInside5",2012
75,75,"Sean OHair",84,237,484,49,"Total1PuttsInside5",2012
77,77,"Graham DeLaet",79,236,484,48.8,"Total1PuttsInside5",2012
77,77,"Ernie Els",80,236,457,51.6,"Total1PuttsInside5",2012
77,77,"Robert Garrigus",89,236,506,46.6,"Total1PuttsInside5",2012
77,77,"Ryuji Imada",78,236,513,46,"Total1PuttsInside5",2012
81,81,"John Mallinger",74,235,428,54.9,"Total1PuttsInside5",2012
81,81,"John Rollins",81,235,482,48.8,"Total1PuttsInside5",2012
83,83,"Jason Kokrak",79,234,469,49.9,"Total1PuttsInside5",2012
84,84,"Camilo Villegas",79,233,463,50.3,"Total1PuttsInside5",2012
85,85,"Arjun Atwal",79,232,447,51.9,"Total1PuttsInside5",2012
85,85,"Nick OHern",78,232,467,49.7,"Total1PuttsInside5",2012
85,85,"Bo Van Pelt",84,232,491,47.3,"Total1PuttsInside5",2012
88,88,"Erik Compton",81,231,461,50.1,"Total1PuttsInside5",2012
88,88,"Kyle Reifers",86,231,470,49.1,"Total1PuttsInside5",2012
90,90,"Ben Crane",73,228,464,49.1,"Total1PuttsInside5",2012
90,90,"Colt Knost",79,228,469,48.6,"Total1PuttsInside5",2012
92,92,"Aaron Baddeley",73,227,444,51.1,"Total1PuttsInside5",2012
92,92,"Chad Campbell",84,227,464,48.9,"Total1PuttsInside5",2012
92,92,"JJ Henry",93,227,432,52.5,"Total1PuttsInside5",2012
92,92,"Geoff Ogilvy",73,227,413,55,"Total1PuttsInside5",2012
96,96,"Webb Simpson",77,226,486,46.5,"Total1PuttsInside5",2012
97,97,"Gary Christian",91,225,492,45.7,"Total1PuttsInside5",2012
97,97,"Jason Dufner",83,225,466,48.3,"Total1PuttsInside5",2012
99,99,"Scott Stallings",78,223,438,50.9,"Total1PuttsInside5",2012
99,99,"Michael Thompson",80,223,467,47.8,"Total1PuttsInside5",2012
101,101,"Cameron Beckman",81,221,466,47.4,"Total1PuttsInside5",2012
101,101,"Jason Bohn",81,221,453,48.8,"Total1PuttsInside5",2012
103,103,"Ted Potter Jr",77,219,440,49.8,"Total1PuttsInside5",2012
104,104,"Mark Anderson",75,218,433,50.3,"Total1PuttsInside5",2012
104,104,"Johnson Wagner",88,218,511,42.7,"Total1PuttsInside5",2012
106,106,"Matt Every",80,217,461,47.1,"Total1PuttsInside5",2012
106,106,"Sung Kang",75,217,446,48.7,"Total1PuttsInside5",2012
108,108,"Jhonattan Vegas",77,215,435,49.4,"Total1PuttsInside5",2012
109,109,"Trevor Immelman",76,214,398,53.8,"Total1PuttsInside5",2012
110,110,"Billy Hurley III",70,213,410,52,"Total1PuttsInside5",2012
110,110,"Rocco Mediate",70,213,412,51.7,"Total1PuttsInside5",2012
112,112,"Jonathan Byrd",69,212,413,51.3,"Total1PuttsInside5",2012
112,112,"Chris Couch",61,212,393,53.9,"Total1PuttsInside5",2012
112,112,"Hunter Mahan",88,212,408,52,"Total1PuttsInside5",2012
112,112,"Daniel Summerhays",81,212,435,48.7,"Total1PuttsInside5",2012
112,112,"Brendon Todd",78,212,447,47.4,"Total1PuttsInside5",2012
117,117,"John Senden",81,211,431,49,"Total1PuttsInside5",2012
118,118,"Tommy Biershenk",74,210,421,49.9,"Total1PuttsInside5",2012
118,118,"Gavin Coles",72,210,433,48.5,"Total1PuttsInside5",2012
118,118,"Tom Pernice Jr",62,210,368,57.1,"Total1PuttsInside5",2012
121,121,"Danny Lee",74,208,413,50.4,"Total1PuttsInside5",2012
121,121,"Chez Reavie",83,208,430,48.4,"Total1PuttsInside5",2012
123,123,"Nathan Green",73,205,400,51.3,"Total1PuttsInside5",2012
123,123,"DJ Trahan",73,205,398,51.5,"Total1PuttsInside5",2012
125,125,"Robert Allenby",76,204,417,48.9,"Total1PuttsInside5",2012
125,125,"Kevin Kisner",69,204,387,52.7,"Total1PuttsInside5",2012
125,125,"Andres Romero",68,204,394,51.8,"Total1PuttsInside5",2012
128,128,"Mathew Goggin",65,202,358,56.4,"Total1PuttsInside5",2012
128,128,"Bill Haas",79,202,415,48.7,"Total1PuttsInside5",2012
130,130,"Dustin Johnson",70,201,391,51.4,"Total1PuttsInside5",2012
130,130,"Vaughn Taylor",81,201,434,46.3,"Total1PuttsInside5",2012
132,132,"Sangmoon Bae",81,200,414,48.3,"Total1PuttsInside5",2012
132,132,"Hunter Haas",69,200,377,53.1,"Total1PuttsInside5",2012
134,134,"Brendan Steele",77,199,404,49.3,"Total1PuttsInside5",2012
135,135,"Derek Lamely",64,198,412,48.1,"Total1PuttsInside5",2012
136,136,"KJ Choi",71,194,371,52.3,"Total1PuttsInside5",2012
136,136,"Richard Lee",71,194,383,50.7,"Total1PuttsInside5",2012
138,138,"Kris Blanks",65,192,383,50.1,"Total1PuttsInside5",2012
139,139,"Justin Rose",69,191,367,52,"Total1PuttsInside5",2012
139,139,"Steve Stricker",73,191,380,50.3,"Total1PuttsInside5",2012
141,141,"Jason Day",57,189,364,51.9,"Total1PuttsInside5",2012
142,142,"Martin Laird",77,187,386,48.4,"Total1PuttsInside5",2012
143,143,"YE Yang",64,186,384,48.4,"Total1PuttsInside5",2012
144,144,"Miguel Angel Carballo",73,183,374,48.9,"Total1PuttsInside5",2012
144,144,"Troy Kelly",68,183,352,52,"Total1PuttsInside5",2012
146,146,"Stewart Cink",71,180,361,49.9,"Total1PuttsInside5",2012
146,146,"Robert Karlsson",54,180,321,56.1,"Total1PuttsInside5",2012
148,148,"Davis Love III",64,179,370,48.4,"Total1PuttsInside5",2012
148,148,"Boo Weekley",74,179,336,53.3,"Total1PuttsInside5",2012
150,150,"Padraig Harrington",67,178,343,51.9,"Total1PuttsInside5",2012
151,151,"Russell Knox",72,176,365,48.2,"Total1PuttsInside5",2012
151,151,"Gary Woodland",70,176,345,51,"Total1PuttsInside5",2012
153,153,"Bubba Watson",68,174,329,52.9,"Total1PuttsInside5",2012
154,154,"Tim Clark",60,173,348,49.7,"Total1PuttsInside5",2012
154,154,"Luke Donald",63,173,353,49,"Total1PuttsInside5",2012
156,156,"Tiger Woods",69,171,347,49.3,"Total1PuttsInside5",2012
157,157,"Louis Oosthuizen",65,170,324,52.5,"Total1PuttsInside5",2012
157,157,"Dicky Pride",62,170,343,49.6,"Total1PuttsInside5",2012
159,159,"Daniel Chopra",55,169,320,52.8,"Total1PuttsInside5",2012
160,160,"Harrison Frazar",56,168,346,48.6,"Total1PuttsInside5",2012
161,161,"Scott Brown",65,167,328,50.9,"Total1PuttsInside5",2012
161,161,"Billy Horschel",63,167,328,50.9,"Total1PuttsInside5",2012
161,161,"Rory McIlroy",60,167,303,55.1,"Total1PuttsInside5",2012
164,164,"Marco Dawson",60,165,317,52.1,"Total1PuttsInside5",2012
164,164,"Freddie Jacobson",61,165,313,52.7,"Total1PuttsInside5",2012
166,166,"Garth Mulroy",59,164,322,50.9,"Total1PuttsInside5",2012
167,167,"Michael Bradley",63,157,338,46.4,"Total1PuttsInside5",2012
167,167,"David Toms",60,157,303,51.8,"Total1PuttsInside5",2012
169,169,"Brandt Jobe",57,156,296,52.7,"Total1PuttsInside5",2012
170,170,"Ian Poulter",57,154,283,54.4,"Total1PuttsInside5",2012
170,170,"Patrick Sheehan",58,154,303,50.8,"Total1PuttsInside5",2012
172,172,"Sergio Garcia",57,152,314,48.4,"Total1PuttsInside5",2012
173,173,"Matt Jones",53,151,304,49.7,"Total1PuttsInside5",2012
174,174,"Roland Thatcher",55,147,284,51.8,"Total1PuttsInside5",2012
175,175,"Stephen Gangluff",57,146,290,50.3,"Total1PuttsInside5",2012
176,176,"Henrik Stenson",51,144,285,50.5,"Total1PuttsInside5",2012
177,177,"Ben Curtis",62,143,329,43.5,"Total1PuttsInside5",2012
178,178,"Charl Schwartzel",56,140,287,48.8,"Total1PuttsInside5",2012
179,179,"Graeme McDowell",55,135,265,50.9,"Total1PuttsInside5",2012
180,180,"Scott Dunlap",57,134,288,46.5,"Total1PuttsInside5",2012
180,180,"Adam Scott",59,134,267,50.2,"Total1PuttsInside5",2012
180,180,"Steve Wheatcroft",56,134,270,49.6,"Total1PuttsInside5",2012
183,183,"Ryo Ishikawa",54,133,256,52,"Total1PuttsInside5",2012
183,183,"Lee Westwood",60,133,271,49.1,"Total1PuttsInside5",2012
185,185,"Edward Loar",59,132,287,46,"Total1PuttsInside5",2012
186,186,"Charlie Beljan",61,130,260,50,"Total1PuttsInside5",2012
186,186,"Alexandre Rocha",62,130,296,43.9,"Total1PuttsInside5",2012
188,188,"Stephen Ames",54,125,268,46.6,"Total1PuttsInside5",2012
189,189,"Angel Cabrera",54,123,245,50.2,"Total1PuttsInside5",2012
190,190,"John Daly",50,120,278,43.2,"Total1PuttsInside5",2012
191,191,"Kyle Thompson",51,114,233,48.9,"Total1PuttsInside5",2012
