"ScramblingAverageDistancetoHole_RANKTHISWEEK_2013","ScramblingAverageDistancetoHole_RANKLASTWEEK_2013","ScramblingAverageDistancetoHole_PLAYERNAME_2013","ScramblingAverageDistancetoHole_ROUNDS_2013","ScramblingAverageDistancetoHole_AVGDTP_2013","ScramblingAverageDistancetoHole_TOTALDISTANCEFEET_2013","ScramblingAverageDistancetoHole_ATTEMPTS_2013","stat_name","year"
31,NA,"Matt Jones",83,NA,2919.167,391,"ScramblingAverageDistancetoHole",2013
31,NA,"Jerry Kelly",75,NA,2732.917,365,"ScramblingAverageDistancetoHole",2013
31,NA,"Jordan Spieth",82,NA,2664,354,"ScramblingAverageDistancetoHole",2013
31,NA,"Chris Stroud",88,NA,3323.333,444,"ScramblingAverageDistancetoHole",2013
31,NA,"DJ Trahan",48,NA,1476.333,197,"ScramblingAverageDistancetoHole",2013
36,NA,"David Lynn",70,NA,2434.833,320,"ScramblingAverageDistancetoHole",2013
36,NA,"Carl Pettersson",82,NA,2634,349,"ScramblingAverageDistancetoHole",2013
36,NA,"Darron Stiles",51,NA,1966.5,260,"ScramblingAverageDistancetoHole",2013
36,NA,"David Toms",49,NA,1414.167,186,"ScramblingAverageDistancetoHole",2013
36,NA,"Mike Weir",60,NA,2418.5,319,"ScramblingAverageDistancetoHole",2013
41,NA,"Kevin Chappell",80,NA,2666.417,348,"ScramblingAverageDistancetoHole",2013
41,NA,"Jason Day",86,NA,2704.667,351,"ScramblingAverageDistancetoHole",2013
41,NA,"Brian Gay",79,NA,3699.75,483,"ScramblingAverageDistancetoHole",2013
41,NA,"Tom Gillis",69,NA,2818.083,369,"ScramblingAverageDistancetoHole",2013
45,NA,"Brian Davis",91,NA,3961.583,511,"ScramblingAverageDistancetoHole",2013
45,NA,"Ernie Els",63,NA,2145,276,"ScramblingAverageDistancetoHole",2013
45,NA,"Martin Flores",83,NA,3228.5,415,"ScramblingAverageDistancetoHole",2013
45,NA,"Rickie Fowler",75,NA,2668,343,"ScramblingAverageDistancetoHole",2013
45,NA,"Sergio Garcia",65,NA,1791.25,231,"ScramblingAverageDistancetoHole",2013
45,NA,"Fabian Gomez",65,NA,2479.75,320,"ScramblingAverageDistancetoHole",2013
45,NA,"Morgan Hoffmann",64,NA,2267.75,293,"ScramblingAverageDistancetoHole",2013
45,NA,"John Senden",79,NA,2611.75,337,"ScramblingAverageDistancetoHole",2013
45,NA,"Bo Van Pelt",72,NA,2255.083,292,"ScramblingAverageDistancetoHole",2013
45,NA,"Camilo Villegas",79,NA,2643.75,340,"ScramblingAverageDistancetoHole",2013
55,NA,"Jonas Blixt",76,NA,3132,401,"ScramblingAverageDistancetoHole",2013
55,NA,"Chris Kirk",89,NA,3368.083,432,"ScramblingAverageDistancetoHole",2013
55,NA,"Phil Mickelson",78,NA,2341.25,299,"ScramblingAverageDistancetoHole",2013
58,NA,"DH Lee",65,NA,2522.167,318,"ScramblingAverageDistancetoHole",2013
58,NA,"John Rollins",77,NA,2726.75,345,"ScramblingAverageDistancetoHole",2013
58,NA,"Cameron Tringale",80,NA,3171.667,401,"ScramblingAverageDistancetoHole",2013
61,NA,"Keegan Bradley",88,NA,2953.25,371,"ScramblingAverageDistancetoHole",2013
61,NA,"James Driscoll",76,NA,2780.583,347,"ScramblingAverageDistancetoHole",2013
61,NA,"Tim Herron",45,NA,2201,275,"ScramblingAverageDistancetoHole",2013
61,NA,"Charley Hoffman",84,NA,2997.917,376,"ScramblingAverageDistancetoHole",2013
61,NA,"Marc Leishman",77,NA,2809,351,"ScramblingAverageDistancetoHole",2013
61,NA,"Hunter Mahan",91,NA,2592.333,324,"ScramblingAverageDistancetoHole",2013
61,NA,"William McGirt",75,NA,3185.75,400,"ScramblingAverageDistancetoHole",2013
61,NA,"Mark Wilson",56,NA,2220.25,278,"ScramblingAverageDistancetoHole",2013
69,NA,"Brendon de Jonge",110,NA,3883,481,"ScramblingAverageDistancetoHole",2013
69,NA,"John Huh",88,NA,3222.667,399,"ScramblingAverageDistancetoHole",2013
69,NA,"Trevor Immelman",73,NA,2634.083,326,"ScramblingAverageDistancetoHole",2013
69,NA,"Brandt Jobe",62,NA,2184.917,270,"ScramblingAverageDistancetoHole",2013
69,NA,"Scott Langley",79,NA,2867.667,353,"ScramblingAverageDistancetoHole",2013
69,NA,"Jeff Maggert",63,NA,2376.75,295,"ScramblingAverageDistancetoHole",2013
69,NA,"Rory McIlroy",56,NA,1719.083,212,"ScramblingAverageDistancetoHole",2013
69,NA,"Jeff Overton",78,NA,3369.667,416,"ScramblingAverageDistancetoHole",2013
69,NA,"Rod Pampling",46,NA,1664.583,206,"ScramblingAverageDistancetoHole",2013
69,NA,"Scott Piercy",78,NA,2840.917,353,"ScramblingAverageDistancetoHole",2013
69,NA,"Vijay Singh",61,NA,1984.167,245,"ScramblingAverageDistancetoHole",2013
69,NA,"Brendan Steele",86,NA,3226.167,398,"ScramblingAverageDistancetoHole",2013
69,NA,"Charlie Wi",75,NA,3386,419,"ScramblingAverageDistancetoHole",2013
82,NA,"Bud Cauley",67,NA,2540.833,312,"ScramblingAverageDistancetoHole",2013
82,NA,"Matt Every",89,NA,3446.167,424,"ScramblingAverageDistancetoHole",2013
82,NA,"Brad Fritsch",81,NA,2944.5,361,"ScramblingAverageDistancetoHole",2013
82,NA,"Troy Matteson",68,NA,2603.5,318,"ScramblingAverageDistancetoHole",2013
82,NA,"Cameron Percy",68,NA,2494.25,304,"ScramblingAverageDistancetoHole",2013
82,NA,"DA Points",87,NA,3252.917,400,"ScramblingAverageDistancetoHole",2013
82,NA,"Alistair Presnell",59,NA,2267.167,277,"ScramblingAverageDistancetoHole",2013
82,NA,"Kevin Stadler",83,NA,2803.417,343,"ScramblingAverageDistancetoHole",2013
82,NA,"Brian Stuard",78,NA,2814.917,346,"ScramblingAverageDistancetoHole",2013
82,NA,"Jimmy Walker",84,NA,3196.417,392,"ScramblingAverageDistancetoHole",2013
82,NA,"Aaron Watkins",46,NA,1707.167,208,"ScramblingAverageDistancetoHole",2013
93,NA,"Ricky Barnes",74,NA,2509.333,305,"ScramblingAverageDistancetoHole",2013
93,NA,"Erik Compton",74,NA,2928.417,356,"ScramblingAverageDistancetoHole",2013
93,NA,"Richard Lee",81,NA,3081.667,374,"ScramblingAverageDistancetoHole",2013
93,NA,"Graeme McDowell",53,NA,1863.833,225,"ScramblingAverageDistancetoHole",2013
93,NA,"John Merrick",79,NA,2928.833,355,"ScramblingAverageDistancetoHole",2013
93,NA,"Ted Potter Jr",65,NA,2604.417,317,"ScramblingAverageDistancetoHole",2013
93,NA,"Tag Ridings",69,NA,2541.333,309,"ScramblingAverageDistancetoHole",2013
93,NA,"Daniel Summerhays",83,NA,3593.167,434,"ScramblingAverageDistancetoHole",2013
93,NA,"Boo Weekley",100,NA,3459.75,419,"ScramblingAverageDistancetoHole",2013
93,NA,"YE Yang",56,NA,1985.583,241,"ScramblingAverageDistancetoHole",2013
103,NA,"Robert Allenby",58,NA,2467.417,296,"ScramblingAverageDistancetoHole",2013
103,NA,"Michael Bradley",56,NA,1836.75,220,"ScramblingAverageDistancetoHole",2013
103,NA,"Scott Brown",65,NA,2669.583,319,"ScramblingAverageDistancetoHole",2013
103,NA,"Ben Curtis",59,NA,2169.5,260,"ScramblingAverageDistancetoHole",2013
103,NA,"Graham DeLaet",94,NA,3109.5,375,"ScramblingAverageDistancetoHole",2013
103,NA,"Luke Guthrie",82,NA,3169.417,381,"ScramblingAverageDistancetoHole",2013
103,NA,"Brian Harman",89,NA,3780.917,453,"ScramblingAverageDistancetoHole",2013
103,NA,"Jim Herman",59,NA,1850.5,222,"ScramblingAverageDistancetoHole",2013
103,NA,"Zach Johnson",84,NA,2779.25,333,"ScramblingAverageDistancetoHole",2013
103,NA,"Seung Yul Noh",71,NA,2710.167,325,"ScramblingAverageDistancetoHole",2013
103,NA,"Robert Streb",75,NA,2886.917,347,"ScramblingAverageDistancetoHole",2013
103,NA,"Josh Teater",86,NA,2774.417,333,"ScramblingAverageDistancetoHole",2013
103,NA,"Nick Watney",88,NA,2989.583,360,"ScramblingAverageDistancetoHole",2013
116,NA,"David Hearn",88,NA,3464.417,412,"ScramblingAverageDistancetoHole",2013
116,NA,"David Mathis",71,NA,2984.417,356,"ScramblingAverageDistancetoHole",2013
116,NA,"Jin Park",52,NA,2146.25,256,"ScramblingAverageDistancetoHole",2013
116,NA,"Andres Romero",63,NA,2687.583,320,"ScramblingAverageDistancetoHole",2013
116,NA,"Brandt Snedeker",79,NA,2505.917,298,"ScramblingAverageDistancetoHole",2013
116,NA,"Bubba Watson",76,NA,2281.083,272,"ScramblingAverageDistancetoHole",2013
122,NA,"Stephen Ames",49,NA,2273,268,"ScramblingAverageDistancetoHole",2013
122,NA,"Chad Campbell",78,NA,2976.583,350,"ScramblingAverageDistancetoHole",2013
122,NA,"Ben Crane",62,NA,2785.083,328,"ScramblingAverageDistancetoHole",2013
122,NA,"George McNeill",68,NA,2996.083,354,"ScramblingAverageDistancetoHole",2013
122,NA,"Adam Scott",61,NA,1840.25,216,"ScramblingAverageDistancetoHole",2013
127,NA,"Jason Bohn",70,NA,3246.75,380,"ScramblingAverageDistancetoHole",2013
127,NA,"Stewart Cink",71,NA,2290.333,268,"ScramblingAverageDistancetoHole",2013
127,NA,"Rory Sabbatini",86,NA,3105.083,363,"ScramblingAverageDistancetoHole",2013
127,NA,"Andrew Svoboda",46,NA,1589.833,186,"ScramblingAverageDistancetoHole",2013
131,NA,"Aaron Baddeley",68,NA,3358.25,389,"ScramblingAverageDistancetoHole",2013
131,NA,"Pat Perez",69,NA,2712.833,313,"ScramblingAverageDistancetoHole",2013
131,NA,"Patrick Reed",83,NA,3775.417,435,"ScramblingAverageDistancetoHole",2013
131,NA,"Nicholas Thompson",99,NA,3863.083,445,"ScramblingAverageDistancetoHole",2013
135,NA,"Russell Henley",80,NA,3098.25,353,"ScramblingAverageDistancetoHole",2013
135,NA,"Billy Horschel",96,NA,3804.25,436,"ScramblingAverageDistancetoHole",2013
135,NA,"Jason Kokrak",78,NA,3312.333,377,"ScramblingAverageDistancetoHole",2013
135,NA,"David Lingmerth",68,NA,2952.5,337,"ScramblingAverageDistancetoHole",2013
135,NA,"Chez Reavie",72,NA,3256.417,371,"ScramblingAverageDistancetoHole",2013
135,NA,"Tiger Woods",61,NA,1839.833,211,"ScramblingAverageDistancetoHole",2013
141,NA,"Ken Duke",87,NA,3902.333,441,"ScramblingAverageDistancetoHole",2013
141,NA,"James Hahn",78,NA,3283.167,372,"ScramblingAverageDistancetoHole",2013
141,NA,"Dustin Johnson",71,NA,2261.583,256,"ScramblingAverageDistancetoHole",2013
141,NA,"Ryan Moore",72,NA,2863,323,"ScramblingAverageDistancetoHole",2013
141,NA,"Charl Schwartzel",69,NA,2387.083,271,"ScramblingAverageDistancetoHole",2013
146,NA,"Will Claxton",67,NA,2824.833,317,"ScramblingAverageDistancetoHole",2013
146,NA,"Luke List",65,NA,2664.417,300,"ScramblingAverageDistancetoHole",2013
146,NA,"Dicky Pride",71,NA,3094.833,348,"ScramblingAverageDistancetoHole",2013
149,NA,"Justin Bolli",59,NA,2734.167,304,"ScramblingAverageDistancetoHole",2013
149,NA,"Angel Cabrera",73,NA,2787.417,310,"ScramblingAverageDistancetoHole",2013
149,NA,"Harris English",95,NA,3772.417,419,"ScramblingAverageDistancetoHole",2013
149,NA,"Ryo Ishikawa",72,NA,2576,286,"ScramblingAverageDistancetoHole",2013
149,NA,"Steve LeBrun",66,NA,2522.167,279,"ScramblingAverageDistancetoHole",2013
154,NA,"Greg Chalmers",77,NA,3731.417,412,"ScramblingAverageDistancetoHole",2013
154,NA,"Scott Gardiner",61,NA,2789.667,306,"ScramblingAverageDistancetoHole",2013
154,NA,"Henrik Norlander",70,NA,2856.167,315,"ScramblingAverageDistancetoHole",2013
154,NA,"Gary Woodland",94,NA,3865.833,424,"ScramblingAverageDistancetoHole",2013
158,NA,"JJ Henry",83,NA,3362.917,366,"ScramblingAverageDistancetoHole",2013
158,NA,"Colt Knost",69,NA,3121.583,342,"ScramblingAverageDistancetoHole",2013
158,NA,"Martin Laird",68,NA,2636.833,288,"ScramblingAverageDistancetoHole",2013
158,NA,"Ryan Palmer",79,NA,3302.5,360,"ScramblingAverageDistancetoHole",2013
158,NA,"Michael Thompson",66,NA,2830.833,310,"ScramblingAverageDistancetoHole",2013
163,NA,"Vaughn Taylor",50,NA,2101.25,227,"ScramblingAverageDistancetoHole",2013
164,NA,"Bobby Gates",49,NA,2054.167,221,"ScramblingAverageDistancetoHole",2013
164,NA,"Shawn Stefani",63,NA,2787.083,299,"ScramblingAverageDistancetoHole",2013
166,NA,"Tommy Gainey",84,NA,4191.917,445,"ScramblingAverageDistancetoHole",2013
167,NA,"Nicolas Colsaerts",50,NA,1740.25,183,"ScramblingAverageDistancetoHole",2013
168,NA,"Derek Ernst",58,NA,2705.167,283,"ScramblingAverageDistancetoHole",2013
168,NA,"Ben Kohles",75,NA,3286.75,343,"ScramblingAverageDistancetoHole",2013
170,NA,"Doug LaBelle II",72,NA,3237.167,336,"ScramblingAverageDistancetoHole",2013
170,NA,"Johnson Wagner",64,NA,2830.833,292,"ScramblingAverageDistancetoHole",2013
172,NA,"Sean OHair",56,NA,2980.75,307,"ScramblingAverageDistancetoHole",2013
173,NA,"Charlie Beljan",62,NA,3001,304,"ScramblingAverageDistancetoHole",2013
173,NA,"Robert Garrigus",69,NA,2456.25,249,"ScramblingAverageDistancetoHole",2013
173,NA,"Martin Kaymer",61,NA,2190.417,222,"ScramblingAverageDistancetoHole",2013
173,NA,"Eric Meierdierks",48,NA,2053.167,209,"ScramblingAverageDistancetoHole",2013
173,NA,"Scott Stallings",79,NA,3390.667,346,"ScramblingAverageDistancetoHole",2013
173,NA,"Kyle Stanley",71,NA,3019.083,307,"ScramblingAverageDistancetoHole",2013
179,NA,"Sang Moon Bae",83,NA,3911.417,393,"ScramblingAverageDistancetoHole",2013
180,NA,"Justin Hicks",79,NA,3611.583,341,"ScramblingAverageDistancetoHole",2013
