"OnePuttPercentageRound1_RANKTHISWEEK_2013","OnePuttPercentageRound1_RANKLASTWEEK_2013","OnePuttPercentageRound1_PLAYERNAME_2013","OnePuttPercentageRound1_ROUNDS_2013","OnePuttPercentageRound1_Pct_2013","OnePuttPercentageRound1_OF1PUTTS_2013","OnePuttPercentageRound1_OFHOLES_2013","stat_name","year"
154,154,"Henrik Norlander",70,35.19,133,378,"OnePuttPercentageRound1",2013
154,154,"Kevin Stadler",83,35.19,152,432,"OnePuttPercentageRound1",2013
157,157,"Darron Stiles",51,35.09,120,342,"OnePuttPercentageRound1",2013
158,158,"Trevor Immelman",73,35.02,145,414,"OnePuttPercentageRound1",2013
159,159,"Robert Garrigus",69,34.92,132,378,"OnePuttPercentageRound1",2013
160,160,"Kevin Streelman",86,34.89,157,450,"OnePuttPercentageRound1",2013
161,161,"Brandt Jobe",62,34.88,113,324,"OnePuttPercentageRound1",2013
162,162,"David Mathis",71,34.78,144,414,"OnePuttPercentageRound1",2013
163,163,"Charlie Beljan",62,34.72,150,432,"OnePuttPercentageRound1",2013
164,164,"David Lingmerth",68,34.54,143,414,"OnePuttPercentageRound1",2013
165,165,"Scott Gardiner",61,34.34,136,396,"OnePuttPercentageRound1",2013
166,166,"Lucas Glover",65,34.06,141,414,"OnePuttPercentageRound1",2013
166,166,"John Merrick",79,34.06,141,414,"OnePuttPercentageRound1",2013
168,168,"Bubba Watson",76,33.89,122,360,"OnePuttPercentageRound1",2013
169,169,"Eric Meierdierks",48,33.64,109,324,"OnePuttPercentageRound1",2013
170,170,"Robert Allenby",58,33.57,139,414,"OnePuttPercentageRound1",2013
171,171,"Michael Bradley",56,33.33,120,360,"OnePuttPercentageRound1",2013
171,171,"Mark Wilson",56,33.33,108,324,"OnePuttPercentageRound1",2013
173,173,"Adam Scott",61,32.96,89,270,"OnePuttPercentageRound1",2013
174,174,"John Senden",79,32.87,142,432,"OnePuttPercentageRound1",2013
175,175,"Bud Cauley",67,32.85,136,414,"OnePuttPercentageRound1",2013
176,176,"Kyle Stanley",71,32.64,141,432,"OnePuttPercentageRound1",2013
177,177,"Greg Owen",73,32.61,135,414,"OnePuttPercentageRound1",2013
178,178,"Nicolas Colsaerts",50,32.29,93,288,"OnePuttPercentageRound1",2013
179,179,"Stewart Cink",71,32.07,127,396,"OnePuttPercentageRound1",2013
180,180,"Vijay Singh",61,31.29,107,342,"OnePuttPercentageRound1",2013
