"YTDConsecutiveCuts_RANKTHISWEEK_2013","YTDConsecutiveCuts_RANKLASTWEEK_2013","YTDConsecutiveCuts_PLAYERNAME_2013","YTDConsecutiveCuts__2013","YTDConsecutiveCuts_NUMBEROFCUTS_2013","stat_name","year"
39,39,"John Huh",NA,4,"YTDConsecutiveCuts",2013
39,39,"Marc Leishman",NA,4,"YTDConsecutiveCuts",2013
39,39,"Bryce Molder",NA,4,"YTDConsecutiveCuts",2013
39,39,"Charl Schwartzel",NA,4,"YTDConsecutiveCuts",2013
39,39,"Heath Slocum",NA,4,"YTDConsecutiveCuts",2013
39,39,"Chris Stroud",NA,4,"YTDConsecutiveCuts",2013
39,39,"Nick Watney",NA,4,"YTDConsecutiveCuts",2013
56,56,"Brian Gay",NA,3,"YTDConsecutiveCuts",2013
56,56,"Billy Horschel",NA,3,"YTDConsecutiveCuts",2013
56,56,"Charles Howell III",NA,3,"YTDConsecutiveCuts",2013
56,56,"Trevor Immelman",NA,3,"YTDConsecutiveCuts",2013
56,56,"Miguel Angel Jimenez",NA,3,"YTDConsecutiveCuts",2013
56,56,"Dustin Johnson",NA,3,"YTDConsecutiveCuts",2013
56,56,"Jason Kokrak",NA,3,"YTDConsecutiveCuts",2013
56,56,"Shane Lowry",NA,3,"YTDConsecutiveCuts",2013
56,56,"Francesco Molinari",NA,3,"YTDConsecutiveCuts",2013
56,56,"John Senden",NA,3,"YTDConsecutiveCuts",2013
56,56,"Brandt Snedeker",NA,3,"YTDConsecutiveCuts",2013
56,56,"Kevin Stadler",NA,3,"YTDConsecutiveCuts",2013
56,56,"Daniel Summerhays",NA,3,"YTDConsecutiveCuts",2013
56,56,"Vaughn Taylor",NA,3,"YTDConsecutiveCuts",2013
56,56,"Brendon Todd",NA,3,"YTDConsecutiveCuts",2013
56,56,"David Toms",NA,3,"YTDConsecutiveCuts",2013
56,56,"Bubba Watson",NA,3,"YTDConsecutiveCuts",2013
73,73,"Kiradech Aphibarnrat",NA,2,"YTDConsecutiveCuts",2013
73,73,"Ricky Barnes",NA,2,"YTDConsecutiveCuts",2013
73,73,"Angel Cabrera",NA,2,"YTDConsecutiveCuts",2013
73,73,"Stewart Cink",NA,2,"YTDConsecutiveCuts",2013
73,73,"Darren Clarke",NA,2,"YTDConsecutiveCuts",2013
73,73,"Brian Davis",NA,2,"YTDConsecutiveCuts",2013
73,73,"Glen Day",NA,2,"YTDConsecutiveCuts",2013
73,73,"Chris DiMarco",NA,2,"YTDConsecutiveCuts",2013
73,73,"Ernie Els",NA,2,"YTDConsecutiveCuts",2013
73,73,"Harris English",NA,2,"YTDConsecutiveCuts",2013
73,73,"Robert Gamez",NA,2,"YTDConsecutiveCuts",2013
73,73,"Tom Gillis",NA,2,"YTDConsecutiveCuts",2013
73,73,"Hunter Haas",NA,2,"YTDConsecutiveCuts",2013
73,73,"Bill Haas",NA,2,"YTDConsecutiveCuts",2013
73,73,"Russell Henley",NA,2,"YTDConsecutiveCuts",2013
73,73,"Jim Herman",NA,2,"YTDConsecutiveCuts",2013
73,73,"Ryo Ishikawa",NA,2,"YTDConsecutiveCuts",2013
73,73,"Thongchai Jaidee",NA,2,"YTDConsecutiveCuts",2013
73,73,"Robert Karlsson",NA,2,"YTDConsecutiveCuts",2013
73,73,"Skip Kendall",NA,2,"YTDConsecutiveCuts",2013
73,73,"Michael Kim",NA,2,"YTDConsecutiveCuts",2013
73,73,"Chris Kirk",NA,2,"YTDConsecutiveCuts",2013
73,73,"Colt Knost",NA,2,"YTDConsecutiveCuts",2013
73,73,"Russell Knox",NA,2,"YTDConsecutiveCuts",2013
73,73,"Kelly Kraft",NA,2,"YTDConsecutiveCuts",2013
73,73,"Ken Looper",NA,2,"YTDConsecutiveCuts",2013
73,73,"Sandy Lyle",NA,2,"YTDConsecutiveCuts",2013
73,73,"Matteo Manassero",NA,2,"YTDConsecutiveCuts",2013
73,73,"Graeme McDowell",NA,2,"YTDConsecutiveCuts",2013
73,73,"George McNeill",NA,2,"YTDConsecutiveCuts",2013
73,73,"Geoff Ogilvy",NA,2,"YTDConsecutiveCuts",2013
73,73,"Thorbjorn Olesen",NA,2,"YTDConsecutiveCuts",2013
73,73,"Jeff Overton",NA,2,"YTDConsecutiveCuts",2013
73,73,"John Peterson",NA,2,"YTDConsecutiveCuts",2013
73,73,"DA Points",NA,2,"YTDConsecutiveCuts",2013
73,73,"Ian Poulter",NA,2,"YTDConsecutiveCuts",2013
73,73,"Patrick Reed",NA,2,"YTDConsecutiveCuts",2013
73,73,"Chris Riley",NA,2,"YTDConsecutiveCuts",2013
73,73,"Alexandre Rocha",NA,2,"YTDConsecutiveCuts",2013
73,73,"Wes Short Jr",NA,2,"YTDConsecutiveCuts",2013
73,73,"Scott Stallings",NA,2,"YTDConsecutiveCuts",2013
73,73,"Brendan Steele",NA,2,"YTDConsecutiveCuts",2013
73,73,"Robert Streb",NA,2,"YTDConsecutiveCuts",2013
73,73,"Josh Teater",NA,2,"YTDConsecutiveCuts",2013
73,73,"Michael Thompson",NA,2,"YTDConsecutiveCuts",2013
73,73,"Cameron Tringale",NA,2,"YTDConsecutiveCuts",2013
73,73,"Marc Turnesa",NA,2,"YTDConsecutiveCuts",2013
73,73,"Danny Willett",NA,2,"YTDConsecutiveCuts",2013
73,73,"Dean Wilson",NA,2,"YTDConsecutiveCuts",2013
