"TotalDrivingEfficiency_RANKTHISWEEK_2008","TotalDrivingEfficiency_RANKLASTWEEK_2008","TotalDrivingEfficiency_PLAYERNAME_2008","TotalDrivingEfficiency_ROUNDS_2008","TotalDrivingEfficiency_COMBINEDRANK_2008","TotalDrivingEfficiency_CARRYEFFICIENCYRANK_2008","TotalDrivingEfficiency_TOTALDISTEFFICRANK_2008","stat_name","year"
107,NA,"Ted Purdy",68,205,55,150,"TotalDrivingEfficiency",2008
111,NA,"Rocco Mediate",87,210,64,146,"TotalDrivingEfficiency",2008
112,NA,"John Huston",56,211,77,134,"TotalDrivingEfficiency",2008
113,NA,"Nick Flanagan",89,212,68,144,"TotalDrivingEfficiency",2008
114,NA,"Gavin Coles",54,217,176,41,"TotalDrivingEfficiency",2008
114,NA,"Jimmy Walker",73,217,95,122,"TotalDrivingEfficiency",2008
116,NA,"John Merrick",98,218,111,107,"TotalDrivingEfficiency",2008
116,NA,"Johnson Wagner",83,218,86,132,"TotalDrivingEfficiency",2008
118,NA,"Shigeki Maruyama",50,223,170,53,"TotalDrivingEfficiency",2008
119,NA,"Kenneth Ferrie",72,224,133,91,"TotalDrivingEfficiency",2008
119,NA,"Tom Lehman",51,224,168,56,"TotalDrivingEfficiency",2008
121,NA,"David Lutterus",59,225,82,143,"TotalDrivingEfficiency",2008
122,NA,"Todd Demsey",80,228,121,107,"TotalDrivingEfficiency",2008
122,NA,"Tim Wilkinson",95,228,157,71,"TotalDrivingEfficiency",2008
124,NA,"Corey Pavin",69,233,192,41,"TotalDrivingEfficiency",2008
125,NA,"Ernie Els",51,234,107,127,"TotalDrivingEfficiency",2008
125,NA,"Scott Sterling",89,234,176,58,"TotalDrivingEfficiency",2008
127,NA,"Martin Laird",98,239,60,179,"TotalDrivingEfficiency",2008
127,NA,"Rod Pampling",83,239,132,107,"TotalDrivingEfficiency",2008
129,NA,"Chad Campbell",94,240,139,101,"TotalDrivingEfficiency",2008
130,NA,"Padraig Harrington",52,241,45,196,"TotalDrivingEfficiency",2008
131,NA,"Cody Freeman",66,242,124,118,"TotalDrivingEfficiency",2008
132,NA,"Robert Allenby",108,244,93,151,"TotalDrivingEfficiency",2008
132,NA,"Jin Park",85,244,141,103,"TotalDrivingEfficiency",2008
134,NA,"Steve Elkington",84,245,169,76,"TotalDrivingEfficiency",2008
135,NA,"Brian Gay",102,248,183,65,"TotalDrivingEfficiency",2008
136,NA,"Jon Mills",95,251,98,153,"TotalDrivingEfficiency",2008
137,NA,"Ryan Moore",72,257,152,105,"TotalDrivingEfficiency",2008
138,NA,"Parker McLachlin",88,261,176,85,"TotalDrivingEfficiency",2008
139,NA,"Ron Whittaker",54,264,137,127,"TotalDrivingEfficiency",2008
140,NA,"Troy Matteson",94,266,98,168,"TotalDrivingEfficiency",2008
140,NA,"Camilo Villegas",79,266,144,122,"TotalDrivingEfficiency",2008
142,NA,"Jonathan Byrd",88,269,98,171,"TotalDrivingEfficiency",2008
142,NA,"Tommy Gainey",60,269,114,155,"TotalDrivingEfficiency",2008
142,NA,"Chris Stroud",81,269,107,162,"TotalDrivingEfficiency",2008
146,NA,"Jeff Overton",103,275,148,127,"TotalDrivingEfficiency",2008
147,NA,"Dudley Hart",74,278,146,132,"TotalDrivingEfficiency",2008
148,NA,"Kevin Na",97,279,166,113,"TotalDrivingEfficiency",2008
148,NA,"Travis Perkins",53,279,102,177,"TotalDrivingEfficiency",2008
150,NA,"Jesper Parnevik",88,280,121,159,"TotalDrivingEfficiency",2008
151,NA,"Matt Jones",95,283,117,166,"TotalDrivingEfficiency",2008
152,NA,"Phil Mickelson",80,285,134,151,"TotalDrivingEfficiency",2008
153,NA,"Tag Ridings",88,288,124,164,"TotalDrivingEfficiency",2008
153,NA,"Charlie Wi",97,288,162,126,"TotalDrivingEfficiency",2008
155,NA,"Shane Bertsch",96,289,188,101,"TotalDrivingEfficiency",2008
155,NA,"Brett Rumford",72,289,124,165,"TotalDrivingEfficiency",2008
157,NA,"Aaron Baddeley",76,291,157,134,"TotalDrivingEfficiency",2008
157,NA,"Bob Tway",70,291,184,107,"TotalDrivingEfficiency",2008
159,NA,"Freddie Jacobson",78,293,138,155,"TotalDrivingEfficiency",2008
160,NA,"Bob Sowards",61,296,124,172,"TotalDrivingEfficiency",2008
161,NA,"Alejandro Canizares",52,301,155,146,"TotalDrivingEfficiency",2008
162,NA,"Marco Dawson",64,303,150,153,"TotalDrivingEfficiency",2008
162,NA,"Chris DiMarco",87,303,129,174,"TotalDrivingEfficiency",2008
164,NA,"Bubba Watson",97,304,134,170,"TotalDrivingEfficiency",2008
165,NA,"Bob Estes",90,309,196,113,"TotalDrivingEfficiency",2008
166,NA,"Jason Allred",63,313,124,189,"TotalDrivingEfficiency",2008
166,NA,"Tim Petrovic",97,313,175,138,"TotalDrivingEfficiency",2008
168,NA,"Tom Scherrer",56,317,159,158,"TotalDrivingEfficiency",2008
168,NA,"Dean Wilson",109,317,156,161,"TotalDrivingEfficiency",2008
170,NA,"Trevor Immelman",70,323,185,138,"TotalDrivingEfficiency",2008
170,NA,"Chris Riley",51,323,160,163,"TotalDrivingEfficiency",2008
170,NA,"Marc Turnesa",87,323,148,175,"TotalDrivingEfficiency",2008
173,NA,"Stephen Ames",83,328,182,146,"TotalDrivingEfficiency",2008
173,NA,"Bill Haas",99,328,141,187,"TotalDrivingEfficiency",2008
175,NA,"Ken Duke",116,331,193,138,"TotalDrivingEfficiency",2008
176,NA,"Ryuji Imada",80,333,154,179,"TotalDrivingEfficiency",2008
176,NA,"John Riegger",73,333,165,168,"TotalDrivingEfficiency",2008
178,NA,"Retief Goosen",59,338,150,188,"TotalDrivingEfficiency",2008
178,NA,"Scott McCarron",63,338,166,172,"TotalDrivingEfficiency",2008
180,NA,"Will Ma Kenzie",62,344,163,181,"TotalDrivingEfficiency",2008
181,NA,"David Duval",51,346,152,194,"TotalDrivingEfficiency",2008
182,NA,"Paul Claxton",63,347,170,177,"TotalDrivingEfficiency",2008
182,NA,"Nathan Green",95,347,164,183,"TotalDrivingEfficiency",2008
184,NA,"Bart Bryant",81,350,195,155,"TotalDrivingEfficiency",2008
185,NA,"JJ Henry",108,352,186,166,"TotalDrivingEfficiency",2008
185,NA,"Lee Janzen",89,352,160,192,"TotalDrivingEfficiency",2008
187,NA,"Michael Allen",91,353,194,159,"TotalDrivingEfficiency",2008
187,NA,"Kevin Streelman",114,353,170,183,"TotalDrivingEfficiency",2008
189,NA,"Joe Durant",92,355,173,182,"TotalDrivingEfficiency",2008
190,NA,"YE Yang",89,363,180,183,"TotalDrivingEfficiency",2008
191,NA,"Charles Howell III",101,364,189,175,"TotalDrivingEfficiency",2008
192,NA,"James Driscoll",85,367,176,191,"TotalDrivingEfficiency",2008
193,NA,"Brandt Jobe",52,368,173,195,"TotalDrivingEfficiency",2008
194,NA,"John Senden",93,373,180,193,"TotalDrivingEfficiency",2008
195,NA,"Chad Collins",72,377,191,186,"TotalDrivingEfficiency",2008
195,NA,"Sergio Garcia",72,377,187,190,"TotalDrivingEfficiency",2008
197,NA,"Carlos Franco",73,394,197,197,"TotalDrivingEfficiency",2008
