"Total1PuttsInside5_RANKTHISWEEK_2009","Total1PuttsInside5_RANKLASTWEEK_2009","Total1PuttsInside5_PLAYERNAME_2009","Total1PuttsInside5_ROUNDS_2009","Total1PuttsInside5_TOTAL_2009","Total1PuttsInside5_TOTALFORALLDISTANCES_2009","Total1PuttsInside5_PCTOFALL1PUTTS_2009","stat_name","year"
66,66,"Kevin Sutherland",96,265,522,50.8,"Total1PuttsInside5",2009
68,68,"Ryan Moore",89,264,546,48.4,"Total1PuttsInside5",2009
69,69,"Anthony Kim",76,263,470,56,"Total1PuttsInside5",2009
69,69,"Matt Kuchar",82,263,556,47.3,"Total1PuttsInside5",2009
71,71,"Nick Watney",86,262,491,53.4,"Total1PuttsInside5",2009
72,72,"Carl Pettersson",86,261,534,48.9,"Total1PuttsInside5",2009
73,73,"Alex Cejka",82,260,493,52.7,"Total1PuttsInside5",2009
73,73,"Peter Lonard",86,260,507,51.3,"Total1PuttsInside5",2009
73,73,"Hunter Mahan",94,260,543,47.9,"Total1PuttsInside5",2009
76,76,"Cameron Beckman",87,258,512,50.4,"Total1PuttsInside5",2009
76,76,"Chris Stroud",88,258,500,51.6,"Total1PuttsInside5",2009
78,78,"Richard Johnson",85,257,513,50.1,"Total1PuttsInside5",2009
78,78,"Ryan Palmer",78,257,499,51.5,"Total1PuttsInside5",2009
80,80,"Cliff Kresge",78,256,490,52.2,"Total1PuttsInside5",2009
81,81,"Chez Reavie",81,255,467,54.6,"Total1PuttsInside5",2009
82,82,"JJ Henry",97,253,528,47.9,"Total1PuttsInside5",2009
83,83,"Rory Sabbatini",81,252,480,52.5,"Total1PuttsInside5",2009
84,84,"Chad Campbell",90,251,493,50.9,"Total1PuttsInside5",2009
84,84,"Greg Owen",97,251,518,48.5,"Total1PuttsInside5",2009
84,84,"YE Yang",83,251,491,51.1,"Total1PuttsInside5",2009
87,87,"Greg Chalmers",85,250,534,46.8,"Total1PuttsInside5",2009
87,87,"Billy Mayfair",83,250,431,58,"Total1PuttsInside5",2009
87,87,"Pat Perez",74,250,478,52.3,"Total1PuttsInside5",2009
87,87,"Scott Piercy",85,250,515,48.5,"Total1PuttsInside5",2009
91,91,"Bill Lunde",83,249,515,48.3,"Total1PuttsInside5",2009
91,91,"Parker McLachlin",71,249,529,47.1,"Total1PuttsInside5",2009
93,93,"Dean Wilson",81,247,511,48.3,"Total1PuttsInside5",2009
94,94,"Rocco Mediate",79,246,434,56.7,"Total1PuttsInside5",2009
95,95,"Lee Janzen",74,244,456,53.5,"Total1PuttsInside5",2009
96,96,"Stuart Appleby",79,243,424,57.3,"Total1PuttsInside5",2009
96,96,"Briny Baird",89,243,469,51.8,"Total1PuttsInside5",2009
96,96,"Robert Garrigus",83,243,473,51.4,"Total1PuttsInside5",2009
96,96,"David Mathis",82,243,512,47.5,"Total1PuttsInside5",2009
96,96,"Johnson Wagner",81,243,499,48.7,"Total1PuttsInside5",2009
101,101,"Luke Donald",79,242,495,48.9,"Total1PuttsInside5",2009
102,102,"Brandt Snedeker",81,241,503,47.9,"Total1PuttsInside5",2009
103,103,"Rod Pampling",72,239,464,51.5,"Total1PuttsInside5",2009
104,104,"Aaron Baddeley",66,238,461,51.6,"Total1PuttsInside5",2009
105,105,"Retief Goosen",74,236,424,55.7,"Total1PuttsInside5",2009
106,106,"Eric Axley",71,235,439,53.5,"Total1PuttsInside5",2009
107,107,"Brad Adamonis",70,233,429,54.3,"Total1PuttsInside5",2009
107,107,"Tim Clark",81,233,455,51.2,"Total1PuttsInside5",2009
107,107,"Jason Gore",74,233,417,55.9,"Total1PuttsInside5",2009
110,110,"John Merrick",91,232,451,51.4,"Total1PuttsInside5",2009
111,111,"Jeff Maggert",79,230,476,48.3,"Total1PuttsInside5",2009
112,112,"JB Holmes",74,228,423,53.9,"Total1PuttsInside5",2009
113,113,"Paul Goydos",79,227,471,48.2,"Total1PuttsInside5",2009
114,114,"Mark Calcavecchia",72,225,441,51,"Total1PuttsInside5",2009
114,114,"Spencer Levin",75,225,463,48.6,"Total1PuttsInside5",2009
114,114,"Bubba Watson",73,225,406,55.4,"Total1PuttsInside5",2009
117,117,"Glen Day",79,223,427,52.2,"Total1PuttsInside5",2009
118,118,"Steve Flesch",77,222,431,51.5,"Total1PuttsInside5",2009
119,119,"Mathew Goggin",76,221,401,55.1,"Total1PuttsInside5",2009
120,120,"Geoff Ogilvy",78,220,439,50.1,"Total1PuttsInside5",2009
121,121,"Sean OHair",80,218,420,51.9,"Total1PuttsInside5",2009
122,122,"Todd Hamilton",83,216,443,48.8,"Total1PuttsInside5",2009
123,123,"Dustin Johnson",85,215,445,48.3,"Total1PuttsInside5",2009
124,124,"Padraig Harrington",66,212,388,54.6,"Total1PuttsInside5",2009
124,124,"Martin Laird",72,212,427,49.6,"Total1PuttsInside5",2009
126,126,"Ernie Els",70,211,389,54.2,"Total1PuttsInside5",2009
127,127,"Michael Allen",73,210,394,53.3,"Total1PuttsInside5",2009
127,127,"Rich Beem",77,210,398,52.8,"Total1PuttsInside5",2009
129,129,"Stewart Cink",79,208,421,49.4,"Total1PuttsInside5",2009
129,129,"Justin Rose",71,208,418,49.8,"Total1PuttsInside5",2009
129,129,"Marc Turnesa",77,208,460,45.2,"Total1PuttsInside5",2009
132,132,"Phil Mickelson",66,206,359,57.4,"Total1PuttsInside5",2009
133,133,"Brad Faxon",59,205,403,50.9,"Total1PuttsInside5",2009
133,133,"Kent Jones",73,205,403,50.9,"Total1PuttsInside5",2009
133,133,"Kirk Triplett",60,205,387,53,"Total1PuttsInside5",2009
133,133,"Tiger Woods",64,205,379,54.1,"Total1PuttsInside5",2009
137,137,"Boo Weekley",79,204,416,49,"Total1PuttsInside5",2009
137,137,"Matt Weibring",65,204,402,50.7,"Total1PuttsInside5",2009
139,139,"Jason Day",61,203,389,52.2,"Total1PuttsInside5",2009
140,140,"Kevin Stadler",65,198,366,54.1,"Total1PuttsInside5",2009
141,141,"Camilo Villegas",76,197,376,52.4,"Total1PuttsInside5",2009
142,142,"Bob Heintz",59,196,393,49.9,"Total1PuttsInside5",2009
142,142,"Will Ma Kenzie",69,196,383,51.2,"Total1PuttsInside5",2009
142,142,"Vijay Singh",71,196,351,55.8,"Total1PuttsInside5",2009
145,145,"Stephen Ames",77,194,414,46.9,"Total1PuttsInside5",2009
146,146,"Robert Allenby",71,193,357,54.1,"Total1PuttsInside5",2009
146,146,"Casey Wittenberg",71,193,353,54.7,"Total1PuttsInside5",2009
148,148,"Colt Knost",71,191,377,50.7,"Total1PuttsInside5",2009
148,148,"Bryce Molder",69,191,402,47.5,"Total1PuttsInside5",2009
150,150,"Bart Bryant",58,190,351,54.1,"Total1PuttsInside5",2009
151,151,"Corey Pavin",73,189,381,49.6,"Total1PuttsInside5",2009
151,151,"Jay Williamson",69,189,348,54.3,"Total1PuttsInside5",2009
153,153,"Steve Elkington",70,188,397,47.4,"Total1PuttsInside5",2009
154,154,"Ricky Barnes",67,187,314,59.6,"Total1PuttsInside5",2009
155,155,"Derek Fathauer",63,184,361,51,"Total1PuttsInside5",2009
155,155,"Ian Poulter",59,184,328,56.1,"Total1PuttsInside5",2009
157,157,"Charles Warren",63,181,348,52,"Total1PuttsInside5",2009
158,158,"Ben Curtis",63,180,350,51.4,"Total1PuttsInside5",2009
159,159,"Tommy Armour III",58,173,346,50,"Total1PuttsInside5",2009
160,160,"KJ Choi",65,171,339,50.4,"Total1PuttsInside5",2009
161,161,"Brian Bateman",55,168,322,52.2,"Total1PuttsInside5",2009
162,162,"Jarrod Lyle",65,167,314,53.2,"Total1PuttsInside5",2009
163,163,"Peter Tomasulo",61,166,309,53.7,"Total1PuttsInside5",2009
164,164,"Kris Blanks",60,163,330,49.4,"Total1PuttsInside5",2009
165,165,"Leif Olson",51,162,305,53.1,"Total1PuttsInside5",2009
166,166,"Adam Scott",53,160,269,59.5,"Total1PuttsInside5",2009
167,167,"Matt Jones",56,157,310,50.6,"Total1PuttsInside5",2009
168,168,"Andres Romero",58,156,305,51.1,"Total1PuttsInside5",2009
169,169,"Sergio Garcia",59,154,304,50.7,"Total1PuttsInside5",2009
169,169,"Darron Stiles",52,154,293,52.6,"Total1PuttsInside5",2009
171,171,"Angel Cabrera",55,153,290,52.8,"Total1PuttsInside5",2009
172,172,"Scott Sterling",51,152,272,55.9,"Total1PuttsInside5",2009
173,173,"Mark Brooks",55,151,293,51.5,"Total1PuttsInside5",2009
173,173,"Greg Kraft",51,151,283,53.4,"Total1PuttsInside5",2009
173,173,"Brian Vranesh",51,151,305,49.5,"Total1PuttsInside5",2009
176,176,"Brendon Todd",53,148,309,47.9,"Total1PuttsInside5",2009
177,177,"Joe Durant",62,144,293,49.1,"Total1PuttsInside5",2009
177,177,"David Duval",56,144,296,48.6,"Total1PuttsInside5",2009
179,179,"Rick Price",54,142,260,54.6,"Total1PuttsInside5",2009
180,180,"Fred Couples",54,139,284,48.9,"Total1PuttsInside5",2009
181,181,"Tag Ridings",50,135,260,51.9,"Total1PuttsInside5",2009
182,182,"Patrick Sheehan",51,128,260,49.2,"Total1PuttsInside5",2009
183,183,"Gary Woodland",53,111,230,48.3,"Total1PuttsInside5",2009
184,184,"Tom Lehman",55,96,201,47.8,"Total1PuttsInside5",2009
