"BirdieorBetterPercentageFairway_RANKTHISWEEK_2010","BirdieorBetterPercentageFairway_RANKLASTWEEK_2010","BirdieorBetterPercentageFairway_PLAYERNAME_2010","BirdieorBetterPercentageFairway_ROUNDS_2010","BirdieorBetterPercentageFairway_Pct_2010","BirdieorBetterPercentageFairway_TOTALBIRDIES_2010","BirdieorBetterPercentageFairway_TOTALHOLES_2010","stat_name","year"
40,40,"Ricky Barnes",103,23,244,1061,"BirdieorBetterPercentageFairway",2010
41,41,"Jason Day",82,22.89,203,887,"BirdieorBetterPercentageFairway",2010
42,42,"Bill Haas",87,22.87,233,1019,"BirdieorBetterPercentageFairway",2010
43,43,"Robert Garrigus",71,22.86,168,735,"BirdieorBetterPercentageFairway",2010
43,43,"Adam Scott",70,22.86,155,678,"BirdieorBetterPercentageFairway",2010
45,45,"Matt Jones",89,22.84,227,994,"BirdieorBetterPercentageFairway",2010
45,45,"Michael Letzig",84,22.84,243,1064,"BirdieorBetterPercentageFairway",2010
47,47,"Jim Furyk",76,22.79,196,860,"BirdieorBetterPercentageFairway",2010
48,48,"Ben Crane",85,22.76,211,927,"BirdieorBetterPercentageFairway",2010
48,48,"Marc Leishman",87,22.76,201,883,"BirdieorBetterPercentageFairway",2010
50,50,"Matt Bettencourt",91,22.73,195,858,"BirdieorBetterPercentageFairway",2010
51,51,"Luke Donald",71,22.72,162,713,"BirdieorBetterPercentageFairway",2010
52,52,"JB Holmes",100,22.7,239,1053,"BirdieorBetterPercentageFairway",2010
53,53,"Shaun Micheel",70,22.66,160,706,"BirdieorBetterPercentageFairway",2010
54,54,"Michael Connell",89,22.65,234,1033,"BirdieorBetterPercentageFairway",2010
54,54,"Paul Goydos",78,22.65,212,936,"BirdieorBetterPercentageFairway",2010
56,56,"JP Hayes",79,22.58,210,930,"BirdieorBetterPercentageFairway",2010
57,57,"John Rollins",81,22.57,225,997,"BirdieorBetterPercentageFairway",2010
58,58,"Mathias Gronberg",61,22.56,148,656,"BirdieorBetterPercentageFairway",2010
58,58,"Tim Herron",79,22.56,192,851,"BirdieorBetterPercentageFairway",2010
58,58,"Kevin Streelman",90,22.56,245,1086,"BirdieorBetterPercentageFairway",2010
61,61,"Vijay Singh",75,22.55,166,736,"BirdieorBetterPercentageFairway",2010
62,62,"Troy Merritt",86,22.53,221,981,"BirdieorBetterPercentageFairway",2010
63,63,"Joe Ogilvie",99,22.52,247,1097,"BirdieorBetterPercentageFairway",2010
64,64,"David Toms",86,22.5,225,1000,"BirdieorBetterPercentageFairway",2010
65,65,"Jeff Quinney",91,22.44,256,1141,"BirdieorBetterPercentageFairway",2010
66,66,"Carl Pettersson",99,22.36,248,1109,"BirdieorBetterPercentageFairway",2010
67,67,"Alex Prugh",88,22.31,224,1004,"BirdieorBetterPercentageFairway",2010
67,67,"Webb Simpson",98,22.31,268,1201,"BirdieorBetterPercentageFairway",2010
69,69,"Spencer Levin",110,22.3,297,1332,"BirdieorBetterPercentageFairway",2010
70,70,"KJ Choi",82,22.25,186,836,"BirdieorBetterPercentageFairway",2010
71,71,"Stephen Ames",75,22.2,212,955,"BirdieorBetterPercentageFairway",2010
72,72,"Martin Flores",75,22.18,161,726,"BirdieorBetterPercentageFairway",2010
73,73,"Jonathan Byrd",85,22.17,241,1087,"BirdieorBetterPercentageFairway",2010
74,74,"Justin Rose",78,22.13,208,940,"BirdieorBetterPercentageFairway",2010
74,74,"YE Yang",72,22.13,166,750,"BirdieorBetterPercentageFairway",2010
76,76,"Rich Barcelo",70,22.11,159,719,"BirdieorBetterPercentageFairway",2010
76,76,"Hunter Mahan",85,22.11,197,891,"BirdieorBetterPercentageFairway",2010
76,76,"Garrett Willis",82,22.11,220,995,"BirdieorBetterPercentageFairway",2010
79,79,"James Driscoll",78,22.07,198,897,"BirdieorBetterPercentageFairway",2010
79,79,"Justin Leonard",89,22.07,230,1042,"BirdieorBetterPercentageFairway",2010
81,81,"James Nitties",92,22.05,243,1102,"BirdieorBetterPercentageFairway",2010
82,82,"Greg Chalmers",93,22.04,244,1107,"BirdieorBetterPercentageFairway",2010
83,83,"Chris Riley",73,22.01,193,877,"BirdieorBetterPercentageFairway",2010
84,84,"Davis Love III",79,21.92,196,894,"BirdieorBetterPercentageFairway",2010
85,85,"George McNeill",79,21.91,186,849,"BirdieorBetterPercentageFairway",2010
86,86,"Cameron Percy",73,21.9,164,749,"BirdieorBetterPercentageFairway",2010
87,87,"Kevin Stadler",86,21.88,207,946,"BirdieorBetterPercentageFairway",2010
88,88,"Rickie Fowler",98,21.87,236,1079,"BirdieorBetterPercentageFairway",2010
89,89,"Josh Teater",101,21.85,271,1240,"BirdieorBetterPercentageFairway",2010
89,89,"Chris Tidland",77,21.85,196,897,"BirdieorBetterPercentageFairway",2010
91,91,"John Senden",103,21.78,260,1194,"BirdieorBetterPercentageFairway",2010
92,92,"Charlie Wi",95,21.76,265,1218,"BirdieorBetterPercentageFairway",2010
93,93,"Woody Austin",93,21.74,245,1127,"BirdieorBetterPercentageFairway",2010
94,94,"Joe Durant",67,21.6,184,852,"BirdieorBetterPercentageFairway",2010
95,95,"Tim Clark",88,21.59,214,991,"BirdieorBetterPercentageFairway",2010
96,96,"John Merrick",109,21.58,273,1265,"BirdieorBetterPercentageFairway",2010
97,97,"Bryce Molder",84,21.48,212,987,"BirdieorBetterPercentageFairway",2010
98,98,"Aaron Baddeley",94,21.44,229,1068,"BirdieorBetterPercentageFairway",2010
98,98,"John Mallinger",78,21.44,199,928,"BirdieorBetterPercentageFairway",2010
100,100,"Dean Wilson",54,21.36,141,660,"BirdieorBetterPercentageFairway",2010
101,101,"Will Ma Kenzie",72,21.34,197,923,"BirdieorBetterPercentageFairway",2010
102,102,"Andres Romero",73,21.3,187,878,"BirdieorBetterPercentageFairway",2010
103,103,"Johnson Wagner",85,21.26,213,1002,"BirdieorBetterPercentageFairway",2010
104,104,"Blake Adams",84,21.25,221,1040,"BirdieorBetterPercentageFairway",2010
105,105,"Brenden Pappas",66,21.24,144,678,"BirdieorBetterPercentageFairway",2010
106,106,"Henrik Bjornstad",72,21.22,170,801,"BirdieorBetterPercentageFairway",2010
107,107,"Martin Laird",91,21.19,213,1005,"BirdieorBetterPercentageFairway",2010
108,108,"Steve Wheatcroft",74,21.18,165,779,"BirdieorBetterPercentageFairway",2010
109,109,"Kenny Perry",69,21.16,164,775,"BirdieorBetterPercentageFairway",2010
110,110,"Camilo Villegas",78,21.13,153,724,"BirdieorBetterPercentageFairway",2010
111,111,"Boo Weekley",88,21.12,212,1004,"BirdieorBetterPercentageFairway",2010
112,112,"Chad Campbell",95,21.04,242,1150,"BirdieorBetterPercentageFairway",2010
113,113,"Tim Petrovic",105,21.02,271,1289,"BirdieorBetterPercentageFairway",2010
114,114,"Chris Stroud",90,21.01,204,971,"BirdieorBetterPercentageFairway",2010
115,115,"Ryuji Imada",90,20.99,234,1115,"BirdieorBetterPercentageFairway",2010
115,115,"Brett Wetterich",54,20.99,140,667,"BirdieorBetterPercentageFairway",2010
117,117,"Greg Owen",69,20.96,171,816,"BirdieorBetterPercentageFairway",2010
118,118,"Brad Faxon",58,20.93,131,626,"BirdieorBetterPercentageFairway",2010
119,119,"Charles Howell III",103,20.89,229,1096,"BirdieorBetterPercentageFairway",2010
120,120,"Chad Collins",87,20.86,208,997,"BirdieorBetterPercentageFairway",2010
121,121,"Tom Pernice Jr",74,20.85,167,801,"BirdieorBetterPercentageFairway",2010
122,122,"Heath Slocum",97,20.84,218,1046,"BirdieorBetterPercentageFairway",2010
123,123,"Stuart Appleby",101,20.83,236,1133,"BirdieorBetterPercentageFairway",2010
124,124,"Brett Quigley",96,20.81,241,1158,"BirdieorBetterPercentageFairway",2010
125,125,"Jerry Kelly",99,20.8,240,1154,"BirdieorBetterPercentageFairway",2010
125,125,"Garth Mulroy",53,20.8,115,553,"BirdieorBetterPercentageFairway",2010
125,125,"DA Points",90,20.8,218,1048,"BirdieorBetterPercentageFairway",2010
128,128,"Padraig Harrington",57,20.77,113,544,"BirdieorBetterPercentageFairway",2010
129,129,"Lee Janzen",77,20.72,189,912,"BirdieorBetterPercentageFairway",2010
129,129,"Jimmy Walker",82,20.72,172,830,"BirdieorBetterPercentageFairway",2010
131,131,"Bubba Watson",77,20.71,170,821,"BirdieorBetterPercentageFairway",2010
132,132,"Steve Elkington",74,20.69,167,807,"BirdieorBetterPercentageFairway",2010
133,133,"Brian Davis",101,20.67,253,1224,"BirdieorBetterPercentageFairway",2010
134,134,"Michael Sim",64,20.66,145,702,"BirdieorBetterPercentageFairway",2010
135,135,"Michael Bradley",77,20.65,184,891,"BirdieorBetterPercentageFairway",2010
136,136,"Alex Cejka",81,20.64,199,964,"BirdieorBetterPercentageFairway",2010
137,137,"Derek Lamely",81,20.58,162,787,"BirdieorBetterPercentageFairway",2010
137,137,"Troy Matteson",84,20.58,207,1006,"BirdieorBetterPercentageFairway",2010
139,139,"Mark Wilson",87,20.56,228,1109,"BirdieorBetterPercentageFairway",2010
140,140,"Jeev Milkha Singh",59,20.55,142,691,"BirdieorBetterPercentageFairway",2010
141,141,"Scott Verplank",74,20.54,160,779,"BirdieorBetterPercentageFairway",2010
142,142,"Scott McCarron",90,20.53,234,1140,"BirdieorBetterPercentageFairway",2010
143,143,"Mark Calcavecchia",50,20.52,87,424,"BirdieorBetterPercentageFairway",2010
143,143,"Bob Estes",79,20.52,191,931,"BirdieorBetterPercentageFairway",2010
145,145,"Kevin Sutherland",86,20.46,223,1090,"BirdieorBetterPercentageFairway",2010
146,146,"Nicholas Thompson",88,20.37,207,1016,"BirdieorBetterPercentageFairway",2010
147,147,"Rory McIlroy",54,20.35,104,511,"BirdieorBetterPercentageFairway",2010
148,148,"Angel Cabrera",64,20.31,118,581,"BirdieorBetterPercentageFairway",2010
149,149,"Daniel Chopra",74,20.26,157,775,"BirdieorBetterPercentageFairway",2010
150,150,"Brian Gay",101,20.23,246,1216,"BirdieorBetterPercentageFairway",2010
151,151,"Ian Poulter",55,20.18,88,436,"BirdieorBetterPercentageFairway",2010
152,152,"Jay Williamson",76,20.16,174,863,"BirdieorBetterPercentageFairway",2010
153,153,"Cameron Beckman",68,20.15,158,784,"BirdieorBetterPercentageFairway",2010
154,154,"Vance Veazey",58,20.13,125,621,"BirdieorBetterPercentageFairway",2010
155,155,"Briny Baird",87,20.05,219,1092,"BirdieorBetterPercentageFairway",2010
156,156,"Mathew Goggin",85,19.98,203,1016,"BirdieorBetterPercentageFairway",2010
157,157,"Brian Stuard",81,19.96,194,972,"BirdieorBetterPercentageFairway",2010
158,158,"Nathan Green",86,19.92,212,1064,"BirdieorBetterPercentageFairway",2010
159,159,"Rocco Mediate",71,19.86,168,846,"BirdieorBetterPercentageFairway",2010
160,160,"Jarrod Lyle",54,19.84,123,620,"BirdieorBetterPercentageFairway",2010
161,161,"Jason Dufner",87,19.83,190,958,"BirdieorBetterPercentageFairway",2010
162,162,"Kris Blanks",91,19.8,203,1025,"BirdieorBetterPercentageFairway",2010
163,163,"Sergio Garcia",58,19.78,92,465,"BirdieorBetterPercentageFairway",2010
164,164,"Chris DiMarco",88,19.76,216,1093,"BirdieorBetterPercentageFairway",2010
165,165,"Ben Curtis",78,19.75,186,942,"BirdieorBetterPercentageFairway",2010
165,165,"Richard Johnson",90,19.75,209,1058,"BirdieorBetterPercentageFairway",2010
167,167,"Skip Kendall",58,19.74,139,704,"BirdieorBetterPercentageFairway",2010
168,168,"Cameron Tringale",55,19.72,112,568,"BirdieorBetterPercentageFairway",2010
169,169,"Steve Flesch",78,19.64,175,891,"BirdieorBetterPercentageFairway",2010
170,170,"Sean OHair",84,19.6,167,852,"BirdieorBetterPercentageFairway",2010
171,171,"Chris Wilson",65,19.48,128,657,"BirdieorBetterPercentageFairway",2010
172,172,"JJ Henry",92,19.46,209,1074,"BirdieorBetterPercentageFairway",2010
173,173,"Jeff Maggert",76,19.33,167,864,"BirdieorBetterPercentageFairway",2010
174,174,"Andrew McLardy",52,19.18,112,584,"BirdieorBetterPercentageFairway",2010
175,175,"Jeff Gove",57,18.98,115,606,"BirdieorBetterPercentageFairway",2010
176,176,"Steve Lowery",67,18.89,139,736,"BirdieorBetterPercentageFairway",2010
177,177,"Billy Mayfair",78,18.78,173,921,"BirdieorBetterPercentageFairway",2010
178,178,"Ted Purdy",86,18.69,180,963,"BirdieorBetterPercentageFairway",2010
179,179,"Brent Delahoussaye",57,18.66,123,659,"BirdieorBetterPercentageFairway",2010
179,179,"Jerod Turner",54,18.66,95,509,"BirdieorBetterPercentageFairway",2010
181,181,"Roger Tambellini",77,18.62,154,827,"BirdieorBetterPercentageFairway",2010
182,182,"Trevor Immelman",55,18.4,108,587,"BirdieorBetterPercentageFairway",2010
182,182,"Roland Thatcher",72,18.4,161,875,"BirdieorBetterPercentageFairway",2010
184,184,"Rod Pampling",77,18.38,173,941,"BirdieorBetterPercentageFairway",2010
185,185,"Bill Lunde",79,18.11,161,889,"BirdieorBetterPercentageFairway",2010
186,186,"Cliff Kresge",50,18.04,114,632,"BirdieorBetterPercentageFairway",2010
187,187,"David Lutterus",69,17.95,126,702,"BirdieorBetterPercentageFairway",2010
188,188,"Greg Kraft",52,17.94,94,524,"BirdieorBetterPercentageFairway",2010
189,189,"Kevin Johnson",62,17.72,115,649,"BirdieorBetterPercentageFairway",2010
190,190,"Omar Uresti",74,17.26,155,898,"BirdieorBetterPercentageFairway",2010
191,191,"Craig Bowden",56,17.2,118,686,"BirdieorBetterPercentageFairway",2010
192,192,"Justin Bolli",55,17.15,100,583,"BirdieorBetterPercentageFairway",2010
