"OfficialWorldGolfRanking_RANKTHISWEEK_2006","OfficialWorldGolfRanking_RANKLASTWEEK_2006","OfficialWorldGolfRanking_PLAYERNAME_2006","OfficialWorldGolfRanking_EVENTS_2006","OfficialWorldGolfRanking_AVGPOINTS_2006","OfficialWorldGolfRanking_TOTALPOINTS_2006","OfficialWorldGolfRanking_POINTSLOST_2006","OfficialWorldGolfRanking_POINTSGAINED_2006","OfficialWorldGolfRanking_COUNTRY_2006","stat_name","year"
197,209,"Richard Sterne",51,0.86,43.9,-56.81,28.97,NA,"OfficialWorldGolfRanking",2006
198,198,"Jeff Brehaut",58,0.86,49.82,-45.14,30.17,NA,"OfficialWorldGolfRanking",2006
199,199,"Alejandro Canizares",40,0.85,34.2,-3.73,37.92,NA,"OfficialWorldGolfRanking",2006
200,196,"Charley Hoffman",56,0.85,47.64,-17.01,56.49,NA,"OfficialWorldGolfRanking",2006
201,204,"Gavin Coles",55,0.85,46.77,-16.74,47.57,NA,"OfficialWorldGolfRanking",2006
202,194,"TC Wang",40,0.85,33.8,-19.08,36.47,NA,"OfficialWorldGolfRanking",2006
203,202,"Stephen Leaney",60,0.84,50.56,-48.12,45.09,NA,"OfficialWorldGolfRanking",2006
204,201,"Boo Weekley",46,0.84,38.58,-4.8,43.38,NA,"OfficialWorldGolfRanking",2006
205,197,"Mamo Osanai",53,0.84,44.32,-18.47,42.67,NA,"OfficialWorldGolfRanking",2006
206,200,"Steve Webster",42,0.83,34.73,-49.99,20.57,NA,"OfficialWorldGolfRanking",2006
207,230,"Gregory Bourdy",52,0.83,42.92,-23.91,36.66,NA,"OfficialWorldGolfRanking",2006
208,205,"Craig Bowden",52,0.83,42.91,-17.68,44.59,NA,"OfficialWorldGolfRanking",2006
209,206,"Hunter Mahan",63,0.82,51.91,-41.14,51.7,NA,"OfficialWorldGolfRanking",2006
210,203,"Kiyoshi Maita",54,0.82,44.4,-24.02,36.92,NA,"OfficialWorldGolfRanking",2006
211,210,"Toshinori Muto",49,0.82,40.03,-7.53,44.17,NA,"OfficialWorldGolfRanking",2006
212,207,"Philip Archer",57,0.81,46.33,-20.04,48.37,NA,"OfficialWorldGolfRanking",2006
213,300,"Frankie Minoza",43,0.81,34.9,-10.44,33.13,NA,"OfficialWorldGolfRanking",2006
214,211,"Dudley Hart",58,0.81,46.95,-55.34,36.63,NA,"OfficialWorldGolfRanking",2006
215,214,"Brian Davis",62,0.8,49.77,-63.54,39.84,NA,"OfficialWorldGolfRanking",2006
216,213,"Gaurav Ghei",41,0.79,32.57,-8.72,31.8,NA,"OfficialWorldGolfRanking",2006
217,216,"Johan Axgren",51,0.79,40.43,-22.7,50.53,NA,"OfficialWorldGolfRanking",2006
218,212,"Kirk Triplett",40,0.79,31.61,-56.7,35.63,NA,"OfficialWorldGolfRanking",2006
219,218,"Rich Beem",54,0.79,42.64,-32.95,38.15,NA,"OfficialWorldGolfRanking",2006
220,208,"Nobuhiro Masuda",57,0.79,44.77,-18.77,46.45,NA,"OfficialWorldGolfRanking",2006
221,220,"Carlos Franco",55,0.78,42.97,-73.34,26.95,NA,"OfficialWorldGolfRanking",2006
222,223,"Emanuele Canonica",53,0.78,41.3,-33.58,33.46,NA,"OfficialWorldGolfRanking",2006
223,221,"Jarmo Sandelin",58,0.78,45.16,-16.59,54.54,NA,"OfficialWorldGolfRanking",2006
224,224,"Mark Pilkington",51,0.78,39.68,-5.33,43.41,NA,"OfficialWorldGolfRanking",2006
225,222,"Takuya Taniguchi",54,0.78,41.97,-28.09,29.54,NA,"OfficialWorldGolfRanking",2006
226,229,"Simon Wakefield",62,0.78,48.18,-35.01,44.22,NA,"OfficialWorldGolfRanking",2006
227,215,"Scott Strange",45,0.78,34.93,-15.87,36.99,NA,"OfficialWorldGolfRanking",2006
228,228,"Marcel Siem",49,0.77,37.97,-28.68,37.64,NA,"OfficialWorldGolfRanking",2006
229,219,"Tadahiro Takayama",53,0.77,40.99,-37.31,13.76,NA,"OfficialWorldGolfRanking",2006
230,225,"Damian McGrane",63,0.77,48.66,-30.32,43.82,NA,"OfficialWorldGolfRanking",2006
231,226,"Tatsuhiko Ichihara",40,0.77,30.89,-2.91,31.08,NA,"OfficialWorldGolfRanking",2006
232,227,"Wen Tang Lin",40,0.77,30.88,-6.85,28.32,NA,"OfficialWorldGolfRanking",2006
233,232,"Juvic Pagunsan",40,0.75,30.12,-2.78,31.56,NA,"OfficialWorldGolfRanking",2006
234,231,"Tim Petrovic",64,0.75,48.03,-70.73,31.97,NA,"OfficialWorldGolfRanking",2006
235,233,"JP Hayes",42,0.75,31.5,-17.37,25.28,NA,"OfficialWorldGolfRanking",2006
236,235,"Mike Putnam",40,0.75,29.83,-11.19,30.1,NA,"OfficialWorldGolfRanking",2006
237,234,"David Drysdale",52,0.73,38,-20.79,38.94,NA,"OfficialWorldGolfRanking",2006
238,239,"Wade Ormsby",60,0.73,43.56,-24.86,37.36,NA,"OfficialWorldGolfRanking",2006
239,240,"Cliff Kresge",54,0.72,39.12,-11.28,44.15,NA,"OfficialWorldGolfRanking",2006
240,241,"Johnson Wagner",55,0.72,39.82,-12.65,46.82,NA,"OfficialWorldGolfRanking",2006
241,236,"Kent Jones",64,0.72,46.29,-32.67,43.18,NA,"OfficialWorldGolfRanking",2006
242,242,"Wes Short Jr",58,0.72,41.85,-39.06,13.46,NA,"OfficialWorldGolfRanking",2006
243,243,"Kevin Sutherland",55,0.72,39.61,-41.2,36.13,NA,"OfficialWorldGolfRanking",2006
244,244,"Bill Haas",58,0.72,41.74,-23.65,46.68,NA,"OfficialWorldGolfRanking",2006
245,246,"Brandt Snedeker",52,0.72,37.22,-10.01,39.11,NA,"OfficialWorldGolfRanking",2006
246,247,"Chinnarat Phadungsil",40,0.72,28.63,-7.28,29.91,NA,"OfficialWorldGolfRanking",2006
247,238,"Briny Baird",58,0.71,41.39,-50.61,37.22,NA,"OfficialWorldGolfRanking",2006
248,245,"JL Lewis",47,0.71,33.48,-46.7,20.54,NA,"OfficialWorldGolfRanking",2006
249,248,"Will Ma Kenzie",59,0.71,41.69,-12.01,41.96,NA,"OfficialWorldGolfRanking",2006
250,250,"Robert Gamez",58,0.7,40.73,-40.88,24.31,NA,"OfficialWorldGolfRanking",2006
251,249,"Kevin Na",46,0.7,32.18,-49.32,24.13,NA,"OfficialWorldGolfRanking",2006
252,251,"Jose Filipe Lima",52,0.7,36.14,-29.79,35.58,NA,"OfficialWorldGolfRanking",2006
