"RightRoughTendencyRTPScore_RANKTHISWEEK_2008","RightRoughTendencyRTPScore_RANKLASTWEEK_2008","RightRoughTendencyRTPScore_PLAYERNAME_2008","RightRoughTendencyRTPScore_ROUNDS_2008","RightRoughTendencyRTPScore_RTPSCORE_2008","stat_name","year"
61,61,"Ryan Palmer",69,0.091,"RightRoughTendencyRTPScore",2008
63,63,"Brad Elder",67,0.092,"RightRoughTendencyRTPScore",2008
64,64,"Joe Durant",92,0.094,"RightRoughTendencyRTPScore",2008
65,65,"Martin Laird",98,0.095,"RightRoughTendencyRTPScore",2008
65,65,"Chris Riley",51,0.095,"RightRoughTendencyRTPScore",2008
67,67,"Travis Perkins",53,0.096,"RightRoughTendencyRTPScore",2008
68,68,"Aaron Baddeley",76,0.097,"RightRoughTendencyRTPScore",2008
69,69,"Shane Bertsch",96,0.099,"RightRoughTendencyRTPScore",2008
69,69,"Nicholas Thompson",113,0.099,"RightRoughTendencyRTPScore",2008
71,71,"Brandt Jobe",52,0.1,"RightRoughTendencyRTPScore",2008
72,72,"Billy Andrade",71,0.101,"RightRoughTendencyRTPScore",2008
72,72,"Jim Furyk",95,0.101,"RightRoughTendencyRTPScore",2008
72,72,"Kenny Perry",97,0.101,"RightRoughTendencyRTPScore",2008
72,72,"Vaughn Taylor",103,0.101,"RightRoughTendencyRTPScore",2008
76,76,"Tom Pernice Jr",104,0.102,"RightRoughTendencyRTPScore",2008
77,77,"Tommy Gainey",60,0.105,"RightRoughTendencyRTPScore",2008
77,77,"Matt Kuchar",88,0.105,"RightRoughTendencyRTPScore",2008
77,77,"Marc Turnesa",87,0.105,"RightRoughTendencyRTPScore",2008
80,80,"Chris DiMarco",87,0.106,"RightRoughTendencyRTPScore",2008
80,80,"Ian Poulter",51,0.106,"RightRoughTendencyRTPScore",2008
82,82,"George McNeill",97,0.107,"RightRoughTendencyRTPScore",2008
83,83,"Billy Mayfair",103,0.108,"RightRoughTendencyRTPScore",2008
83,83,"Jimmy Walker",73,0.108,"RightRoughTendencyRTPScore",2008
85,85,"Chad Campbell",94,0.11,"RightRoughTendencyRTPScore",2008
85,85,"Steve Elkington",84,0.11,"RightRoughTendencyRTPScore",2008
85,85,"Brian Gay",102,0.11,"RightRoughTendencyRTPScore",2008
85,85,"John Mallinger",95,0.11,"RightRoughTendencyRTPScore",2008
89,89,"Alejandro Canizares",52,0.111,"RightRoughTendencyRTPScore",2008
90,90,"Jay Williamson",96,0.112,"RightRoughTendencyRTPScore",2008
91,91,"Andres Romero",69,0.113,"RightRoughTendencyRTPScore",2008
92,92,"Carl Pettersson",110,0.115,"RightRoughTendencyRTPScore",2008
93,93,"Steve Flesch",95,0.116,"RightRoughTendencyRTPScore",2008
94,94,"Nick Flanagan",89,0.117,"RightRoughTendencyRTPScore",2008
94,94,"Kyle Thompson",70,0.117,"RightRoughTendencyRTPScore",2008
96,96,"Tim Clark",90,0.119,"RightRoughTendencyRTPScore",2008
97,97,"Phil Mickelson",80,0.12,"RightRoughTendencyRTPScore",2008
98,98,"Ryuji Imada",80,0.121,"RightRoughTendencyRTPScore",2008
98,98,"Lee Janzen",89,0.121,"RightRoughTendencyRTPScore",2008
98,98,"Sean OHair",81,0.121,"RightRoughTendencyRTPScore",2008
101,101,"Michael Letzig",88,0.122,"RightRoughTendencyRTPScore",2008
101,101,"Steve Marino",119,0.122,"RightRoughTendencyRTPScore",2008
103,103,"Carlos Franco",73,0.124,"RightRoughTendencyRTPScore",2008
103,103,"Dustin Johnson",92,0.124,"RightRoughTendencyRTPScore",2008
103,103,"John Merrick",98,0.124,"RightRoughTendencyRTPScore",2008
106,106,"Tommy Armour III",77,0.125,"RightRoughTendencyRTPScore",2008
107,107,"Ken Duke",116,0.126,"RightRoughTendencyRTPScore",2008
108,108,"Cameron Beckman",87,0.127,"RightRoughTendencyRTPScore",2008
109,109,"Adam Scott",51,0.128,"RightRoughTendencyRTPScore",2008
110,110,"Retief Goosen",59,0.129,"RightRoughTendencyRTPScore",2008
110,110,"John Riegger",73,0.129,"RightRoughTendencyRTPScore",2008
112,112,"Jonathan Byrd",88,0.13,"RightRoughTendencyRTPScore",2008
112,112,"Tag Ridings",88,0.13,"RightRoughTendencyRTPScore",2008
114,114,"Joe Ogilvie",100,0.131,"RightRoughTendencyRTPScore",2008
114,114,"Chris Stroud",81,0.131,"RightRoughTendencyRTPScore",2008
116,116,"Jason Day",81,0.132,"RightRoughTendencyRTPScore",2008
117,117,"Cody Freeman",66,0.133,"RightRoughTendencyRTPScore",2008
118,118,"Mark Hensby",71,0.137,"RightRoughTendencyRTPScore",2008
119,119,"Lucas Glover",91,0.14,"RightRoughTendencyRTPScore",2008
120,120,"John Rollins",94,0.141,"RightRoughTendencyRTPScore",2008
121,121,"Justin Leonard",101,0.143,"RightRoughTendencyRTPScore",2008
122,122,"Jin Park",85,0.144,"RightRoughTendencyRTPScore",2008
122,122,"Rory Sabbatini",77,0.144,"RightRoughTendencyRTPScore",2008
124,124,"Bob Sowards",61,0.147,"RightRoughTendencyRTPScore",2008
125,125,"Kevin Streelman",114,0.149,"RightRoughTendencyRTPScore",2008
125,125,"Johnson Wagner",83,0.149,"RightRoughTendencyRTPScore",2008
127,127,"Alex Cejka",75,0.152,"RightRoughTendencyRTPScore",2008
127,127,"Glen Day",64,0.152,"RightRoughTendencyRTPScore",2008
129,129,"Ted Purdy",68,0.153,"RightRoughTendencyRTPScore",2008
130,130,"Freddie Jacobson",78,0.154,"RightRoughTendencyRTPScore",2008
131,131,"Kenneth Ferrie",72,0.156,"RightRoughTendencyRTPScore",2008
131,131,"Jason Gore",94,0.156,"RightRoughTendencyRTPScore",2008
133,133,"Dudley Hart",74,0.16,"RightRoughTendencyRTPScore",2008
134,134,"Brian Davis",108,0.162,"RightRoughTendencyRTPScore",2008
135,135,"Paul Claxton",63,0.163,"RightRoughTendencyRTPScore",2008
135,135,"Jeff Gove",50,0.163,"RightRoughTendencyRTPScore",2008
135,135,"Rocco Mediate",87,0.163,"RightRoughTendencyRTPScore",2008
138,138,"Robert Allenby",108,0.164,"RightRoughTendencyRTPScore",2008
138,138,"Tim Wilkinson",95,0.164,"RightRoughTendencyRTPScore",2008
140,140,"Paul Goydos",78,0.165,"RightRoughTendencyRTPScore",2008
141,141,"Steve Lowery",74,0.166,"RightRoughTendencyRTPScore",2008
142,142,"Mark Wilson",107,0.168,"RightRoughTendencyRTPScore",2008
143,143,"Brad Adamonis",87,0.169,"RightRoughTendencyRTPScore",2008
143,143,"Trevor Immelman",70,0.169,"RightRoughTendencyRTPScore",2008
143,143,"Greg Kraft",63,0.169,"RightRoughTendencyRTPScore",2008
146,146,"Jason Allred",63,0.17,"RightRoughTendencyRTPScore",2008
146,146,"James Driscoll",85,0.17,"RightRoughTendencyRTPScore",2008
148,148,"Hunter Mahan",87,0.171,"RightRoughTendencyRTPScore",2008
149,149,"Cliff Kresge",84,0.172,"RightRoughTendencyRTPScore",2008
149,149,"Dean Wilson",109,0.172,"RightRoughTendencyRTPScore",2008
151,151,"Todd Demsey",80,0.177,"RightRoughTendencyRTPScore",2008
151,151,"Heath Slocum",104,0.177,"RightRoughTendencyRTPScore",2008
153,153,"Matt Jones",95,0.178,"RightRoughTendencyRTPScore",2008
154,154,"Michael Allen",91,0.179,"RightRoughTendencyRTPScore",2008
154,154,"Mathias Gronberg",87,0.179,"RightRoughTendencyRTPScore",2008
154,154,"Jim McGovern",75,0.179,"RightRoughTendencyRTPScore",2008
154,154,"Jon Mills",95,0.179,"RightRoughTendencyRTPScore",2008
154,154,"Chez Reavie",102,0.179,"RightRoughTendencyRTPScore",2008
159,159,"Robert Gamez",79,0.18,"RightRoughTendencyRTPScore",2008
160,160,"Tim Petrovic",97,0.181,"RightRoughTendencyRTPScore",2008
160,160,"Omar Uresti",74,0.181,"RightRoughTendencyRTPScore",2008
162,162,"Justin Bolli",87,0.182,"RightRoughTendencyRTPScore",2008
163,163,"Steve Stricker",75,0.184,"RightRoughTendencyRTPScore",2008
164,164,"Eric Axley",113,0.186,"RightRoughTendencyRTPScore",2008
164,164,"Paul Casey",55,0.186,"RightRoughTendencyRTPScore",2008
166,166,"Todd Hamilton",92,0.188,"RightRoughTendencyRTPScore",2008
166,166,"Frank Lickliter II",107,0.188,"RightRoughTendencyRTPScore",2008
166,166,"Shigeki Maruyama",50,0.188,"RightRoughTendencyRTPScore",2008
166,166,"Nick OHern",82,0.188,"RightRoughTendencyRTPScore",2008
170,170,"Will Ma Kenzie",62,0.19,"RightRoughTendencyRTPScore",2008
171,171,"Tom Lehman",51,0.191,"RightRoughTendencyRTPScore",2008
172,172,"Stephen Leaney",53,0.192,"RightRoughTendencyRTPScore",2008
172,172,"YE Yang",89,0.192,"RightRoughTendencyRTPScore",2008
174,174,"Bart Bryant",81,0.193,"RightRoughTendencyRTPScore",2008
175,175,"David Duval",51,0.196,"RightRoughTendencyRTPScore",2008
176,176,"Angel Cabrera",55,0.197,"RightRoughTendencyRTPScore",2008
177,177,"Rod Pampling",83,0.198,"RightRoughTendencyRTPScore",2008
178,178,"Craig Kanada",65,0.202,"RightRoughTendencyRTPScore",2008
180,180,"Rich Beem",90,0.205,"RightRoughTendencyRTPScore",2008
180,180,"John Senden",93,0.205,"RightRoughTendencyRTPScore",2008
182,182,"Zach Johnson",85,0.208,"RightRoughTendencyRTPScore",2008
183,183,"Jesper Parnevik",88,0.211,"RightRoughTendencyRTPScore",2008
184,184,"Jeff Quinney",87,0.212,"RightRoughTendencyRTPScore",2008
185,185,"JP Hayes",67,0.219,"RightRoughTendencyRTPScore",2008
186,186,"Corey Pavin",69,0.236,"RightRoughTendencyRTPScore",2008
187,187,"DJ Trahan",94,0.24,"RightRoughTendencyRTPScore",2008
188,188,"David Lutterus",59,0.241,"RightRoughTendencyRTPScore",2008
188,188,"Jeff Maggert",86,0.241,"RightRoughTendencyRTPScore",2008
190,190,"Ryan Armour",87,0.25,"RightRoughTendencyRTPScore",2008
191,191,"Ernie Els",51,0.253,"RightRoughTendencyRTPScore",2008
192,192,"Tom Scherrer",56,0.262,"RightRoughTendencyRTPScore",2008
193,193,"Ryan Moore",72,0.275,"RightRoughTendencyRTPScore",2008
194,194,"Olin Browne",77,0.283,"RightRoughTendencyRTPScore",2008
194,194,"Marco Dawson",64,0.283,"RightRoughTendencyRTPScore",2008
196,196,"Kent Jones",68,0.286,"RightRoughTendencyRTPScore",2008
197,197,"Ron Whittaker",54,0.397,"RightRoughTendencyRTPScore",2008
