"AveragePuttingDistanceAll3Plusputts_RANKTHISWEEK_2010","AveragePuttingDistanceAll3Plusputts_RANKLASTWEEK_2010","AveragePuttingDistanceAll3Plusputts_PLAYERNAME_2010","AveragePuttingDistanceAll3Plusputts_ROUNDS_2010","AveragePuttingDistanceAll3Plusputts_AVG_2010","AveragePuttingDistanceAll3Plusputts_DISTANCEFEET_2010","AveragePuttingDistanceAll3Plusputts_TOTALPUTTS_2010","stat_name","year"
26,26,"Paul Goydos",78,NA,49.333,1,"AveragePuttingDistanceAll3Plusputts",2010
27,27,"Ryuji Imada",90,NA,47.417,1,"AveragePuttingDistanceAll3Plusputts",2010
28,28,"Bo Van Pelt",104,NA,138.75,3,"AveragePuttingDistanceAll3Plusputts",2010
29,29,"Brent Delahoussaye",57,NA,45.417,1,"AveragePuttingDistanceAll3Plusputts",2010
30,30,"Greg Owen",69,NA,90,2,"AveragePuttingDistanceAll3Plusputts",2010
31,31,"Trevor Immelman",55,NA,43,1,"AveragePuttingDistanceAll3Plusputts",2010
32,32,"Nick Watney",91,NA,124.25,3,"AveragePuttingDistanceAll3Plusputts",2010
33,33,"Mathias Gronberg",61,NA,77.333,2,"AveragePuttingDistanceAll3Plusputts",2010
34,34,"Nathan Green",86,NA,76.75,2,"AveragePuttingDistanceAll3Plusputts",2010
35,35,"Vaughn Taylor",87,NA,38.333,1,"AveragePuttingDistanceAll3Plusputts",2010
36,36,"Will Ma Kenzie",72,NA,112.833,3,"AveragePuttingDistanceAll3Plusputts",2010
37,37,"James Nitties",92,NA,112.417,3,"AveragePuttingDistanceAll3Plusputts",2010
38,38,"Ricky Barnes",103,NA,36.417,1,"AveragePuttingDistanceAll3Plusputts",2010
38,38,"Brian Davis",101,NA,72.75,2,"AveragePuttingDistanceAll3Plusputts",2010
40,40,"Bob Estes",79,NA,36.333,1,"AveragePuttingDistanceAll3Plusputts",2010
41,41,"Jeff Gove",57,NA,36.25,1,"AveragePuttingDistanceAll3Plusputts",2010
42,42,"Matt Bettencourt",91,NA,72.083,2,"AveragePuttingDistanceAll3Plusputts",2010
43,43,"Jarrod Lyle",54,NA,35.75,1,"AveragePuttingDistanceAll3Plusputts",2010
44,44,"Joe Ogilvie",99,NA,238.333,7,"AveragePuttingDistanceAll3Plusputts",2010
45,45,"Geoff Ogilvy",62,NA,33.75,1,"AveragePuttingDistanceAll3Plusputts",2010
46,46,"Kevin Sutherland",86,NA,32.583,1,"AveragePuttingDistanceAll3Plusputts",2010
47,47,"Michael Letzig",84,NA,63,2,"AveragePuttingDistanceAll3Plusputts",2010
48,48,"Jeff Maggert",76,NA,61.833,2,"AveragePuttingDistanceAll3Plusputts",2010
49,49,"Jason Dufner",87,NA,91.75,3,"AveragePuttingDistanceAll3Plusputts",2010
50,50,"Webb Simpson",98,NA,30.5,1,"AveragePuttingDistanceAll3Plusputts",2010
51,51,"Billy Mayfair",78,NA,30.417,1,"AveragePuttingDistanceAll3Plusputts",2010
52,52,"Roland Thatcher",72,NA,29.583,1,"AveragePuttingDistanceAll3Plusputts",2010
53,53,"John Daly",63,NA,87.667,3,"AveragePuttingDistanceAll3Plusputts",2010
54,54,"Mike Weir",59,NA,28.417,1,"AveragePuttingDistanceAll3Plusputts",2010
55,55,"Cameron Beckman",68,NA,55.167,2,"AveragePuttingDistanceAll3Plusputts",2010
56,56,"Tom Gillis",97,NA,26.167,1,"AveragePuttingDistanceAll3Plusputts",2010
57,57,"Garth Mulroy",53,NA,25.333,1,"AveragePuttingDistanceAll3Plusputts",2010
58,58,"David Lutterus",69,NA,24.083,1,"AveragePuttingDistanceAll3Plusputts",2010
59,59,"DJ Trahan",92,NA,48,2,"AveragePuttingDistanceAll3Plusputts",2010
60,60,"Justin Rose",78,NA,23.333,1,"AveragePuttingDistanceAll3Plusputts",2010
61,61,"Graham DeLaet",88,NA,23.25,1,"AveragePuttingDistanceAll3Plusputts",2010
62,62,"JP Hayes",79,NA,22.667,1,"AveragePuttingDistanceAll3Plusputts",2010
63,63,"Kevin Streelman",90,NA,21.333,1,"AveragePuttingDistanceAll3Plusputts",2010
64,64,"Mark Calcavecchia",50,NA,21.25,1,"AveragePuttingDistanceAll3Plusputts",2010
65,65,"Johnson Wagner",85,NA,21.083,1,"AveragePuttingDistanceAll3Plusputts",2010
66,66,"Tim Petrovic",105,NA,60.417,3,"AveragePuttingDistanceAll3Plusputts",2010
67,67,"Roger Tambellini",77,NA,57.5,3,"AveragePuttingDistanceAll3Plusputts",2010
68,68,"Martin Flores",75,NA,28.25,2,"AveragePuttingDistanceAll3Plusputts",2010
69,69,"Chad Campbell",95,NA,13.167,1,"AveragePuttingDistanceAll3Plusputts",2010
70,70,"John Mallinger",78,NA,24.75,2,"AveragePuttingDistanceAll3Plusputts",2010
71,71,"Adam Scott",70,NA,11.417,1,"AveragePuttingDistanceAll3Plusputts",2010
72,72,"Rory Sabbatini",79,NA,10,1,"AveragePuttingDistanceAll3Plusputts",2010
73,73,"Vance Veazey",58,NA,7.083,1,"AveragePuttingDistanceAll3Plusputts",2010
74,74,"Kevin Na",94,NA,3.75,1,"AveragePuttingDistanceAll3Plusputts",2010
75,75,"Davis Love III",79,NA,3.25,1,"AveragePuttingDistanceAll3Plusputts",2010
