"DrivingPctAll_RANKTHISWEEK_2013","DrivingPctAll_RANKLASTWEEK_2013","DrivingPctAll_PLAYERNAME_2013","DrivingPctAll_ROUNDS_2013","DrivingPctAll_Pct_2013","DrivingPctAll_TOTALDRIVESFOR_2013","DrivingPctAll_TOTALDRIVESOVERALL_2013","DrivingPctAll_RELATIVETOPAR_2013","stat_name","year"
82,82,"Freddie Jacobson",63,6.37,41,644,0.098,"DrivingPctAll",2013
82,82,"David Mathis",71,6.37,55,864,0.073,"DrivingPctAll",2013
84,84,"Martin Kaymer",61,6.31,37,586,-0.027,"DrivingPctAll",2013
84,84,"Darron Stiles",51,6.31,37,586,0.243,"DrivingPctAll",2013
86,86,"Sergio Garcia",65,6.27,41,654,0,"DrivingPctAll",2013
87,87,"David Lynn",70,6.26,49,783,0.122,"DrivingPctAll",2013
88,88,"Seung Yul Noh",71,6.24,54,865,-0.019,"DrivingPctAll",2013
89,89,"Chez Reavie",72,6.21,58,934,0.069,"DrivingPctAll",2013
90,90,"David Hearn",88,6.18,63,1019,-0.063,"DrivingPctAll",2013
91,91,"Pat Perez",69,6.17,55,891,0.164,"DrivingPctAll",2013
92,92,"Justin Leonard",86,6.13,64,1044,0.234,"DrivingPctAll",2013
93,93,"Jason Day",86,6.12,52,850,0.096,"DrivingPctAll",2013
94,94,"Roberto Castro",97,6.07,71,1170,0.113,"DrivingPctAll",2013
95,95,"Cameron Tringale",80,6.03,63,1044,-0.016,"DrivingPctAll",2013
96,96,"Scott Brown",65,6.01,46,766,0.13,"DrivingPctAll",2013
97,97,"Jason Dufner",78,5.98,51,853,0.02,"DrivingPctAll",2013
98,98,"Steve LeBrun",66,5.94,44,741,0.091,"DrivingPctAll",2013
98,98,"Alistair Presnell",59,5.94,38,640,0.158,"DrivingPctAll",2013
100,100,"Justin Bolli",59,5.93,38,641,0.184,"DrivingPctAll",2013
101,101,"Tommy Gainey",84,5.9,62,1050,0.113,"DrivingPctAll",2013
101,101,"Brandt Snedeker",79,5.9,48,813,0.021,"DrivingPctAll",2013
103,103,"Adam Scott",61,5.88,36,612,-0.056,"DrivingPctAll",2013
104,104,"Ian Poulter",59,5.83,32,549,0.281,"DrivingPctAll",2013
104,104,"Webb Simpson",92,5.83,57,978,0.018,"DrivingPctAll",2013
106,106,"Justin Rose",62,5.75,37,644,-0.081,"DrivingPctAll",2013
107,107,"Camilo Villegas",79,5.72,51,892,0.137,"DrivingPctAll",2013
108,108,"Rod Pampling",46,5.71,28,490,0.357,"DrivingPctAll",2013
109,109,"David Toms",49,5.63,25,444,0.2,"DrivingPctAll",2013
110,110,"Jason Bohn",70,5.54,51,920,0.098,"DrivingPctAll",2013
111,111,"Henrik Stenson",65,5.52,34,616,0,"DrivingPctAll",2013
112,112,"Padraig Harrington",52,5.51,27,490,0.259,"DrivingPctAll",2013
113,113,"Kyle Stanley",71,5.46,46,842,0.13,"DrivingPctAll",2013
114,114,"William McGirt",75,5.45,54,990,0.315,"DrivingPctAll",2013
115,115,"David Lingmerth",68,5.43,43,792,0.047,"DrivingPctAll",2013
116,116,"Robert Karlsson",56,5.42,28,517,0.143,"DrivingPctAll",2013
117,117,"Nick Watney",88,5.39,55,1021,0.109,"DrivingPctAll",2013
118,118,"Nicolas Colsaerts",50,5.36,27,504,0.037,"DrivingPctAll",2013
119,119,"Ben Crane",62,5.35,41,767,0.146,"DrivingPctAll",2013
120,120,"Keegan Bradley",88,5.34,54,1011,0.056,"DrivingPctAll",2013
121,121,"Steven Bowditch",67,5.32,43,808,0.07,"DrivingPctAll",2013
121,121,"Brendan Steele",86,5.32,57,1072,0.053,"DrivingPctAll",2013
123,123,"Luke Guthrie",82,5.3,48,906,0.354,"DrivingPctAll",2013
124,124,"Robert Garrigus",69,5.29,36,680,-0.028,"DrivingPctAll",2013
124,124,"John Rollins",77,5.29,50,946,0.04,"DrivingPctAll",2013
124,124,"John Senden",79,5.29,45,850,0.267,"DrivingPctAll",2013
127,127,"Jason Kokrak",78,5.28,53,1004,0.226,"DrivingPctAll",2013
128,128,"Kevin Chappell",80,5.25,49,934,0.184,"DrivingPctAll",2013
129,129,"Vijay Singh",61,5.24,35,668,-0.114,"DrivingPctAll",2013
130,130,"Ryo Ishikawa",72,5.22,40,767,0.175,"DrivingPctAll",2013
131,131,"Scott Stallings",79,5.2,48,923,0.354,"DrivingPctAll",2013
132,132,"Peter Hanson",45,5.19,24,462,0.417,"DrivingPctAll",2013
132,132,"Bubba Watson",76,5.19,43,829,0.209,"DrivingPctAll",2013
134,134,"Geoff Ogilvy",57,5.15,30,582,0.267,"DrivingPctAll",2013
134,134,"Cameron Percy",68,5.15,41,796,0.268,"DrivingPctAll",2013
136,136,"Luke List",65,5.11,37,724,0.568,"DrivingPctAll",2013
137,137,"Russell Henley",80,5.1,47,921,0.043,"DrivingPctAll",2013
138,138,"Rory Sabbatini",86,5.08,51,1003,0.098,"DrivingPctAll",2013
138,138,"Jimmy Walker",84,5.08,53,1044,-0.057,"DrivingPctAll",2013
140,140,"Martin Laird",68,5.03,37,736,0.189,"DrivingPctAll",2013
141,141,"Bill Haas",85,4.96,48,968,0.146,"DrivingPctAll",2013
142,142,"YE Yang",56,4.72,27,572,0.296,"DrivingPctAll",2013
143,143,"Andrew Svoboda",46,4.7,23,489,0.348,"DrivingPctAll",2013
144,144,"Ryan Palmer",79,4.69,45,960,0.111,"DrivingPctAll",2013
145,145,"Greg Owen",73,4.67,43,920,0.116,"DrivingPctAll",2013
146,146,"James Hahn",78,4.6,43,934,0.279,"DrivingPctAll",2013
147,147,"Josh Teater",86,4.59,39,849,0.231,"DrivingPctAll",2013
148,148,"Tom Gillis",69,4.55,38,836,0.026,"DrivingPctAll",2013
149,149,"Martin Flores",83,4.53,48,1059,0.104,"DrivingPctAll",2013
150,150,"Bo Van Pelt",72,4.51,34,754,0.088,"DrivingPctAll",2013
151,151,"Vaughn Taylor",50,4.46,25,560,0.12,"DrivingPctAll",2013
152,152,"Lucas Glover",65,4.43,32,722,0.125,"DrivingPctAll",2013
153,153,"Gary Woodland",94,4.4,51,1159,0.078,"DrivingPctAll",2013
154,154,"Charles Howell III",87,4.38,49,1118,0.184,"DrivingPctAll",2013
155,155,"Charley Hoffman",84,4.33,44,1016,0.136,"DrivingPctAll",2013
155,155,"Nicholas Thompson",99,4.33,52,1200,0.346,"DrivingPctAll",2013
157,157,"Scott Gardiner",61,4.28,31,725,0.161,"DrivingPctAll",2013
158,158,"Will Claxton",67,4.23,33,781,0.242,"DrivingPctAll",2013
159,159,"Dustin Johnson",71,4.18,30,717,0.3,"DrivingPctAll",2013
160,160,"Ernie Els",63,4.17,28,672,-0.036,"DrivingPctAll",2013
160,160,"Jeff Overton",78,4.17,43,1030,0.209,"DrivingPctAll",2013
162,162,"Billy Horschel",96,4.15,48,1156,0.25,"DrivingPctAll",2013
163,163,"Harris English",95,4.12,47,1142,0.17,"DrivingPctAll",2013
164,164,"Fabian Gomez",65,4.1,32,780,0.25,"DrivingPctAll",2013
165,165,"Tim Clark",64,3.99,24,601,0.083,"DrivingPctAll",2013
166,166,"Morgan Hoffmann",64,3.78,28,741,-0.143,"DrivingPctAll",2013
167,167,"Jeff Maggert",63,3.77,30,796,0.267,"DrivingPctAll",2013
168,168,"Jim Herman",59,3.75,23,614,-0.087,"DrivingPctAll",2013
169,169,"Derek Ernst",58,3.65,25,685,0.24,"DrivingPctAll",2013
170,170,"Brian Harman",89,3.59,38,1059,0.289,"DrivingPctAll",2013
171,171,"Patrick Reed",83,3.58,37,1033,0.027,"DrivingPctAll",2013
172,172,"Matt Every",89,3.49,39,1117,0.359,"DrivingPctAll",2013
173,173,"Boo Weekley",100,3.46,40,1156,0.2,"DrivingPctAll",2013
174,174,"Jordan Spieth",82,3.43,32,934,-0.031,"DrivingPctAll",2013
175,175,"Andres Romero",63,3.31,24,726,0.208,"DrivingPctAll",2013
176,176,"Eric Meierdierks",48,3.3,17,515,0.412,"DrivingPctAll",2013
177,177,"Lee Westwood",70,3.22,23,714,-0.043,"DrivingPctAll",2013
178,178,"Bud Cauley",67,2.56,20,781,0.25,"DrivingPctAll",2013
179,179,"Rory McIlroy",56,2.09,12,573,0.333,"DrivingPctAll",2013
180,180,"Phil Mickelson",78,1.88,15,796,0.067,"DrivingPctAll",2013
