"OverallPuttingAverage_RANKTHISWEEK_2015","OverallPuttingAverage_RANKLASTWEEK_2015","OverallPuttingAverage_PLAYERNAME_2015","OverallPuttingAverage_ROUNDS_2015","OverallPuttingAverage_AVG_2015","OverallPuttingAverage_OFPUTTS_2015","OverallPuttingAverage_OFHOLES_2015","stat_name","year"
22,22,"Erik Compton",86,1.58,2446,1548,"OverallPuttingAverage",2015
22,22,"Jason Day",75,1.58,2048,1296,"OverallPuttingAverage",2015
22,22,"Carl Pettersson",106,1.58,3015,1908,"OverallPuttingAverage",2015
25,25,"Jerry Kelly",79,1.581,2248,1422,"OverallPuttingAverage",2015
26,26,"Dustin Johnson",75,1.582,2050,1296,"OverallPuttingAverage",2015
26,26,"Hideki Matsuyama",95,1.582,2591,1638,"OverallPuttingAverage",2015
28,28,"Brian Davis",86,1.584,2338,1476,"OverallPuttingAverage",2015
28,28,"Ryan Moore",81,1.584,2224,1404,"OverallPuttingAverage",2015
30,30,"Jason Bohn",95,1.585,2711,1710,"OverallPuttingAverage",2015
30,30,"Bubba Watson",71,1.585,1940,1224,"OverallPuttingAverage",2015
32,32,"Eric Axley",57,1.586,1570,990,"OverallPuttingAverage",2015
32,32,"Sangmoon Bae",98,1.586,2798,1764,"OverallPuttingAverage",2015
32,32,"Scott Brown",97,1.586,2770,1746,"OverallPuttingAverage",2015
32,32,"Chad Collins",79,1.586,2256,1422,"OverallPuttingAverage",2015
32,32,"Daniel Summerhays",101,1.586,2883,1818,"OverallPuttingAverage",2015
37,37,"Marc Leishman",74,1.587,2000,1260,"OverallPuttingAverage",2015
37,37,"Brian Stuard",97,1.587,2657,1674,"OverallPuttingAverage",2015
39,39,"Greg Chalmers",58,1.588,1544,972,"OverallPuttingAverage",2015
39,39,"Steve Wheatcroft",87,1.588,2373,1494,"OverallPuttingAverage",2015
41,41,"Chris Kirk",76,1.589,2088,1314,"OverallPuttingAverage",2015
41,41,"Troy Merritt",91,1.589,2602,1638,"OverallPuttingAverage",2015
43,43,"Ryan Palmer",80,1.59,2204,1386,"OverallPuttingAverage",2015
44,44,"Andres Romero",69,1.591,1890,1188,"OverallPuttingAverage",2015
44,44,"Justin Thomas",106,1.591,3036,1908,"OverallPuttingAverage",2015
46,46,"David Lingmerth",90,1.592,2579,1620,"OverallPuttingAverage",2015
47,47,"Zac Blair",108,1.593,2983,1872,"OverallPuttingAverage",2015
47,47,"Matt Every",73,1.593,2007,1260,"OverallPuttingAverage",2015
47,47,"Bryce Molder",91,1.593,2495,1566,"OverallPuttingAverage",2015
50,50,"Luke Guthrie",84,1.594,2353,1476,"OverallPuttingAverage",2015
50,50,"Chesson Hadley",101,1.594,2897,1818,"OverallPuttingAverage",2015
50,50,"Jimmy Walker",89,1.594,2468,1548,"OverallPuttingAverage",2015
53,53,"KJ Choi",66,1.595,1780,1116,"OverallPuttingAverage",2015
53,53,"John Huh",102,1.595,2900,1818,"OverallPuttingAverage",2015
53,53,"Pat Perez",96,1.595,2756,1728,"OverallPuttingAverage",2015
56,56,"Steven Alker",62,1.596,1724,1080,"OverallPuttingAverage",2015
56,56,"Fabian Gomez",83,1.596,2384,1494,"OverallPuttingAverage",2015
56,56,"Kevin Kisner",104,1.596,2987,1872,"OverallPuttingAverage",2015
56,56,"Louis Oosthuizen",68,1.596,1810,1134,"OverallPuttingAverage",2015
60,60,"David Toms",62,1.597,1667,1044,"OverallPuttingAverage",2015
61,61,"Zach Johnson",90,1.599,2504,1566,"OverallPuttingAverage",2015
61,61,"Jeff Overton",94,1.599,2648,1656,"OverallPuttingAverage",2015
63,63,"Nick Taylor",91,1.6,2621,1638,"OverallPuttingAverage",2015
64,64,"Oscar Fraustro",58,1.601,1556,972,"OverallPuttingAverage",2015
64,64,"Justin Leonard",61,1.601,1758,1098,"OverallPuttingAverage",2015
66,66,"Harris English",105,1.602,2941,1836,"OverallPuttingAverage",2015
66,66,"Charley Hoffman",97,1.602,2710,1692,"OverallPuttingAverage",2015
66,66,"Billy Hurley III",83,1.602,2278,1422,"OverallPuttingAverage",2015
69,69,"Max Homa",78,1.603,2135,1332,"OverallPuttingAverage",2015
70,70,"Scott Piercy",90,1.604,2599,1620,"OverallPuttingAverage",2015
71,71,"Blayne Barber",76,1.605,2138,1332,"OverallPuttingAverage",2015
71,71,"Tom Hoge",83,1.605,2283,1422,"OverallPuttingAverage",2015
73,73,"Tim Wilkinson",73,1.606,2053,1278,"OverallPuttingAverage",2015
74,74,"Alex Cejka",94,1.607,2662,1656,"OverallPuttingAverage",2015
74,74,"David Hearn",97,1.607,2806,1746,"OverallPuttingAverage",2015
74,74,"Camilo Villegas",83,1.607,2401,1494,"OverallPuttingAverage",2015
77,77,"Jonathan Byrd",69,1.608,1881,1170,"OverallPuttingAverage",2015
77,77,"Ben Crane",62,1.608,1679,1044,"OverallPuttingAverage",2015
77,77,"Rory Sabbatini",81,1.608,2344,1458,"OverallPuttingAverage",2015
77,77,"Chris Stroud",84,1.608,2432,1512,"OverallPuttingAverage",2015
81,81,"Kevin Chappell",86,1.609,2490,1548,"OverallPuttingAverage",2015
81,81,"Jamie Donaldson",50,1.609,1361,846,"OverallPuttingAverage",2015
81,81,"Sergio Garcia",59,1.609,1622,1008,"OverallPuttingAverage",2015
81,81,"Ryo Ishikawa",90,1.609,2548,1584,"OverallPuttingAverage",2015
81,81,"William McGirt",103,1.609,2983,1854,"OverallPuttingAverage",2015
86,86,"Andres Gonzales",90,1.61,2493,1548,"OverallPuttingAverage",2015
86,86,"Colt Knost",90,1.61,2492,1548,"OverallPuttingAverage",2015
86,86,"Jason Kokrak",88,1.61,2551,1584,"OverallPuttingAverage",2015
86,86,"Patrick Rodgers",57,1.61,1536,954,"OverallPuttingAverage",2015
90,90,"James Hahn",94,1.611,2726,1692,"OverallPuttingAverage",2015
90,90,"Scott Langley",94,1.611,2667,1656,"OverallPuttingAverage",2015
90,90,"Cameron Tringale",96,1.611,2784,1728,"OverallPuttingAverage",2015
93,93,"Ken Duke",93,1.612,2582,1602,"OverallPuttingAverage",2015
93,93,"Russell Henley",87,1.612,2437,1512,"OverallPuttingAverage",2015
93,93,"George McNeill",93,1.612,2698,1674,"OverallPuttingAverage",2015
93,93,"Shawn Stefani",94,1.612,2728,1692,"OverallPuttingAverage",2015
97,97,"Brendon de Jonge",106,1.613,3077,1908,"OverallPuttingAverage",2015
97,97,"Retief Goosen",81,1.613,2236,1386,"OverallPuttingAverage",2015
99,99,"Whee Kim",71,1.615,2006,1242,"OverallPuttingAverage",2015
100,100,"Brian Harman",90,1.616,2618,1620,"OverallPuttingAverage",2015
100,100,"Billy Horschel",99,1.616,2793,1728,"OverallPuttingAverage",2015
102,102,"Gonzalo Fdez Castano",81,1.617,2241,1386,"OverallPuttingAverage",2015
102,102,"Tony Finau",106,1.617,3086,1908,"OverallPuttingAverage",2015
102,102,"Brooks Koepka",84,1.617,2357,1458,"OverallPuttingAverage",2015
102,102,"Robert Streb",110,1.617,3201,1980,"OverallPuttingAverage",2015
106,106,"Martin Laird",77,1.618,2242,1386,"OverallPuttingAverage",2015
106,106,"Brendan Steele",88,1.618,2447,1512,"OverallPuttingAverage",2015
108,108,"Adam Hadwin",95,1.619,2711,1674,"OverallPuttingAverage",2015
108,108,"Padraig Harrington",60,1.619,1749,1080,"OverallPuttingAverage",2015
110,110,"Kyle Reifers",96,1.62,2683,1656,"OverallPuttingAverage",2015
110,110,"Justin Rose",69,1.62,1925,1188,"OverallPuttingAverage",2015
110,110,"Vijay Singh",78,1.62,2274,1404,"OverallPuttingAverage",2015
113,113,"Luke Donald",71,1.621,2071,1278,"OverallPuttingAverage",2015
114,114,"Jonathan Randolph",72,1.622,2044,1260,"OverallPuttingAverage",2015
115,115,"John Peterson",84,1.623,2454,1512,"OverallPuttingAverage",2015
116,116,"Daniel Berger",97,1.624,2835,1746,"OverallPuttingAverage",2015
116,116,"Mark Hubbard",79,1.624,2251,1386,"OverallPuttingAverage",2015
116,116,"SJ Park",79,1.624,2251,1386,"OverallPuttingAverage",2015
119,119,"DA Points",72,1.625,2047,1260,"OverallPuttingAverage",2015
119,119,"Heath Slocum",57,1.625,1550,954,"OverallPuttingAverage",2015
121,121,"Graham DeLaet",65,1.626,1902,1170,"OverallPuttingAverage",2015
121,121,"Carlos Ortiz",100,1.626,2809,1728,"OverallPuttingAverage",2015
121,121,"Scott Stallings",60,1.626,1756,1080,"OverallPuttingAverage",2015
121,121,"Boo Weekley",79,1.626,2312,1422,"OverallPuttingAverage",2015
125,125,"Jon Curran",83,1.627,2313,1422,"OverallPuttingAverage",2015
125,125,"Jhonattan Vegas",90,1.627,2519,1548,"OverallPuttingAverage",2015
125,125,"Lee Westwood",56,1.627,1523,936,"OverallPuttingAverage",2015
128,128,"Seung Yul Noh",65,1.628,1905,1170,"OverallPuttingAverage",2015
129,129,"Cameron Percy",72,1.629,2052,1260,"OverallPuttingAverage",2015
129,129,"Roger Sloan",56,1.629,1525,936,"OverallPuttingAverage",2015
129,129,"Hudson Swafford",97,1.629,2785,1710,"OverallPuttingAverage",2015
129,129,"Nick Watney",91,1.629,2668,1638,"OverallPuttingAverage",2015
133,133,"Webb Simpson",81,1.63,2289,1404,"OverallPuttingAverage",2015
133,133,"Michael Thompson",83,1.63,2377,1458,"OverallPuttingAverage",2015
135,135,"Mark Wilson",89,1.631,2495,1530,"OverallPuttingAverage",2015
136,136,"Sam Saunders",83,1.632,2379,1458,"OverallPuttingAverage",2015
136,136,"Johnson Wagner",68,1.632,1997,1224,"OverallPuttingAverage",2015
138,138,"Jim Furyk",71,1.633,1881,1152,"OverallPuttingAverage",2015
138,138,"Jason Gore",76,1.633,2117,1296,"OverallPuttingAverage",2015
140,140,"Chad Campbell",97,1.634,2853,1746,"OverallPuttingAverage",2015
140,140,"Robert Garrigus",70,1.634,1941,1188,"OverallPuttingAverage",2015
142,142,"Will Wilcox",58,1.637,1591,972,"OverallPuttingAverage",2015
143,143,"Keegan Bradley",87,1.638,2477,1512,"OverallPuttingAverage",2015
143,143,"Scott Pinckney",88,1.638,2594,1584,"OverallPuttingAverage",2015
143,143,"Adam Scott",51,1.638,1415,864,"OverallPuttingAverage",2015
143,143,"Tyrone Van Aswegen",58,1.638,1592,972,"OverallPuttingAverage",2015
147,147,"Andrew Svoboda",80,1.64,2302,1404,"OverallPuttingAverage",2015
147,147,"Gary Woodland",81,1.64,2185,1332,"OverallPuttingAverage",2015
149,149,"John Senden",80,1.641,2215,1350,"OverallPuttingAverage",2015
149,149,"Bo Van Pelt",81,1.641,2334,1422,"OverallPuttingAverage",2015
151,151,"Russell Knox",96,1.642,2838,1728,"OverallPuttingAverage",2015
152,152,"Bill Haas",89,1.643,2544,1548,"OverallPuttingAverage",2015
152,152,"Charl Schwartzel",67,1.643,1863,1134,"OverallPuttingAverage",2015
154,154,"Spencer Levin",99,1.644,2871,1746,"OverallPuttingAverage",2015
155,155,"Jason Dufner",76,1.645,2161,1314,"OverallPuttingAverage",2015
155,155,"Martin Flores",95,1.645,2694,1638,"OverallPuttingAverage",2015
157,157,"Chez Reavie",56,1.646,1659,1008,"OverallPuttingAverage",2015
158,158,"Ben Martin",93,1.647,2668,1620,"OverallPuttingAverage",2015
158,158,"John Merrick",78,1.647,2194,1332,"OverallPuttingAverage",2015
158,158,"Kevin Streelman",95,1.647,2698,1638,"OverallPuttingAverage",2015
161,161,"Davis Love III",51,1.648,1513,918,"OverallPuttingAverage",2015
162,162,"Derek Ernst",75,1.65,2109,1278,"OverallPuttingAverage",2015
163,163,"Charles Howell III",105,1.653,3124,1890,"OverallPuttingAverage",2015
164,164,"Paul Casey",87,1.654,2441,1476,"OverallPuttingAverage",2015
164,164,"Brice Garnett",81,1.654,2352,1422,"OverallPuttingAverage",2015
166,166,"Ernie Els",57,1.655,1698,1026,"OverallPuttingAverage",2015
167,167,"Roberto Castro",54,1.656,1490,900,"OverallPuttingAverage",2015
167,167,"Nicholas Thompson",90,1.656,2564,1548,"OverallPuttingAverage",2015
169,169,"Michael Putnam",87,1.658,2536,1530,"OverallPuttingAverage",2015
169,169,"Byron Smith",59,1.658,1641,990,"OverallPuttingAverage",2015
171,171,"Angel Cabrera",53,1.659,1583,954,"OverallPuttingAverage",2015
171,171,"Greg Owen",58,1.659,1732,1044,"OverallPuttingAverage",2015
171,171,"Henrik Stenson",63,1.659,1792,1080,"OverallPuttingAverage",2015
174,174,"Francesco Molinari",56,1.664,1587,954,"OverallPuttingAverage",2015
175,175,"Charlie Beljan",76,1.665,2158,1296,"OverallPuttingAverage",2015
176,176,"Bill Lunde",50,1.668,1381,828,"OverallPuttingAverage",2015
177,177,"Robert Allenby",63,1.669,1772,1062,"OverallPuttingAverage",2015
177,177,"Alex Prugh",84,1.669,2403,1440,"OverallPuttingAverage",2015
179,179,"Jim Renner",68,1.67,1984,1188,"OverallPuttingAverage",2015
180,180,"Stewart Cink",77,1.675,2321,1386,"OverallPuttingAverage",2015
181,181,"Jim Herman",88,1.679,2659,1584,"OverallPuttingAverage",2015
182,182,"JJ Henry",94,1.68,2722,1620,"OverallPuttingAverage",2015
183,183,"Geoff Ogilvy",50,1.691,1461,864,"OverallPuttingAverage",2015
184,184,"Lucas Glover",79,1.697,2413,1422,"OverallPuttingAverage",2015
