"ScramblingRoughRTPScore_RANKTHISWEEK_2008","ScramblingRoughRTPScore_RANKLASTWEEK_2008","ScramblingRoughRTPScore_PLAYERNAME_2008","ScramblingRoughRTPScore_ROUNDS_2008","ScramblingRoughRTPScore_AVGRTP_2008","ScramblingRoughRTPScore_TOTALHOLES_2008","ScramblingRoughRTPScore_TOTALRTP_2008","stat_name","year"
20,20,"Ian Poulter",51,0.404,104,42,"ScramblingRoughRTPScore",2008
21,21,"Jonathan Byrd",88,0.405,168,68,"ScramblingRoughRTPScore",2008
22,22,"Glen Day",64,0.406,133,54,"ScramblingRoughRTPScore",2008
23,23,"Corey Pavin",69,0.409,164,67,"ScramblingRoughRTPScore",2008
24,24,"Ben Crane",86,0.41,178,73,"ScramblingRoughRTPScore",2008
25,25,"Peter Lonard",92,0.411,180,74,"ScramblingRoughRTPScore",2008
26,26,"Briny Baird",113,0.415,200,83,"ScramblingRoughRTPScore",2008
26,26,"Scott Sterling",89,0.415,159,66,"ScramblingRoughRTPScore",2008
28,28,"Anthony Kim",81,0.417,156,65,"ScramblingRoughRTPScore",2008
29,29,"Jeff Quinney",87,0.419,186,78,"ScramblingRoughRTPScore",2008
30,30,"Jim Furyk",95,0.421,183,77,"ScramblingRoughRTPScore",2008
31,31,"Gavin Coles",54,0.422,102,43,"ScramblingRoughRTPScore",2008
31,31,"Stephen Leaney",53,0.422,102,43,"ScramblingRoughRTPScore",2008
31,31,"Mike Weir",88,0.422,161,68,"ScramblingRoughRTPScore",2008
34,34,"Nick OHern",82,0.425,167,71,"ScramblingRoughRTPScore",2008
34,34,"Jesper Parnevik",88,0.425,219,93,"ScramblingRoughRTPScore",2008
36,36,"Tim Clark",90,0.426,190,81,"ScramblingRoughRTPScore",2008
36,36,"Steve Elkington",84,0.426,176,75,"ScramblingRoughRTPScore",2008
36,36,"Tim Herron",97,0.426,237,101,"ScramblingRoughRTPScore",2008
39,39,"Jerry Kelly",89,0.427,164,70,"ScramblingRoughRTPScore",2008
39,39,"Steve Marino",119,0.427,213,91,"ScramblingRoughRTPScore",2008
41,41,"Zach Johnson",85,0.433,164,71,"ScramblingRoughRTPScore",2008
41,41,"John Mallinger",95,0.433,217,94,"ScramblingRoughRTPScore",2008
43,43,"Rocco Mediate",87,0.434,173,75,"ScramblingRoughRTPScore",2008
44,44,"Vaughn Taylor",103,0.435,239,104,"ScramblingRoughRTPScore",2008
45,45,"Ben Curtis",80,0.436,140,61,"ScramblingRoughRTPScore",2008
45,45,"Andres Romero",69,0.436,163,71,"ScramblingRoughRTPScore",2008
47,47,"Woody Austin",109,0.437,213,93,"ScramblingRoughRTPScore",2008
48,48,"Brad Elder",67,0.44,134,59,"ScramblingRoughRTPScore",2008
49,49,"KJ Choi",74,0.441,127,56,"ScramblingRoughRTPScore",2008
49,49,"Ryuji Imada",80,0.441,195,86,"ScramblingRoughRTPScore",2008
49,49,"Kenny Perry",97,0.441,227,100,"ScramblingRoughRTPScore",2008
52,52,"John Riegger",73,0.444,126,56,"ScramblingRoughRTPScore",2008
52,52,"Patrick Sheehan",124,0.444,297,132,"ScramblingRoughRTPScore",2008
54,54,"Retief Goosen",59,0.445,119,53,"ScramblingRoughRTPScore",2008
54,54,"Bob Tway",70,0.445,119,53,"ScramblingRoughRTPScore",2008
56,56,"Phil Mickelson",80,0.447,150,67,"ScramblingRoughRTPScore",2008
56,56,"Chez Reavie",102,0.447,206,92,"ScramblingRoughRTPScore",2008
58,58,"Bart Bryant",81,0.45,171,77,"ScramblingRoughRTPScore",2008
58,58,"Parker McLachlin",88,0.45,200,90,"ScramblingRoughRTPScore",2008
60,60,"Michael Letzig",88,0.452,199,90,"ScramblingRoughRTPScore",2008
61,61,"Joe Ogilvie",100,0.454,238,108,"ScramblingRoughRTPScore",2008
62,62,"Chad Collins",72,0.455,178,81,"ScramblingRoughRTPScore",2008
62,62,"Brett Rumford",72,0.455,200,91,"ScramblingRoughRTPScore",2008
64,64,"Alejandro Canizares",52,0.456,114,52,"ScramblingRoughRTPScore",2008
65,65,"Brian Davis",108,0.458,225,103,"ScramblingRoughRTPScore",2008
65,65,"Padraig Harrington",52,0.458,96,44,"ScramblingRoughRTPScore",2008
67,67,"Lucas Glover",91,0.459,209,96,"ScramblingRoughRTPScore",2008
68,68,"Steve Flesch",95,0.46,198,91,"ScramblingRoughRTPScore",2008
69,69,"Tom Lehman",51,0.462,104,48,"ScramblingRoughRTPScore",2008
70,70,"Greg Kraft",63,0.463,149,69,"ScramblingRoughRTPScore",2008
71,71,"Stuart Appleby",87,0.465,172,80,"ScramblingRoughRTPScore",2008
71,71,"Tom Pernice Jr",104,0.465,258,120,"ScramblingRoughRTPScore",2008
73,73,"Michael Allen",91,0.466,174,81,"ScramblingRoughRTPScore",2008
74,74,"Mark Calcavecchia",67,0.467,137,64,"ScramblingRoughRTPScore",2008
74,74,"Kevin Na",97,0.467,212,99,"ScramblingRoughRTPScore",2008
76,76,"John Rollins",94,0.468,188,88,"ScramblingRoughRTPScore",2008
77,77,"Richard Johnson",60,0.47,132,62,"ScramblingRoughRTPScore",2008
78,78,"Angel Cabrera",55,0.471,102,48,"ScramblingRoughRTPScore",2008
79,79,"Scott McCarron",63,0.473,131,62,"ScramblingRoughRTPScore",2008
79,79,"Omar Uresti",74,0.473,150,71,"ScramblingRoughRTPScore",2008
81,81,"Mathew Goggin",91,0.474,173,82,"ScramblingRoughRTPScore",2008
81,81,"Kevin Streelman",114,0.474,228,108,"ScramblingRoughRTPScore",2008
81,81,"Chris Stroud",81,0.474,152,72,"ScramblingRoughRTPScore",2008
84,84,"Cliff Kresge",84,0.475,183,87,"ScramblingRoughRTPScore",2008
84,84,"Jimmy Walker",73,0.475,179,85,"ScramblingRoughRTPScore",2008
86,86,"Tim Wilkinson",95,0.476,210,100,"ScramblingRoughRTPScore",2008
87,87,"Geoff Ogilvy",65,0.477,128,61,"ScramblingRoughRTPScore",2008
88,88,"Tommy Armour III",77,0.479,163,78,"ScramblingRoughRTPScore",2008
88,88,"Matt Jones",95,0.479,257,123,"ScramblingRoughRTPScore",2008
88,88,"Frank Lickliter II",107,0.479,261,125,"ScramblingRoughRTPScore",2008
88,88,"Dean Wilson",109,0.479,219,105,"ScramblingRoughRTPScore",2008
92,92,"Cameron Beckman",87,0.48,179,86,"ScramblingRoughRTPScore",2008
92,92,"John Senden",93,0.48,177,85,"ScramblingRoughRTPScore",2008
92,92,"DJ Trahan",94,0.48,204,98,"ScramblingRoughRTPScore",2008
95,95,"Alex Cejka",75,0.481,156,75,"ScramblingRoughRTPScore",2008
96,96,"Robert Allenby",108,0.482,166,80,"ScramblingRoughRTPScore",2008
96,96,"Bob Estes",90,0.482,170,82,"ScramblingRoughRTPScore",2008
96,96,"Nick Watney",96,0.482,199,96,"ScramblingRoughRTPScore",2008
99,99,"Stewart Cink",87,0.483,145,70,"ScramblingRoughRTPScore",2008
99,99,"Fred Couples",60,0.483,151,73,"ScramblingRoughRTPScore",2008
99,99,"Jin Park",85,0.483,207,100,"ScramblingRoughRTPScore",2008
103,103,"Rich Beem",90,0.484,161,78,"ScramblingRoughRTPScore",2008
104,104,"JB Holmes",86,0.488,209,102,"ScramblingRoughRTPScore",2008
104,104,"Doug LaBelle II",65,0.488,129,63,"ScramblingRoughRTPScore",2008
104,104,"Marc Turnesa",87,0.488,203,99,"ScramblingRoughRTPScore",2008
104,104,"Mark Wilson",107,0.488,240,117,"ScramblingRoughRTPScore",2008
108,108,"Paul Goydos",78,0.489,176,86,"ScramblingRoughRTPScore",2008
109,109,"Davis Love III",78,0.49,145,71,"ScramblingRoughRTPScore",2008
109,109,"Camilo Villegas",79,0.49,151,74,"ScramblingRoughRTPScore",2008
111,111,"Aaron Baddeley",76,0.491,173,85,"ScramblingRoughRTPScore",2008
112,112,"Lee Janzen",89,0.492,189,93,"ScramblingRoughRTPScore",2008
112,112,"Jeff Overton",103,0.492,254,125,"ScramblingRoughRTPScore",2008
112,112,"Bubba Watson",97,0.492,183,90,"ScramblingRoughRTPScore",2008
115,115,"Boo Weekley",86,0.494,156,77,"ScramblingRoughRTPScore",2008
116,116,"JJ Henry",108,0.495,204,101,"ScramblingRoughRTPScore",2008
116,116,"John Huston",56,0.495,99,49,"ScramblingRoughRTPScore",2008
118,118,"Tag Ridings",88,0.496,224,111,"ScramblingRoughRTPScore",2008
118,118,"Nicholas Thompson",113,0.496,248,123,"ScramblingRoughRTPScore",2008
120,120,"Dudley Hart",74,0.497,147,73,"ScramblingRoughRTPScore",2008
121,121,"Ken Duke",116,0.498,291,145,"ScramblingRoughRTPScore",2008
121,121,"Charley Hoffman",94,0.498,221,110,"ScramblingRoughRTPScore",2008
123,123,"JP Hayes",67,0.5,152,76,"ScramblingRoughRTPScore",2008
123,123,"Jim McGovern",75,0.5,140,70,"ScramblingRoughRTPScore",2008
123,123,"Ted Purdy",68,0.5,136,68,"ScramblingRoughRTPScore",2008
123,123,"YE Yang",89,0.5,196,98,"ScramblingRoughRTPScore",2008
127,127,"Cody Freeman",66,0.503,171,86,"ScramblingRoughRTPScore",2008
127,127,"Sean OHair",81,0.503,167,84,"ScramblingRoughRTPScore",2008
129,129,"Daniel Chopra",84,0.505,218,110,"ScramblingRoughRTPScore",2008
129,129,"Ernie Els",51,0.505,99,50,"ScramblingRoughRTPScore",2008
131,131,"Johnson Wagner",83,0.507,201,102,"ScramblingRoughRTPScore",2008
132,132,"Olin Browne",77,0.509,161,82,"ScramblingRoughRTPScore",2008
133,133,"Brenden Pappas",66,0.51,149,76,"ScramblingRoughRTPScore",2008
134,134,"Nathan Green",95,0.511,237,121,"ScramblingRoughRTPScore",2008
134,134,"Craig Kanada",65,0.511,133,68,"ScramblingRoughRTPScore",2008
134,134,"Steve Lowery",74,0.511,186,95,"ScramblingRoughRTPScore",2008
134,134,"Rory Sabbatini",77,0.511,141,72,"ScramblingRoughRTPScore",2008
138,138,"Todd Demsey",80,0.512,168,86,"ScramblingRoughRTPScore",2008
139,139,"Will Ma Kenzie",62,0.513,150,77,"ScramblingRoughRTPScore",2008
140,140,"Steve Allan",58,0.516,128,66,"ScramblingRoughRTPScore",2008
141,141,"Sergio Garcia",72,0.518,141,73,"ScramblingRoughRTPScore",2008
141,141,"David Lutterus",59,0.518,112,58,"ScramblingRoughRTPScore",2008
141,141,"Jon Mills",95,0.518,170,88,"ScramblingRoughRTPScore",2008
144,144,"Brett Quigley",80,0.521,167,87,"ScramblingRoughRTPScore",2008
145,145,"Mathias Gronberg",87,0.522,209,109,"ScramblingRoughRTPScore",2008
146,146,"Nick Flanagan",89,0.524,210,110,"ScramblingRoughRTPScore",2008
147,147,"Robert Garrigus",90,0.525,204,107,"ScramblingRoughRTPScore",2008
147,147,"Bill Haas",99,0.525,217,114,"ScramblingRoughRTPScore",2008
149,149,"Billy Andrade",71,0.526,171,90,"ScramblingRoughRTPScore",2008
149,149,"Jason Day",81,0.526,209,110,"ScramblingRoughRTPScore",2008
149,149,"Kenneth Ferrie",72,0.526,133,70,"ScramblingRoughRTPScore",2008
149,149,"Rod Pampling",83,0.526,171,90,"ScramblingRoughRTPScore",2008
149,149,"Bob Sowards",61,0.526,137,72,"ScramblingRoughRTPScore",2008
154,154,"Freddie Jacobson",78,0.531,177,94,"ScramblingRoughRTPScore",2008
155,155,"Brad Adamonis",87,0.532,205,109,"ScramblingRoughRTPScore",2008
155,155,"Justin Bolli",87,0.532,186,99,"ScramblingRoughRTPScore",2008
155,155,"Robert Gamez",79,0.532,186,99,"ScramblingRoughRTPScore",2008
155,155,"Brandt Jobe",52,0.532,111,59,"ScramblingRoughRTPScore",2008
155,155,"Ron Whittaker",54,0.532,111,59,"ScramblingRoughRTPScore",2008
160,160,"Pat Perez",93,0.533,167,89,"ScramblingRoughRTPScore",2008
161,161,"Chris DiMarco",87,0.534,208,111,"ScramblingRoughRTPScore",2008
162,162,"John Merrick",98,0.536,183,98,"ScramblingRoughRTPScore",2008
163,163,"Kyle Thompson",70,0.537,164,88,"ScramblingRoughRTPScore",2008
164,164,"Carlos Franco",73,0.538,145,78,"ScramblingRoughRTPScore",2008
165,165,"Martin Laird",98,0.539,206,111,"ScramblingRoughRTPScore",2008
166,166,"Paul Claxton",63,0.54,126,68,"ScramblingRoughRTPScore",2008
166,166,"Adam Scott",51,0.54,87,47,"ScramblingRoughRTPScore",2008
168,168,"David Duval",51,0.545,143,78,"ScramblingRoughRTPScore",2008
168,168,"Jay Williamson",96,0.545,165,90,"ScramblingRoughRTPScore",2008
170,170,"Jason Allred",63,0.548,146,80,"ScramblingRoughRTPScore",2008
170,170,"Marco Dawson",64,0.548,146,80,"ScramblingRoughRTPScore",2008
172,172,"Jeff Maggert",86,0.549,195,107,"ScramblingRoughRTPScore",2008
173,173,"Trevor Immelman",70,0.55,109,60,"ScramblingRoughRTPScore",2008
174,174,"Bo Van Pelt",101,0.553,190,105,"ScramblingRoughRTPScore",2008
175,175,"Kent Jones",68,0.556,133,74,"ScramblingRoughRTPScore",2008
176,176,"Hunter Mahan",87,0.557,149,83,"ScramblingRoughRTPScore",2008
176,176,"Ryan Palmer",69,0.557,149,83,"ScramblingRoughRTPScore",2008
178,178,"Tom Scherrer",56,0.559,118,66,"ScramblingRoughRTPScore",2008
179,179,"Chad Campbell",94,0.56,184,103,"ScramblingRoughRTPScore",2008
179,179,"Jason Gore",94,0.56,193,108,"ScramblingRoughRTPScore",2008
181,181,"David Toms",70,0.561,98,55,"ScramblingRoughRTPScore",2008
182,182,"James Driscoll",85,0.564,172,97,"ScramblingRoughRTPScore",2008
183,183,"Kevin Stadler",90,0.568,185,105,"ScramblingRoughRTPScore",2008
184,184,"Troy Matteson",94,0.57,221,126,"ScramblingRoughRTPScore",2008
185,185,"Todd Hamilton",92,0.571,170,97,"ScramblingRoughRTPScore",2008
186,186,"Dustin Johnson",92,0.576,245,141,"ScramblingRoughRTPScore",2008
187,187,"George McNeill",97,0.579,209,121,"ScramblingRoughRTPScore",2008
188,188,"Charles Warren",79,0.581,167,97,"ScramblingRoughRTPScore",2008
189,189,"Paul Casey",55,0.591,93,55,"ScramblingRoughRTPScore",2008
190,190,"Ryan Armour",87,0.597,201,120,"ScramblingRoughRTPScore",2008
191,191,"Travis Perkins",53,0.599,162,97,"ScramblingRoughRTPScore",2008
192,192,"Joe Durant",92,0.601,163,98,"ScramblingRoughRTPScore",2008
192,192,"Ryan Moore",72,0.601,168,101,"ScramblingRoughRTPScore",2008
194,194,"Jeff Gove",50,0.651,86,56,"ScramblingRoughRTPScore",2008
195,195,"Mark Hensby",71,0.658,158,104,"ScramblingRoughRTPScore",2008
196,196,"Harrison Frazar",73,0.659,123,81,"ScramblingRoughRTPScore",2008
197,197,"Tommy Gainey",60,0.699,103,72,"ScramblingRoughRTPScore",2008
