"ScoringAverageActual_RANKTHISWEEK_2015","ScoringAverageActual_RANKLASTWEEK_2015","ScoringAverageActual_PLAYERNAME_2015","ScoringAverageActual_ROUNDS_2015","ScoringAverageActual_AVG_2015","ScoringAverageActual_TOTALSTROKES_2015","ScoringAverageActual_TOTALROUNDS_2015","stat_name","year"
33,33,"Kevin Na",98,70.18,6667,95,"ScoringAverageActual",2015
34,34,"Kevin Kisner",104,70.19,7300,104,"ScoringAverageActual",2015
35,35,"William McGirt",103,70.22,7233,103,"ScoringAverageActual",2015
36,36,"George McNeill",93,70.24,6532,93,"ScoringAverageActual",2015
36,36,"Louis Oosthuizen",68,70.24,4425,63,"ScoringAverageActual",2015
36,36,"Pat Perez",96,70.24,6743,96,"ScoringAverageActual",2015
39,39,"Jim Herman",88,70.25,6182,88,"ScoringAverageActual",2015
40,40,"Ryan Palmer",80,70.26,5410,77,"ScoringAverageActual",2015
40,40,"Hudson Swafford",97,70.26,6675,95,"ScoringAverageActual",2015
42,42,"Jim Furyk",71,70.27,4497,64,"ScoringAverageActual",2015
43,43,"Johnson Wagner",68,70.28,4779,68,"ScoringAverageActual",2015
44,44,"Brendon de Jonge",106,70.29,7451,106,"ScoringAverageActual",2015
45,45,"Sergio Garcia",59,70.3,3937,56,"ScoringAverageActual",2015
45,45,"Bryce Molder",91,70.3,6116,87,"ScoringAverageActual",2015
47,47,"Jimmy Walker",89,70.31,6047,86,"ScoringAverageActual",2015
48,48,"Steven Alker",62,70.32,4219,60,"ScoringAverageActual",2015
48,48,"Zac Blair",108,70.32,7313,104,"ScoringAverageActual",2015
48,48,"Chad Campbell",97,70.32,6821,97,"ScoringAverageActual",2015
51,51,"Rickie Fowler",76,70.33,5064,72,"ScoringAverageActual",2015
52,52,"Steven Bowditch",103,70.34,7245,103,"ScoringAverageActual",2015
52,52,"Scott Piercy",90,70.34,6331,90,"ScoringAverageActual",2015
54,54,"Whee Kim",71,70.36,4855,69,"ScoringAverageActual",2015
54,54,"Jason Kokrak",88,70.36,6192,88,"ScoringAverageActual",2015
56,56,"Tom Hoge",83,70.37,5559,79,"ScoringAverageActual",2015
56,56,"Nick Watney",91,70.37,6404,91,"ScoringAverageActual",2015
58,58,"Stewart Cink",77,70.38,5419,77,"ScoringAverageActual",2015
58,58,"John Peterson",84,70.38,5912,84,"ScoringAverageActual",2015
60,60,"Scott Brown",97,70.39,6828,97,"ScoringAverageActual",2015
60,60,"Brendon Todd",96,70.39,6546,93,"ScoringAverageActual",2015
62,62,"Keegan Bradley",87,70.42,5915,84,"ScoringAverageActual",2015
62,62,"Graham DeLaet",65,70.42,4577,65,"ScoringAverageActual",2015
62,62,"Boo Weekley",79,70.42,5563,79,"ScoringAverageActual",2015
65,65,"Matt Jones",89,70.43,6057,86,"ScoringAverageActual",2015
65,65,"David Lingmerth",90,70.43,6339,90,"ScoringAverageActual",2015
67,67,"Kyle Reifers",96,70.45,6481,92,"ScoringAverageActual",2015
68,68,"Brian Harman",90,70.46,6341,90,"ScoringAverageActual",2015
68,68,"Russell Henley",87,70.46,5919,84,"ScoringAverageActual",2015
68,68,"Vijay Singh",78,70.46,5496,78,"ScoringAverageActual",2015
71,71,"Cameron Percy",72,70.47,4933,70,"ScoringAverageActual",2015
72,72,"Charley Hoffman",97,70.48,6625,94,"ScoringAverageActual",2015
72,72,"Martin Laird",77,70.48,5427,77,"ScoringAverageActual",2015
74,74,"Spencer Levin",99,70.49,6838,97,"ScoringAverageActual",2015
75,75,"Kevin Chappell",86,70.51,6064,86,"ScoringAverageActual",2015
75,75,"Martin Flores",95,70.51,6416,91,"ScoringAverageActual",2015
75,75,"David Hearn",97,70.51,6839,97,"ScoringAverageActual",2015
78,78,"Steve Wheatcroft",87,70.52,5853,83,"ScoringAverageActual",2015
79,79,"JB Holmes",89,70.53,5995,85,"ScoringAverageActual",2015
79,79,"Francesco Molinari",56,70.53,3738,53,"ScoringAverageActual",2015
81,81,"Sean OHair",86,70.55,6067,86,"ScoringAverageActual",2015
82,82,"Charles Howell III",105,70.56,7409,105,"ScoringAverageActual",2015
83,83,"Jon Curran",83,70.57,5575,79,"ScoringAverageActual",2015
84,84,"Mark Hubbard",79,70.58,5435,77,"ScoringAverageActual",2015
85,85,"Jeff Overton",94,70.59,6494,92,"ScoringAverageActual",2015
85,85,"Carl Pettersson",106,70.59,7483,106,"ScoringAverageActual",2015
87,87,"Bill Haas",89,70.6,6072,86,"ScoringAverageActual",2015
87,87,"Mark Wilson",89,70.6,6001,85,"ScoringAverageActual",2015
89,89,"John Huh",102,70.61,7132,101,"ScoringAverageActual",2015
89,89,"Alex Prugh",84,70.61,5649,80,"ScoringAverageActual",2015
89,89,"Chez Reavie",56,70.61,3954,56,"ScoringAverageActual",2015
92,92,"Alex Cejka",94,70.62,6497,92,"ScoringAverageActual",2015
92,92,"James Hahn",94,70.62,6638,94,"ScoringAverageActual",2015
94,94,"Marc Leishman",74,70.64,4945,70,"ScoringAverageActual",2015
95,95,"David Toms",62,70.67,4099,58,"ScoringAverageActual",2015
96,96,"Ben Martin",93,70.68,6361,90,"ScoringAverageActual",2015
96,96,"Ryan Moore",81,70.68,5513,78,"ScoringAverageActual",2015
96,96,"Scott Pinckney",88,70.68,6220,88,"ScoringAverageActual",2015
99,99,"Jason Gore",76,70.69,5090,72,"ScoringAverageActual",2015
100,100,"Scott Langley",94,70.7,6504,92,"ScoringAverageActual",2015
101,101,"Carlos Ortiz",100,70.71,6788,96,"ScoringAverageActual",2015
102,102,"Adam Hadwin",95,70.72,6577,93,"ScoringAverageActual",2015
103,103,"Erik Compton",86,70.74,6084,86,"ScoringAverageActual",2015
104,104,"Billy Hurley III",83,70.75,5589,79,"ScoringAverageActual",2015
104,104,"Ian Poulter",68,70.75,4599,65,"ScoringAverageActual",2015
104,104,"Kevin Streelman",95,70.75,6438,91,"ScoringAverageActual",2015
104,104,"Chris Stroud",84,70.75,5943,84,"ScoringAverageActual",2015
108,108,"Aaron Baddeley",76,70.76,5236,74,"ScoringAverageActual",2015
108,108,"Michael Putnam",87,70.76,6015,85,"ScoringAverageActual",2015
110,110,"Luke Donald",71,70.77,5025,71,"ScoringAverageActual",2015
111,111,"Blayne Barber",76,70.78,5238,74,"ScoringAverageActual",2015
112,112,"Ryo Ishikawa",90,70.8,6230,88,"ScoringAverageActual",2015
113,113,"Billy Horschel",99,70.83,6800,96,"ScoringAverageActual",2015
114,114,"Jason Dufner",76,70.84,5171,73,"ScoringAverageActual",2015
115,115,"Chris Kirk",76,70.85,5172,73,"ScoringAverageActual",2015
115,115,"Adam Scott",51,70.85,3401,48,"ScoringAverageActual",2015
117,117,"Morgan Hoffmann",85,70.86,6023,85,"ScoringAverageActual",2015
117,117,"Phil Mickelson",70,70.86,4960,70,"ScoringAverageActual",2015
119,119,"Greg Chalmers",58,70.89,3828,54,"ScoringAverageActual",2015
120,120,"Luke Guthrie",84,70.91,5815,82,"ScoringAverageActual",2015
121,121,"Sangmoon Bae",98,70.92,6950,98,"ScoringAverageActual",2015
121,121,"Fabian Gomez",83,70.92,5886,83,"ScoringAverageActual",2015
121,121,"Hunter Mahan",88,70.92,5957,84,"ScoringAverageActual",2015
124,124,"Ken Duke",93,70.93,6313,89,"ScoringAverageActual",2015
124,124,"JJ Henry",94,70.93,6384,90,"ScoringAverageActual",2015
124,124,"John Merrick",78,70.93,5249,74,"ScoringAverageActual",2015
124,124,"Greg Owen",58,70.93,4114,58,"ScoringAverageActual",2015
128,128,"Jonas Blixt",78,70.96,5251,74,"ScoringAverageActual",2015
128,128,"Michael Thompson",83,70.96,5748,81,"ScoringAverageActual",2015
128,128,"Cameron Tringale",96,70.96,6812,96,"ScoringAverageActual",2015
131,131,"Jhonattan Vegas",90,70.97,6103,86,"ScoringAverageActual",2015
132,132,"Andres Gonzales",90,70.99,6105,86,"ScoringAverageActual",2015
132,132,"Nick Taylor",91,70.99,6460,91,"ScoringAverageActual",2015
134,134,"Bill Lunde",50,71,3266,46,"ScoringAverageActual",2015
134,134,"Byron Smith",59,71,3905,55,"ScoringAverageActual",2015
134,134,"Brian Stuard",97,71,6603,93,"ScoringAverageActual",2015
134,134,"Lee Westwood",56,71,3692,52,"ScoringAverageActual",2015
138,138,"Jonathan Randolph",72,71.03,4972,70,"ScoringAverageActual",2015
139,139,"Roberto Castro",54,71.04,3552,50,"ScoringAverageActual",2015
139,139,"Lucas Glover",79,71.04,5612,79,"ScoringAverageActual",2015
139,139,"Tyrone Van Aswegen",58,71.04,3836,54,"ScoringAverageActual",2015
142,142,"Nicholas Thompson",90,71.05,6110,86,"ScoringAverageActual",2015
143,143,"KJ Choi",66,71.06,4406,62,"ScoringAverageActual",2015
144,144,"Camilo Villegas",83,71.07,5899,83,"ScoringAverageActual",2015
145,145,"Davis Love III",51,71.1,3626,51,"ScoringAverageActual",2015
145,145,"Sam Saunders",83,71.1,5759,81,"ScoringAverageActual",2015
147,147,"John Senden",80,71.12,5334,75,"ScoringAverageActual",2015
148,148,"Brice Garnett",81,71.13,5619,79,"ScoringAverageActual",2015
148,148,"Justin Leonard",61,71.13,4339,61,"ScoringAverageActual",2015
148,148,"Troy Merritt",91,71.13,6473,91,"ScoringAverageActual",2015
148,148,"SJ Park",79,71.13,5477,77,"ScoringAverageActual",2015
152,152,"Gonzalo Fdez Castano",81,71.14,5478,77,"ScoringAverageActual",2015
153,153,"Seung Yul Noh",65,71.15,4625,65,"ScoringAverageActual",2015
153,153,"Bo Van Pelt",81,71.15,5621,79,"ScoringAverageActual",2015
153,153,"Gary Woodland",81,71.15,5265,74,"ScoringAverageActual",2015
156,156,"Derek Ernst",75,71.18,5054,71,"ScoringAverageActual",2015
156,156,"Derek Fathauer",81,71.18,5481,77,"ScoringAverageActual",2015
158,158,"Ricky Barnes",82,71.27,5559,78,"ScoringAverageActual",2015
159,159,"Brian Davis",86,71.3,5847,82,"ScoringAverageActual",2015
160,160,"Ben Crane",62,71.38,4140,58,"ScoringAverageActual",2015
160,160,"Charl Schwartzel",67,71.38,4497,63,"ScoringAverageActual",2015
162,162,"Max Homa",78,71.39,5283,74,"ScoringAverageActual",2015
163,163,"Eric Axley",57,71.4,3927,55,"ScoringAverageActual",2015
163,163,"DA Points",72,71.4,4998,70,"ScoringAverageActual",2015
165,165,"Chesson Hadley",101,71.41,7212,101,"ScoringAverageActual",2015
166,166,"Oscar Fraustro",58,71.48,3860,54,"ScoringAverageActual",2015
167,167,"Robert Garrigus",70,71.53,4721,66,"ScoringAverageActual",2015
168,168,"Tim Wilkinson",73,71.54,5079,71,"ScoringAverageActual",2015
169,169,"Retief Goosen",81,71.56,5510,77,"ScoringAverageActual",2015
170,170,"Andres Romero",69,71.59,4725,66,"ScoringAverageActual",2015
171,171,"Angel Cabrera",53,71.6,3795,53,"ScoringAverageActual",2015
172,172,"Jamie Donaldson",50,71.62,3366,47,"ScoringAverageActual",2015
173,173,"Scott Stallings",60,71.7,4302,60,"ScoringAverageActual",2015
174,174,"Charlie Beljan",76,71.74,5165,72,"ScoringAverageActual",2015
174,174,"Heath Slocum",57,71.74,3802,53,"ScoringAverageActual",2015
176,176,"Geoff Ogilvy",50,71.77,3445,48,"ScoringAverageActual",2015
177,177,"Roger Sloan",56,71.81,3734,52,"ScoringAverageActual",2015
178,178,"Andrew Svoboda",80,71.83,5603,78,"ScoringAverageActual",2015
179,179,"Ernie Els",57,71.84,4095,57,"ScoringAverageActual",2015
180,180,"Andrew Putnam",68,71.95,4605,64,"ScoringAverageActual",2015
181,181,"Robert Allenby",63,72,4248,59,"ScoringAverageActual",2015
182,182,"Padraig Harrington",60,72.02,4321,60,"ScoringAverageActual",2015
183,183,"Jim Renner",68,72.03,4754,66,"ScoringAverageActual",2015
184,184,"Matt Every",73,72.71,5090,70,"ScoringAverageActual",2015
