"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2014","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2014","AverageDistanceofEagleputtsmade_PLAYERNAME_2014","AverageDistanceofEagleputtsmade_ROUNDS_2014","AverageDistanceofEagleputtsmade_AVG_2014","AverageDistanceofEagleputtsmade_TOTDISTFT_2014","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2014","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2014","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2014","stat_name","year"
41,41,"Ernie Els",85,NA,63.75,3,33,12,"AverageDistanceofEagleputtsmade",2014
42,42,"Nick Watney",80,NA,20.333,1,20,20,"AverageDistanceofEagleputtsmade",2014
43,43,"Trevor Immelman",84,NA,80.583,4,45,4,"AverageDistanceofEagleputtsmade",2014
43,43,"Adam Scott",68,NA,121,6,36,13,"AverageDistanceofEagleputtsmade",2014
45,45,"Vijay Singh",83,NA,80.333,4,44,1,"AverageDistanceofEagleputtsmade",2014
46,46,"Chris Kirk",105,NA,158.583,8,56,1,"AverageDistanceofEagleputtsmade",2014
46,46,"George McNeill",79,NA,119,6,39,3,"AverageDistanceofEagleputtsmade",2014
48,48,"Stewart Cink",91,NA,136.667,7,67,2,"AverageDistanceofEagleputtsmade",2014
49,49,"Charles Howell III",106,NA,95.667,5,37,3,"AverageDistanceofEagleputtsmade",2014
50,50,"Ryo Ishikawa",75,NA,57.333,3,27,6,"AverageDistanceofEagleputtsmade",2014
50,50,"Justin Rose",70,NA,76.417,4,41,2,"AverageDistanceofEagleputtsmade",2014
52,52,"Matt Jones",83,NA,111.917,6,39,7,"AverageDistanceofEagleputtsmade",2014
53,53,"Kevin Chappell",100,NA,74,4,24,15,"AverageDistanceofEagleputtsmade",2014
54,54,"Brian Gay",81,NA,54.75,3,22,15,"AverageDistanceofEagleputtsmade",2014
54,54,"John Merrick",87,NA,91.333,5,59,6,"AverageDistanceofEagleputtsmade",2014
56,56,"Rory McIlroy",66,NA,90.25,5,32,7,"AverageDistanceofEagleputtsmade",2014
57,57,"Aaron Baddeley",74,NA,35.917,2,27,9,"AverageDistanceofEagleputtsmade",2014
57,57,"Matt Kuchar",91,NA,90.083,5,52,5,"AverageDistanceofEagleputtsmade",2014
57,57,"Richard Lee",80,NA,36,2,28,8,"AverageDistanceofEagleputtsmade",2014
60,60,"Matt Every",85,NA,35.833,2,19,17,"AverageDistanceofEagleputtsmade",2014
61,61,"Freddie Jacobson",91,NA,53.5,3,30,6,"AverageDistanceofEagleputtsmade",2014
62,62,"Brendon de Jonge",109,NA,35.083,2,26,9,"AverageDistanceofEagleputtsmade",2014
62,62,"Wes Roach",67,NA,35.167,2,19,16,"AverageDistanceofEagleputtsmade",2014
64,64,"Ian Poulter",57,NA,17.25,1,17,17,"AverageDistanceofEagleputtsmade",2014
65,65,"Sean OHair",77,NA,51.417,3,44,1,"AverageDistanceofEagleputtsmade",2014
66,66,"KJ Choi",80,NA,67.833,4,31,2,"AverageDistanceofEagleputtsmade",2014
67,67,"Brendan Steele",89,NA,101.583,6,45,5,"AverageDistanceofEagleputtsmade",2014
68,68,"Brooks Koepka",56,NA,49.917,3,35,2,"AverageDistanceofEagleputtsmade",2014
69,69,"Marc Leishman",81,NA,148.167,9,29,4,"AverageDistanceofEagleputtsmade",2014
70,70,"Cameron Tringale",111,NA,64.917,4,18,12,"AverageDistanceofEagleputtsmade",2014
71,71,"Michael Putnam",106,NA,96.75,6,32,5,"AverageDistanceofEagleputtsmade",2014
72,72,"Ben Martin",80,NA,16.083,1,16,16,"AverageDistanceofEagleputtsmade",2014
72,72,"Jim Renner",61,NA,32.167,2,19,13,"AverageDistanceofEagleputtsmade",2014
74,74,"Will Ma Kenzie",82,NA,96.167,6,45,1,"AverageDistanceofEagleputtsmade",2014
75,75,"Bud Cauley",56,NA,30.833,2,20,11,"AverageDistanceofEagleputtsmade",2014
75,75,"Charl Schwartzel",64,NA,77.167,5,29,1,"AverageDistanceofEagleputtsmade",2014
75,75,"Webb Simpson",87,NA,76.917,5,28,9,"AverageDistanceofEagleputtsmade",2014
78,78,"Jason Bohn",81,NA,15.333,1,15,15,"AverageDistanceofEagleputtsmade",2014
78,78,"Brendon Todd",108,NA,61.25,4,26,5,"AverageDistanceofEagleputtsmade",2014
80,80,"Geoff Ogilvy",84,NA,76.25,5,27,8,"AverageDistanceofEagleputtsmade",2014
81,81,"Gonzalo Fdez Castano",83,NA,29.917,2,16,14,"AverageDistanceofEagleputtsmade",2014
82,82,"Harris English",95,NA,74.5,5,29,3,"AverageDistanceofEagleputtsmade",2014
83,83,"Brandt Snedeker",89,NA,44.583,3,33,4,"AverageDistanceofEagleputtsmade",2014
84,84,"Heath Slocum",71,NA,29.5,2,19,11,"AverageDistanceofEagleputtsmade",2014
85,85,"Sangmoon Bae",76,NA,73.167,5,27,5,"AverageDistanceofEagleputtsmade",2014
85,85,"Martin Flores",85,NA,29.25,2,15,15,"AverageDistanceofEagleputtsmade",2014
87,87,"Ryan Palmer",85,NA,72.917,5,28,7,"AverageDistanceofEagleputtsmade",2014
87,87,"Kevin Streelman",79,NA,58.167,4,21,5,"AverageDistanceofEagleputtsmade",2014
89,89,"Zach Johnson",97,NA,43.5,3,27,8,"AverageDistanceofEagleputtsmade",2014
90,90,"Kevin Na",94,NA,86.333,6,31,5,"AverageDistanceofEagleputtsmade",2014
91,91,"John Senden",99,NA,71.667,5,25,2,"AverageDistanceofEagleputtsmade",2014
92,92,"Jason Day",54,NA,14.167,1,14,14,"AverageDistanceofEagleputtsmade",2014
92,92,"Davis Love III",74,NA,56.667,4,31,3,"AverageDistanceofEagleputtsmade",2014
94,94,"Scott Brown",100,NA,28,2,20,8,"AverageDistanceofEagleputtsmade",2014
95,95,"David Lingmerth",80,NA,41.75,3,19,5,"AverageDistanceofEagleputtsmade",2014
96,96,"Chad Collins",78,NA,13.667,1,14,14,"AverageDistanceofEagleputtsmade",2014
96,96,"Martin Kaymer",65,NA,27.333,2,17,10,"AverageDistanceofEagleputtsmade",2014
98,98,"Kevin Kisner",85,NA,26.25,2,21,5,"AverageDistanceofEagleputtsmade",2014
99,99,"Bo Van Pelt",83,NA,65.083,5,32,2,"AverageDistanceofEagleputtsmade",2014
100,100,"Jeff Overton",80,NA,38.5,3,21,7,"AverageDistanceofEagleputtsmade",2014
101,101,"Ryan Moore",86,NA,38.167,3,20,9,"AverageDistanceofEagleputtsmade",2014
102,102,"Scott Langley",95,NA,37.917,3,26,5,"AverageDistanceofEagleputtsmade",2014
103,103,"Billy Horschel",92,NA,75.5,6,28,6,"AverageDistanceofEagleputtsmade",2014
103,103,"Lee Westwood",57,NA,50.167,4,22,3,"AverageDistanceofEagleputtsmade",2014
105,105,"Gary Woodland",93,NA,24.917,2,21,4,"AverageDistanceofEagleputtsmade",2014
106,106,"Pat Perez",84,NA,49.667,4,25,7,"AverageDistanceofEagleputtsmade",2014
106,106,"Will Wilcox",51,NA,49.75,4,19,5,"AverageDistanceofEagleputtsmade",2014
108,108,"John Peterson",62,NA,12.25,1,12,12,"AverageDistanceofEagleputtsmade",2014
108,108,"Andrew Svoboda",77,NA,24.417,2,17,8,"AverageDistanceofEagleputtsmade",2014
108,108,"Kevin Tway",64,NA,12.25,1,12,12,"AverageDistanceofEagleputtsmade",2014
111,111,"William McGirt",96,NA,36.333,3,26,2,"AverageDistanceofEagleputtsmade",2014
112,112,"Erik Compton",88,NA,35.917,3,23,6,"AverageDistanceofEagleputtsmade",2014
112,112,"Rory Sabbatini",82,NA,35.917,3,19,7,"AverageDistanceofEagleputtsmade",2014
114,114,"Steven Bowditch",93,NA,119.333,10,22,2,"AverageDistanceofEagleputtsmade",2014
114,114,"Brian Davis",93,NA,35.833,3,14,10,"AverageDistanceofEagleputtsmade",2014
114,114,"Jeff Maggert",54,NA,11.917,1,12,12,"AverageDistanceofEagleputtsmade",2014
114,114,"DA Points",75,NA,11.917,1,12,12,"AverageDistanceofEagleputtsmade",2014
114,114,"Henrik Stenson",56,NA,23.833,2,13,11,"AverageDistanceofEagleputtsmade",2014
119,119,"Brice Garnett",92,NA,23.583,2,17,6,"AverageDistanceofEagleputtsmade",2014
120,120,"Russell Knox",92,NA,69.917,6,20,3,"AverageDistanceofEagleputtsmade",2014
120,120,"Hideki Matsuyama",82,NA,81.917,7,23,2,"AverageDistanceofEagleputtsmade",2014
122,122,"John Huh",87,NA,34.667,3,22,5,"AverageDistanceofEagleputtsmade",2014
123,123,"Martin Laird",66,NA,91.833,8,23,2,"AverageDistanceofEagleputtsmade",2014
123,123,"Mark Wilson",69,NA,34.583,3,13,9,"AverageDistanceofEagleputtsmade",2014
125,125,"Phil Mickelson",71,NA,22.333,2,13,9,"AverageDistanceofEagleputtsmade",2014
126,126,"Lucas Glover",68,NA,44.167,4,35,2,"AverageDistanceofEagleputtsmade",2014
127,127,"Billy Hurley III",86,NA,10.667,1,11,11,"AverageDistanceofEagleputtsmade",2014
128,128,"Charley Hoffman",93,NA,31.667,3,16,5,"AverageDistanceofEagleputtsmade",2014
129,129,"Scott Stallings",77,NA,63,6,18,2,"AverageDistanceofEagleputtsmade",2014
130,130,"Camilo Villegas",95,NA,41.75,4,19,3,"AverageDistanceofEagleputtsmade",2014
131,131,"Jonas Blixt",64,NA,20.5,2,12,9,"AverageDistanceofEagleputtsmade",2014
131,131,"Justin Hicks",103,NA,10.25,1,10,10,"AverageDistanceofEagleputtsmade",2014
133,133,"Ken Duke",80,NA,19.25,2,11,8,"AverageDistanceofEagleputtsmade",2014
134,134,"Troy Merritt",62,NA,18.917,2,18,NA,"AverageDistanceofEagleputtsmade",2014
135,135,"Roberto Castro",76,NA,28.25,3,17,5,"AverageDistanceofEagleputtsmade",2014
136,136,"Johnson Wagner",69,NA,46.5,5,23,2,"AverageDistanceofEagleputtsmade",2014
137,137,"Jason Kokrak",65,NA,27.167,3,15,NA,"AverageDistanceofEagleputtsmade",2014
138,138,"Charlie Beljan",76,NA,54,6,19,2,"AverageDistanceofEagleputtsmade",2014
139,139,"James Hahn",82,NA,53.167,6,14,2,"AverageDistanceofEagleputtsmade",2014
140,140,"Andrew Loupe",65,NA,26.333,3,20,1,"AverageDistanceofEagleputtsmade",2014
141,141,"Robert Garrigus",80,NA,25.917,3,10,6,"AverageDistanceofEagleputtsmade",2014
142,142,"Jimmy Walker",98,NA,34.083,4,14,4,"AverageDistanceofEagleputtsmade",2014
143,143,"Bubba Watson",76,NA,49.5,6,19,2,"AverageDistanceofEagleputtsmade",2014
144,144,"Rickie Fowler",91,NA,16.25,2,12,4,"AverageDistanceofEagleputtsmade",2014
144,144,"Tommy Gainey",73,NA,24.5,3,10,7,"AverageDistanceofEagleputtsmade",2014
146,146,"Derek Ernst",80,NA,7.917,1,8,8,"AverageDistanceofEagleputtsmade",2014
146,146,"Boo Weekley",73,NA,7.917,1,8,8,"AverageDistanceofEagleputtsmade",2014
148,148,"Mike Weir",69,NA,15.667,2,14,2,"AverageDistanceofEagleputtsmade",2014
149,149,"Hunter Mahan",88,NA,15.5,2,10,5,"AverageDistanceofEagleputtsmade",2014
150,150,"Robert Streb",75,NA,22.083,3,12,3,"AverageDistanceofEagleputtsmade",2014
151,151,"Russell Henley",92,NA,27.667,4,9,3,"AverageDistanceofEagleputtsmade",2014
152,152,"Greg Chalmers",85,NA,6.833,1,7,7,"AverageDistanceofEagleputtsmade",2014
153,153,"Brian Stuard",91,NA,26.25,4,10,2,"AverageDistanceofEagleputtsmade",2014
154,154,"Stuart Appleby",92,NA,6.5,1,7,7,"AverageDistanceofEagleputtsmade",2014
154,154,"James Driscoll",71,NA,12.917,2,11,2,"AverageDistanceofEagleputtsmade",2014
156,156,"Keegan Bradley",89,NA,19.25,3,15,1,"AverageDistanceofEagleputtsmade",2014
157,157,"Dustin Johnson",58,NA,23.583,4,10,2,"AverageDistanceofEagleputtsmade",2014
158,158,"Michael Thompson",74,NA,11.417,2,6,5,"AverageDistanceofEagleputtsmade",2014
159,159,"Chris Stroud",88,NA,5.667,1,6,6,"AverageDistanceofEagleputtsmade",2014
160,160,"Ben Curtis",77,NA,11.167,2,11,NA,"AverageDistanceofEagleputtsmade",2014
161,161,"YE Yang",79,NA,10.5,2,7,4,"AverageDistanceofEagleputtsmade",2014
162,162,"Chad Campbell",57,NA,10.333,2,9,NA,"AverageDistanceofEagleputtsmade",2014
162,162,"Jim Herman",62,NA,10.333,2,9,1,"AverageDistanceofEagleputtsmade",2014
164,164,"Jamie Lovemark",64,NA,10,2,7,3,"AverageDistanceofEagleputtsmade",2014
165,165,"Sergio Garcia",61,NA,4.75,1,5,5,"AverageDistanceofEagleputtsmade",2014
166,166,"Jerry Kelly",80,NA,8.833,2,5,4,"AverageDistanceofEagleputtsmade",2014
167,167,"Briny Baird",50,NA,3.833,1,4,4,"AverageDistanceofEagleputtsmade",2014
168,168,"Robert Allenby",83,NA,3.75,1,4,4,"AverageDistanceofEagleputtsmade",2014
168,168,"Hudson Swafford",75,NA,14.833,4,6,1,"AverageDistanceofEagleputtsmade",2014
