"PuttsMadePerEventOver10_RANKTHISWEEK_2009","PuttsMadePerEventOver10_RANKLASTWEEK_2009","PuttsMadePerEventOver10_PLAYERNAME_2009","PuttsMadePerEventOver10_ROUNDS_2009","PuttsMadePerEventOver10_PUTTSMADE_2009","stat_name","year"
103,103,"Jeff Quinney",78,4.7,"PuttsMadePerEventOver10",2009
103,103,"Charles Warren",63,4.7,"PuttsMadePerEventOver10",2009
113,113,"Aaron Baddeley",66,4.6,"PuttsMadePerEventOver10",2009
113,113,"Jason Bohn",88,4.6,"PuttsMadePerEventOver10",2009
113,113,"Daniel Chopra",89,4.6,"PuttsMadePerEventOver10",2009
113,113,"Brendon de Jonge",90,4.6,"PuttsMadePerEventOver10",2009
113,113,"Steve Lowery",83,4.6,"PuttsMadePerEventOver10",2009
113,113,"Tim Petrovic",97,4.6,"PuttsMadePerEventOver10",2009
113,113,"Tag Ridings",50,4.6,"PuttsMadePerEventOver10",2009
113,113,"Kirk Triplett",60,4.6,"PuttsMadePerEventOver10",2009
121,121,"Stuart Appleby",79,4.5,"PuttsMadePerEventOver10",2009
121,121,"Briny Baird",89,4.5,"PuttsMadePerEventOver10",2009
121,121,"Tim Herron",87,4.5,"PuttsMadePerEventOver10",2009
121,121,"Richard Johnson",85,4.5,"PuttsMadePerEventOver10",2009
121,121,"Kent Jones",73,4.5,"PuttsMadePerEventOver10",2009
121,121,"Tom Pernice Jr",82,4.5,"PuttsMadePerEventOver10",2009
121,121,"Heath Slocum",95,4.5,"PuttsMadePerEventOver10",2009
121,121,"Scott Sterling",51,4.5,"PuttsMadePerEventOver10",2009
121,121,"Marc Turnesa",77,4.5,"PuttsMadePerEventOver10",2009
121,121,"Johnson Wagner",81,4.5,"PuttsMadePerEventOver10",2009
131,131,"Fred Couples",54,4.4,"PuttsMadePerEventOver10",2009
131,131,"Steve Elkington",70,4.4,"PuttsMadePerEventOver10",2009
131,131,"Robert Garrigus",83,4.4,"PuttsMadePerEventOver10",2009
131,131,"Charles Howell III",99,4.4,"PuttsMadePerEventOver10",2009
131,131,"Brett Quigley",92,4.4,"PuttsMadePerEventOver10",2009
131,131,"Kevin Stadler",65,4.4,"PuttsMadePerEventOver10",2009
131,131,"Matt Weibring",65,4.4,"PuttsMadePerEventOver10",2009
138,138,"Alex Cejka",82,4.3,"PuttsMadePerEventOver10",2009
138,138,"Jason Gore",74,4.3,"PuttsMadePerEventOver10",2009
138,138,"Bill Haas",91,4.3,"PuttsMadePerEventOver10",2009
138,138,"Todd Hamilton",83,4.3,"PuttsMadePerEventOver10",2009
142,142,"Glen Day",79,4.2,"PuttsMadePerEventOver10",2009
142,142,"Nicholas Thompson",96,4.2,"PuttsMadePerEventOver10",2009
144,144,"Kris Blanks",60,4.1,"PuttsMadePerEventOver10",2009
144,144,"KJ Choi",65,4.1,"PuttsMadePerEventOver10",2009
144,144,"Joe Durant",62,4.1,"PuttsMadePerEventOver10",2009
144,144,"Brad Faxon",59,4.1,"PuttsMadePerEventOver10",2009
144,144,"Jeff Maggert",79,4.1,"PuttsMadePerEventOver10",2009
144,144,"Ryan Palmer",78,4.1,"PuttsMadePerEventOver10",2009
144,144,"Chez Reavie",81,4.1,"PuttsMadePerEventOver10",2009
144,144,"Brendon Todd",53,4.1,"PuttsMadePerEventOver10",2009
152,152,"Rich Beem",77,4,"PuttsMadePerEventOver10",2009
152,152,"Mark Calcavecchia",72,4,"PuttsMadePerEventOver10",2009
152,152,"Ken Duke",87,4,"PuttsMadePerEventOver10",2009
152,152,"Peter Lonard",86,4,"PuttsMadePerEventOver10",2009
156,156,"Brad Adamonis",70,3.9,"PuttsMadePerEventOver10",2009
156,156,"Adam Scott",53,3.9,"PuttsMadePerEventOver10",2009
156,156,"Vijay Singh",71,3.9,"PuttsMadePerEventOver10",2009
159,159,"Derek Fathauer",63,3.8,"PuttsMadePerEventOver10",2009
159,159,"Mathew Goggin",76,3.8,"PuttsMadePerEventOver10",2009
159,159,"Greg Owen",97,3.8,"PuttsMadePerEventOver10",2009
159,159,"Andres Romero",58,3.8,"PuttsMadePerEventOver10",2009
163,163,"Steve Flesch",77,3.7,"PuttsMadePerEventOver10",2009
163,163,"Colt Knost",71,3.7,"PuttsMadePerEventOver10",2009
163,163,"Will Ma Kenzie",69,3.7,"PuttsMadePerEventOver10",2009
163,163,"Brian Vranesh",51,3.7,"PuttsMadePerEventOver10",2009
163,163,"Jimmy Walker",74,3.7,"PuttsMadePerEventOver10",2009
168,168,"JB Holmes",74,3.6,"PuttsMadePerEventOver10",2009
168,168,"Cliff Kresge",78,3.6,"PuttsMadePerEventOver10",2009
170,170,"Billy Mayfair",83,3.5,"PuttsMadePerEventOver10",2009
171,171,"Tommy Armour III",58,3.4,"PuttsMadePerEventOver10",2009
171,171,"Greg Kraft",51,3.4,"PuttsMadePerEventOver10",2009
171,171,"Jarrod Lyle",65,3.4,"PuttsMadePerEventOver10",2009
171,171,"Casey Wittenberg",71,3.4,"PuttsMadePerEventOver10",2009
171,171,"Gary Woodland",53,3.4,"PuttsMadePerEventOver10",2009
176,176,"Eric Axley",71,3.3,"PuttsMadePerEventOver10",2009
176,176,"Jay Williamson",69,3.3,"PuttsMadePerEventOver10",2009
178,178,"Leif Olson",51,3.2,"PuttsMadePerEventOver10",2009
178,178,"Darron Stiles",52,3.2,"PuttsMadePerEventOver10",2009
180,180,"Ricky Barnes",67,3.1,"PuttsMadePerEventOver10",2009
180,180,"Brian Bateman",55,3.1,"PuttsMadePerEventOver10",2009
182,182,"David Duval",56,2.9,"PuttsMadePerEventOver10",2009
182,182,"Peter Tomasulo",61,2.9,"PuttsMadePerEventOver10",2009
184,184,"Rick Price",54,2.4,"PuttsMadePerEventOver10",2009
