"FedExCupSeasonPoints_RANKTHISWEEK_2007","FedExCupSeasonPoints_RANKLASTWEEK_2007","FedExCupSeasonPoints_PLAYERNAME_2007","FedExCupSeasonPoints_EVENTS_2007","FedExCupSeasonPoints_POINTS_2007","FedExCupSeasonPoints_OFWINS_2007","FedExCupSeasonPoints_OFTOP10S_2007","FedExCupSeasonPoints_POINTSBEHINDLEAD_2007","FedExCupSeasonPoints_RESETPOINTS_2007","stat_name","year"
41,41,"Jeff Quinney",21,6053,NA,5,24521,NA,"FedExCupSeasonPoints",2007
42,42,"Anthony Kim",22,6013,NA,4,24561,NA,"FedExCupSeasonPoints",2007
43,43,"Carl Pettersson",23,6012,NA,3,24562,NA,"FedExCupSeasonPoints",2007
44,44,"Angel Cabrera",11,5997,1,1,24577,NA,"FedExCupSeasonPoints",2007
45,45,"Lucas Glover",24,5954,NA,3,24620,NA,"FedExCupSeasonPoints",2007
46,46,"Charley Hoffman",22,5941,1,1,24633,NA,"FedExCupSeasonPoints",2007
47,47,"Kevin Sutherland",20,5888,NA,3,24686,NA,"FedExCupSeasonPoints",2007
48,48,"John Senden",22,5729,NA,3,24845,NA,"FedExCupSeasonPoints",2007
49,49,"Rod Pampling",22,5559,NA,2,25015,NA,"FedExCupSeasonPoints",2007
50,50,"Brett Wetterich",22,5430,NA,3,25144,NA,"FedExCupSeasonPoints",2007
51,51,"Ryan Moore",21,5383,NA,2,25191,NA,"FedExCupSeasonPoints",2007
52,52,"Camilo Villegas",20,5329,NA,3,25245,NA,"FedExCupSeasonPoints",2007
53,53,"Paul Goydos",17,5267,1,1,25307,NA,"FedExCupSeasonPoints",2007
54,54,"Nathan Green",24,5115,NA,2,25459,NA,"FedExCupSeasonPoints",2007
55,55,"Ryuji Imada",24,5005,NA,2,25569,NA,"FedExCupSeasonPoints",2007
56,56,"Troy Matteson",22,4986,NA,2,25588,NA,"FedExCupSeasonPoints",2007
57,57,"Nick OHern",18,4980,NA,3,25594,NA,"FedExCupSeasonPoints",2007
58,58,"Kenny Perry",21,4926,NA,3,25648,NA,"FedExCupSeasonPoints",2007
59,59,"Bernhard Langer",14,4917,NA,4,25657,NA,"FedExCupSeasonPoints",2007
60,60,"Jose Coceres",12,4870,NA,3,25704,NA,"FedExCupSeasonPoints",2007
61,61,"Vaughn Taylor",21,4868,NA,3,25706,NA,"FedExCupSeasonPoints",2007
62,62,"Brian Bateman",13,4843,1,1,25731,NA,"FedExCupSeasonPoints",2007
63,63,"Steve Marino",23,4790,NA,4,25784,NA,"FedExCupSeasonPoints",2007
64,64,"Stephen Ames",18,4787,NA,3,25787,NA,"FedExCupSeasonPoints",2007
65,65,"Rocco Mediate",15,4767,NA,3,25807,NA,"FedExCupSeasonPoints",2007
66,66,"Peter Lonard",24,4764,NA,3,25810,NA,"FedExCupSeasonPoints",2007
67,67,"Bo Van Pelt",23,4723,NA,2,25851,NA,"FedExCupSeasonPoints",2007
68,68,"John Mallinger",21,4600,NA,3,25974,NA,"FedExCupSeasonPoints",2007
69,69,"Stephen Leaney",21,4596,NA,2,25978,NA,"FedExCupSeasonPoints",2007
70,70,"Sean OHair",21,4580,NA,2,25994,NA,"FedExCupSeasonPoints",2007
71,71,"Will Ma Kenzie",25,4558,NA,3,26016,NA,"FedExCupSeasonPoints",2007
72,72,"Arron Oberholser",17,4538,NA,4,26036,NA,"FedExCupSeasonPoints",2007
73,73,"Fred Funk",18,4501,1,2,26073,NA,"FedExCupSeasonPoints",2007
74,74,"Brian Davis",20,4442,NA,2,26132,NA,"FedExCupSeasonPoints",2007
75,75,"Dean Wilson",23,4408,NA,3,26166,NA,"FedExCupSeasonPoints",2007
76,76,"Brian Gay",23,4345,NA,2,26229,NA,"FedExCupSeasonPoints",2007
77,77,"Ian Poulter",15,4334,NA,3,26240,NA,"FedExCupSeasonPoints",2007
78,78,"Bart Bryant",18,4271,NA,2,26303,NA,"FedExCupSeasonPoints",2007
79,79,"Joe Ogilvie",24,4193,1,1,26381,NA,"FedExCupSeasonPoints",2007
80,80,"Davis Love III",19,4142,NA,3,26432,NA,"FedExCupSeasonPoints",2007
81,81,"Steve Flesch",25,4119,1,2,26455,NA,"FedExCupSeasonPoints",2007
82,82,"Tim Petrovic",25,4102,NA,1,26472,NA,"FedExCupSeasonPoints",2007
83,83,"Jason Gore",22,3963,NA,2,26611,NA,"FedExCupSeasonPoints",2007
84,84,"Charles Warren",23,3915,NA,2,26659,NA,"FedExCupSeasonPoints",2007
85,85,"Justin Leonard",22,3885,NA,2,26689,NA,"FedExCupSeasonPoints",2007
86,86,"Tom Lehman",16,3702,NA,3,26872,NA,"FedExCupSeasonPoints",2007
87,87,"Retief Goosen",12,3688,NA,1,26886,NA,"FedExCupSeasonPoints",2007
88,88,"JJ Henry",22,3624,NA,1,26950,NA,"FedExCupSeasonPoints",2007
89,89,"Tom Pernice Jr",24,3561,NA,2,27013,NA,"FedExCupSeasonPoints",2007
90,90,"Mike Weir",19,3556,NA,2,27018,NA,"FedExCupSeasonPoints",2007
91,91,"Steve Elkington",22,3543,NA,2,27031,NA,"FedExCupSeasonPoints",2007
92,92,"Matt Kuchar",19,3493,NA,2,27081,NA,"FedExCupSeasonPoints",2007
93,93,"Chris DiMarco",22,3385,NA,1,27189,NA,"FedExCupSeasonPoints",2007
94,94,"Shaun Micheel",21,3263,NA,2,27311,NA,"FedExCupSeasonPoints",2007
95,95,"Kevin Na",18,3261,NA,3,27313,NA,"FedExCupSeasonPoints",2007
96,96,"Jose Maria Olazabal",16,3202,NA,1,27372,NA,"FedExCupSeasonPoints",2007
97,97,"Freddie Jacobson",13,3176,NA,3,27398,NA,"FedExCupSeasonPoints",2007
98,98,"Charlie Wi",20,3138,NA,2,27436,NA,"FedExCupSeasonPoints",2007
99,99,"Cliff Kresge",23,3125,NA,1,27449,NA,"FedExCupSeasonPoints",2007
100,100,"Jeff Maggert",19,3104,NA,1,27470,NA,"FedExCupSeasonPoints",2007
101,101,"Craig Kanada",25,3076,NA,1,27498,NA,"FedExCupSeasonPoints",2007
102,102,"Briny Baird",23,3069,NA,1,27505,NA,"FedExCupSeasonPoints",2007
103,103,"Ted Purdy",24,3056,NA,1,27518,NA,"FedExCupSeasonPoints",2007
104,104,"Tim Herron",22,3055,NA,1,27519,NA,"FedExCupSeasonPoints",2007
105,105,"Kevin Stadler",23,3055,NA,2,27519,NA,"FedExCupSeasonPoints",2007
106,106,"Chad Campbell",22,3036,NA,1,27538,NA,"FedExCupSeasonPoints",2007
107,107,"Bob Estes",20,3016,NA,3,27558,NA,"FedExCupSeasonPoints",2007
108,108,"Robert Garrigus",21,2987,NA,1,27587,NA,"FedExCupSeasonPoints",2007
109,109,"Jeff Overton",11,2977,NA,2,27597,NA,"FedExCupSeasonPoints",2007
110,110,"Ben Curtis",20,2955,NA,2,27619,NA,"FedExCupSeasonPoints",2007
111,111,"Tommy Armour III",18,2865,NA,1,27709,NA,"FedExCupSeasonPoints",2007
112,112,"JB Holmes",18,2860,NA,2,27714,NA,"FedExCupSeasonPoints",2007
113,113,"George McNeill",23,2848,NA,1,27726,NA,"FedExCupSeasonPoints",2007
114,114,"Daniel Chopra",26,2819,NA,1,27755,NA,"FedExCupSeasonPoints",2007
115,115,"DJ Trahan",24,2766,NA,2,27808,NA,"FedExCupSeasonPoints",2007
116,116,"Harrison Frazar",23,2710,NA,2,27864,NA,"FedExCupSeasonPoints",2007
117,117,"JP Hayes",20,2653,NA,2,27921,NA,"FedExCupSeasonPoints",2007
118,118,"Brett Quigley",23,2613,NA,1,27961,NA,"FedExCupSeasonPoints",2007
119,119,"Steve Allan",16,2479,NA,1,28095,NA,"FedExCupSeasonPoints",2007
120,120,"Mathew Goggin",23,2468,NA,NA,28106,NA,"FedExCupSeasonPoints",2007
121,121,"Doug LaBelle II",24,2427,NA,1,28147,NA,"FedExCupSeasonPoints",2007
122,122,"Alex Cejka",19,2400,NA,2,28174,NA,"FedExCupSeasonPoints",2007
123,123,"Joe Durant",22,2392,NA,NA,28182,NA,"FedExCupSeasonPoints",2007
124,124,"John Merrick",21,2358,NA,1,28216,NA,"FedExCupSeasonPoints",2007
125,125,"Bill Haas",24,2336,NA,1,28238,NA,"FedExCupSeasonPoints",2007
126,126,"Jason Bohn",17,2334,NA,NA,28240,NA,"FedExCupSeasonPoints",2007
127,127,"Johnson Wagner",26,2317,NA,1,28257,NA,"FedExCupSeasonPoints",2007
128,128,"Jason Dufner",25,2180,NA,1,28394,NA,"FedExCupSeasonPoints",2007
129,129,"Frank Lickliter II",22,2175,NA,NA,28399,NA,"FedExCupSeasonPoints",2007
130,130,"Gavin Coles",20,2174,NA,2,28400,NA,"FedExCupSeasonPoints",2007
131,131,"Ryan Armour",24,2165,NA,2,28409,NA,"FedExCupSeasonPoints",2007
132,132,"Bob Heintz",19,2163,NA,2,28411,NA,"FedExCupSeasonPoints",2007
133,133,"Ryan Palmer",23,2142,NA,1,28432,NA,"FedExCupSeasonPoints",2007
134,134,"Rich Beem",21,2101,NA,1,28473,NA,"FedExCupSeasonPoints",2007
135,135,"Tripp Isenhour",24,2099,NA,1,28475,NA,"FedExCupSeasonPoints",2007
136,136,"Billy Andrade",21,2019,NA,NA,28555,NA,"FedExCupSeasonPoints",2007
137,137,"Anders Hansen",14,1989,NA,NA,28585,NA,"FedExCupSeasonPoints",2007
138,138,"Jesper Parnevik",20,1976,NA,NA,28598,NA,"FedExCupSeasonPoints",2007
139,139,"Corey Pavin",22,1967,NA,1,28607,NA,"FedExCupSeasonPoints",2007
140,140,"Shigeki Maruyama",24,1942,NA,1,28632,NA,"FedExCupSeasonPoints",2007
141,141,"Michael Putnam",21,1791,NA,NA,28783,NA,"FedExCupSeasonPoints",2007
142,142,"Bob Tway",24,1790,NA,NA,28784,NA,"FedExCupSeasonPoints",2007
143,143,"Andrew Buckle",18,1771,NA,1,28803,NA,"FedExCupSeasonPoints",2007
144,144,"Jeff Gove",22,1763,NA,1,28811,NA,"FedExCupSeasonPoints",2007
145,145,"Eric Axley",29,1740,NA,NA,28834,NA,"FedExCupSeasonPoints",2007
146,146,"Lee Janzen",19,1694,NA,NA,28880,NA,"FedExCupSeasonPoints",2007
147,147,"Glen Day",20,1672,NA,NA,28902,NA,"FedExCupSeasonPoints",2007
148,148,"Marco Dawson",16,1669,NA,1,28905,NA,"FedExCupSeasonPoints",2007
149,149,"Cameron Beckman",22,1610,NA,1,28964,NA,"FedExCupSeasonPoints",2007
150,150,"Mark Hensby",20,1561,NA,NA,29013,NA,"FedExCupSeasonPoints",2007
151,151,"Steve Lowery",15,1536,NA,1,29038,NA,"FedExCupSeasonPoints",2007
152,152,"Mathias Gronberg",24,1515,NA,NA,29059,NA,"FedExCupSeasonPoints",2007
153,153,"Chris Couch",24,1494,NA,NA,29080,NA,"FedExCupSeasonPoints",2007
154,154,"Dudley Hart",12,1388,NA,1,29186,NA,"FedExCupSeasonPoints",2007
155,155,"Greg Kraft",4,1335,NA,1,29239,NA,"FedExCupSeasonPoints",2007
156,156,"Greg Owen",22,1321,NA,1,29253,NA,"FedExCupSeasonPoints",2007
157,157,"Duffy Waldorf",17,1313,NA,NA,29261,NA,"FedExCupSeasonPoints",2007
158,158,"Parker McLachlin",21,1307,NA,NA,29267,NA,"FedExCupSeasonPoints",2007
159,159,"Richard Johnson",25,1294,NA,NA,29280,NA,"FedExCupSeasonPoints",2007
160,160,"Paul Stankowski",18,1288,NA,NA,29286,NA,"FedExCupSeasonPoints",2007
161,161,"Olin Browne",11,1284,NA,1,29290,NA,"FedExCupSeasonPoints",2007
162,162,"Michael Allen",17,1279,NA,1,29295,NA,"FedExCupSeasonPoints",2007
163,163,"Robert Gamez",23,1217,NA,1,29357,NA,"FedExCupSeasonPoints",2007
164,164,"Rich Barcelo",20,1217,NA,1,29357,NA,"FedExCupSeasonPoints",2007
165,165,"Kent Jones",23,1196,NA,NA,29378,NA,"FedExCupSeasonPoints",2007
166,166,"Craig Bowden",18,1193,NA,1,29381,NA,"FedExCupSeasonPoints",2007
167,167,"Chris Stroud",17,1174,NA,1,29400,NA,"FedExCupSeasonPoints",2007
168,168,"Joey Sindelar",20,1160,NA,NA,29414,NA,"FedExCupSeasonPoints",2007
169,169,"Michael Sim",11,1144,NA,NA,29430,NA,"FedExCupSeasonPoints",2007
170,170,"John Daly",18,1081,NA,NA,29493,NA,"FedExCupSeasonPoints",2007
171,171,"Neal Lancaster",7,1080,NA,1,29494,NA,"FedExCupSeasonPoints",2007
172,172,"Chris Tidland",15,1044,NA,1,29530,NA,"FedExCupSeasonPoints",2007
173,173,"Kirk Triplett",19,1033,NA,NA,29541,NA,"FedExCupSeasonPoints",2007
174,174,"Jeff Sluman",21,1030,NA,1,29544,NA,"FedExCupSeasonPoints",2007
175,175,"Brendon de Jonge",19,1010,NA,2,29564,NA,"FedExCupSeasonPoints",2007
176,176,"Paul Gow",19,1001,NA,1,29573,NA,"FedExCupSeasonPoints",2007
177,177,"Lee Westwood",8,991,NA,NA,29583,NA,"FedExCupSeasonPoints",2007
178,178,"Darron Stiles",17,922,NA,NA,29652,NA,"FedExCupSeasonPoints",2007
179,179,"Chris Riley",12,919,NA,NA,29655,NA,"FedExCupSeasonPoints",2007
180,180,"Dicky Pride",18,907,NA,NA,29667,NA,"FedExCupSeasonPoints",2007
181,181,"Kyle Reifers",20,897,NA,NA,29677,NA,"FedExCupSeasonPoints",2007
182,182,"Scott Gutschewski",15,870,NA,NA,29704,NA,"FedExCupSeasonPoints",2007
183,183,"Jarrod Lyle",17,869,NA,NA,29705,NA,"FedExCupSeasonPoints",2007
184,184,"Tom Johnson",20,826,NA,NA,29748,NA,"FedExCupSeasonPoints",2007
185,185,"Tom Byrum",15,792,NA,NA,29782,NA,"FedExCupSeasonPoints",2007
186,186,"Vance Veazey",8,783,NA,1,29791,NA,"FedExCupSeasonPoints",2007
187,187,"Paul Azinger",13,782,NA,NA,29792,NA,"FedExCupSeasonPoints",2007
188,188,"BJ Staten",7,727,NA,1,29847,NA,"FedExCupSeasonPoints",2007
189,189,"Jeff Brehaut",14,711,NA,NA,29863,NA,"FedExCupSeasonPoints",2007
190,190,"Ben Crane",6,691,NA,NA,29883,NA,"FedExCupSeasonPoints",2007
191,191,"Daisuke Maruyama",21,685,NA,NA,29889,NA,"FedExCupSeasonPoints",2007
192,192,"DJ Brigman",16,653,NA,NA,29921,NA,"FedExCupSeasonPoints",2007
193,193,"Craig Lile",17,599,NA,NA,29975,NA,"FedExCupSeasonPoints",2007
194,194,"David Howell",10,577,NA,NA,29997,NA,"FedExCupSeasonPoints",2007
195,195,"John Huston",11,525,NA,NA,30049,NA,"FedExCupSeasonPoints",2007
196,196,"John Cook",12,516,NA,NA,30058,NA,"FedExCupSeasonPoints",2007
197,197,"Jason Schultz",15,504,NA,NA,30070,NA,"FedExCupSeasonPoints",2007
198,198,"Mark Brooks",14,489,NA,NA,30085,NA,"FedExCupSeasonPoints",2007
199,199,"Craig Barlow",11,451,NA,NA,30123,NA,"FedExCupSeasonPoints",2007
200,200,"Skip Kendall",5,440,NA,1,30134,NA,"FedExCupSeasonPoints",2007
201,201,"Steve Wheatcroft",18,429,NA,NA,30145,NA,"FedExCupSeasonPoints",2007
202,202,"Tag Ridings",13,416,NA,NA,30158,NA,"FedExCupSeasonPoints",2007
203,203,"Brent Geiberger",12,382,NA,NA,30192,NA,"FedExCupSeasonPoints",2007
204,204,"Larry Mize",8,378,NA,1,30196,NA,"FedExCupSeasonPoints",2007
205,205,"Brad Faxon",18,375,NA,NA,30199,NA,"FedExCupSeasonPoints",2007
206,206,"Jay Delsing",8,371,NA,NA,30203,NA,"FedExCupSeasonPoints",2007
207,207,"Todd Hamilton",24,358,NA,NA,30216,NA,"FedExCupSeasonPoints",2007
208,208,"Bob May",10,355,NA,NA,30219,NA,"FedExCupSeasonPoints",2007
209,209,"Garrett Willis",8,333,NA,NA,30241,NA,"FedExCupSeasonPoints",2007
210,210,"Arjun Atwal",9,331,NA,NA,30243,NA,"FedExCupSeasonPoints",2007
211,211,"David Branshaw",23,324,NA,NA,30250,NA,"FedExCupSeasonPoints",2007
212,212,"Michael Boyd",14,294,NA,NA,30280,NA,"FedExCupSeasonPoints",2007
213,213,"Omar Uresti",3,293,NA,NA,30281,NA,"FedExCupSeasonPoints",2007
213,213,"Tom Watson",2,293,NA,NA,30281,NA,"FedExCupSeasonPoints",2007
215,215,"Jerry Smith",12,292,NA,NA,30282,NA,"FedExCupSeasonPoints",2007
216,216,"Darren Clarke",10,291,NA,NA,30283,NA,"FedExCupSeasonPoints",2007
217,217,"David Duval",5,287,NA,NA,30287,NA,"FedExCupSeasonPoints",2007
218,218,"Carlos Franco",9,285,NA,NA,30289,NA,"FedExCupSeasonPoints",2007
219,219,"Bubba Dickerson",13,252,NA,NA,30322,NA,"FedExCupSeasonPoints",2007
220,220,"Matt Hendrix",17,238,NA,NA,30336,NA,"FedExCupSeasonPoints",2007
221,221,"Jaco Van Zyl",14,224,NA,NA,30350,NA,"FedExCupSeasonPoints",2007
222,222,"Grant Waite",8,223,NA,NA,30351,NA,"FedExCupSeasonPoints",2007
223,223,"Chris Smith",7,204,NA,NA,30370,NA,"FedExCupSeasonPoints",2007
224,224,"Shane Bertsch",4,190,NA,NA,30384,NA,"FedExCupSeasonPoints",2007
225,225,"Wes Short Jr",12,184,NA,NA,30390,NA,"FedExCupSeasonPoints",2007
226,226,"Jim Rutledge",16,178,NA,NA,30396,NA,"FedExCupSeasonPoints",2007
227,227,"Fred Couples",3,163,NA,NA,30411,NA,"FedExCupSeasonPoints",2007
228,228,"Steve Jones",9,161,NA,NA,30413,NA,"FedExCupSeasonPoints",2007
229,229,"Mark OMeara",4,160,NA,NA,30414,NA,"FedExCupSeasonPoints",2007
230,230,"Sandy Lyle",2,159,NA,NA,30415,NA,"FedExCupSeasonPoints",2007
231,231,"Dan Forsman",8,156,NA,NA,30418,NA,"FedExCupSeasonPoints",2007
232,232,"Kris Cox",8,146,NA,NA,30428,NA,"FedExCupSeasonPoints",2007
233,233,"Michael Bradley",5,137,NA,NA,30437,NA,"FedExCupSeasonPoints",2007
234,234,"Danny Ellis",2,111,NA,NA,30463,NA,"FedExCupSeasonPoints",2007
235,235,"Bryce Molder",14,107,NA,NA,30467,NA,"FedExCupSeasonPoints",2007
236,236,"Jim Gallagher Jr",6,98,NA,NA,30476,NA,"FedExCupSeasonPoints",2007
237,237,"Jim McGovern",4,83,NA,NA,30491,NA,"FedExCupSeasonPoints",2007
238,238,"Notah Begay III",5,80,NA,NA,30494,NA,"FedExCupSeasonPoints",2007
239,239,"Craig Stadler",1,70,NA,NA,30504,NA,"FedExCupSeasonPoints",2007
240,240,"Ben Crenshaw",1,63,NA,NA,30511,NA,"FedExCupSeasonPoints",2007
241,241,"Fuzzy Zoeller",1,61,NA,NA,30513,NA,"FedExCupSeasonPoints",2007
242,242,"Phil Tataurangi",5,56,NA,NA,30518,NA,"FedExCupSeasonPoints",2007
243,243,"Loren Roberts",3,53,NA,NA,30521,NA,"FedExCupSeasonPoints",2007
244,244,"Paul Sheehan",11,52,NA,NA,30522,NA,"FedExCupSeasonPoints",2007
245,245,"Blaine McCallister",6,52,NA,NA,30522,NA,"FedExCupSeasonPoints",2007
246,246,"Brandt Jobe",5,51,NA,NA,30523,NA,"FedExCupSeasonPoints",2007
246,246,"JL Lewis",4,51,NA,NA,30523,NA,"FedExCupSeasonPoints",2007
248,248,"Bob Burns",4,51,NA,NA,30523,NA,"FedExCupSeasonPoints",2007
249,249,"Spike McRoy",2,50,NA,NA,30524,NA,"FedExCupSeasonPoints",2007
250,250,"David Berganio Jr",3,44,NA,NA,30530,NA,"FedExCupSeasonPoints",2007
251,251,"Willie Wood",4,44,NA,NA,30530,NA,"FedExCupSeasonPoints",2007
252,252,"Guy Boros",4,30,NA,NA,30544,NA,"FedExCupSeasonPoints",2007
253,253,"Scott Gump",8,28,NA,NA,30546,NA,"FedExCupSeasonPoints",2007
