"ScramblingfromOtherLocations_RANKTHISWEEK_2010","ScramblingfromOtherLocations_RANKLASTWEEK_2010","ScramblingfromOtherLocations_PLAYERNAME_2010","ScramblingfromOtherLocations_ROUNDS_2010","ScramblingfromOtherLocations_Pct_2010","ScramblingfromOtherLocations_SUCCESSES_2010","ScramblingfromOtherLocations_ATTEMPTS_2010","stat_name","year"
64,64,"Briny Baird",87,59.54,78,131,"ScramblingfromOtherLocations",2010
64,64,"James Nitties",92,59.54,103,173,"ScramblingfromOtherLocations",2010
66,66,"Padraig Harrington",57,59.46,44,74,"ScramblingfromOtherLocations",2010
66,66,"Joe Ogilvie",99,59.46,88,148,"ScramblingfromOtherLocations",2010
66,66,"Justin Rose",78,59.46,66,111,"ScramblingfromOtherLocations",2010
69,69,"Bill Haas",87,59.38,57,96,"ScramblingfromOtherLocations",2010
70,70,"Brian Gay",101,59.35,92,155,"ScramblingfromOtherLocations",2010
71,71,"Paul Stankowski",62,59.34,54,91,"ScramblingfromOtherLocations",2010
72,72,"Mark Wilson",87,59.32,70,118,"ScramblingfromOtherLocations",2010
73,73,"Stuart Appleby",101,59.3,102,172,"ScramblingfromOtherLocations",2010
74,74,"Blake Adams",84,59.06,75,127,"ScramblingfromOtherLocations",2010
75,75,"JJ Henry",92,59.01,95,161,"ScramblingfromOtherLocations",2010
76,76,"Adam Scott",70,58.97,46,78,"ScramblingfromOtherLocations",2010
77,77,"Kevin Stadler",86,58.96,79,134,"ScramblingfromOtherLocations",2010
78,78,"Jeff Maggert",76,58.93,66,112,"ScramblingfromOtherLocations",2010
79,79,"Shaun Micheel",70,58.91,76,129,"ScramblingfromOtherLocations",2010
80,80,"Lee Janzen",77,58.87,73,124,"ScramblingfromOtherLocations",2010
81,81,"Tim Petrovic",105,58.85,113,192,"ScramblingfromOtherLocations",2010
82,82,"Rod Pampling",77,58.82,80,136,"ScramblingfromOtherLocations",2010
83,83,"Scott Piercy",88,58.74,84,143,"ScramblingfromOtherLocations",2010
84,84,"Chris Couch",66,58.65,61,104,"ScramblingfromOtherLocations",2010
84,84,"James Driscoll",78,58.65,78,133,"ScramblingfromOtherLocations",2010
86,86,"John Mallinger",78,58.59,58,99,"ScramblingfromOtherLocations",2010
87,87,"Brian Davis",101,58.43,97,166,"ScramblingfromOtherLocations",2010
88,88,"Nathan Green",86,58.33,91,156,"ScramblingfromOtherLocations",2010
89,89,"Michael Bradley",77,58.27,74,127,"ScramblingfromOtherLocations",2010
90,90,"Rory McIlroy",54,58.21,39,67,"ScramblingfromOtherLocations",2010
91,91,"Will Ma Kenzie",72,58.18,64,110,"ScramblingfromOtherLocations",2010
92,92,"Chris Tidland",77,58.12,68,117,"ScramblingfromOtherLocations",2010
93,93,"Brent Delahoussaye",57,58.06,54,93,"ScramblingfromOtherLocations",2010
94,94,"Jeev Milkha Singh",59,57.95,51,88,"ScramblingfromOtherLocations",2010
94,94,"Brett Wetterich",54,57.95,51,88,"ScramblingfromOtherLocations",2010
96,96,"Mathew Goggin",85,57.82,85,147,"ScramblingfromOtherLocations",2010
96,96,"Martin Laird",91,57.82,85,147,"ScramblingfromOtherLocations",2010
96,96,"Brian Stuard",81,57.82,85,147,"ScramblingfromOtherLocations",2010
99,99,"Bo Van Pelt",104,57.78,78,135,"ScramblingfromOtherLocations",2010
100,100,"Garrett Willis",82,57.69,60,104,"ScramblingfromOtherLocations",2010
101,101,"George McNeill",79,57.46,77,134,"ScramblingfromOtherLocations",2010
102,102,"Woody Austin",93,57.43,85,148,"ScramblingfromOtherLocations",2010
103,103,"David Toms",86,57.41,62,108,"ScramblingfromOtherLocations",2010
104,104,"Rickie Fowler",98,57.38,70,122,"ScramblingfromOtherLocations",2010
105,105,"Jerry Kelly",99,57.35,78,136,"ScramblingfromOtherLocations",2010
106,106,"Jimmy Walker",82,57.25,75,131,"ScramblingfromOtherLocations",2010
107,107,"DA Points",90,57.24,83,145,"ScramblingfromOtherLocations",2010
108,108,"Phil Mickelson",76,57.14,48,84,"ScramblingfromOtherLocations",2010
109,109,"Paul Goydos",78,57.02,65,114,"ScramblingfromOtherLocations",2010
110,110,"Rory Sabbatini",79,56.86,58,102,"ScramblingfromOtherLocations",2010
111,111,"Ian Poulter",55,56.82,25,44,"ScramblingfromOtherLocations",2010
112,112,"John Senden",103,56.8,71,125,"ScramblingfromOtherLocations",2010
113,113,"Johnson Wagner",85,56.74,80,141,"ScramblingfromOtherLocations",2010
114,114,"Stephen Ames",75,56.64,64,113,"ScramblingfromOtherLocations",2010
115,115,"Justin Leonard",89,56.63,94,166,"ScramblingfromOtherLocations",2010
116,116,"Matt Every",60,56.58,43,76,"ScramblingfromOtherLocations",2010
117,117,"Chad Campbell",95,56.38,84,149,"ScramblingfromOtherLocations",2010
118,118,"Sergio Garcia",58,56.36,31,55,"ScramblingfromOtherLocations",2010
119,119,"Luke Donald",71,56.18,50,89,"ScramblingfromOtherLocations",2010
120,120,"Brandt Snedeker",89,56.12,78,139,"ScramblingfromOtherLocations",2010
121,121,"Jeff Overton",89,56.1,69,123,"ScramblingfromOtherLocations",2010
122,122,"Roland Thatcher",72,55.93,66,118,"ScramblingfromOtherLocations",2010
123,123,"Chris Stroud",90,55.81,72,129,"ScramblingfromOtherLocations",2010
124,124,"Ben Curtis",78,55.65,64,115,"ScramblingfromOtherLocations",2010
125,125,"Ricky Barnes",103,55.56,70,126,"ScramblingfromOtherLocations",2010
125,125,"Scott McCarron",90,55.56,90,162,"ScramblingfromOtherLocations",2010
127,127,"Webb Simpson",98,55.48,86,155,"ScramblingfromOtherLocations",2010
128,128,"Michael Letzig",84,55.38,72,130,"ScramblingfromOtherLocations",2010
129,129,"Aaron Baddeley",94,55.3,73,132,"ScramblingfromOtherLocations",2010
130,130,"Robert Allenby",76,55.22,37,67,"ScramblingfromOtherLocations",2010
131,131,"Nicholas Thompson",88,55.12,70,127,"ScramblingfromOtherLocations",2010
132,132,"Brett Quigley",96,55.1,81,147,"ScramblingfromOtherLocations",2010
133,133,"Alex Cejka",81,54.95,61,111,"ScramblingfromOtherLocations",2010
133,133,"Zach Johnson",93,54.95,50,91,"ScramblingfromOtherLocations",2010
135,135,"Roger Tambellini",77,54.9,56,102,"ScramblingfromOtherLocations",2010
136,136,"Troy Merritt",86,54.79,80,146,"ScramblingfromOtherLocations",2010
137,137,"Marc Leishman",87,54.7,64,117,"ScramblingfromOtherLocations",2010
138,138,"Steve Wheatcroft",74,54.63,59,108,"ScramblingfromOtherLocations",2010
139,139,"Tom Pernice Jr",74,54.35,50,92,"ScramblingfromOtherLocations",2010
140,140,"Jason Bohn",84,54.33,69,127,"ScramblingfromOtherLocations",2010
141,141,"Tim Clark",88,54.26,51,94,"ScramblingfromOtherLocations",2010
142,142,"Trevor Immelman",55,54.12,46,85,"ScramblingfromOtherLocations",2010
143,143,"Tom Gillis",97,53.96,75,139,"ScramblingfromOtherLocations",2010
144,144,"Jeff Quinney",91,53.9,83,154,"ScramblingfromOtherLocations",2010
145,145,"Troy Matteson",84,53.7,58,108,"ScramblingfromOtherLocations",2010
146,146,"Chris Wilson",65,53.47,54,101,"ScramblingfromOtherLocations",2010
147,147,"Cliff Kresge",50,53.33,40,75,"ScramblingfromOtherLocations",2010
148,148,"Stewart Cink",84,53.26,49,92,"ScramblingfromOtherLocations",2010
149,149,"Charley Hoffman",85,52.94,63,119,"ScramblingfromOtherLocations",2010
149,149,"Vijay Singh",75,52.94,45,85,"ScramblingfromOtherLocations",2010
151,151,"Kenny Perry",69,52.81,47,89,"ScramblingfromOtherLocations",2010
152,152,"Kris Blanks",91,52.59,71,135,"ScramblingfromOtherLocations",2010
153,153,"Kevin Streelman",90,52.53,83,158,"ScramblingfromOtherLocations",2010
154,154,"Rich Barcelo",70,52.38,66,126,"ScramblingfromOtherLocations",2010
154,154,"Garth Mulroy",53,52.38,33,63,"ScramblingfromOtherLocations",2010
154,154,"Carl Pettersson",99,52.38,77,147,"ScramblingfromOtherLocations",2010
157,157,"Hunter Mahan",85,52.27,46,88,"ScramblingfromOtherLocations",2010
158,158,"Bubba Watson",77,52.21,59,113,"ScramblingfromOtherLocations",2010
159,159,"Bill Lunde",79,52.11,74,142,"ScramblingfromOtherLocations",2010
160,160,"Davis Love III",79,51.96,53,102,"ScramblingfromOtherLocations",2010
161,161,"Justin Bolli",55,51.9,41,79,"ScramblingfromOtherLocations",2010
161,161,"Mathias Gronberg",61,51.9,41,79,"ScramblingfromOtherLocations",2010
163,163,"David Duval",71,51.89,55,106,"ScramblingfromOtherLocations",2010
164,164,"Cameron Tringale",55,51.85,42,81,"ScramblingfromOtherLocations",2010
165,165,"Charles Warren",64,51.61,48,93,"ScramblingfromOtherLocations",2010
166,166,"DJ Trahan",92,51.38,56,109,"ScramblingfromOtherLocations",2010
167,167,"Dustin Johnson",83,51.16,44,86,"ScramblingfromOtherLocations",2010
168,168,"Geoff Ogilvy",62,50.85,30,59,"ScramblingfromOtherLocations",2010
169,169,"Alex Prugh",88,50.7,72,142,"ScramblingfromOtherLocations",2010
170,170,"Camilo Villegas",78,50.67,38,75,"ScramblingfromOtherLocations",2010
171,171,"John Daly",63,50.59,43,85,"ScramblingfromOtherLocations",2010
172,172,"Brenden Pappas",66,50.57,44,87,"ScramblingfromOtherLocations",2010
173,173,"Cameron Beckman",68,50.5,51,101,"ScramblingfromOtherLocations",2010
174,174,"David Lutterus",69,50.48,53,105,"ScramblingfromOtherLocations",2010
175,175,"Martin Flores",75,50,64,128,"ScramblingfromOtherLocations",2010
175,175,"Greg Owen",69,50,61,122,"ScramblingfromOtherLocations",2010
177,177,"Nick Watney",91,49.41,42,85,"ScramblingfromOtherLocations",2010
178,178,"Brendon de Jonge",114,48.92,68,139,"ScramblingfromOtherLocations",2010
179,179,"Vance Veazey",58,48.7,56,115,"ScramblingfromOtherLocations",2010
180,180,"Ted Purdy",86,48.65,72,148,"ScramblingfromOtherLocations",2010
181,181,"Andrew McLardy",52,48.54,50,103,"ScramblingfromOtherLocations",2010
182,182,"Billy Mayfair",78,47.83,55,115,"ScramblingfromOtherLocations",2010
183,183,"Steve Lowery",67,47.22,51,108,"ScramblingfromOtherLocations",2010
184,184,"JP Hayes",79,47.2,59,125,"ScramblingfromOtherLocations",2010
185,185,"Brad Faxon",58,47.06,64,136,"ScramblingfromOtherLocations",2010
186,186,"Ryan Palmer",84,47.01,55,117,"ScramblingfromOtherLocations",2010
187,187,"Greg Kraft",52,46.67,49,105,"ScramblingfromOtherLocations",2010
188,188,"Jerod Turner",54,45.56,41,90,"ScramblingfromOtherLocations",2010
189,189,"Mark Calcavecchia",50,44.64,25,56,"ScramblingfromOtherLocations",2010
190,190,"Jeff Gove",57,43.96,40,91,"ScramblingfromOtherLocations",2010
191,191,"Kevin Johnson",62,42.11,40,95,"ScramblingfromOtherLocations",2010
192,192,"Henrik Bjornstad",72,40.54,45,111,"ScramblingfromOtherLocations",2010
