"AverageApproachDistancePar_RANKTHISWEEK_2005","AverageApproachDistancePar_RANKLASTWEEK_2005","AverageApproachDistancePar_PLAYERNAME_2005","AverageApproachDistancePar_ROUNDS_2005","AverageApproachDistancePar_AVGYARDS_2005","AverageApproachDistancePar_TOTALDISTANCEINCHES_2005","AverageApproachDistancePar_NUMBEROFAPPROACHSHOTS_2005","stat_name","year"
68,68,"Bo Van Pelt",112,160.6,6025251,1042,"AverageApproachDistancePar",2005
73,73,"Matt Gogel",78,160.7,4478949,774,"AverageApproachDistancePar",2005
73,73,"Jerry Kelly",101,160.7,5137755,888,"AverageApproachDistancePar",2005
73,73,"Arron Oberholser",65,160.7,3377762,584,"AverageApproachDistancePar",2005
73,73,"Joey Sindelar",104,160.7,6570806,1136,"AverageApproachDistancePar",2005
73,73,"Jeff Sluman",94,160.7,5794988,1002,"AverageApproachDistancePar",2005
78,78,"Peter Lonard",85,160.8,4388168,758,"AverageApproachDistancePar",2005
78,78,"Ted Purdy",122,160.8,6374369,1101,"AverageApproachDistancePar",2005
78,78,"Nick Watney",91,160.8,5145598,889,"AverageApproachDistancePar",2005
81,81,"Woody Austin",100,160.9,5733631,990,"AverageApproachDistancePar",2005
81,81,"Jason Bohn",91,160.9,5426459,937,"AverageApproachDistancePar",2005
81,81,"Tim Herron",100,160.9,5068827,875,"AverageApproachDistancePar",2005
81,81,"Mark OMeara",66,160.9,3491774,603,"AverageApproachDistancePar",2005
81,81,"Tjaart van der Walt",56,160.9,3580467,618,"AverageApproachDistancePar",2005
86,86,"Harrison Frazar",105,161,6003963,1036,"AverageApproachDistancePar",2005
86,86,"Scott Gutschewski",86,161,4573845,789,"AverageApproachDistancePar",2005
86,86,"Ian Poulter",62,161,2284095,394,"AverageApproachDistancePar",2005
89,89,"Jason Allred",75,161.1,4013352,692,"AverageApproachDistancePar",2005
89,89,"Brent Geiberger",61,161.1,3491069,602,"AverageApproachDistancePar",2005
89,89,"Dudley Hart",84,161.1,4872837,840,"AverageApproachDistancePar",2005
89,89,"Chris Smith",93,161.1,5363613,925,"AverageApproachDistancePar",2005
93,93,"Doug Barron",70,161.2,4376273,754,"AverageApproachDistancePar",2005
93,93,"Tom Gillis",77,161.2,4457636,768,"AverageApproachDistancePar",2005
93,93,"JJ Henry",102,161.2,5853661,1009,"AverageApproachDistancePar",2005
93,93,"John Huston",90,161.2,5073096,874,"AverageApproachDistancePar",2005
93,93,"Freddie Jacobson",72,161.2,3608874,622,"AverageApproachDistancePar",2005
93,93,"Steve Stricker",62,161.2,3789424,653,"AverageApproachDistancePar",2005
99,99,"Lee Janzen",75,161.3,3884493,669,"AverageApproachDistancePar",2005
99,99,"Franklin Langham",91,161.3,5150642,887,"AverageApproachDistancePar",2005
99,99,"John Rollins",97,161.3,5297054,912,"AverageApproachDistancePar",2005
99,99,"Roland Thatcher",75,161.3,4441166,765,"AverageApproachDistancePar",2005
103,103,"John Elliott",58,161.4,3114536,536,"AverageApproachDistancePar",2005
103,103,"Scott Hend",75,161.4,3881577,668,"AverageApproachDistancePar",2005
103,103,"Charles Howell III",95,161.4,4799650,826,"AverageApproachDistancePar",2005
106,106,"Tom Byrum",83,161.5,5076146,873,"AverageApproachDistancePar",2005
106,106,"Brian Davis",75,161.5,4057758,698,"AverageApproachDistancePar",2005
106,106,"Mathias Gronberg",60,161.5,3709878,638,"AverageApproachDistancePar",2005
106,106,"Michael Long",72,161.5,4185167,720,"AverageApproachDistancePar",2005
106,106,"Hideto Tanihara",50,161.5,2918952,502,"AverageApproachDistancePar",2005
111,111,"Greg Owen",84,161.6,4642462,798,"AverageApproachDistancePar",2005
111,111,"Kevin Stadler",96,161.6,5176991,890,"AverageApproachDistancePar",2005
111,111,"Hidemichi Tanaka",106,161.6,6324063,1087,"AverageApproachDistancePar",2005
111,111,"Charles Warren",89,161.6,5025632,864,"AverageApproachDistancePar",2005
111,111,"Brett Wetterich",76,161.6,4293424,738,"AverageApproachDistancePar",2005
116,116,"DJ Brigman",76,161.7,3895401,669,"AverageApproachDistancePar",2005
116,116,"Brandt Jobe",96,161.7,5349188,919,"AverageApproachDistancePar",2005
116,116,"Mark Wilson",74,161.7,4225436,726,"AverageApproachDistancePar",2005
119,119,"Richard Johnson",50,161.8,3086832,530,"AverageApproachDistancePar",2005
119,119,"Ryan Palmer",101,161.8,5039445,865,"AverageApproachDistancePar",2005
119,119,"Dean Wilson",86,161.8,5270324,905,"AverageApproachDistancePar",2005
122,122,"Jeff Brehaut",71,161.9,4271915,733,"AverageApproachDistancePar",2005
122,122,"Jonathan Byrd",103,161.9,6010462,1031,"AverageApproachDistancePar",2005
122,122,"Ben Crane",78,161.9,4173475,716,"AverageApproachDistancePar",2005
122,122,"James Driscoll",73,161.9,4197457,720,"AverageApproachDistancePar",2005
122,122,"Paul Gow",78,161.9,4404989,756,"AverageApproachDistancePar",2005
122,122,"Craig Perks",67,161.9,3688751,633,"AverageApproachDistancePar",2005
122,122,"Tiger Woods",76,161.9,3514189,603,"AverageApproachDistancePar",2005
129,129,"Neal Lancaster",95,162,5550806,952,"AverageApproachDistancePar",2005
129,129,"Stephen Leaney",89,162,5090672,873,"AverageApproachDistancePar",2005
129,129,"Shaun Micheel",81,162,4279550,734,"AverageApproachDistancePar",2005
132,132,"Todd Fischer",99,162.1,5701892,977,"AverageApproachDistancePar",2005
132,132,"Mark Hensby",70,162.1,2947741,505,"AverageApproachDistancePar",2005
134,134,"Rich Beem",66,162.2,3117963,534,"AverageApproachDistancePar",2005
134,134,"Bradley Hughes",52,162.2,3264598,559,"AverageApproachDistancePar",2005
134,134,"Justin Leonard",78,162.2,3678114,630,"AverageApproachDistancePar",2005
134,134,"Larry Mize",54,162.2,3059712,524,"AverageApproachDistancePar",2005
138,138,"Jay Haas",54,162.3,2588957,443,"AverageApproachDistancePar",2005
138,138,"Tom Lehman",69,162.3,3388957,580,"AverageApproachDistancePar",2005
138,138,"Tag Ridings",93,162.3,5211430,892,"AverageApproachDistancePar",2005
138,138,"DJ Trahan",81,162.3,4493855,769,"AverageApproachDistancePar",2005
138,138,"Lee Westwood",50,162.3,2161287,370,"AverageApproachDistancePar",2005
143,143,"Stephen Ames",82,162.4,4081034,698,"AverageApproachDistancePar",2005
143,143,"Stewart Cink",98,162.4,4824595,825,"AverageApproachDistancePar",2005
143,143,"Chris DiMarco",83,162.4,4056908,694,"AverageApproachDistancePar",2005
143,143,"Carl Pettersson",109,162.4,6318321,1081,"AverageApproachDistancePar",2005
143,143,"DA Points",94,162.4,5483120,938,"AverageApproachDistancePar",2005
143,143,"Vijay Singh",111,162.4,5864287,1003,"AverageApproachDistancePar",2005
149,149,"Mark Calcavecchia",92,162.5,5014759,857,"AverageApproachDistancePar",2005
149,149,"Justin Rose",99,162.5,5938711,1015,"AverageApproachDistancePar",2005
151,151,"Fred Funk",102,162.6,5896029,1007,"AverageApproachDistancePar",2005
152,152,"Bernhard Langer",67,162.7,3064163,523,"AverageApproachDistancePar",2005
153,153,"John Cook",72,162.8,3808545,650,"AverageApproachDistancePar",2005
153,153,"Carlos Franco",78,162.8,4584267,782,"AverageApproachDistancePar",2005
153,153,"Jim Furyk",94,162.8,4977012,849,"AverageApproachDistancePar",2005
153,153,"Scott McCarron",78,162.8,3963013,676,"AverageApproachDistancePar",2005
153,153,"Brett Quigley",96,162.8,5650312,964,"AverageApproachDistancePar",2005
153,153,"Patrick Sheehan",114,162.8,6129979,1046,"AverageApproachDistancePar",2005
153,153,"Mario Tiziani",67,162.8,4137415,706,"AverageApproachDistancePar",2005
160,160,"Arjun Atwal",65,162.9,3840799,655,"AverageApproachDistancePar",2005
160,160,"Padraig Harrington",50,162.9,2610244,445,"AverageApproachDistancePar",2005
162,162,"Jesper Parnevik",84,163,4507502,768,"AverageApproachDistancePar",2005
162,162,"Kevin Sutherland",89,163,5141322,876,"AverageApproachDistancePar",2005
164,164,"Hank Kuehne",84,163.1,4656095,793,"AverageApproachDistancePar",2005
164,164,"Jose Maria Olazabal",55,163.1,2813127,479,"AverageApproachDistancePar",2005
166,166,"Chad Campbell",95,163.2,5041881,858,"AverageApproachDistancePar",2005
166,166,"Paul Claxton",79,163.2,4446771,757,"AverageApproachDistancePar",2005
166,166,"Robert Damron",89,163.2,5381584,916,"AverageApproachDistancePar",2005
166,166,"Bob Estes",92,163.2,5465164,930,"AverageApproachDistancePar",2005
166,166,"John Senden",101,163.2,6090823,1037,"AverageApproachDistancePar",2005
171,171,"Billy Andrade",83,163.3,4768778,811,"AverageApproachDistancePar",2005
171,171,"Danny Briggs",70,163.3,4104110,698,"AverageApproachDistancePar",2005
171,171,"Daniel Chopra",108,163.3,6189592,1053,"AverageApproachDistancePar",2005
171,171,"Steve Flesch",90,163.3,4145705,705,"AverageApproachDistancePar",2005
175,175,"Robert Allenby",95,163.4,4794138,815,"AverageApproachDistancePar",2005
175,175,"Lucas Glover",88,163.4,5189177,882,"AverageApproachDistancePar",2005
175,175,"Ryuji Imada",78,163.4,4464283,759,"AverageApproachDistancePar",2005
175,175,"Joey Snyder III",102,163.4,6065321,1031,"AverageApproachDistancePar",2005
179,179,"Steve Lowery",100,163.5,5520240,938,"AverageApproachDistancePar",2005
179,179,"Duffy Waldorf",86,163.5,4550858,773,"AverageApproachDistancePar",2005
181,181,"Jose Coceres",56,163.6,3505177,595,"AverageApproachDistancePar",2005
182,182,"Luke Donald",67,163.7,2892919,491,"AverageApproachDistancePar",2005
182,182,"Steve Elkington",67,163.7,3859541,655,"AverageApproachDistancePar",2005
182,182,"Chris Riley",67,163.7,2823553,479,"AverageApproachDistancePar",2005
182,182,"Charlie Wi",67,163.7,3983086,676,"AverageApproachDistancePar",2005
186,186,"Hunter Haas",83,163.9,4695986,796,"AverageApproachDistancePar",2005
186,186,"Steve Jones",56,163.9,3162009,536,"AverageApproachDistancePar",2005
188,188,"Steve Allan",102,164.1,5666967,959,"AverageApproachDistancePar",2005
188,188,"Pat Perez",89,164.1,4926916,834,"AverageApproachDistancePar",2005
188,188,"Tom Pernice Jr",111,164.1,6078057,1029,"AverageApproachDistancePar",2005
188,188,"Rob Rashell",65,164.1,3598610,609,"AverageApproachDistancePar",2005
192,192,"Bart Bryant",91,164.2,5143671,870,"AverageApproachDistancePar",2005
193,193,"Alex Cejka",84,164.5,4695357,793,"AverageApproachDistancePar",2005
193,193,"Billy Mayfair",114,164.5,6904345,1166,"AverageApproachDistancePar",2005
195,195,"Kevin Na",88,164.8,5327247,898,"AverageApproachDistancePar",2005
196,196,"Joe Durant",81,165,4667962,786,"AverageApproachDistancePar",2005
197,197,"Thomas Levet",54,165.2,2259822,380,"AverageApproachDistancePar",2005
198,198,"Scott Verplank",87,165.4,4400207,739,"AverageApproachDistancePar",2005
199,199,"Aaron Baddeley",84,165.6,4990217,837,"AverageApproachDistancePar",2005
199,199,"Jeff Maggert",79,165.6,3999449,671,"AverageApproachDistancePar",2005
201,201,"Brad Faxon",75,166.5,3811554,636,"AverageApproachDistancePar",2005
202,202,"Corey Pavin",77,168.1,4243428,701,"AverageApproachDistancePar",2005
