"LeftTendency_RANKTHISWEEK_2015","LeftTendency_RANKLASTWEEK_2015","LeftTendency_PLAYERNAME_2015","LeftTendency_EVENTS_2015","LeftTendency_Pct_2015","LeftTendency_NUMBEROFTIMES_2015","LeftTendency_ATTEMPTS_2015","LeftTendency_AVGRTPSCORE_2015","stat_name","year"
115,115,"Adam Scott",15,50.3,96,191,2.08,"LeftTendency",2015
116,116,"Martin Flores",30,50.4,236,468,0.55,"LeftTendency",2015
116,116,"Justin Thomas",30,50.4,257,510,1.25,"LeftTendency",2015
118,118,"Chris Kirk",21,50.5,148,293,2.16,"LeftTendency",2015
118,118,"Boo Weekley",24,50.5,168,333,1.61,"LeftTendency",2015
120,120,"Patrick Reed",27,50.7,238,469,1.39,"LeftTendency",2015
121,121,"Brian Davis",31,50.8,161,317,2.42,"LeftTendency",2015
121,121,"Jason Gore",26,50.8,133,262,1.8,"LeftTendency",2015
121,121,"Tyrone Van Aswegen",20,50.8,131,258,2.37,"LeftTendency",2015
124,124,"JB Holmes",25,50.9,189,371,1.38,"LeftTendency",2015
124,124,"Andrew Putnam",23,50.9,165,324,2.48,"LeftTendency",2015
124,124,"Webb Simpson",22,50.9,146,287,2.12,"LeftTendency",2015
127,127,"Robert Garrigus",25,51.3,164,320,2.2,"LeftTendency",2015
127,127,"Nick Taylor",28,51.3,250,487,1.92,"LeftTendency",2015
129,129,"Andres Gonzales",28,51.5,220,427,1.77,"LeftTendency",2015
130,130,"Ernie Els",18,51.6,128,248,2.42,"LeftTendency",2015
130,130,"Bubba Watson",19,51.6,162,314,0.49,"LeftTendency",2015
132,132,"Hunter Mahan",24,51.9,194,374,1.08,"LeftTendency",2015
133,133,"Brendon de Jonge",31,52.1,225,432,1.02,"LeftTendency",2015
133,133,"Kevin Na",27,52.1,196,376,0.61,"LeftTendency",2015
135,135,"Johnson Wagner",23,52.2,153,293,2.16,"LeftTendency",2015
136,136,"Matt Every",26,52.3,190,363,1.16,"LeftTendency",2015
137,137,"Chad Campbell",30,52.8,225,426,1.51,"LeftTendency",2015
137,137,"Lucas Glover",26,52.8,187,354,2.25,"LeftTendency",2015
139,139,"Kevin Kisner",30,52.9,225,425,1.64,"LeftTendency",2015
139,139,"SJ Park",27,52.9,153,289,1.96,"LeftTendency",2015
139,139,"Vijay Singh",23,52.9,199,376,0.45,"LeftTendency",2015
142,142,"Stewart Cink",23,53,196,370,1.58,"LeftTendency",2015
142,142,"Sean OHair",26,53,219,413,1.78,"LeftTendency",2015
144,144,"Luke Guthrie",27,53.3,201,377,1.69,"LeftTendency",2015
145,145,"William McGirt",30,53.4,226,423,0.88,"LeftTendency",2015
145,145,"Cameron Percy",23,53.4,163,305,2.33,"LeftTendency",2015
147,147,"Jonathan Randolph",25,53.7,188,350,1.22,"LeftTendency",2015
148,148,"John Senden",24,53.8,127,236,2.52,"LeftTendency",2015
149,149,"Spencer Levin",31,54,183,339,2.13,"LeftTendency",2015
150,150,"Rory Sabbatini",25,54.1,193,357,0.83,"LeftTendency",2015
151,151,"Luke Donald",20,54.2,163,301,1.23,"LeftTendency",2015
152,152,"Jason Day",20,54.3,184,339,0.71,"LeftTendency",2015
152,152,"Phil Mickelson",19,54.3,183,337,1.37,"LeftTendency",2015
154,154,"Jon Curran",28,54.5,158,290,2.59,"LeftTendency",2015
154,154,"Geoff Ogilvy",15,54.5,108,198,1.67,"LeftTendency",2015
156,156,"Zach Johnson",25,54.6,154,282,1.62,"LeftTendency",2015
156,156,"DA Points",26,54.6,194,355,1.6,"LeftTendency",2015
156,156,"Tim Wilkinson",28,54.6,160,293,2.31,"LeftTendency",2015
159,159,"Chesson Hadley",30,54.7,285,521,1.79,"LeftTendency",2015
159,159,"David Lingmerth",28,54.7,191,349,1.52,"LeftTendency",2015
159,159,"Seung Yul Noh",21,54.7,180,329,2.17,"LeftTendency",2015
162,162,"Andrew Svoboda",30,54.8,216,394,2.82,"LeftTendency",2015
163,163,"Carlos Ortiz",30,55,247,449,1.46,"LeftTendency",2015
164,164,"Erik Compton",28,55.2,212,384,1.93,"LeftTendency",2015
165,165,"Alex Cejka",30,55.4,222,401,1.85,"LeftTendency",2015
166,166,"Paul Casey",24,55.6,180,324,1,"LeftTendency",2015
167,167,"Carl Pettersson",32,55.7,293,526,1.33,"LeftTendency",2015
168,168,"Danny Lee",36,55.8,273,489,1.72,"LeftTendency",2015
169,169,"Michael Thompson",27,56,234,418,2.44,"LeftTendency",2015
170,170,"Ben Crane",22,56.2,131,233,0.84,"LeftTendency",2015
171,171,"Billy Horschel",28,57.1,208,364,1.15,"LeftTendency",2015
171,171,"Billy Hurley III",28,57.1,178,312,2.02,"LeftTendency",2015
171,171,"Brandt Snedeker",27,57.1,230,403,1.65,"LeftTendency",2015
174,174,"Davis Love III",18,57.3,114,199,2.54,"LeftTendency",2015
175,175,"JJ Henry",30,57.5,237,412,1.73,"LeftTendency",2015
176,176,"Henrik Stenson",16,57.8,111,192,0.18,"LeftTendency",2015
177,177,"Justin Leonard",22,58.1,126,217,2.22,"LeftTendency",2015
178,178,"Steven Bowditch",32,58.3,321,551,1.31,"LeftTendency",2015
179,179,"Eric Axley",21,59.2,148,250,1.01,"LeftTendency",2015
179,179,"Matt Kuchar",25,59.2,232,392,1.29,"LeftTendency",2015
181,181,"Andres Romero",24,59.3,204,344,2.3,"LeftTendency",2015
182,182,"Blayne Barber",26,59.5,185,311,2.22,"LeftTendency",2015
183,183,"Russell Henley",24,60.6,198,327,2.53,"LeftTendency",2015
184,184,"Robert Allenby",25,61.3,155,253,2.97,"LeftTendency",2015
