"Puttingfrom510_RANKTHISWEEK_2010","Puttingfrom510_RANKLASTWEEK_2010","Puttingfrom510_PLAYERNAME_2010","Puttingfrom510_ROUNDS_2010","Puttingfrom510_Pct_2010","Puttingfrom510_ATTEMPTS_2010","Puttingfrom510_PUTTSMADE_2010","stat_name","year"
119,119,"Vaughn Taylor",87,54.02,361,195,"Puttingfrom510",2010
120,120,"Michael Bradley",77,54.01,287,155,"Puttingfrom510",2010
121,121,"Mark Calcavecchia",50,53.9,141,76,"Puttingfrom510",2010
122,122,"Lucas Glover",75,53.87,271,146,"Puttingfrom510",2010
123,123,"Matt Every",60,53.78,225,121,"Puttingfrom510",2010
124,124,"David Lutterus",69,53.65,233,125,"Puttingfrom510",2010
125,125,"Cameron Percy",73,53.64,220,118,"Puttingfrom510",2010
126,126,"Stuart Appleby",101,53.46,376,201,"Puttingfrom510",2010
127,127,"Lee Janzen",77,53.42,292,156,"Puttingfrom510",2010
128,128,"Andrew McLardy",52,53.37,193,103,"Puttingfrom510",2010
129,129,"Stephen Ames",75,53.36,283,151,"Puttingfrom510",2010
129,129,"Ben Curtis",78,53.36,253,135,"Puttingfrom510",2010
131,131,"Scott Verplank",74,53.31,242,129,"Puttingfrom510",2010
132,132,"Brian Davis",101,53.3,409,218,"Puttingfrom510",2010
133,133,"Joe Durant",67,53.13,224,119,"Puttingfrom510",2010
134,134,"DA Points",90,53.09,356,189,"Puttingfrom510",2010
135,135,"Sergio Garcia",58,53.08,130,69,"Puttingfrom510",2010
136,136,"Jeff Maggert",76,52.99,251,133,"Puttingfrom510",2010
137,137,"Charles Warren",64,52.94,255,135,"Puttingfrom510",2010
138,138,"Henrik Bjornstad",72,52.89,225,119,"Puttingfrom510",2010
139,139,"JP Hayes",79,52.88,312,165,"Puttingfrom510",2010
140,140,"Jason Bohn",84,52.86,297,157,"Puttingfrom510",2010
141,141,"Alex Cejka",81,52.83,318,168,"Puttingfrom510",2010
142,142,"Woody Austin",93,52.82,354,187,"Puttingfrom510",2010
143,143,"John Merrick",109,52.75,364,192,"Puttingfrom510",2010
144,144,"Kevin Stadler",86,52.68,298,157,"Puttingfrom510",2010
145,145,"Cameron Beckman",68,52.48,242,127,"Puttingfrom510",2010
146,146,"Bo Van Pelt",104,52.43,391,205,"Puttingfrom510",2010
147,147,"Rickie Fowler",98,52.35,340,178,"Puttingfrom510",2010
148,148,"Jason Dufner",87,52.34,256,134,"Puttingfrom510",2010
148,148,"Mathias Gronberg",61,52.34,214,112,"Puttingfrom510",2010
150,150,"Kenny Perry",69,52.27,264,138,"Puttingfrom510",2010
150,150,"Vance Veazey",58,52.27,220,115,"Puttingfrom510",2010
152,152,"Bill Haas",87,52.25,289,151,"Puttingfrom510",2010
153,153,"Will Ma Kenzie",72,52.23,291,152,"Puttingfrom510",2010
154,154,"Graham DeLaet",88,52.15,303,158,"Puttingfrom510",2010
155,155,"Robert Allenby",76,52,225,117,"Puttingfrom510",2010
156,156,"Chad Campbell",95,51.84,326,169,"Puttingfrom510",2010
157,157,"Brendon de Jonge",114,51.76,369,191,"Puttingfrom510",2010
158,158,"Chris Couch",66,51.75,228,118,"Puttingfrom510",2010
159,159,"Rod Pampling",77,51.64,304,157,"Puttingfrom510",2010
160,160,"Chris Wilson",65,51.58,221,114,"Puttingfrom510",2010
161,161,"Troy Matteson",84,51.55,291,150,"Puttingfrom510",2010
162,162,"Mike Weir",59,51.53,163,84,"Puttingfrom510",2010
163,163,"Jerry Kelly",99,51.51,332,171,"Puttingfrom510",2010
164,164,"Camilo Villegas",78,51.38,218,112,"Puttingfrom510",2010
165,165,"Kris Blanks",91,51.3,308,158,"Puttingfrom510",2010
166,166,"Cliff Kresge",50,51.28,195,100,"Puttingfrom510",2010
167,167,"Martin Flores",75,51.26,277,142,"Puttingfrom510",2010
168,168,"Rory McIlroy",54,51.15,174,89,"Puttingfrom510",2010
169,169,"Ben Crane",85,51.11,270,138,"Puttingfrom510",2010
170,170,"Padraig Harrington",57,50.79,189,96,"Puttingfrom510",2010
171,171,"Derek Lamely",81,50.72,276,140,"Puttingfrom510",2010
172,172,"Rocco Mediate",71,50.38,260,131,"Puttingfrom510",2010
173,173,"Kevin Sutherland",86,50.18,273,137,"Puttingfrom510",2010
174,174,"John Daly",63,50,222,111,"Puttingfrom510",2010
174,174,"Steve Lowery",67,50,242,121,"Puttingfrom510",2010
176,176,"Boo Weekley",88,49.68,310,154,"Puttingfrom510",2010
177,177,"Jay Williamson",76,49.59,246,122,"Puttingfrom510",2010
178,178,"Craig Bowden",56,49.44,178,88,"Puttingfrom510",2010
179,179,"Johnson Wagner",85,49.16,297,146,"Puttingfrom510",2010
180,180,"Vijay Singh",75,48.97,243,119,"Puttingfrom510",2010
181,181,"DJ Trahan",92,48.94,329,161,"Puttingfrom510",2010
182,182,"Bill Lunde",79,48.86,264,129,"Puttingfrom510",2010
183,183,"Jeff Gove",57,48.85,174,85,"Puttingfrom510",2010
184,184,"Nicholas Thompson",88,48.64,368,179,"Puttingfrom510",2010
185,185,"Davis Love III",79,48.55,241,117,"Puttingfrom510",2010
186,186,"Roger Tambellini",77,48.24,255,123,"Puttingfrom510",2010
187,187,"Greg Kraft",52,48.08,156,75,"Puttingfrom510",2010
188,188,"Billy Mayfair",78,48.01,302,145,"Puttingfrom510",2010
189,189,"Adam Scott",70,46.58,234,109,"Puttingfrom510",2010
190,190,"Omar Uresti",74,45.35,258,117,"Puttingfrom510",2010
191,191,"Greg Owen",69,44.49,227,101,"Puttingfrom510",2010
192,192,"Cameron Tringale",55,44.05,168,74,"Puttingfrom510",2010
