"FirstTeeEarlyScoringAverage_RANKTHISWEEK_2007","FirstTeeEarlyScoringAverage_RANKLASTWEEK_2007","FirstTeeEarlyScoringAverage_PLAYERNAME_2007","FirstTeeEarlyScoringAverage_ROUNDS_2007","FirstTeeEarlyScoringAverage_AVG_2007","FirstTeeEarlyScoringAverage_TOTALSTROKES_2007","FirstTeeEarlyScoringAverage_TOTEARLYRDS1STTEE_2007","stat_name","year"
81,81,"Mathias Gronberg",95,71.06,2416,34,"FirstTeeEarlyScoringAverage",2007
81,81,"John Mallinger",96,71.06,2558,36,"FirstTeeEarlyScoringAverage",2007
81,81,"Jay Williamson",50,71.06,1137,16,"FirstTeeEarlyScoringAverage",2007
85,85,"Scott Gutschewski",67,71.08,1706,24,"FirstTeeEarlyScoringAverage",2007
86,86,"Jerry Kelly",101,71.09,2275,32,"FirstTeeEarlyScoringAverage",2007
87,87,"Nick OHern",72,71.12,1209,17,"FirstTeeEarlyScoringAverage",2007
88,88,"Michael Allen",74,71.13,1636,23,"FirstTeeEarlyScoringAverage",2007
88,88,"Ryuji Imada",104,71.13,2134,30,"FirstTeeEarlyScoringAverage",2007
88,88,"Jarrod Lyle",77,71.13,1636,23,"FirstTeeEarlyScoringAverage",2007
88,88,"Corey Pavin",81,71.13,2276,32,"FirstTeeEarlyScoringAverage",2007
92,92,"Ken Duke",112,71.17,3345,47,"FirstTeeEarlyScoringAverage",2007
92,92,"John Merrick",92,71.17,2064,29,"FirstTeeEarlyScoringAverage",2007
92,92,"Rory Sabbatini",81,71.17,1708,24,"FirstTeeEarlyScoringAverage",2007
92,92,"Bob Tway",103,71.17,2064,29,"FirstTeeEarlyScoringAverage",2007
96,96,"Craig Bowden",78,71.18,1993,28,"FirstTeeEarlyScoringAverage",2007
96,96,"Brian Davis",101,71.18,2847,40,"FirstTeeEarlyScoringAverage",2007
96,96,"Nathan Green",103,71.18,2420,34,"FirstTeeEarlyScoringAverage",2007
99,99,"Craig Kanada",109,71.2,2492,35,"FirstTeeEarlyScoringAverage",2007
100,100,"Bob Estes",88,71.21,2421,34,"FirstTeeEarlyScoringAverage",2007
100,100,"Camilo Villegas",82,71.21,1709,24,"FirstTeeEarlyScoringAverage",2007
102,102,"Bubba Watson",80,71.22,1638,23,"FirstTeeEarlyScoringAverage",2007
103,103,"Sergio Garcia",68,71.24,1211,17,"FirstTeeEarlyScoringAverage",2007
104,104,"Mathew Goggin",97,71.26,1924,27,"FirstTeeEarlyScoringAverage",2007
105,105,"Chris DiMarco",79,71.27,1853,26,"FirstTeeEarlyScoringAverage",2007
106,106,"John Daly",59,71.29,1497,21,"FirstTeeEarlyScoringAverage",2007
107,107,"Glen Day",85,71.32,2211,31,"FirstTeeEarlyScoringAverage",2007
107,107,"Peter Lonard",85,71.32,1997,28,"FirstTeeEarlyScoringAverage",2007
109,109,"Jason Schultz",63,71.33,1070,15,"FirstTeeEarlyScoringAverage",2007
109,109,"Jaco Van Zyl",51,71.33,428,6,"FirstTeeEarlyScoringAverage",2007
111,111,"Chris Stroud",66,71.35,1427,20,"FirstTeeEarlyScoringAverage",2007
112,112,"Robert Allenby",90,71.36,1998,28,"FirstTeeEarlyScoringAverage",2007
113,113,"Ernie Els",59,71.38,1142,16,"FirstTeeEarlyScoringAverage",2007
114,114,"George McNeill",95,71.39,2213,31,"FirstTeeEarlyScoringAverage",2007
115,115,"Jason Gore",86,71.4,1785,25,"FirstTeeEarlyScoringAverage",2007
115,115,"Michael Sim",52,71.4,1071,15,"FirstTeeEarlyScoringAverage",2007
117,117,"DJ Brigman",67,71.41,1571,22,"FirstTeeEarlyScoringAverage",2007
117,117,"Joe Ogilvie",102,71.41,2285,32,"FirstTeeEarlyScoringAverage",2007
119,119,"Ryan Armour",107,71.42,2214,31,"FirstTeeEarlyScoringAverage",2007
120,120,"Tom Byrum",50,71.43,1000,14,"FirstTeeEarlyScoringAverage",2007
121,121,"Shigeki Maruyama",84,71.48,2073,29,"FirstTeeEarlyScoringAverage",2007
122,122,"Kyle Reifers",71,71.52,1931,27,"FirstTeeEarlyScoringAverage",2007
122,122,"Mike Weir",82,71.52,1931,27,"FirstTeeEarlyScoringAverage",2007
124,124,"Paul Stankowski",52,71.53,1073,15,"FirstTeeEarlyScoringAverage",2007
125,125,"Matt Hendrix",63,71.54,930,13,"FirstTeeEarlyScoringAverage",2007
126,126,"Greg Owen",81,71.55,1574,22,"FirstTeeEarlyScoringAverage",2007
126,126,"Dean Wilson",92,71.55,2218,31,"FirstTeeEarlyScoringAverage",2007
128,128,"Cameron Beckman",96,71.56,2290,32,"FirstTeeEarlyScoringAverage",2007
128,128,"Lee Janzen",66,71.56,1145,16,"FirstTeeEarlyScoringAverage",2007
130,130,"Trevor Immelman",74,71.6,1432,20,"FirstTeeEarlyScoringAverage",2007
131,131,"Steve Flesch",100,71.61,2721,38,"FirstTeeEarlyScoringAverage",2007
132,132,"Fred Funk",65,71.63,1719,24,"FirstTeeEarlyScoringAverage",2007
132,132,"Ryan Moore",92,71.63,2292,32,"FirstTeeEarlyScoringAverage",2007
132,132,"Kirk Triplett",77,71.63,1934,27,"FirstTeeEarlyScoringAverage",2007
135,135,"Brett Wetterich",88,71.64,2364,33,"FirstTeeEarlyScoringAverage",2007
136,136,"Tripp Isenhour",86,71.65,1433,20,"FirstTeeEarlyScoringAverage",2007
137,137,"Mark Hensby",81,71.67,2150,30,"FirstTeeEarlyScoringAverage",2007
137,137,"JB Holmes",71,71.67,1935,27,"FirstTeeEarlyScoringAverage",2007
137,137,"Billy Mayfair",98,71.67,2365,33,"FirstTeeEarlyScoringAverage",2007
140,140,"Brendon de Jonge",76,71.69,1147,16,"FirstTeeEarlyScoringAverage",2007
141,141,"Stephen Ames",81,71.7,1434,20,"FirstTeeEarlyScoringAverage",2007
142,142,"Harrison Frazar",88,71.71,2008,28,"FirstTeeEarlyScoringAverage",2007
143,143,"David Branshaw",83,71.72,2080,29,"FirstTeeEarlyScoringAverage",2007
143,143,"Tag Ridings",52,71.72,1291,18,"FirstTeeEarlyScoringAverage",2007
145,145,"Robert Gamez",88,71.73,2152,30,"FirstTeeEarlyScoringAverage",2007
145,145,"John Senden",97,71.73,2367,33,"FirstTeeEarlyScoringAverage",2007
147,147,"Craig Lile",77,71.74,1363,19,"FirstTeeEarlyScoringAverage",2007
148,148,"Marco Dawson",73,71.76,2081,29,"FirstTeeEarlyScoringAverage",2007
148,148,"Richard Johnson",93,71.76,2655,37,"FirstTeeEarlyScoringAverage",2007
148,148,"Carl Pettersson",111,71.76,2440,34,"FirstTeeEarlyScoringAverage",2007
151,151,"Ian Poulter",63,71.78,1938,27,"FirstTeeEarlyScoringAverage",2007
152,152,"Jeff Quinney",95,71.8,2513,35,"FirstTeeEarlyScoringAverage",2007
153,153,"Chris Tidland",59,71.81,1508,21,"FirstTeeEarlyScoringAverage",2007
153,153,"DJ Trahan",99,71.81,2226,31,"FirstTeeEarlyScoringAverage",2007
155,155,"Aaron Baddeley",83,71.84,1796,25,"FirstTeeEarlyScoringAverage",2007
156,156,"Michael Boyd",61,71.85,934,13,"FirstTeeEarlyScoringAverage",2007
157,157,"Tom Lehman",62,71.89,1366,19,"FirstTeeEarlyScoringAverage",2007
157,157,"Ryan Palmer",91,71.89,1366,19,"FirstTeeEarlyScoringAverage",2007
159,159,"Robert Garrigus",95,71.91,2517,35,"FirstTeeEarlyScoringAverage",2007
159,159,"Kevin Stadler",95,71.91,2301,32,"FirstTeeEarlyScoringAverage",2007
161,161,"Rich Beem",89,71.93,2086,29,"FirstTeeEarlyScoringAverage",2007
162,162,"Shaun Micheel",91,71.94,2230,31,"FirstTeeEarlyScoringAverage",2007
163,163,"Brian Bateman",55,72,1584,22,"FirstTeeEarlyScoringAverage",2007
163,163,"Kevin Sutherland",85,72,1440,20,"FirstTeeEarlyScoringAverage",2007
165,165,"Billy Andrade",88,72.05,1585,22,"FirstTeeEarlyScoringAverage",2007
166,166,"Andrew Buckle",77,72.06,1225,17,"FirstTeeEarlyScoringAverage",2007
167,167,"Steve Wheatcroft",73,72.08,865,12,"FirstTeeEarlyScoringAverage",2007
168,168,"Paul Goydos",60,72.09,1586,22,"FirstTeeEarlyScoringAverage",2007
169,169,"Steve Lowery",74,72.18,2021,28,"FirstTeeEarlyScoringAverage",2007
170,170,"Daisuke Maruyama",86,72.25,2312,32,"FirstTeeEarlyScoringAverage",2007
171,171,"Anders Hansen",55,72.27,1084,15,"FirstTeeEarlyScoringAverage",2007
172,172,"Jason Dufner",100,72.28,2313,32,"FirstTeeEarlyScoringAverage",2007
173,173,"Michael Putnam",96,72.29,2241,31,"FirstTeeEarlyScoringAverage",2007
174,174,"Brett Quigley",79,72.3,2169,30,"FirstTeeEarlyScoringAverage",2007
175,175,"Retief Goosen",50,72.35,1447,20,"FirstTeeEarlyScoringAverage",2007
175,175,"Charles Howell III",89,72.35,2243,31,"FirstTeeEarlyScoringAverage",2007
177,177,"Jeff Brehaut",59,72.38,941,13,"FirstTeeEarlyScoringAverage",2007
178,178,"Henrik Stenson",52,72.43,1014,14,"FirstTeeEarlyScoringAverage",2007
179,179,"Jim Rutledge",59,72.44,1304,18,"FirstTeeEarlyScoringAverage",2007
180,180,"Jeff Sluman",60,72.46,1739,24,"FirstTeeEarlyScoringAverage",2007
181,181,"Phil Mickelson",73,72.5,870,12,"FirstTeeEarlyScoringAverage",2007
182,182,"Joe Durant",88,72.52,2103,29,"FirstTeeEarlyScoringAverage",2007
183,183,"Adam Scott",69,72.53,1088,15,"FirstTeeEarlyScoringAverage",2007
184,184,"Eric Axley",107,72.56,2612,36,"FirstTeeEarlyScoringAverage",2007
185,185,"Duffy Waldorf",69,72.59,1234,17,"FirstTeeEarlyScoringAverage",2007
186,186,"Jose Coceres",50,72.62,944,13,"FirstTeeEarlyScoringAverage",2007
187,187,"Paul Gow",70,72.65,1453,20,"FirstTeeEarlyScoringAverage",2007
188,188,"Chad Campbell",96,72.81,2330,32,"FirstTeeEarlyScoringAverage",2007
189,189,"Davis Love III",66,72.84,1384,19,"FirstTeeEarlyScoringAverage",2007
190,190,"Joey Sindelar",75,72.85,1967,27,"FirstTeeEarlyScoringAverage",2007
191,191,"Ben Curtis",80,72.97,2554,35,"FirstTeeEarlyScoringAverage",2007
192,192,"Tom Johnson",74,73.04,1826,25,"FirstTeeEarlyScoringAverage",2007
193,193,"Bubba Dickerson",51,73.17,878,12,"FirstTeeEarlyScoringAverage",2007
194,194,"Bryce Molder",56,73.5,1029,14,"FirstTeeEarlyScoringAverage",2007
195,195,"Todd Hamilton",76,74.07,2000,27,"FirstTeeEarlyScoringAverage",2007
196,196,"Jose Maria Olazabal",52,74.17,1335,18,"FirstTeeEarlyScoringAverage",2007
