"BirdieorBetterPercentage200yards_RANKTHISWEEK_2010","BirdieorBetterPercentage200yards_RANKLASTWEEK_2010","BirdieorBetterPercentage200yards_PLAYERNAME_2010","BirdieorBetterPercentage200yards_ROUNDS_2010","BirdieorBetterPercentage200yards_Pct_2010","BirdieorBetterPercentage200yards_TOTALBIRDIES_2010","BirdieorBetterPercentage200yards_TOTALHOLES_2010","stat_name","year"
130,130,"Jerry Kelly",99,26.77,87,325,"BirdieorBetterPercentage200yards",2010
131,131,"Stuart Appleby",101,26.74,92,344,"BirdieorBetterPercentage200yards",2010
132,132,"Billy Mayfair",78,26.64,65,244,"BirdieorBetterPercentage200yards",2010
133,133,"Joe Durant",67,26.53,52,196,"BirdieorBetterPercentage200yards",2010
134,134,"Lee Janzen",77,26.46,68,257,"BirdieorBetterPercentage200yards",2010
135,135,"DA Points",90,26.35,83,315,"BirdieorBetterPercentage200yards",2010
136,136,"Roger Tambellini",77,26.32,60,228,"BirdieorBetterPercentage200yards",2010
137,137,"Briny Baird",87,26.3,76,289,"BirdieorBetterPercentage200yards",2010
138,138,"Freddie Jacobson",83,26.26,73,278,"BirdieorBetterPercentage200yards",2010
139,139,"Ricky Barnes",103,26.2,93,355,"BirdieorBetterPercentage200yards",2010
140,140,"David Toms",86,26.12,70,268,"BirdieorBetterPercentage200yards",2010
141,141,"Tim Herron",79,26.03,63,242,"BirdieorBetterPercentage200yards",2010
142,142,"Nicholas Thompson",88,25.95,82,316,"BirdieorBetterPercentage200yards",2010
143,143,"Stephen Ames",75,25.9,72,278,"BirdieorBetterPercentage200yards",2010
144,144,"Nathan Green",86,25.77,84,326,"BirdieorBetterPercentage200yards",2010
145,145,"Spencer Levin",110,25.69,93,362,"BirdieorBetterPercentage200yards",2010
146,146,"Jim Furyk",76,25.68,66,257,"BirdieorBetterPercentage200yards",2010
147,147,"Heath Slocum",97,25.51,75,294,"BirdieorBetterPercentage200yards",2010
148,148,"Shaun Micheel",70,25.27,46,182,"BirdieorBetterPercentage200yards",2010
149,149,"Steve Flesch",78,25.1,63,251,"BirdieorBetterPercentage200yards",2010
150,150,"David Lutterus",69,25,55,220,"BirdieorBetterPercentage200yards",2010
150,150,"Charlie Wi",95,25,85,340,"BirdieorBetterPercentage200yards",2010
152,152,"Greg Chalmers",93,24.92,83,333,"BirdieorBetterPercentage200yards",2010
153,153,"Roland Thatcher",72,24.71,65,263,"BirdieorBetterPercentage200yards",2010
154,154,"Luke Donald",71,24.55,55,224,"BirdieorBetterPercentage200yards",2010
155,155,"Chris DiMarco",88,24.48,71,290,"BirdieorBetterPercentage200yards",2010
156,156,"Ben Crane",85,24.44,66,270,"BirdieorBetterPercentage200yards",2010
157,157,"Justin Bolli",55,24.31,35,144,"BirdieorBetterPercentage200yards",2010
158,158,"Trevor Immelman",55,24.16,43,178,"BirdieorBetterPercentage200yards",2010
159,159,"Tom Pernice Jr",74,24.1,47,195,"BirdieorBetterPercentage200yards",2010
160,160,"Brian Davis",101,24.09,86,357,"BirdieorBetterPercentage200yards",2010
161,161,"Cliff Kresge",50,23.98,41,171,"BirdieorBetterPercentage200yards",2010
162,162,"Jeff Gove",57,23.9,38,159,"BirdieorBetterPercentage200yards",2010
163,163,"Mike Weir",59,23.84,41,172,"BirdieorBetterPercentage200yards",2010
164,164,"Jay Williamson",76,23.81,45,189,"BirdieorBetterPercentage200yards",2010
165,165,"Tim Petrovic",105,23.51,87,370,"BirdieorBetterPercentage200yards",2010
166,166,"Brandt Snedeker",89,23.29,68,292,"BirdieorBetterPercentage200yards",2010
167,167,"Ian Poulter",55,23.03,35,152,"BirdieorBetterPercentage200yards",2010
168,168,"Michael Bradley",77,23.01,55,239,"BirdieorBetterPercentage200yards",2010
169,169,"Dean Wilson",54,22.99,40,174,"BirdieorBetterPercentage200yards",2010
170,170,"Justin Leonard",89,22.94,64,279,"BirdieorBetterPercentage200yards",2010
171,171,"Jeev Milkha Singh",59,22.87,43,188,"BirdieorBetterPercentage200yards",2010
172,172,"Bryce Molder",84,22.85,61,267,"BirdieorBetterPercentage200yards",2010
173,173,"Richard Johnson",90,22.47,60,267,"BirdieorBetterPercentage200yards",2010
174,174,"Ryuji Imada",90,22.29,74,332,"BirdieorBetterPercentage200yards",2010
175,175,"Paul Goydos",78,22.22,60,270,"BirdieorBetterPercentage200yards",2010
176,176,"Chad Collins",87,22.15,68,307,"BirdieorBetterPercentage200yards",2010
177,177,"Chris Riley",73,22.08,51,231,"BirdieorBetterPercentage200yards",2010
178,178,"Jeff Maggert",76,21.93,50,228,"BirdieorBetterPercentage200yards",2010
179,179,"Tim Clark",88,21.43,57,266,"BirdieorBetterPercentage200yards",2010
180,180,"Jeff Quinney",91,21.38,62,290,"BirdieorBetterPercentage200yards",2010
181,181,"Jerod Turner",54,20.3,27,133,"BirdieorBetterPercentage200yards",2010
182,182,"Brent Delahoussaye",57,20,30,150,"BirdieorBetterPercentage200yards",2010
183,183,"Skip Kendall",58,19.9,38,191,"BirdieorBetterPercentage200yards",2010
184,184,"Kevin Johnson",62,19.89,35,176,"BirdieorBetterPercentage200yards",2010
185,185,"Scott Verplank",74,19.74,46,233,"BirdieorBetterPercentage200yards",2010
186,186,"Brian Gay",101,19.44,62,319,"BirdieorBetterPercentage200yards",2010
187,187,"Vance Veazey",58,19.19,33,172,"BirdieorBetterPercentage200yards",2010
188,188,"Omar Uresti",74,18.6,40,215,"BirdieorBetterPercentage200yards",2010
189,189,"Greg Kraft",52,18.11,23,127,"BirdieorBetterPercentage200yards",2010
190,190,"Craig Bowden",56,17.19,33,192,"BirdieorBetterPercentage200yards",2010
191,191,"Ben Curtis",78,15.3,41,268,"BirdieorBetterPercentage200yards",2010
192,192,"Brad Faxon",58,15.12,26,172,"BirdieorBetterPercentage200yards",2010
