"StrokeDifferentialFieldAverage_RANKTHISWEEK_2012","StrokeDifferentialFieldAverage_RANKLASTWEEK_2012","StrokeDifferentialFieldAverage_PLAYERNAME_2012","StrokeDifferentialFieldAverage_ROUNDS_2012","StrokeDifferentialFieldAverage_STROKEDIFFERENTIAL_2012","StrokeDifferentialFieldAverage_PLAYERSSCORE_2012","StrokeDifferentialFieldAverage_FIELDAVERAGESCORE_2012","stat_name","year"
33,NA,"Ryan Palmer",81,0.88,70.57,71.45,"StrokeDifferentialFieldAverage",2012
34,NA,"Pat Perez",81,0.87,70.61,71.48,"StrokeDifferentialFieldAverage",2012
35,NA,"Ben Curtis",62,0.85,70.68,71.53,"StrokeDifferentialFieldAverage",2012
36,NA,"Jeff Overton",101,0.84,70.23,71.07,"StrokeDifferentialFieldAverage",2012
36,NA,"Vijay Singh",99,0.84,70.55,71.39,"StrokeDifferentialFieldAverage",2012
38,NA,"Jason Day",57,0.83,70.82,71.65,"StrokeDifferentialFieldAverage",2012
38,NA,"Seung Yul Noh",105,0.83,70.5,71.33,"StrokeDifferentialFieldAverage",2012
40,NA,"Bill Haas",79,0.79,70.76,71.55,"StrokeDifferentialFieldAverage",2012
41,NA,"Hunter Mahan",88,0.78,71.01,71.79,"StrokeDifferentialFieldAverage",2012
42,NA,"Scott Piercy",95,0.75,70.49,71.24,"StrokeDifferentialFieldAverage",2012
43,NA,"Charl Schwartzel",56,0.72,70.85,71.57,"StrokeDifferentialFieldAverage",2012
44,NA,"Bud Cauley",99,0.71,70.53,71.24,"StrokeDifferentialFieldAverage",2012
45,NA,"Greg Chalmers",88,0.68,70.91,71.59,"StrokeDifferentialFieldAverage",2012
45,NA,"Ben Crane",73,0.68,70.74,71.42,"StrokeDifferentialFieldAverage",2012
47,NA,"Jimmy Walker",101,0.66,70.65,71.31,"StrokeDifferentialFieldAverage",2012
48,NA,"Charles Howell III",98,0.64,70.68,71.32,"StrokeDifferentialFieldAverage",2012
48,NA,"John Huh",99,0.64,70.75,71.39,"StrokeDifferentialFieldAverage",2012
48,NA,"Nick Watney",97,0.64,70.91,71.55,"StrokeDifferentialFieldAverage",2012
51,NA,"Ken Duke",104,0.62,70.37,70.99,"StrokeDifferentialFieldAverage",2012
52,NA,"Kevin Stadler",85,0.61,70.78,71.39,"StrokeDifferentialFieldAverage",2012
53,NA,"Will Claxton",99,0.6,70.33,70.93,"StrokeDifferentialFieldAverage",2012
53,NA,"Davis Love III",64,0.6,70.72,71.32,"StrokeDifferentialFieldAverage",2012
55,NA,"Roberto Castro",92,0.57,70.44,71.01,"StrokeDifferentialFieldAverage",2012
55,NA,"Rickie Fowler",84,0.57,71.22,71.79,"StrokeDifferentialFieldAverage",2012
57,NA,"Kevin Na",80,0.56,70.87,71.43,"StrokeDifferentialFieldAverage",2012
58,NA,"David Toms",60,0.53,70.9,71.43,"StrokeDifferentialFieldAverage",2012
59,NA,"Blake Adams",107,0.48,70.8,71.28,"StrokeDifferentialFieldAverage",2012
59,NA,"Bob Estes",78,0.48,70.92,71.4,"StrokeDifferentialFieldAverage",2012
61,NA,"Greg Owen",90,0.46,70.76,71.22,"StrokeDifferentialFieldAverage",2012
62,NA,"Sean OHair",84,0.45,70.68,71.13,"StrokeDifferentialFieldAverage",2012
62,NA,"John Rollins",81,0.45,70.75,71.2,"StrokeDifferentialFieldAverage",2012
64,NA,"Martin Flores",95,0.43,70.79,71.22,"StrokeDifferentialFieldAverage",2012
65,NA,"Jonathan Byrd",69,0.42,71.21,71.63,"StrokeDifferentialFieldAverage",2012
65,NA,"Matt Every",80,0.42,70.88,71.3,"StrokeDifferentialFieldAverage",2012
65,NA,"Daniel Summerhays",81,0.42,70.81,71.23,"StrokeDifferentialFieldAverage",2012
65,NA,"Charlie Wi",86,0.42,71.2,71.62,"StrokeDifferentialFieldAverage",2012
69,NA,"Freddie Jacobson",61,0.41,71.68,72.09,"StrokeDifferentialFieldAverage",2012
70,NA,"Tom Gillis",75,0.4,70.96,71.36,"StrokeDifferentialFieldAverage",2012
70,NA,"William McGirt",96,0.4,70.77,71.17,"StrokeDifferentialFieldAverage",2012
72,NA,"Billy Horschel",63,0.39,70.22,70.61,"StrokeDifferentialFieldAverage",2012
73,NA,"Martin Laird",77,0.38,71.4,71.78,"StrokeDifferentialFieldAverage",2012
74,NA,"Harris English",98,0.37,70.89,71.26,"StrokeDifferentialFieldAverage",2012
75,NA,"Spencer Levin",81,0.35,71.25,71.6,"StrokeDifferentialFieldAverage",2012
75,NA,"Kyle Stanley",86,0.35,71.01,71.36,"StrokeDifferentialFieldAverage",2012
75,NA,"Johnson Wagner",88,0.35,71.07,71.42,"StrokeDifferentialFieldAverage",2012
78,NA,"Graham DeLaet",79,0.34,70.81,71.15,"StrokeDifferentialFieldAverage",2012
79,NA,"Brian Davis",91,0.33,70.98,71.31,"StrokeDifferentialFieldAverage",2012
80,NA,"Chad Campbell",84,0.32,70.83,71.15,"StrokeDifferentialFieldAverage",2012
80,NA,"KJ Choi",71,0.32,71.44,71.76,"StrokeDifferentialFieldAverage",2012
82,NA,"Marc Leishman",84,0.29,71.38,71.67,"StrokeDifferentialFieldAverage",2012
82,NA,"John Merrick",83,0.29,70.59,70.88,"StrokeDifferentialFieldAverage",2012
84,NA,"David Hearn",95,0.27,70.74,71.01,"StrokeDifferentialFieldAverage",2012
84,NA,"John Mallinger",74,0.27,70.86,71.13,"StrokeDifferentialFieldAverage",2012
84,NA,"Dicky Pride",62,0.27,70.91,71.18,"StrokeDifferentialFieldAverage",2012
87,NA,"Chris Kirk",93,0.26,70.63,70.89,"StrokeDifferentialFieldAverage",2012
88,NA,"Brian Gay",91,0.25,70.71,70.96,"StrokeDifferentialFieldAverage",2012
88,NA,"Brian Harman",101,0.25,70.93,71.18,"StrokeDifferentialFieldAverage",2012
90,NA,"Kevin Streelman",89,0.24,70.93,71.17,"StrokeDifferentialFieldAverage",2012
91,NA,"JB Holmes",90,0.23,71.06,71.29,"StrokeDifferentialFieldAverage",2012
91,NA,"Bryce Molder",83,0.23,71.06,71.29,"StrokeDifferentialFieldAverage",2012
91,NA,"Cameron Tringale",88,0.23,71.2,71.43,"StrokeDifferentialFieldAverage",2012
94,NA,"JJ Henry",93,0.21,71.06,71.27,"StrokeDifferentialFieldAverage",2012
94,NA,"Chris Stroud",86,0.21,70.88,71.09,"StrokeDifferentialFieldAverage",2012
96,NA,"Michael Thompson",80,0.2,71.23,71.43,"StrokeDifferentialFieldAverage",2012
97,NA,"Josh Teater",97,0.19,70.88,71.07,"StrokeDifferentialFieldAverage",2012
98,NA,"Tim Clark",60,0.17,71.1,71.27,"StrokeDifferentialFieldAverage",2012
99,NA,"Aaron Baddeley",73,0.16,71.56,71.72,"StrokeDifferentialFieldAverage",2012
99,NA,"Brandt Jobe",57,0.16,71.53,71.69,"StrokeDifferentialFieldAverage",2012
101,NA,"Tim Herron",88,0.15,70.91,71.06,"StrokeDifferentialFieldAverage",2012
101,NA,"Russell Knox",72,0.15,70.47,70.62,"StrokeDifferentialFieldAverage",2012
101,NA,"DA Points",88,0.15,70.94,71.09,"StrokeDifferentialFieldAverage",2012
104,NA,"Kevin Chappell",91,0.14,71.2,71.34,"StrokeDifferentialFieldAverage",2012
104,NA,"George McNeill",85,0.14,71.27,71.41,"StrokeDifferentialFieldAverage",2012
106,NA,"Gary Christian",91,0.12,70.74,70.86,"StrokeDifferentialFieldAverage",2012
106,NA,"Richard Lee",71,0.12,70.46,70.58,"StrokeDifferentialFieldAverage",2012
108,NA,"Ryo Ishikawa",54,0.11,71.73,71.84,"StrokeDifferentialFieldAverage",2012
109,NA,"Boo Weekley",74,0.09,71.09,71.18,"StrokeDifferentialFieldAverage",2012
110,NA,"Chris Couch",61,0.08,70.88,70.96,"StrokeDifferentialFieldAverage",2012
111,NA,"Vaughn Taylor",81,0.07,70.97,71.04,"StrokeDifferentialFieldAverage",2012
112,NA,"Camilo Villegas",79,0.05,70.86,70.91,"StrokeDifferentialFieldAverage",2012
113,NA,"Heath Slocum",93,0.04,70.87,70.91,"StrokeDifferentialFieldAverage",2012
114,NA,"Nathan Green",73,0.03,70.72,70.75,"StrokeDifferentialFieldAverage",2012
114,NA,"Bill Lunde",83,0.03,70.95,70.98,"StrokeDifferentialFieldAverage",2012
114,NA,"Jeff Maggert",83,0.03,70.82,70.85,"StrokeDifferentialFieldAverage",2012
114,NA,"Rod Pampling",88,0.03,71.24,71.27,"StrokeDifferentialFieldAverage",2012
118,NA,"Danny Lee",74,0.02,70.83,70.85,"StrokeDifferentialFieldAverage",2012
119,NA,"Charley Hoffman",88,0.01,71.32,71.33,"StrokeDifferentialFieldAverage",2012
120,NA,"Jerry Kelly",84,0,70.81,70.81,"StrokeDifferentialFieldAverage",2012
120,NA,"Kyle Reifers",86,0,71.05,71.05,"StrokeDifferentialFieldAverage",2012
122,NA,"Billy Mayfair",90,-0.02,71.05,71.03,"StrokeDifferentialFieldAverage",2012
123,NA,"Stuart Appleby",75,-0.08,70.83,70.75,"StrokeDifferentialFieldAverage",2012
124,NA,"Kris Blanks",65,-0.09,71.57,71.48,"StrokeDifferentialFieldAverage",2012
125,NA,"Ricky Barnes",92,-0.11,71.36,71.25,"StrokeDifferentialFieldAverage",2012
126,NA,"Rory Sabbatini",84,-0.12,71.29,71.17,"StrokeDifferentialFieldAverage",2012
127,NA,"James Driscoll",83,-0.13,71.25,71.12,"StrokeDifferentialFieldAverage",2012
128,NA,"YE Yang",64,-0.14,71.76,71.62,"StrokeDifferentialFieldAverage",2012
129,NA,"Bobby Gates",87,-0.15,71.22,71.07,"StrokeDifferentialFieldAverage",2012
129,NA,"Rocco Mediate",70,-0.15,70.9,70.75,"StrokeDifferentialFieldAverage",2012
131,NA,"Trevor Immelman",76,-0.16,71.92,71.76,"StrokeDifferentialFieldAverage",2012
132,NA,"Hunter Haas",69,-0.19,71.58,71.39,"StrokeDifferentialFieldAverage",2012
132,NA,"Mark Wilson",84,-0.19,71.6,71.41,"StrokeDifferentialFieldAverage",2012
134,NA,"Troy Matteson",100,-0.21,71.41,71.2,"StrokeDifferentialFieldAverage",2012
134,NA,"Chez Reavie",83,-0.21,71.51,71.3,"StrokeDifferentialFieldAverage",2012
136,NA,"Stewart Cink",71,-0.27,72.04,71.77,"StrokeDifferentialFieldAverage",2012
136,NA,"John Daly",50,-0.27,71.15,70.88,"StrokeDifferentialFieldAverage",2012
136,NA,"Matt Jones",53,-0.27,71.15,70.88,"StrokeDifferentialFieldAverage",2012
139,NA,"Garth Mulroy",59,-0.28,71.12,70.84,"StrokeDifferentialFieldAverage",2012
140,NA,"Mathew Goggin",65,-0.3,71.14,70.84,"StrokeDifferentialFieldAverage",2012
140,NA,"Kevin Kisner",69,-0.3,71.05,70.75,"StrokeDifferentialFieldAverage",2012
140,NA,"David Mathis",83,-0.3,71.51,71.21,"StrokeDifferentialFieldAverage",2012
143,NA,"Scott Stallings",78,-0.31,71.45,71.14,"StrokeDifferentialFieldAverage",2012
144,NA,"Jhonattan Vegas",77,-0.32,71.52,71.2,"StrokeDifferentialFieldAverage",2012
145,NA,"Gary Woodland",70,-0.33,72.01,71.68,"StrokeDifferentialFieldAverage",2012
146,NA,"Robert Karlsson",54,-0.34,71.83,71.49,"StrokeDifferentialFieldAverage",2012
147,NA,"Jason Bohn",81,-0.35,71.31,70.96,"StrokeDifferentialFieldAverage",2012
148,NA,"Robert Allenby",76,-0.39,71.82,71.43,"StrokeDifferentialFieldAverage",2012
149,NA,"Erik Compton",81,-0.4,71.45,71.05,"StrokeDifferentialFieldAverage",2012
150,NA,"Charlie Beljan",61,-0.42,70.98,70.56,"StrokeDifferentialFieldAverage",2012
150,NA,"Gavin Coles",72,-0.42,71.01,70.59,"StrokeDifferentialFieldAverage",2012
150,NA,"Andres Romero",68,-0.42,71.97,71.55,"StrokeDifferentialFieldAverage",2012
153,NA,"Chris DiMarco",83,-0.43,71.51,71.08,"StrokeDifferentialFieldAverage",2012
153,NA,"JJ Killeen",101,-0.43,71.58,71.15,"StrokeDifferentialFieldAverage",2012
155,NA,"Jason Kokrak",79,-0.46,71.2,70.74,"StrokeDifferentialFieldAverage",2012
156,NA,"Angel Cabrera",54,-0.47,72.04,71.57,"StrokeDifferentialFieldAverage",2012
157,NA,"Nick OHern",78,-0.52,71.66,71.14,"StrokeDifferentialFieldAverage",2012
158,NA,"Tommy Gainey",98,-0.53,71.57,71.04,"StrokeDifferentialFieldAverage",2012
158,NA,"Troy Kelly",68,-0.53,71.34,70.81,"StrokeDifferentialFieldAverage",2012
160,NA,"Mark Anderson",75,-0.54,71.56,71.02,"StrokeDifferentialFieldAverage",2012
160,NA,"Brendan Steele",77,-0.54,71.93,71.39,"StrokeDifferentialFieldAverage",2012
162,NA,"Justin Leonard",79,-0.55,71.69,71.14,"StrokeDifferentialFieldAverage",2012
163,NA,"Sang Moon Bae",81,-0.58,72.08,71.5,"StrokeDifferentialFieldAverage",2012
163,NA,"Steve Wheatcroft",56,-0.58,71.38,70.8,"StrokeDifferentialFieldAverage",2012
165,NA,"DJ Trahan",73,-0.6,71.43,70.83,"StrokeDifferentialFieldAverage",2012
166,NA,"Roland Thatcher",55,-0.61,71.25,70.64,"StrokeDifferentialFieldAverage",2012
167,NA,"Stephen Ames",54,-0.62,71.89,71.27,"StrokeDifferentialFieldAverage",2012
168,NA,"Harrison Frazar",56,-0.63,71.91,71.28,"StrokeDifferentialFieldAverage",2012
169,NA,"Cameron Beckman",81,-0.66,71.69,71.03,"StrokeDifferentialFieldAverage",2012
170,NA,"Scott Dunlap",57,-0.69,71.38,70.69,"StrokeDifferentialFieldAverage",2012
171,NA,"Ted Potter Jr",77,-0.72,71.82,71.1,"StrokeDifferentialFieldAverage",2012
172,NA,"Arjun Atwal",79,-0.74,71.43,70.69,"StrokeDifferentialFieldAverage",2012
173,NA,"Colt Knost",79,-0.76,71.96,71.2,"StrokeDifferentialFieldAverage",2012
174,NA,"Miguel Angel Carballo",73,-0.79,71.7,70.91,"StrokeDifferentialFieldAverage",2012
175,NA,"Scott Brown",65,-0.82,71.48,70.66,"StrokeDifferentialFieldAverage",2012
176,NA,"Michael Bradley",63,-0.87,71.7,70.83,"StrokeDifferentialFieldAverage",2012
176,NA,"Brendon Todd",78,-0.87,71.7,70.83,"StrokeDifferentialFieldAverage",2012
178,NA,"Derek Lamely",64,-0.88,71.72,70.84,"StrokeDifferentialFieldAverage",2012
179,NA,"Ryuji Imada",78,-0.9,71.87,70.97,"StrokeDifferentialFieldAverage",2012
180,NA,"Patrick Sheehan",58,-0.91,71.73,70.82,"StrokeDifferentialFieldAverage",2012
181,NA,"Daniel Chopra",55,-1,71.85,70.85,"StrokeDifferentialFieldAverage",2012
182,NA,"Edward Loar",59,-1.01,71.88,70.87,"StrokeDifferentialFieldAverage",2012
183,NA,"Marco Dawson",60,-1.03,71.9,70.87,"StrokeDifferentialFieldAverage",2012
184,NA,"Alexandre Rocha",62,-1.04,71.72,70.68,"StrokeDifferentialFieldAverage",2012
185,NA,"Tom Pernice Jr",62,-1.07,71.81,70.74,"StrokeDifferentialFieldAverage",2012
186,NA,"Matt Bettencourt",80,-1.08,72.2,71.12,"StrokeDifferentialFieldAverage",2012
187,NA,"Billy Hurley III",70,-1.15,72.34,71.19,"StrokeDifferentialFieldAverage",2012
188,NA,"Tommy Biershenk",74,-1.32,72.4,71.08,"StrokeDifferentialFieldAverage",2012
189,NA,"Kyle Thompson",51,-1.35,72.14,70.79,"StrokeDifferentialFieldAverage",2012
190,NA,"Sung Kang",75,-1.51,72.66,71.15,"StrokeDifferentialFieldAverage",2012
191,NA,"Stephen Gangluff",57,-1.98,72.75,70.77,"StrokeDifferentialFieldAverage",2012
