"BirdieorBetterPercentageRough_RANKTHISWEEK_2008","BirdieorBetterPercentageRough_RANKLASTWEEK_2008","BirdieorBetterPercentageRough_PLAYERNAME_2008","BirdieorBetterPercentageRough_ROUNDS_2008","BirdieorBetterPercentageRough_Pct_2008","BirdieorBetterPercentageRough_TOTALBIRDIES_2008","BirdieorBetterPercentageRough_TOTALHOLES_2008","stat_name","year"
103,103,"Mark Wilson",107,13.51,40,296,"BirdieorBetterPercentageRough",2008
105,105,"Carlos Franco",73,13.5,32,237,"BirdieorBetterPercentageRough",2008
106,106,"Chris DiMarco",87,13.49,39,289,"BirdieorBetterPercentageRough",2008
107,107,"Tim Herron",97,13.47,45,334,"BirdieorBetterPercentageRough",2008
108,108,"Omar Uresti",74,13.45,23,171,"BirdieorBetterPercentageRough",2008
109,109,"Joe Durant",92,13.43,29,216,"BirdieorBetterPercentageRough",2008
110,110,"Tim Clark",90,13.17,32,243,"BirdieorBetterPercentageRough",2008
111,111,"Ryuji Imada",80,13.16,35,266,"BirdieorBetterPercentageRough",2008
111,111,"Richard Johnson",77,13.16,40,304,"BirdieorBetterPercentageRough",2008
111,111,"Bob Sowards",61,13.16,25,190,"BirdieorBetterPercentageRough",2008
114,114,"Andres Romero",69,13.14,31,236,"BirdieorBetterPercentageRough",2008
115,115,"Cameron Beckman",87,13.12,29,221,"BirdieorBetterPercentageRough",2008
116,116,"Sean OHair",81,13.08,31,237,"BirdieorBetterPercentageRough",2008
116,116,"Kevin Sutherland",98,13.08,42,321,"BirdieorBetterPercentageRough",2008
118,118,"Steve Flesch",95,13,39,300,"BirdieorBetterPercentageRough",2008
119,119,"Ryan Armour",87,12.99,30,231,"BirdieorBetterPercentageRough",2008
120,120,"Bob Estes",90,12.89,37,287,"BirdieorBetterPercentageRough",2008
120,120,"Johnson Wagner",83,12.89,33,256,"BirdieorBetterPercentageRough",2008
122,122,"Brandt Snedeker",85,12.88,34,264,"BirdieorBetterPercentageRough",2008
123,123,"Dean Wilson",109,12.87,43,334,"BirdieorBetterPercentageRough",2008
124,124,"John Senden",93,12.86,31,241,"BirdieorBetterPercentageRough",2008
125,125,"YE Yang",89,12.82,35,273,"BirdieorBetterPercentageRough",2008
126,126,"Bo Van Pelt",101,12.78,45,352,"BirdieorBetterPercentageRough",2008
127,127,"Trevor Immelman",70,12.77,24,188,"BirdieorBetterPercentageRough",2008
128,128,"Briny Baird",113,12.74,40,314,"BirdieorBetterPercentageRough",2008
129,129,"Jason Day",81,12.73,34,267,"BirdieorBetterPercentageRough",2008
129,129,"Charlie Wi",97,12.73,34,267,"BirdieorBetterPercentageRough",2008
131,131,"George McNeill",97,12.72,43,338,"BirdieorBetterPercentageRough",2008
132,132,"Ken Duke",116,12.71,52,409,"BirdieorBetterPercentageRough",2008
133,133,"JP Hayes",67,12.56,28,223,"BirdieorBetterPercentageRough",2008
134,134,"John Rollins",94,12.55,31,247,"BirdieorBetterPercentageRough",2008
135,135,"Jerry Kelly",89,12.5,30,240,"BirdieorBetterPercentageRough",2008
135,135,"Vaughn Taylor",103,12.5,40,320,"BirdieorBetterPercentageRough",2008
137,137,"John Riegger",73,12.44,25,201,"BirdieorBetterPercentageRough",2008
137,137,"Heath Slocum",104,12.44,26,209,"BirdieorBetterPercentageRough",2008
139,139,"Doug LaBelle II",65,12.26,19,155,"BirdieorBetterPercentageRough",2008
140,140,"Frank Lickliter II",107,12.2,40,328,"BirdieorBetterPercentageRough",2008
141,141,"Kevin Streelman",114,12.19,44,361,"BirdieorBetterPercentageRough",2008
142,142,"Billy Andrade",71,12.18,29,238,"BirdieorBetterPercentageRough",2008
143,143,"Ernie Els",51,12.12,16,132,"BirdieorBetterPercentageRough",2008
144,144,"Billy Mayfair",103,12.11,31,256,"BirdieorBetterPercentageRough",2008
145,145,"Chris Riley",51,12.1,15,124,"BirdieorBetterPercentageRough",2008
146,146,"Matt Jones",95,12.08,43,356,"BirdieorBetterPercentageRough",2008
147,147,"Patrick Sheehan",124,12.06,38,315,"BirdieorBetterPercentageRough",2008
148,148,"Lee Janzen",89,12.03,29,241,"BirdieorBetterPercentageRough",2008
149,149,"Jim McGovern",75,11.89,27,227,"BirdieorBetterPercentageRough",2008
150,150,"Kyle Thompson",70,11.85,25,211,"BirdieorBetterPercentageRough",2008
151,151,"Paul Claxton",63,11.76,18,153,"BirdieorBetterPercentageRough",2008
152,152,"Jeff Quinney",87,11.72,28,239,"BirdieorBetterPercentageRough",2008
153,153,"Alex Cejka",75,11.68,23,197,"BirdieorBetterPercentageRough",2008
153,153,"Greg Kraft",63,11.68,16,137,"BirdieorBetterPercentageRough",2008
155,155,"Jeff Maggert",86,11.67,30,257,"BirdieorBetterPercentageRough",2008
155,155,"Nick OHern",82,11.67,21,180,"BirdieorBetterPercentageRough",2008
157,157,"Scott McCarron",63,11.61,18,155,"BirdieorBetterPercentageRough",2008
158,158,"Rocco Mediate",87,11.57,25,216,"BirdieorBetterPercentageRough",2008
159,159,"JJ Henry",108,11.51,35,304,"BirdieorBetterPercentageRough",2008
160,160,"David Lutterus",59,11.48,21,183,"BirdieorBetterPercentageRough",2008
160,160,"Jin Park",85,11.48,24,209,"BirdieorBetterPercentageRough",2008
162,162,"Tom Pernice Jr",104,11.18,38,340,"BirdieorBetterPercentageRough",2008
163,163,"Charles Warren",79,11.07,27,244,"BirdieorBetterPercentageRough",2008
164,164,"Rod Pampling",83,11.06,25,226,"BirdieorBetterPercentageRough",2008
165,165,"Jim Furyk",95,11,23,209,"BirdieorBetterPercentageRough",2008
165,165,"Todd Hamilton",92,11,23,209,"BirdieorBetterPercentageRough",2008
167,167,"Kent Jones",68,10.76,17,158,"BirdieorBetterPercentageRough",2008
167,167,"Tim Wilkinson",95,10.76,31,288,"BirdieorBetterPercentageRough",2008
169,169,"Paul Casey",55,10.74,13,121,"BirdieorBetterPercentageRough",2008
170,170,"David Duval",51,10.69,17,159,"BirdieorBetterPercentageRough",2008
170,170,"Corey Pavin",69,10.69,17,159,"BirdieorBetterPercentageRough",2008
172,172,"Matt Kuchar",88,10.68,25,234,"BirdieorBetterPercentageRough",2008
173,173,"Jay Williamson",96,10.57,24,227,"BirdieorBetterPercentageRough",2008
174,174,"Lucas Glover",91,10.56,32,303,"BirdieorBetterPercentageRough",2008
175,175,"Shane Bertsch",96,10.36,26,251,"BirdieorBetterPercentageRough",2008
175,175,"Justin Bolli",87,10.36,23,222,"BirdieorBetterPercentageRough",2008
175,175,"Geoff Ogilvy",65,10.36,20,193,"BirdieorBetterPercentageRough",2008
178,178,"Brad Elder",67,10.26,20,195,"BirdieorBetterPercentageRough",2008
179,179,"Brian Gay",102,10.21,24,235,"BirdieorBetterPercentageRough",2008
180,180,"Eric Axley",113,10.16,38,374,"BirdieorBetterPercentageRough",2008
182,182,"Hunter Mahan",87,10.09,23,228,"BirdieorBetterPercentageRough",2008
183,183,"Will Ma Kenzie",62,10,19,190,"BirdieorBetterPercentageRough",2008
184,184,"Ted Purdy",68,9.81,21,214,"BirdieorBetterPercentageRough",2008
185,185,"Dudley Hart",74,9.58,23,240,"BirdieorBetterPercentageRough",2008
186,186,"Glen Day",64,9.41,19,202,"BirdieorBetterPercentageRough",2008
187,187,"Marco Dawson",64,9.24,17,184,"BirdieorBetterPercentageRough",2008
188,188,"Cliff Kresge",84,9.2,23,250,"BirdieorBetterPercentageRough",2008
189,189,"Michael Allen",91,9.05,21,232,"BirdieorBetterPercentageRough",2008
190,190,"Olin Browne",77,8.55,13,152,"BirdieorBetterPercentageRough",2008
191,191,"Shigeki Maruyama",50,8.09,14,173,"BirdieorBetterPercentageRough",2008
192,192,"Retief Goosen",59,7.95,12,151,"BirdieorBetterPercentageRough",2008
193,193,"Robert Gamez",79,7.49,14,187,"BirdieorBetterPercentageRough",2008
194,194,"Bart Bryant",81,7.14,13,182,"BirdieorBetterPercentageRough",2008
194,194,"Craig Kanada",65,7.14,12,168,"BirdieorBetterPercentageRough",2008
196,196,"Stephen Leaney",53,4.76,6,126,"BirdieorBetterPercentageRough",2008
197,197,"Jeff Gove",50,3.64,4,110,"BirdieorBetterPercentageRough",2008
