"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2008","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2008","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2008","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2008","ofPotentialPtswonFedExCupRegularSeason_Pct_2008","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2008","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2008","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2008","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2008","stat_name","year"
240,240,"Tom Scherrer",20,0.5,267,54000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
241,241,"David Frost",3,0.46,64,13950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
241,241,"Andrew Magee",3,0.46,52,11250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
241,241,"John Morse",7,0.46,103,22500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
244,244,"Jason Allred",23,0.45,286,63000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
245,245,"Notah Begay III",9,0.37,82,22500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
246,246,"Guy Boros",6,0.36,57,15750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
247,247,"Brad Elder",23,0.34,212,63000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
248,248,"Len Mattiace",11,0.29,116,40500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
248,248,"Grant Waite",8,0.29,52,18000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
250,250,"John Daly",17,0.28,182,66150,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
250,250,"Cody Freeman",26,0.28,214,76500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
252,252,"David Duval",20,0.23,149,65700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
252,252,"Spike McRoy",4,0.23,26,11250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
252,252,"Travis Perkins",23,0.23,152,67500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
255,255,"Mark OMeara",5,0.22,52,23850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
255,255,"Ron Whittaker",22,0.22,140,63000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
257,257,"JL Lewis",16,0.19,114,58500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
258,258,"Tommy Gainey",24,0.17,119,72000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
258,258,"Duffy Waldorf",4,0.17,26,15750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
260,260,"Skip Kendall",6,0.14,28,20250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
261,261,"Bob Burns",7,0.12,24,20250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
261,261,"Jim Gallagher Jr",7,0.12,24,20250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2008
