"EaglesHolesper_RANKTHISWEEK_2013","EaglesHolesper_RANKLASTWEEK_2013","EaglesHolesper_PLAYERNAME_2013","EaglesHolesper_ROUNDS_2013","EaglesHolesper_FREQUENCY_2013","EaglesHolesper_OFHOLES_2013","EaglesHolesper_OFEAGLES_2013","stat_name","year"
29,29,"Chad Campbell",78,152,1368,9,"EaglesHolesper",2013
30,30,"Brad Fritsch",81,154,1386,9,"EaglesHolesper",2013
31,31,"Andrew Svoboda",46,158.4,792,5,"EaglesHolesper",2013
31,31,"David Toms",49,158.4,792,5,"EaglesHolesper",2013
33,33,"Ben Kohles",75,159.8,1278,8,"EaglesHolesper",2013
34,34,"Matt Every",89,160.2,1602,10,"EaglesHolesper",2013
35,35,"Boo Weekley",100,163.6,1800,11,"EaglesHolesper",2013
36,36,"Greg Chalmers",77,164.3,1314,8,"EaglesHolesper",2013
37,37,"Jim Herman",59,165,990,6,"EaglesHolesper",2013
38,38,"Martin Flores",83,166,1494,9,"EaglesHolesper",2013
38,38,"Daniel Summerhays",83,166,1494,9,"EaglesHolesper",2013
40,40,"Scott Brown",65,167.1,1170,7,"EaglesHolesper",2013
40,40,"DH Lee",65,167.1,1170,7,"EaglesHolesper",2013
42,42,"Sean OHair",56,168,1008,6,"EaglesHolesper",2013
43,43,"Scott Piercy",78,168.8,1350,8,"EaglesHolesper",2013
44,44,"Troy Matteson",68,169.7,1188,7,"EaglesHolesper",2013
45,45,"Charles Howell III",87,170,1530,9,"EaglesHolesper",2013
46,46,"Nick Watney",88,172,1548,9,"EaglesHolesper",2013
47,47,"Brandt Jobe",62,174,1044,6,"EaglesHolesper",2013
47,47,"Martin Kaymer",61,174,1044,6,"EaglesHolesper",2013
49,49,"Martin Laird",68,174.9,1224,7,"EaglesHolesper",2013
50,50,"Stephen Ames",49,176.4,882,5,"EaglesHolesper",2013
50,50,"Darron Stiles",51,176.4,882,5,"EaglesHolesper",2013
52,52,"Kevin Chappell",80,180,1440,8,"EaglesHolesper",2013
52,52,"Jason Day",86,180,1440,8,"EaglesHolesper",2013
54,54,"Greg Owen",73,182.6,1278,7,"EaglesHolesper",2013
55,55,"Tim Clark",64,183,1098,6,"EaglesHolesper",2013
55,55,"Ted Potter Jr",65,183,1098,6,"EaglesHolesper",2013
57,57,"Rory Sabbatini",86,184.5,1476,8,"EaglesHolesper",2013
58,58,"Robert Karlsson",56,187.2,936,5,"EaglesHolesper",2013
59,59,"Bubba Watson",76,187.7,1314,7,"EaglesHolesper",2013
60,60,"Bud Cauley",67,189,1134,6,"EaglesHolesper",2013
60,60,"Jimmy Walker",84,189,1512,8,"EaglesHolesper",2013
62,62,"Morgan Hoffmann",64,192,1152,6,"EaglesHolesper",2013
63,63,"Colt Knost",69,195,1170,6,"EaglesHolesper",2013
63,63,"Tag Ridings",69,195,1170,6,"EaglesHolesper",2013
65,65,"Matt Kuchar",93,195.8,1566,8,"EaglesHolesper",2013
66,66,"John Huh",88,198,1584,8,"EaglesHolesper",2013
67,67,"Russell Henley",80,200.6,1404,7,"EaglesHolesper",2013
68,68,"Tim Herron",45,202.5,810,4,"EaglesHolesper",2013
69,69,"Brandt Snedeker",79,203.1,1422,7,"EaglesHolesper",2013
69,69,"Scott Stallings",79,203.1,1422,7,"EaglesHolesper",2013
71,71,"Alistair Presnell",59,205.2,1026,5,"EaglesHolesper",2013
72,72,"Cameron Tringale",80,205.7,1440,7,"EaglesHolesper",2013
73,73,"Eric Meierdierks",48,207,828,4,"EaglesHolesper",2013
74,74,"Ryo Ishikawa",72,210,1260,6,"EaglesHolesper",2013
75,75,"Andres Romero",63,212.4,1062,5,"EaglesHolesper",2013
76,76,"Ryan Moore",72,213,1278,6,"EaglesHolesper",2013
77,77,"Zach Johnson",84,213.4,1494,7,"EaglesHolesper",2013
77,77,"Matt Jones",83,213.4,1494,7,"EaglesHolesper",2013
79,79,"Bill Haas",85,216,1512,7,"EaglesHolesper",2013
79,79,"Freddie Jacobson",63,216,1080,5,"EaglesHolesper",2013
79,79,"Lee Williams",62,216,1080,5,"EaglesHolesper",2013
82,82,"Brian Harman",89,218.6,1530,7,"EaglesHolesper",2013
83,83,"Brendon de Jonge",110,220,1980,9,"EaglesHolesper",2013
84,84,"Kevin Streelman",86,221.1,1548,7,"EaglesHolesper",2013
85,85,"Erik Compton",74,222,1332,6,"EaglesHolesper",2013
85,85,"Brian Stuard",78,222,1332,6,"EaglesHolesper",2013
87,87,"Nicholas Thompson",99,222.8,1782,8,"EaglesHolesper",2013
88,88,"Steve LeBrun",66,223.2,1116,5,"EaglesHolesper",2013
89,89,"Jerry Kelly",75,225,1350,6,"EaglesHolesper",2013
89,89,"Jin Park",52,225,900,4,"EaglesHolesper",2013
91,91,"Lucas Glover",65,234,1170,5,"EaglesHolesper",2013
91,91,"Phil Mickelson",78,234,1404,6,"EaglesHolesper",2013
91,91,"Mark Wilson",56,234,936,4,"EaglesHolesper",2013
94,94,"Cameron Percy",68,237.6,1188,5,"EaglesHolesper",2013
95,95,"Carl Pettersson",82,240,1440,6,"EaglesHolesper",2013
96,96,"Harris English",95,244.3,1710,7,"EaglesHolesper",2013
97,97,"Pat Perez",69,248.4,1242,5,"EaglesHolesper",2013
98,98,"Roberto Castro",97,249.4,1746,7,"EaglesHolesper",2013
99,99,"Robert Allenby",58,252,1008,4,"EaglesHolesper",2013
99,99,"Bo Van Pelt",72,252,1260,5,"EaglesHolesper",2013
101,101,"Stewart Cink",71,255.6,1278,5,"EaglesHolesper",2013
101,101,"Robert Streb",75,255.6,1278,5,"EaglesHolesper",2013
101,101,"Charlie Wi",75,255.6,1278,5,"EaglesHolesper",2013
104,104,"Peter Hanson",45,258,774,3,"EaglesHolesper",2013
105,105,"Ben Crane",62,261,1044,4,"EaglesHolesper",2013
105,105,"Ken Duke",87,261,1566,6,"EaglesHolesper",2013
107,107,"John Rollins",77,262.8,1314,5,"EaglesHolesper",2013
108,108,"Webb Simpson",92,264,1584,6,"EaglesHolesper",2013
109,109,"Justin Hicks",79,270,1350,5,"EaglesHolesper",2013
109,109,"Scott Langley",79,270,1350,5,"EaglesHolesper",2013
109,109,"William McGirt",75,270,1350,5,"EaglesHolesper",2013
109,109,"Adam Scott",61,270,1080,4,"EaglesHolesper",2013
109,109,"Johnson Wagner",64,270,1080,4,"EaglesHolesper",2013
114,114,"DJ Trahan",48,276,828,3,"EaglesHolesper",2013
115,115,"Marc Leishman",77,277.2,1386,5,"EaglesHolesper",2013
116,116,"Charlie Beljan",62,279,1116,4,"EaglesHolesper",2013
117,117,"Jeff Maggert",63,283.5,1134,4,"EaglesHolesper",2013
117,117,"Shawn Stefani",63,283.5,1134,4,"EaglesHolesper",2013
119,119,"Bryce Molder",82,288,1440,5,"EaglesHolesper",2013
120,120,"JJ Henry",83,291.6,1458,5,"EaglesHolesper",2013
121,121,"Padraig Harrington",52,294,882,3,"EaglesHolesper",2013
121,121,"Graeme McDowell",53,294,882,3,"EaglesHolesper",2013
123,123,"Brendan Steele",86,295.2,1476,5,"EaglesHolesper",2013
123,123,"Josh Teater",86,295.2,1476,5,"EaglesHolesper",2013
125,125,"Sangmoon Bae",83,298.8,1494,5,"EaglesHolesper",2013
126,126,"David Lingmerth",68,306,1224,4,"EaglesHolesper",2013
126,126,"Hunter Mahan",91,306,1530,5,"EaglesHolesper",2013
126,126,"Henrik Norlander",70,306,1224,4,"EaglesHolesper",2013
129,129,"Justin Leonard",86,309.6,1548,5,"EaglesHolesper",2013
130,130,"Ian Poulter",59,318,954,3,"EaglesHolesper",2013
131,131,"James Driscoll",76,324,1296,4,"EaglesHolesper",2013
131,131,"Chez Reavie",72,324,1296,4,"EaglesHolesper",2013
133,133,"Brian Davis",91,327.6,1638,5,"EaglesHolesper",2013
134,134,"Graham DeLaet",94,338.4,1692,5,"EaglesHolesper",2013
135,135,"Jonas Blixt",76,342,1368,4,"EaglesHolesper",2013
136,136,"Billy Horschel",96,345.6,1728,5,"EaglesHolesper",2013
137,137,"Jason Dufner",78,346.5,1386,4,"EaglesHolesper",2013
138,138,"Derek Ernst",58,348,1044,3,"EaglesHolesper",2013
139,139,"Jim Furyk",80,351,1404,4,"EaglesHolesper",2013
139,139,"Jeff Overton",78,351,1404,4,"EaglesHolesper",2013
141,141,"Ryan Palmer",79,355.5,1422,4,"EaglesHolesper",2013
142,142,"Justin Rose",62,360,1080,3,"EaglesHolesper",2013
143,143,"Will Claxton",67,378,1134,3,"EaglesHolesper",2013
144,144,"Tom Gillis",69,390,1170,3,"EaglesHolesper",2013
144,144,"Fabian Gomez",65,390,1170,3,"EaglesHolesper",2013
146,146,"Bob Estes",66,396,1188,3,"EaglesHolesper",2013
146,146,"Chris Stroud",88,396,1584,4,"EaglesHolesper",2013
148,148,"Seung Yul Noh",71,402,1206,3,"EaglesHolesper",2013
149,149,"Charl Schwartzel",69,408,1224,3,"EaglesHolesper",2013
150,150,"David Lynn",70,414,1242,3,"EaglesHolesper",2013
151,151,"Ricky Barnes",74,420,1260,3,"EaglesHolesper",2013
152,152,"Richard Lee",81,462,1386,3,"EaglesHolesper",2013
153,153,"Luke Guthrie",82,492,1476,3,"EaglesHolesper",2013
154,154,"Stuart Appleby",88,504,1512,3,"EaglesHolesper",2013
154,154,"KJ Choi",85,504,1512,3,"EaglesHolesper",2013
154,154,"Tommy Gainey",84,504,1512,3,"EaglesHolesper",2013
154,154,"YE Yang",56,504,1008,2,"EaglesHolesper",2013
158,158,"Geoff Ogilvy",57,513,1026,2,"EaglesHolesper",2013
159,159,"Luke Donald",60,522,1044,2,"EaglesHolesper",2013
159,159,"DA Points",87,522,1566,3,"EaglesHolesper",2013
161,161,"Steven Bowditch",67,585,1170,2,"EaglesHolesper",2013
162,162,"David Mathis",71,603,1206,2,"EaglesHolesper",2013
162,162,"Dicky Pride",71,603,1206,2,"EaglesHolesper",2013
164,164,"Lee Westwood",70,621,1242,2,"EaglesHolesper",2013
165,165,"Angel Cabrera",73,657,1314,2,"EaglesHolesper",2013
166,166,"John Senden",79,702,1404,2,"EaglesHolesper",2013
167,167,"Brian Gay",79,711,1422,2,"EaglesHolesper",2013
168,168,"Aaron Watkins",46,792,792,1,"EaglesHolesper",2013
169,169,"Bobby Gates",49,810,810,1,"EaglesHolesper",2013
170,170,"Vaughn Taylor",50,828,828,1,"EaglesHolesper",2013
171,171,"Michael Bradley",56,936,936,1,"EaglesHolesper",2013
172,172,"Justin Bolli",59,990,990,1,"EaglesHolesper",2013
173,173,"Ben Curtis",59,1026,1026,1,"EaglesHolesper",2013
174,174,"Mike Weir",60,1044,1044,1,"EaglesHolesper",2013
175,175,"Vijay Singh",61,1098,1098,1,"EaglesHolesper",2013
176,176,"Trevor Immelman",73,1242,1242,1,"EaglesHolesper",2013
177,177,"Casey Wittenberg",72,1260,1260,1,"EaglesHolesper",2013
178,178,"David Hearn",88,1584,1584,1,"EaglesHolesper",2013
