"BirdieorBetterPercentage200yards_RANKTHISWEEK_2014","BirdieorBetterPercentage200yards_RANKLASTWEEK_2014","BirdieorBetterPercentage200yards_PLAYERNAME_2014","BirdieorBetterPercentage200yards_ROUNDS_2014","BirdieorBetterPercentage200yards_Pct_2014","BirdieorBetterPercentage200yards_TOTALBIRDIES_2014","BirdieorBetterPercentage200yards_TOTALHOLES_2014","stat_name","year"
105,105,"Ben Martin",80,26.45,64,242,"BirdieorBetterPercentage200yards",2014
106,106,"Ian Poulter",57,26.44,46,174,"BirdieorBetterPercentage200yards",2014
107,107,"Daniel Summerhays",98,26.3,106,403,"BirdieorBetterPercentage200yards",2014
108,108,"Camilo Villegas",95,26.28,87,331,"BirdieorBetterPercentage200yards",2014
109,109,"Scott Brown",100,26.2,93,355,"BirdieorBetterPercentage200yards",2014
110,110,"Rory Sabbatini",82,26.12,70,268,"BirdieorBetterPercentage200yards",2014
111,111,"Carl Pettersson",91,26.03,82,315,"BirdieorBetterPercentage200yards",2014
112,112,"Boo Weekley",73,25.98,53,204,"BirdieorBetterPercentage200yards",2014
113,113,"Pat Perez",84,25.94,76,293,"BirdieorBetterPercentage200yards",2014
114,114,"Tommy Gainey",73,25.88,59,228,"BirdieorBetterPercentage200yards",2014
115,115,"Cameron Tringale",111,25.82,110,426,"BirdieorBetterPercentage200yards",2014
116,116,"Sean OHair",77,25.75,69,268,"BirdieorBetterPercentage200yards",2014
117,117,"Jim Renner",61,25.71,54,210,"BirdieorBetterPercentage200yards",2014
118,118,"Brian Stuard",91,25.49,78,306,"BirdieorBetterPercentage200yards",2014
119,119,"Trevor Immelman",84,25.48,66,259,"BirdieorBetterPercentage200yards",2014
120,120,"Ryan Moore",86,25.45,70,275,"BirdieorBetterPercentage200yards",2014
121,121,"Danny Lee",84,25.17,76,302,"BirdieorBetterPercentage200yards",2014
122,122,"Troy Matteson",62,25,47,188,"BirdieorBetterPercentage200yards",2014
123,123,"Retief Goosen",94,24.92,75,301,"BirdieorBetterPercentage200yards",2014
124,124,"Nicholas Thompson",85,24.91,67,269,"BirdieorBetterPercentage200yards",2014
125,125,"YE Yang",79,24.9,61,245,"BirdieorBetterPercentage200yards",2014
126,126,"Jason Bohn",81,24.83,75,302,"BirdieorBetterPercentage200yards",2014
126,126,"Jason Day",54,24.83,36,145,"BirdieorBetterPercentage200yards",2014
128,128,"Scott Langley",95,24.76,76,307,"BirdieorBetterPercentage200yards",2014
129,129,"Jerry Kelly",80,24.62,64,260,"BirdieorBetterPercentage200yards",2014
130,130,"Andrew Svoboda",77,24.55,68,277,"BirdieorBetterPercentage200yards",2014
131,131,"Heath Slocum",71,24.5,61,249,"BirdieorBetterPercentage200yards",2014
132,132,"Charlie Wi",72,24.38,59,242,"BirdieorBetterPercentage200yards",2014
133,133,"Greg Chalmers",85,24.29,68,280,"BirdieorBetterPercentage200yards",2014
134,134,"Freddie Jacobson",91,24.22,78,322,"BirdieorBetterPercentage200yards",2014
135,135,"Ken Duke",80,24.15,64,265,"BirdieorBetterPercentage200yards",2014
136,136,"Jim Furyk",84,24.06,64,266,"BirdieorBetterPercentage200yards",2014
137,137,"Marc Leishman",81,24.05,70,291,"BirdieorBetterPercentage200yards",2014
138,138,"David Hearn",97,24.03,74,308,"BirdieorBetterPercentage200yards",2014
139,139,"George McNeill",79,24.01,73,304,"BirdieorBetterPercentage200yards",2014
140,140,"William McGirt",96,23.63,82,347,"BirdieorBetterPercentage200yards",2014
141,141,"Woody Austin",63,23.5,51,217,"BirdieorBetterPercentage200yards",2014
142,142,"Stuart Appleby",92,23.49,74,315,"BirdieorBetterPercentage200yards",2014
143,143,"David Lingmerth",80,23.29,58,249,"BirdieorBetterPercentage200yards",2014
144,144,"DA Points",75,23.25,53,228,"BirdieorBetterPercentage200yards",2014
145,145,"Bronson La Cassie",51,23.23,36,155,"BirdieorBetterPercentage200yards",2014
146,146,"Johnson Wagner",69,23.15,50,216,"BirdieorBetterPercentage200yards",2014
147,147,"Justin Hicks",103,22.81,78,342,"BirdieorBetterPercentage200yards",2014
148,148,"Jim Herman",62,22.78,41,180,"BirdieorBetterPercentage200yards",2014
149,149,"Roberto Castro",76,22.73,55,242,"BirdieorBetterPercentage200yards",2014
150,150,"JJ Henry",91,22.34,61,273,"BirdieorBetterPercentage200yards",2014
150,150,"Troy Merritt",62,22.34,44,197,"BirdieorBetterPercentage200yards",2014
152,152,"Mark Wilson",69,22.33,48,215,"BirdieorBetterPercentage200yards",2014
153,153,"Bryce Molder",77,22.04,54,245,"BirdieorBetterPercentage200yards",2014
154,154,"Russell Knox",92,21.94,70,319,"BirdieorBetterPercentage200yards",2014
155,155,"Graeme McDowell",66,21.72,43,198,"BirdieorBetterPercentage200yards",2014
156,156,"John Rollins",84,21.52,51,237,"BirdieorBetterPercentage200yards",2014
157,157,"Luke Donald",57,21.39,43,201,"BirdieorBetterPercentage200yards",2014
158,158,"Tim Wilkinson",86,21.24,55,259,"BirdieorBetterPercentage200yards",2014
159,159,"David Toms",64,21.13,41,194,"BirdieorBetterPercentage200yards",2014
160,160,"Geoff Ogilvy",84,21.09,62,294,"BirdieorBetterPercentage200yards",2014
161,161,"John Huh",87,20.83,60,288,"BirdieorBetterPercentage200yards",2014
162,162,"Ben Curtis",77,20.72,52,251,"BirdieorBetterPercentage200yards",2014
163,163,"Spencer Levin",59,20.62,40,194,"BirdieorBetterPercentage200yards",2014
164,164,"Chad Campbell",57,20.61,34,165,"BirdieorBetterPercentage200yards",2014
165,165,"Chad Collins",78,20.42,49,240,"BirdieorBetterPercentage200yards",2014
166,166,"Mike Weir",69,20.09,46,229,"BirdieorBetterPercentage200yards",2014
167,167,"Ted Potter Jr",68,20,49,245,"BirdieorBetterPercentage200yards",2014
168,168,"Ben Crane",81,19.94,63,316,"BirdieorBetterPercentage200yards",2014
169,169,"KJ Choi",80,19.41,53,273,"BirdieorBetterPercentage200yards",2014
170,170,"Brendon Todd",108,19.21,68,354,"BirdieorBetterPercentage200yards",2014
171,171,"Tim Clark",75,18.83,45,239,"BirdieorBetterPercentage200yards",2014
172,172,"DH Lee",54,18.68,34,182,"BirdieorBetterPercentage200yards",2014
173,173,"Billy Hurley III",86,18.57,52,280,"BirdieorBetterPercentage200yards",2014
174,174,"Richard Lee",80,18.5,42,227,"BirdieorBetterPercentage200yards",2014
175,175,"Brian Gay",81,18.41,44,239,"BirdieorBetterPercentage200yards",2014
176,176,"Jeff Maggert",54,18.07,30,166,"BirdieorBetterPercentage200yards",2014
177,177,"Justin Leonard",75,16.3,37,227,"BirdieorBetterPercentage200yards",2014
