"BallStriking_RANKTHISWEEK_2013","BallStriking_RANKLASTWEEK_2013","BallStriking_PLAYERNAME_2013","BallStriking_ROUNDS_2013","BallStriking_VALUE_2013","BallStriking_TOTALDRVRANK_2013","BallStriking_GIRRANK_2013","stat_name","year"
56,56,"Dustin Johnson",71,123,84,39,"BallStriking",2013
57,57,"Rory McIlroy",56,125,39,86,"BallStriking",2013
58,58,"Harris English",95,127,64,63,"BallStriking",2013
59,59,"Jeff Maggert",63,128,81,47,"BallStriking",2013
60,60,"Chad Campbell",78,134,100,34,"BallStriking",2013
61,61,"Robert Garrigus",69,135,77,58,"BallStriking",2013
61,61,"Charley Hoffman",84,135,50,85,"BallStriking",2013
63,63,"Richard Lee",81,136,84,52,"BallStriking",2013
63,63,"Bo Van Pelt",72,136,55,81,"BallStriking",2013
65,65,"Russell Henley",80,137,21,116,"BallStriking",2013
66,66,"Charlie Beljan",62,138,33,105,"BallStriking",2013
67,67,"Jason Day",86,141,45,96,"BallStriking",2013
68,68,"Cameron Percy",68,142,66,76,"BallStriking",2013
69,69,"Greg Owen",73,143,66,77,"BallStriking",2013
70,70,"Brian Stuard",78,144,69,75,"BallStriking",2013
71,71,"DH Lee",65,145,78,67,"BallStriking",2013
71,71,"Andrew Svoboda",46,145,75,70,"BallStriking",2013
73,73,"Ryan Moore",72,150,36,114,"BallStriking",2013
73,73,"Vaughn Taylor",50,150,15,135,"BallStriking",2013
75,75,"Camilo Villegas",79,151,111,40,"BallStriking",2013
76,76,"Scott Stallings",79,154,50,104,"BallStriking",2013
77,77,"Scott Brown",65,163,45,118,"BallStriking",2013
78,78,"Martin Laird",68,164,34,130,"BallStriking",2013
79,79,"Ted Potter Jr",65,165,58,107,"BallStriking",2013
80,80,"John Senden",79,167,99,68,"BallStriking",2013
81,81,"Will Claxton",67,168,90,78,"BallStriking",2013
81,81,"Ben Kohles",75,168,78,90,"BallStriking",2013
83,83,"Jason Kokrak",78,170,90,80,"BallStriking",2013
84,84,"KJ Choi",85,174,103,71,"BallStriking",2013
84,84,"Tag Ridings",69,174,100,74,"BallStriking",2013
86,86,"Stewart Cink",71,175,153,22,"BallStriking",2013
87,87,"Fabian Gomez",65,176,58,118,"BallStriking",2013
88,88,"Charles Howell III",87,177,135,42,"BallStriking",2013
88,88,"Jerry Kelly",75,177,90,87,"BallStriking",2013
90,90,"Bob Estes",66,178,81,97,"BallStriking",2013
90,90,"Martin Flores",83,178,94,84,"BallStriking",2013
92,92,"Jimmy Walker",84,179,118,61,"BallStriking",2013
93,93,"Doug LaBelle II",72,180,69,111,"BallStriking",2013
93,93,"David Lingmerth",68,180,42,138,"BallStriking",2013
95,95,"Martin Kaymer",61,187,88,99,"BallStriking",2013
96,96,"Morgan Hoffmann",64,190,87,103,"BallStriking",2013
97,97,"Derek Ernst",58,191,69,122,"BallStriking",2013
97,97,"James Hahn",78,191,90,101,"BallStriking",2013
97,97,"Chris Kirk",89,191,122,69,"BallStriking",2013
100,100,"Stuart Appleby",88,195,103,92,"BallStriking",2013
101,101,"Trevor Immelman",73,199,146,53,"BallStriking",2013
102,102,"John Merrick",79,205,155,50,"BallStriking",2013
102,102,"Brandt Snedeker",79,205,126,79,"BallStriking",2013
104,104,"Phil Mickelson",78,207,164,43,"BallStriking",2013
105,105,"YE Yang",56,210,66,144,"BallStriking",2013
106,106,"Ryo Ishikawa",72,212,150,62,"BallStriking",2013
107,107,"Angel Cabrera",73,213,118,95,"BallStriking",2013
108,108,"Tom Gillis",69,214,39,175,"BallStriking",2013
109,109,"Jeff Overton",78,219,121,98,"BallStriking",2013
110,110,"Erik Compton",74,221,128,93,"BallStriking",2013
111,111,"Matt Every",89,223,140,83,"BallStriking",2013
111,111,"Daniel Summerhays",83,223,115,108,"BallStriking",2013
113,113,"Troy Matteson",68,224,124,100,"BallStriking",2013
114,114,"Brian Davis",91,226,69,157,"BallStriking",2013
114,114,"William McGirt",75,226,138,88,"BallStriking",2013
116,116,"Michael Bradley",56,230,171,59,"BallStriking",2013
117,117,"Rickie Fowler",75,232,98,134,"BallStriking",2013
117,117,"Graeme McDowell",53,232,88,144,"BallStriking",2013
117,117,"Rod Pampling",46,232,126,106,"BallStriking",2013
120,120,"Seung Yul Noh",71,233,118,115,"BallStriking",2013
121,121,"Jason Bohn",70,234,125,109,"BallStriking",2013
122,122,"Ken Duke",87,235,94,141,"BallStriking",2013
123,123,"Matt Kuchar",93,236,163,73,"BallStriking",2013
123,123,"David Toms",49,236,106,130,"BallStriking",2013
125,125,"Shawn Stefani",63,237,108,129,"BallStriking",2013
126,126,"Sean OHair",56,243,83,160,"BallStriking",2013
127,127,"Jin Park",52,245,108,137,"BallStriking",2013
128,128,"Luke List",65,246,97,149,"BallStriking",2013
128,128,"Dicky Pride",71,246,136,110,"BallStriking",2013
130,130,"Marc Leishman",77,250,156,94,"BallStriking",2013
131,131,"Tim Clark",64,253,94,159,"BallStriking",2013
132,132,"David Hearn",88,259,158,101,"BallStriking",2013
132,132,"DA Points",87,259,116,143,"BallStriking",2013
134,134,"Bryce Molder",82,261,133,128,"BallStriking",2013
134,134,"Scott Piercy",78,261,111,150,"BallStriking",2013
136,136,"Carl Pettersson",82,262,108,154,"BallStriking",2013
137,137,"Brian Harman",89,263,117,146,"BallStriking",2013
138,138,"Steven Bowditch",67,264,103,161,"BallStriking",2013
138,138,"Darron Stiles",51,264,111,153,"BallStriking",2013
140,140,"Scott Gardiner",61,267,150,117,"BallStriking",2013
140,140,"Robert Karlsson",56,267,128,139,"BallStriking",2013
140,140,"Patrick Reed",83,267,142,125,"BallStriking",2013
143,143,"Ian Poulter",59,268,132,136,"BallStriking",2013
144,144,"Bud Cauley",67,269,143,126,"BallStriking",2013
145,145,"Bobby Gates",49,270,128,142,"BallStriking",2013
146,146,"David Mathis",71,271,138,133,"BallStriking",2013
147,147,"Scott Langley",79,272,152,120,"BallStriking",2013
148,148,"Chris Stroud",88,274,161,113,"BallStriking",2013
149,149,"Peter Hanson",45,275,106,169,"BallStriking",2013
150,150,"Luke Guthrie",82,279,147,132,"BallStriking",2013
151,151,"Ben Crane",62,280,159,121,"BallStriking",2013
151,151,"Justin Leonard",86,280,140,140,"BallStriking",2013
153,153,"Charlie Wi",75,287,111,176,"BallStriking",2013
154,154,"Geoff Ogilvy",57,288,133,155,"BallStriking",2013
155,155,"Johnson Wagner",64,289,177,112,"BallStriking",2013
156,156,"Andres Romero",63,290,122,168,"BallStriking",2013
157,157,"Sangmoon Bae",83,292,165,127,"BallStriking",2013
158,158,"James Driscoll",76,294,170,124,"BallStriking",2013
159,159,"Colt Knost",69,295,131,164,"BallStriking",2013
160,160,"Ben Curtis",59,297,174,123,"BallStriking",2013
161,161,"Aaron Watkins",46,299,147,152,"BallStriking",2013
162,162,"Luke Donald",60,300,144,156,"BallStriking",2013
163,163,"Ernie Els",63,310,147,163,"BallStriking",2013
164,164,"Robert Allenby",58,315,167,148,"BallStriking",2013
165,165,"Tommy Gainey",84,316,144,172,"BallStriking",2013
165,165,"Brian Gay",79,316,136,180,"BallStriking",2013
167,167,"Alistair Presnell",59,319,168,151,"BallStriking",2013
168,168,"David Lynn",70,322,175,147,"BallStriking",2013
168,168,"Michael Thompson",66,322,160,162,"BallStriking",2013
170,170,"Greg Chalmers",77,323,156,167,"BallStriking",2013
171,171,"Padraig Harrington",52,328,154,174,"BallStriking",2013
172,172,"Freddie Jacobson",63,331,166,165,"BallStriking",2013
173,173,"Justin Bolli",59,332,162,170,"BallStriking",2013
174,174,"Casey Wittenberg",72,337,179,158,"BallStriking",2013
175,175,"Lee Williams",62,340,175,165,"BallStriking",2013
176,176,"Stephen Ames",49,342,172,170,"BallStriking",2013
177,177,"Jonas Blixt",76,346,173,173,"BallStriking",2013
178,178,"Aaron Baddeley",68,347,169,178,"BallStriking",2013
179,179,"Tim Herron",45,355,178,177,"BallStriking",2013
180,180,"Mike Weir",60,359,180,179,"BallStriking",2013
