"AveragePuttingDistanceAll3Plusputts_RANKTHISWEEK_2015","AveragePuttingDistanceAll3Plusputts_RANKLASTWEEK_2015","AveragePuttingDistanceAll3Plusputts_PLAYERNAME_2015","AveragePuttingDistanceAll3Plusputts_ROUNDS_2015","AveragePuttingDistanceAll3Plusputts_AVG_2015","AveragePuttingDistanceAll3Plusputts_DISTANCEFEET_2015","AveragePuttingDistanceAll3Plusputts_TOTALPUTTS_2015","stat_name","year"
23,23,"Oscar Fraustro",58,NA,53.167,1,"AveragePuttingDistanceAll3Plusputts",2015
24,24,"Seung Yul Noh",65,NA,52.5,1,"AveragePuttingDistanceAll3Plusputts",2015
25,25,"George McNeill",93,NA,101.75,2,"AveragePuttingDistanceAll3Plusputts",2015
26,26,"Derek Ernst",75,NA,47.833,1,"AveragePuttingDistanceAll3Plusputts",2015
27,27,"Max Homa",78,NA,46.333,1,"AveragePuttingDistanceAll3Plusputts",2015
28,28,"Russell Knox",96,NA,43.75,1,"AveragePuttingDistanceAll3Plusputts",2015
29,29,"Scott Stallings",60,NA,43.667,1,"AveragePuttingDistanceAll3Plusputts",2015
30,30,"Derek Fathauer",81,NA,130.25,3,"AveragePuttingDistanceAll3Plusputts",2015
30,30,"Nicholas Thompson",90,NA,43.417,1,"AveragePuttingDistanceAll3Plusputts",2015
32,32,"Luke Donald",71,NA,40.667,1,"AveragePuttingDistanceAll3Plusputts",2015
33,33,"Marc Leishman",74,NA,39.75,1,"AveragePuttingDistanceAll3Plusputts",2015
34,34,"Matt Every",73,NA,37.917,1,"AveragePuttingDistanceAll3Plusputts",2015
35,35,"Adam Scott",51,NA,37.583,1,"AveragePuttingDistanceAll3Plusputts",2015
36,36,"Brendon de Jonge",106,NA,74.25,2,"AveragePuttingDistanceAll3Plusputts",2015
37,37,"Cameron Tringale",96,NA,72.333,2,"AveragePuttingDistanceAll3Plusputts",2015
38,38,"Jon Curran",83,NA,35.667,1,"AveragePuttingDistanceAll3Plusputts",2015
39,39,"Jeff Overton",94,NA,35.583,1,"AveragePuttingDistanceAll3Plusputts",2015
40,40,"Andrew Putnam",68,NA,105.75,3,"AveragePuttingDistanceAll3Plusputts",2015
41,41,"Charlie Beljan",76,NA,174.667,5,"AveragePuttingDistanceAll3Plusputts",2015
42,42,"Justin Thomas",106,NA,103.25,3,"AveragePuttingDistanceAll3Plusputts",2015
43,43,"Eric Axley",57,NA,100.5,3,"AveragePuttingDistanceAll3Plusputts",2015
44,44,"Dustin Johnson",75,NA,33.333,1,"AveragePuttingDistanceAll3Plusputts",2015
45,45,"Ernie Els",57,NA,96.833,3,"AveragePuttingDistanceAll3Plusputts",2015
46,46,"Hideki Matsuyama",95,NA,30.917,1,"AveragePuttingDistanceAll3Plusputts",2015
47,47,"Steven Bowditch",103,NA,30.75,1,"AveragePuttingDistanceAll3Plusputts",2015
48,48,"Billy Horschel",99,NA,29.917,1,"AveragePuttingDistanceAll3Plusputts",2015
49,49,"Brandt Snedeker",98,NA,29.583,1,"AveragePuttingDistanceAll3Plusputts",2015
50,50,"Blayne Barber",76,NA,28.417,1,"AveragePuttingDistanceAll3Plusputts",2015
50,50,"Danny Lee",120,NA,113.583,4,"AveragePuttingDistanceAll3Plusputts",2015
52,52,"Stewart Cink",77,NA,55.917,2,"AveragePuttingDistanceAll3Plusputts",2015
53,53,"Kevin Na",98,NA,27.5,1,"AveragePuttingDistanceAll3Plusputts",2015
54,54,"Nick Watney",91,NA,51.917,2,"AveragePuttingDistanceAll3Plusputts",2015
55,55,"Zac Blair",108,NA,50.167,2,"AveragePuttingDistanceAll3Plusputts",2015
56,56,"David Lingmerth",90,NA,25,1,"AveragePuttingDistanceAll3Plusputts",2015
57,57,"Ian Poulter",68,NA,47.75,2,"AveragePuttingDistanceAll3Plusputts",2015
58,58,"Scott Pinckney",88,NA,22.833,1,"AveragePuttingDistanceAll3Plusputts",2015
59,59,"Andres Gonzales",90,NA,44,2,"AveragePuttingDistanceAll3Plusputts",2015
60,60,"Padraig Harrington",60,NA,21.75,1,"AveragePuttingDistanceAll3Plusputts",2015
61,61,"Martin Flores",95,NA,39.083,2,"AveragePuttingDistanceAll3Plusputts",2015
62,62,"Brian Davis",86,NA,19.5,1,"AveragePuttingDistanceAll3Plusputts",2015
63,63,"SJ Park",79,NA,19.333,1,"AveragePuttingDistanceAll3Plusputts",2015
64,64,"Camilo Villegas",83,NA,19.167,1,"AveragePuttingDistanceAll3Plusputts",2015
65,65,"Kevin Streelman",95,NA,18.417,1,"AveragePuttingDistanceAll3Plusputts",2015
66,66,"Lucas Glover",79,NA,69.917,4,"AveragePuttingDistanceAll3Plusputts",2015
67,67,"Mark Wilson",89,NA,34,2,"AveragePuttingDistanceAll3Plusputts",2015
68,68,"Chris Stroud",84,NA,16.667,1,"AveragePuttingDistanceAll3Plusputts",2015
69,69,"Greg Owen",58,NA,48.667,3,"AveragePuttingDistanceAll3Plusputts",2015
70,70,"Brendon Todd",96,NA,14.833,1,"AveragePuttingDistanceAll3Plusputts",2015
71,71,"Geoff Ogilvy",50,NA,28.333,2,"AveragePuttingDistanceAll3Plusputts",2015
72,72,"Charley Hoffman",97,NA,13.917,1,"AveragePuttingDistanceAll3Plusputts",2015
73,73,"Jerry Kelly",79,NA,8.75,1,"AveragePuttingDistanceAll3Plusputts",2015
74,74,"Adam Hadwin",95,NA,6.833,1,"AveragePuttingDistanceAll3Plusputts",2015
