"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2015","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2015","TotalMoneyOfficialandUnofficial_PLAYERNAME_2015","TotalMoneyOfficialandUnofficial_EVENTS_2015","TotalMoneyOfficialandUnofficial_MONEY_2015","stat_name","year"
336,336,"Richie Ramsay",2,23331,"TotalMoneyOfficialandUnofficial",2015
337,337,"Brett Rumford",1,22551,"TotalMoneyOfficialandUnofficial",2015
338,338,"Bernhard Langer",3,22082,"TotalMoneyOfficialandUnofficial",2015
339,339,"John Parry",1,22067,"TotalMoneyOfficialandUnofficial",2015
340,340,"Kelvin Day",2,21236,"TotalMoneyOfficialandUnofficial",2015
341,341,"Wes Roach",1,20495,"TotalMoneyOfficialandUnofficial",2015
342,342,"JJ Spaun",1,20300,"TotalMoneyOfficialandUnofficial",2015
343,343,"Billy Mayfair",6,19710,"TotalMoneyOfficialandUnofficial",2015
344,344,"Steve Lewton",1,19180,"TotalMoneyOfficialandUnofficial",2015
345,345,"Michael Bradley",4,18736,"TotalMoneyOfficialandUnofficial",2015
345,345,"Fabrizio Zanotti",1,18736,"TotalMoneyOfficialandUnofficial",2015
347,347,"Sebastian Cappelen",2,18475,"TotalMoneyOfficialandUnofficial",2015
348,348,"Brian Gaffney",1,17900,"TotalMoneyOfficialandUnofficial",2015
349,349,"Alvaro Quiros",2,17651,"TotalMoneyOfficialandUnofficial",2015
350,350,"Shaun Micheel",5,16321,"TotalMoneyOfficialandUnofficial",2015
351,351,"Michael Block",6,14960,"TotalMoneyOfficialandUnofficial",2015
352,352,"Scott Gutschewski",1,14697,"TotalMoneyOfficialandUnofficial",2015
353,353,"Alexandre Rocha",1,14528,"TotalMoneyOfficialandUnofficial",2015
354,354,"Danny Chia",1,14420,"TotalMoneyOfficialandUnofficial",2015
354,354,"Nicholas Fung",1,14420,"TotalMoneyOfficialandUnofficial",2015
356,356,"Kevin Tway",1,14322,"TotalMoneyOfficialandUnofficial",2015
357,357,"Chris Riley",2,14216,"TotalMoneyOfficialandUnofficial",2015
358,358,"Cory Renfrew",1,13734,"TotalMoneyOfficialandUnofficial",2015
359,359,"Doug LaBelle II",1,13650,"TotalMoneyOfficialandUnofficial",2015
360,360,"Seukhyun Baek",2,13160,"TotalMoneyOfficialandUnofficial",2015
361,361,"Tom Johnson",2,12967,"TotalMoneyOfficialandUnofficial",2015
362,362,"Brandt Jobe",6,12825,"TotalMoneyOfficialandUnofficial",2015
363,363,"Patton Kizzire",2,12544,"TotalMoneyOfficialandUnofficial",2015
364,364,"Daniel Miernicki",1,12348,"TotalMoneyOfficialandUnofficial",2015
365,365,"Jay Woodson",1,12261,"TotalMoneyOfficialandUnofficial",2015
366,366,"Thomas Birdsey",1,12090,"TotalMoneyOfficialandUnofficial",2015
367,367,"Daniel Chopra",5,11700,"TotalMoneyOfficialandUnofficial",2015
368,368,"Tom Watson",3,11623,"TotalMoneyOfficialandUnofficial",2015
369,369,"Patrick Cantlay",1,11468,"TotalMoneyOfficialandUnofficial",2015
370,370,"Chris Naegel",2,11336,"TotalMoneyOfficialandUnofficial",2015
371,371,"Marcelo Rozo",1,9628,"TotalMoneyOfficialandUnofficial",2015
372,372,"Scott McCarron",7,8880,"TotalMoneyOfficialandUnofficial",2015
373,373,"Garrett Willis",1,8708,"TotalMoneyOfficialandUnofficial",2015
374,374,"Kent Jones",2,7626,"TotalMoneyOfficialandUnofficial",2015
375,375,"Stephen Ames",1,7613,"TotalMoneyOfficialandUnofficial",2015
375,375,"Alex Kang",1,7613,"TotalMoneyOfficialandUnofficial",2015
377,377,"Parker McLachlin",2,7560,"TotalMoneyOfficialandUnofficial",2015
378,378,"Smylie Kaufman",2,7210,"TotalMoneyOfficialandUnofficial",2015
379,379,"Richy Werenski",1,6825,"TotalMoneyOfficialandUnofficial",2015
380,380,"Robert Karlsson",2,6690,"TotalMoneyOfficialandUnofficial",2015
381,381,"Steve Lowery",3,6650,"TotalMoneyOfficialandUnofficial",2015
382,382,"Len Mattiace",6,6479,"TotalMoneyOfficialandUnofficial",2015
383,383,"Ted Purdy",3,6386,"TotalMoneyOfficialandUnofficial",2015
384,384,"Guy Boros",2,6270,"TotalMoneyOfficialandUnofficial",2015
385,385,"John Chin",1,6262,"TotalMoneyOfficialandUnofficial",2015
386,386,"Michael McCabe",1,6014,"TotalMoneyOfficialandUnofficial",2015
387,387,"Bobby Wyatt",2,6000,"TotalMoneyOfficialandUnofficial",2015
388,388,"James Driscoll",1,5820,"TotalMoneyOfficialandUnofficial",2015
388,388,"Tim Herron",7,5820,"TotalMoneyOfficialandUnofficial",2015
