"PresidentsCupUnitedes_RANKTHISWEEK_2015","PresidentsCupUnitedes_RANKLASTWEEK_2015","PresidentsCupUnitedes_PLAYERNAME_2015","PresidentsCupUnitedes__2015","PresidentsCupUnitedes_POINTS_2015","stat_name","year"
68,68,"Stewart Cink",NA,1543,"PresidentsCupUnitedes",2015
69,69,"Will Ma Kenzie",NA,1541,"PresidentsCupUnitedes",2015
70,70,"Davis Love III",NA,1492,"PresidentsCupUnitedes",2015
71,71,"Scott Stallings",NA,1479,"PresidentsCupUnitedes",2015
72,72,"Johnson Wagner",NA,1463,"PresidentsCupUnitedes",2015
73,73,"Jeff Overton",NA,1435,"PresidentsCupUnitedes",2015
74,74,"Michael Putnam",NA,1390,"PresidentsCupUnitedes",2015
75,75,"Jim Herman",NA,1380,"PresidentsCupUnitedes",2015
76,76,"Jason Gore",NA,1370,"PresidentsCupUnitedes",2015
77,77,"Hudson Swafford",NA,1363,"PresidentsCupUnitedes",2015
78,78,"Billy Hurley III",NA,1360,"PresidentsCupUnitedes",2015
79,79,"Steve Stricker",NA,1325,"PresidentsCupUnitedes",2015
80,80,"Scott Pinckney",NA,1310,"PresidentsCupUnitedes",2015
81,81,"Luke Guthrie",NA,1286,"PresidentsCupUnitedes",2015
82,82,"Michael Thompson",NA,1271,"PresidentsCupUnitedes",2015
83,83,"Spencer Levin",NA,1249,"PresidentsCupUnitedes",2015
84,84,"Chad Collins",NA,1241,"PresidentsCupUnitedes",2015
85,85,"Zac Blair",NA,1238,"PresidentsCupUnitedes",2015
86,86,"Kevin Stadler",NA,1238,"PresidentsCupUnitedes",2015
87,87,"Ben Crane",NA,1222,"PresidentsCupUnitedes",2015
88,88,"Kyle Reifers",NA,1222,"PresidentsCupUnitedes",2015
89,89,"Martin Flores",NA,1208,"PresidentsCupUnitedes",2015
90,90,"John Peterson",NA,1204,"PresidentsCupUnitedes",2015
91,91,"Bo Van Pelt",NA,1194,"PresidentsCupUnitedes",2015
92,92,"Colt Knost",NA,1177,"PresidentsCupUnitedes",2015
93,93,"David Toms",NA,1170,"PresidentsCupUnitedes",2015
94,94,"Nicholas Thompson",NA,1169,"PresidentsCupUnitedes",2015
95,95,"Patrick Rodgers",NA,1164,"PresidentsCupUnitedes",2015
96,96,"Ricky Barnes",NA,1158,"PresidentsCupUnitedes",2015
97,97,"Brice Garnett",NA,1142,"PresidentsCupUnitedes",2015
98,98,"Ken Duke",NA,1133,"PresidentsCupUnitedes",2015
99,99,"Mark Wilson",NA,1112,"PresidentsCupUnitedes",2015
100,100,"Charlie Beljan",NA,1111,"PresidentsCupUnitedes",2015
101,101,"Robert Garrigus",NA,1109,"PresidentsCupUnitedes",2015
102,102,"Andrew Svoboda",NA,1064,"PresidentsCupUnitedes",2015
103,103,"Steve Wheatcroft",NA,1039,"PresidentsCupUnitedes",2015
104,104,"John Merrick",NA,1028,"PresidentsCupUnitedes",2015
105,105,"Jon Curran",NA,1027,"PresidentsCupUnitedes",2015
106,106,"Justin Hicks",NA,997,"PresidentsCupUnitedes",2015
107,107,"Jonathan Byrd",NA,947,"PresidentsCupUnitedes",2015
108,108,"Alex Prugh",NA,900,"PresidentsCupUnitedes",2015
109,109,"Andres Gonzales",NA,878,"PresidentsCupUnitedes",2015
110,110,"Justin Leonard",NA,863,"PresidentsCupUnitedes",2015
111,111,"Lucas Glover",NA,850,"PresidentsCupUnitedes",2015
112,112,"Roberto Castro",NA,838,"PresidentsCupUnitedes",2015
113,113,"Sam Saunders",NA,816,"PresidentsCupUnitedes",2015
114,114,"Tom Hoge",NA,800,"PresidentsCupUnitedes",2015
115,115,"Tom Gillis",NA,717,"PresidentsCupUnitedes",2015
116,116,"Vaughn Taylor",NA,705,"PresidentsCupUnitedes",2015
117,117,"DA Points",NA,703,"PresidentsCupUnitedes",2015
118,118,"Derek Ernst",NA,687,"PresidentsCupUnitedes",2015
119,119,"Kyle Stanley",NA,660,"PresidentsCupUnitedes",2015
120,120,"Blayne Barber",NA,627,"PresidentsCupUnitedes",2015
121,121,"Max Homa",NA,609,"PresidentsCupUnitedes",2015
122,122,"Tiger Woods",NA,590,"PresidentsCupUnitedes",2015
123,123,"Andrew Loupe",NA,576,"PresidentsCupUnitedes",2015
124,124,"Chez Reavie",NA,537,"PresidentsCupUnitedes",2015
125,125,"Josh Teater",NA,504,"PresidentsCupUnitedes",2015
126,126,"Heath Slocum",NA,487,"PresidentsCupUnitedes",2015
127,127,"Mark Hubbard",NA,480,"PresidentsCupUnitedes",2015
128,128,"Derek Fathauer",NA,467,"PresidentsCupUnitedes",2015
129,129,"Jim Renner",NA,464,"PresidentsCupUnitedes",2015
130,130,"Ben Curtis",NA,462,"PresidentsCupUnitedes",2015
131,131,"Eric Axley",NA,401,"PresidentsCupUnitedes",2015
132,132,"John Rollins",NA,392,"PresidentsCupUnitedes",2015
133,133,"Tommy Gainey",NA,388,"PresidentsCupUnitedes",2015
134,134,"Brian Gay",NA,380,"PresidentsCupUnitedes",2015
135,135,"Richard Lee",NA,376,"PresidentsCupUnitedes",2015
136,136,"Jonathan Randolph",NA,376,"PresidentsCupUnitedes",2015
137,137,"Briny Baird",NA,366,"PresidentsCupUnitedes",2015
138,138,"Bud Cauley",NA,357,"PresidentsCupUnitedes",2015
139,139,"Tim Petrovic",NA,324,"PresidentsCupUnitedes",2015
140,140,"Troy Matteson",NA,323,"PresidentsCupUnitedes",2015
141,141,"Ted Potter Jr",NA,311,"PresidentsCupUnitedes",2015
142,142,"Kenny Perry",NA,293,"PresidentsCupUnitedes",2015
143,143,"Chris Smith",NA,269,"PresidentsCupUnitedes",2015
144,144,"Woody Austin",NA,268,"PresidentsCupUnitedes",2015
145,145,"Andrew Putnam",NA,265,"PresidentsCupUnitedes",2015
146,146,"Ryan Armour",NA,245,"PresidentsCupUnitedes",2015
147,147,"Blake Adams",NA,240,"PresidentsCupUnitedes",2015
148,148,"Joe Durant",NA,221,"PresidentsCupUnitedes",2015
149,149,"Dicky Pride",NA,221,"PresidentsCupUnitedes",2015
150,150,"Jeff Maggert",NA,195,"PresidentsCupUnitedes",2015
151,151,"Bill Lunde",NA,187,"PresidentsCupUnitedes",2015
152,152,"Glen Day",NA,162,"PresidentsCupUnitedes",2015
153,153,"Tim Herron",NA,159,"PresidentsCupUnitedes",2015
154,154,"John Daly",NA,154,"PresidentsCupUnitedes",2015
155,155,"Steve Flesch",NA,153,"PresidentsCupUnitedes",2015
156,156,"Matt Bettencourt",NA,152,"PresidentsCupUnitedes",2015
157,157,"Cameron Beckman",NA,151,"PresidentsCupUnitedes",2015
158,158,"Byron Smith",NA,140,"PresidentsCupUnitedes",2015
159,159,"Zack Sucher",NA,140,"PresidentsCupUnitedes",2015
160,160,"David Duval",NA,138,"PresidentsCupUnitedes",2015
161,161,"Troy Kelly",NA,99,"PresidentsCupUnitedes",2015
162,162,"Lee Janzen",NA,98,"PresidentsCupUnitedes",2015
163,163,"Mark OMeara",NA,95,"PresidentsCupUnitedes",2015
164,164,"Carlos Sainz Jr",NA,81,"PresidentsCupUnitedes",2015
165,165,"DJ Trahan",NA,79,"PresidentsCupUnitedes",2015
166,166,"Joe Affrunti",NA,78,"PresidentsCupUnitedes",2015
167,167,"Billy Mayfair",NA,76,"PresidentsCupUnitedes",2015
168,168,"Fred Funk",NA,76,"PresidentsCupUnitedes",2015
169,169,"Lee Williams",NA,74,"PresidentsCupUnitedes",2015
170,170,"Dudley Hart",NA,73,"PresidentsCupUnitedes",2015
171,171,"Bob Estes",NA,73,"PresidentsCupUnitedes",2015
172,172,"Harrison Frazar",NA,54,"PresidentsCupUnitedes",2015
173,173,"Tom Watson",NA,52,"PresidentsCupUnitedes",2015
174,174,"Will Claxton",NA,52,"PresidentsCupUnitedes",2015
175,175,"Fred Couples",NA,49,"PresidentsCupUnitedes",2015
175,175,"Shaun Micheel",NA,49,"PresidentsCupUnitedes",2015
175,175,"Duffy Waldorf",NA,49,"PresidentsCupUnitedes",2015
178,178,"Patrick Cantlay",NA,49,"PresidentsCupUnitedes",2015
179,179,"Mark Calcavecchia",NA,49,"PresidentsCupUnitedes",2015
180,180,"Kent Jones",NA,45,"PresidentsCupUnitedes",2015
181,181,"Michael Bradley",NA,44,"PresidentsCupUnitedes",2015
182,182,"Scott Verplank",NA,43,"PresidentsCupUnitedes",2015
183,183,"Joe Ogilvie",NA,40,"PresidentsCupUnitedes",2015
184,184,"Len Mattiace",NA,31,"PresidentsCupUnitedes",2015
185,185,"Marc Turnesa",NA,31,"PresidentsCupUnitedes",2015
186,186,"Chris Riley",NA,25,"PresidentsCupUnitedes",2015
187,187,"Garrett Willis",NA,24,"PresidentsCupUnitedes",2015
188,188,"Larry Mize",NA,20,"PresidentsCupUnitedes",2015
189,189,"Kris Blanks",NA,19,"PresidentsCupUnitedes",2015
190,190,"Parker McLachlin",NA,13,"PresidentsCupUnitedes",2015
191,191,"Paul Goydos",NA,11,"PresidentsCupUnitedes",2015
192,192,"Todd Hamilton",NA,11,"PresidentsCupUnitedes",2015
193,193,"Scott McCarron",NA,10,"PresidentsCupUnitedes",2015
194,194,"Guy Boros",NA,9,"PresidentsCupUnitedes",2015
195,195,"Ted Purdy",NA,8,"PresidentsCupUnitedes",2015
196,196,"Marco Dawson",NA,4,"PresidentsCupUnitedes",2015
197,197,"Brandt Jobe",NA,4,"PresidentsCupUnitedes",2015
198,198,"Steve Lowery",NA,2,"PresidentsCupUnitedes",2015
199,199,"Paul Stankowski",NA,1,"PresidentsCupUnitedes",2015
200,200,"Chris DiMarco",NA,1,"PresidentsCupUnitedes",2015
201,201,"Brett Quigley",NA,1,"PresidentsCupUnitedes",2015
202,202,"Bobby Gates",NA,1,"PresidentsCupUnitedes",2015
