"TotalDistanceEfficiency_RANKTHISWEEK_2008","TotalDistanceEfficiency_RANKLASTWEEK_2008","TotalDistanceEfficiency_PLAYERNAME_2008","TotalDistanceEfficiency_ROUNDS_2008","TotalDistanceEfficiency_AVG_2008","TotalDistanceEfficiency_AVERAGEDISTANCEYARDS_2008","TotalDistanceEfficiency_AVERAGECLUBHEADSPEED_2008","TotalDistanceEfficiency_TOTALATTEMPTS_2008","TotalDistanceEfficiency_HIGHESTDISTEFFICIENCY_2008","stat_name","year"
107,NA,"Paul Casey",55,2.567,306.087,119.248,31,2.934,"TotalDistanceEfficiency",2008
107,NA,"Todd Demsey",80,2.567,292.189,113.807,66,2.956,"TotalDistanceEfficiency",2008
107,NA,"John Merrick",98,2.567,294.031,114.551,70,2.913,"TotalDistanceEfficiency",2008
107,NA,"Rod Pampling",83,2.567,287.469,111.968,62,2.945,"TotalDistanceEfficiency",2008
107,NA,"Bob Tway",70,2.567,280.969,109.438,49,2.779,"TotalDistanceEfficiency",2008
107,NA,"Nick Watney",96,2.567,310.267,120.887,73,3.182,"TotalDistanceEfficiency",2008
113,NA,"Bob Estes",90,2.566,286.71,111.73,71,2.884,"TotalDistanceEfficiency",2008
113,NA,"Kevin Na",97,2.566,282.199,109.993,81,2.974,"TotalDistanceEfficiency",2008
115,NA,"Sean OHair",81,2.565,296.224,115.469,64,2.956,"TotalDistanceEfficiency",2008
115,NA,"Geoff Ogilvy",65,2.565,293.752,114.528,47,2.89,"TotalDistanceEfficiency",2008
117,NA,"Tommy Armour III",77,2.564,281.205,109.656,65,2.939,"TotalDistanceEfficiency",2008
118,NA,"Cody Freeman",66,2.562,286.52,111.817,50,2.923,"TotalDistanceEfficiency",2008
118,NA,"Pat Perez",93,2.562,300.744,117.409,72,2.925,"TotalDistanceEfficiency",2008
118,NA,"Brett Quigley",80,2.562,289.241,112.883,62,2.958,"TotalDistanceEfficiency",2008
121,NA,"Lucas Glover",91,2.561,300.923,117.5,80,2.904,"TotalDistanceEfficiency",2008
122,NA,"Woody Austin",109,2.56,292.803,114.391,92,3.225,"TotalDistanceEfficiency",2008
122,NA,"Stephen Leaney",53,2.56,274.213,107.097,40,2.841,"TotalDistanceEfficiency",2008
122,NA,"Camilo Villegas",79,2.56,293.251,114.539,59,2.912,"TotalDistanceEfficiency",2008
122,NA,"Jimmy Walker",73,2.56,296.061,115.671,49,2.936,"TotalDistanceEfficiency",2008
126,NA,"Charlie Wi",97,2.559,286.326,111.901,88,2.96,"TotalDistanceEfficiency",2008
127,NA,"Ernie Els",51,2.558,292.89,114.496,38,3.2,"TotalDistanceEfficiency",2008
127,NA,"Jeff Overton",103,2.558,296.553,115.934,76,3.029,"TotalDistanceEfficiency",2008
127,NA,"Ron Whittaker",54,2.558,276.875,108.225,39,2.953,"TotalDistanceEfficiency",2008
130,NA,"Mathias Gronberg",87,2.557,290.024,113.407,66,2.859,"TotalDistanceEfficiency",2008
130,NA,"Charles Warren",79,2.557,300.824,117.655,66,3.057,"TotalDistanceEfficiency",2008
132,NA,"Dudley Hart",74,2.555,280.101,109.633,64,2.944,"TotalDistanceEfficiency",2008
132,NA,"Johnson Wagner",83,2.555,289.106,113.166,65,2.934,"TotalDistanceEfficiency",2008
134,NA,"Aaron Baddeley",76,2.554,297.198,116.366,56,3.168,"TotalDistanceEfficiency",2008
134,NA,"John Huston",56,2.554,290.379,113.688,45,2.895,"TotalDistanceEfficiency",2008
134,NA,"John Rollins",94,2.554,287.788,112.701,74,2.949,"TotalDistanceEfficiency",2008
134,NA,"Andres Romero",69,2.554,297.064,116.323,45,2.982,"TotalDistanceEfficiency",2008
138,NA,"Ken Duke",116,2.553,286.593,112.245,97,3.056,"TotalDistanceEfficiency",2008
138,NA,"Trevor Immelman",70,2.553,293.863,115.095,50,2.979,"TotalDistanceEfficiency",2008
138,NA,"Davis Love III",78,2.553,300.705,117.793,54,2.935,"TotalDistanceEfficiency",2008
138,NA,"Tim Petrovic",97,2.553,286.094,112.07,75,2.852,"TotalDistanceEfficiency",2008
143,NA,"David Lutterus",59,2.552,284.254,111.398,45,2.983,"TotalDistanceEfficiency",2008
144,NA,"Nick Flanagan",89,2.547,290.691,114.125,75,2.913,"TotalDistanceEfficiency",2008
144,NA,"Carl Pettersson",110,2.547,285.743,112.203,96,3.07,"TotalDistanceEfficiency",2008
146,NA,"Stephen Ames",83,2.546,287.845,113.051,73,3.216,"TotalDistanceEfficiency",2008
146,NA,"Alejandro Canizares",52,2.546,280.673,110.241,41,2.884,"TotalDistanceEfficiency",2008
146,NA,"Alex Cejka",75,2.546,281.057,110.404,52,2.964,"TotalDistanceEfficiency",2008
146,NA,"Rocco Mediate",87,2.546,280.799,110.28,69,2.969,"TotalDistanceEfficiency",2008
150,NA,"Ted Purdy",68,2.542,289.264,113.787,45,2.861,"TotalDistanceEfficiency",2008
151,NA,"Robert Allenby",108,2.541,290.636,114.399,81,2.952,"TotalDistanceEfficiency",2008
151,NA,"Phil Mickelson",80,2.541,298.139,117.323,53,2.862,"TotalDistanceEfficiency",2008
153,NA,"Marco Dawson",64,2.539,285.562,112.489,46,2.887,"TotalDistanceEfficiency",2008
153,NA,"Jon Mills",95,2.539,296.258,116.703,55,2.98,"TotalDistanceEfficiency",2008
155,NA,"Bart Bryant",81,2.538,278.32,109.658,71,2.965,"TotalDistanceEfficiency",2008
155,NA,"Tommy Gainey",60,2.538,294.614,116.067,40,2.85,"TotalDistanceEfficiency",2008
155,NA,"Freddie Jacobson",78,2.538,280.479,110.53,63,3.059,"TotalDistanceEfficiency",2008
158,NA,"Tom Scherrer",56,2.537,283.437,111.703,38,2.802,"TotalDistanceEfficiency",2008
159,NA,"Michael Allen",91,2.536,289.47,114.146,71,2.93,"TotalDistanceEfficiency",2008
159,NA,"Jesper Parnevik",88,2.536,283.617,111.852,72,2.916,"TotalDistanceEfficiency",2008
161,NA,"Dean Wilson",109,2.534,276.056,108.931,86,2.973,"TotalDistanceEfficiency",2008
162,NA,"Chris Stroud",81,2.533,285.212,112.582,63,2.948,"TotalDistanceEfficiency",2008
163,NA,"Chris Riley",51,2.532,277.085,109.412,32,2.793,"TotalDistanceEfficiency",2008
164,NA,"Tag Ridings",88,2.53,306.088,120.964,70,3.008,"TotalDistanceEfficiency",2008
165,NA,"Brett Rumford",72,2.529,286.145,113.166,56,2.886,"TotalDistanceEfficiency",2008
166,NA,"JJ Henry",108,2.528,290.352,114.856,94,2.996,"TotalDistanceEfficiency",2008
166,NA,"Matt Jones",95,2.528,293.809,116.223,74,3.034,"TotalDistanceEfficiency",2008
168,NA,"Troy Matteson",94,2.525,296.875,117.564,86,2.92,"TotalDistanceEfficiency",2008
168,NA,"John Riegger",73,2.525,284.204,112.549,56,2.916,"TotalDistanceEfficiency",2008
170,NA,"Bubba Watson",97,2.524,312.665,123.892,67,3.048,"TotalDistanceEfficiency",2008
171,NA,"Jonathan Byrd",88,2.522,288.569,114.428,78,3.225,"TotalDistanceEfficiency",2008
172,NA,"Scott McCarron",63,2.52,285.907,113.467,50,2.802,"TotalDistanceEfficiency",2008
172,NA,"Bob Sowards",61,2.52,285.578,113.344,43,2.847,"TotalDistanceEfficiency",2008
174,NA,"Chris DiMarco",87,2.519,276.25,109.675,72,2.855,"TotalDistanceEfficiency",2008
175,NA,"Charles Howell III",101,2.518,298.78,118.659,83,3.119,"TotalDistanceEfficiency",2008
175,NA,"Marc Turnesa",87,2.518,283.853,112.725,70,2.794,"TotalDistanceEfficiency",2008
177,NA,"Paul Claxton",63,2.514,268.95,106.975,46,2.862,"TotalDistanceEfficiency",2008
177,NA,"Travis Perkins",53,2.514,304.283,121.02,25,3.006,"TotalDistanceEfficiency",2008
179,NA,"Ryuji Imada",80,2.513,278.868,110.974,67,3.004,"TotalDistanceEfficiency",2008
179,NA,"Martin Laird",98,2.513,295.008,117.389,75,2.824,"TotalDistanceEfficiency",2008
181,NA,"Will Ma Kenzie",62,2.512,287.115,114.29,57,2.894,"TotalDistanceEfficiency",2008
182,NA,"Joe Durant",92,2.51,284.811,113.462,77,2.908,"TotalDistanceEfficiency",2008
183,NA,"Nathan Green",95,2.509,288.968,115.169,71,2.977,"TotalDistanceEfficiency",2008
183,NA,"Kevin Streelman",114,2.509,295.549,117.793,88,3.108,"TotalDistanceEfficiency",2008
183,NA,"YE Yang",89,2.509,286.896,114.362,73,2.847,"TotalDistanceEfficiency",2008
186,NA,"Chad Collins",72,2.505,277.488,110.758,61,2.966,"TotalDistanceEfficiency",2008
187,NA,"Bill Haas",99,2.503,297.392,118.808,87,2.942,"TotalDistanceEfficiency",2008
188,NA,"Retief Goosen",59,2.495,286.407,114.803,37,3.028,"TotalDistanceEfficiency",2008
189,NA,"Jason Allred",63,2.492,300.388,120.534,45,2.792,"TotalDistanceEfficiency",2008
190,NA,"Sergio Garcia",72,2.485,298.715,120.224,49,3.033,"TotalDistanceEfficiency",2008
191,NA,"James Driscoll",85,2.476,296.586,119.801,64,2.787,"TotalDistanceEfficiency",2008
192,NA,"Lee Janzen",89,2.475,280.596,113.376,68,2.941,"TotalDistanceEfficiency",2008
193,NA,"John Senden",93,2.472,292.61,118.356,71,2.765,"TotalDistanceEfficiency",2008
194,NA,"David Duval",51,2.465,288.949,117.209,31,2.785,"TotalDistanceEfficiency",2008
195,NA,"Brandt Jobe",52,2.463,291.805,118.465,40,2.796,"TotalDistanceEfficiency",2008
196,NA,"Padraig Harrington",52,2.457,295.788,120.385,25,2.825,"TotalDistanceEfficiency",2008
197,NA,"Carlos Franco",73,2.417,285.655,118.193,46,2.769,"TotalDistanceEfficiency",2008
