"AverageDistancetoHoleAfterTeeShot_RANKTHISWEEK_2010","AverageDistancetoHoleAfterTeeShot_RANKLASTWEEK_2010","AverageDistancetoHoleAfterTeeShot_PLAYERNAME_2010","AverageDistancetoHoleAfterTeeShot_ROUNDS_2010","AverageDistancetoHoleAfterTeeShot_AVG_2010","AverageDistancetoHoleAfterTeeShot_TOTALDISTAFTERTEESHOT_2010","AverageDistancetoHoleAfterTeeShot_TOTALTEESHOTS_2010","stat_name","year"
37,37,"Cameron Percy",73,169.8,4895730,801,"AverageDistancetoHoleAfterTeeShot",2010
38,38,"Chris Couch",66,169.9,4972099,813,"AverageDistancetoHoleAfterTeeShot",2010
38,38,"Garth Mulroy",53,169.9,3517427,575,"AverageDistancetoHoleAfterTeeShot",2010
40,40,"Matt Every",60,170,4246169,694,"AverageDistancetoHoleAfterTeeShot",2010
41,41,"Paul Casey",64,170.4,3765604,614,"AverageDistancetoHoleAfterTeeShot",2010
41,41,"Rory Sabbatini",79,170.4,5651375,921,"AverageDistancetoHoleAfterTeeShot",2010
43,43,"Josh Teater",101,170.6,7792615,1269,"AverageDistancetoHoleAfterTeeShot",2010
44,44,"Stewart Cink",84,170.8,5551856,903,"AverageDistancetoHoleAfterTeeShot",2010
45,45,"Jeev Milkha Singh",59,171.2,4405715,715,"AverageDistancetoHoleAfterTeeShot",2010
46,46,"Blake Adams",84,171.4,6369378,1032,"AverageDistancetoHoleAfterTeeShot",2010
47,47,"Lucas Glover",75,171.5,5030719,815,"AverageDistancetoHoleAfterTeeShot",2010
48,48,"Rickie Fowler",98,171.6,7060978,1143,"AverageDistancetoHoleAfterTeeShot",2010
49,49,"Joe Durant",67,171.7,4883863,790,"AverageDistancetoHoleAfterTeeShot",2010
49,49,"Retief Goosen",75,171.7,4537599,734,"AverageDistancetoHoleAfterTeeShot",2010
49,49,"Tim Herron",79,171.7,5830187,943,"AverageDistancetoHoleAfterTeeShot",2010
49,49,"Derek Lamely",81,171.7,5364129,868,"AverageDistancetoHoleAfterTeeShot",2010
49,49,"Chris Wilson",65,171.7,4401189,712,"AverageDistancetoHoleAfterTeeShot",2010
54,54,"Charles Howell III",103,171.9,7599574,1228,"AverageDistancetoHoleAfterTeeShot",2010
54,54,"Kevin Stadler",86,171.9,6114525,988,"AverageDistancetoHoleAfterTeeShot",2010
56,56,"Jonathan Byrd",85,172,6991411,1129,"AverageDistancetoHoleAfterTeeShot",2010
56,56,"Michael Letzig",84,172,6800107,1098,"AverageDistancetoHoleAfterTeeShot",2010
58,58,"Matt Bettencourt",91,172.1,5959886,962,"AverageDistancetoHoleAfterTeeShot",2010
59,59,"Will Ma Kenzie",72,172.2,5827601,940,"AverageDistancetoHoleAfterTeeShot",2010
60,60,"Ted Purdy",86,172.5,6316856,1017,"AverageDistancetoHoleAfterTeeShot",2010
61,61,"Jeff Gove",57,172.6,3765576,606,"AverageDistancetoHoleAfterTeeShot",2010
61,61,"Steve Lowery",67,172.6,4746918,764,"AverageDistancetoHoleAfterTeeShot",2010
63,63,"Hunter Mahan",85,172.7,5750041,925,"AverageDistancetoHoleAfterTeeShot",2010
63,63,"Paul Stankowski",62,172.7,4520861,727,"AverageDistancetoHoleAfterTeeShot",2010
63,63,"Roger Tambellini",77,172.7,5267273,847,"AverageDistancetoHoleAfterTeeShot",2010
66,66,"Andrew McLardy",52,172.9,3771918,606,"AverageDistancetoHoleAfterTeeShot",2010
66,66,"Sean OHair",84,172.9,5614024,902,"AverageDistancetoHoleAfterTeeShot",2010
66,66,"Kevin Streelman",90,172.9,6882393,1106,"AverageDistancetoHoleAfterTeeShot",2010
69,69,"Bill Haas",87,173,6432211,1033,"AverageDistancetoHoleAfterTeeShot",2010
69,69,"Matt Jones",89,173,6831365,1097,"AverageDistancetoHoleAfterTeeShot",2010
71,71,"Stuart Appleby",101,173.1,7422087,1191,"AverageDistancetoHoleAfterTeeShot",2010
71,71,"JJ Henry",92,173.1,6800600,1091,"AverageDistancetoHoleAfterTeeShot",2010
71,71,"Greg Owen",69,173.1,5260174,844,"AverageDistancetoHoleAfterTeeShot",2010
74,74,"Sergio Garcia",58,173.2,3092385,496,"AverageDistancetoHoleAfterTeeShot",2010
75,75,"Ryan Moore",80,173.3,5266073,844,"AverageDistancetoHoleAfterTeeShot",2010
75,75,"Nicholas Thompson",88,173.3,6627224,1062,"AverageDistancetoHoleAfterTeeShot",2010
77,77,"Steve Marino",81,173.4,5435599,871,"AverageDistancetoHoleAfterTeeShot",2010
77,77,"Chris Stroud",90,173.4,6140756,984,"AverageDistancetoHoleAfterTeeShot",2010
79,79,"George McNeill",79,173.5,5988571,959,"AverageDistancetoHoleAfterTeeShot",2010
80,80,"Jimmy Walker",82,173.6,5937997,950,"AverageDistancetoHoleAfterTeeShot",2010
81,81,"Roland Thatcher",72,173.7,5795167,927,"AverageDistancetoHoleAfterTeeShot",2010
82,82,"Mathew Goggin",85,173.8,6527192,1043,"AverageDistancetoHoleAfterTeeShot",2010
82,82,"Troy Merritt",86,173.8,6545599,1046,"AverageDistancetoHoleAfterTeeShot",2010
84,84,"Joe Ogilvie",99,173.9,7413995,1184,"AverageDistancetoHoleAfterTeeShot",2010
85,85,"John Merrick",109,174,7954934,1270,"AverageDistancetoHoleAfterTeeShot",2010
85,85,"Pat Perez",90,174,7140755,1140,"AverageDistancetoHoleAfterTeeShot",2010
85,85,"Steve Wheatcroft",74,174,4947874,790,"AverageDistancetoHoleAfterTeeShot",2010
88,88,"David Lutterus",69,174.3,4800623,765,"AverageDistancetoHoleAfterTeeShot",2010
88,88,"Camilo Villegas",78,174.3,4850013,773,"AverageDistancetoHoleAfterTeeShot",2010
90,90,"John Senden",103,174.5,7564447,1204,"AverageDistancetoHoleAfterTeeShot",2010
91,91,"Brenden Pappas",66,174.8,4663605,741,"AverageDistancetoHoleAfterTeeShot",2010
92,92,"Matt Kuchar",97,175,6539889,1038,"AverageDistancetoHoleAfterTeeShot",2010
92,92,"Brian Stuard",81,175,6122109,972,"AverageDistancetoHoleAfterTeeShot",2010
94,94,"Brendon de Jonge",114,175.2,7891915,1251,"AverageDistancetoHoleAfterTeeShot",2010
94,94,"Bill Lunde",79,175.2,5706449,905,"AverageDistancetoHoleAfterTeeShot",2010
94,94,"Scott McCarron",90,175.2,7171458,1137,"AverageDistancetoHoleAfterTeeShot",2010
97,97,"Henrik Bjornstad",72,175.3,5104954,809,"AverageDistancetoHoleAfterTeeShot",2010
97,97,"Webb Simpson",98,175.3,7921347,1255,"AverageDistancetoHoleAfterTeeShot",2010
97,97,"Chris Tidland",77,175.3,5969191,946,"AverageDistancetoHoleAfterTeeShot",2010
100,100,"Padraig Harrington",57,175.4,3794081,601,"AverageDistancetoHoleAfterTeeShot",2010
101,101,"Tom Gillis",97,175.5,7826395,1239,"AverageDistancetoHoleAfterTeeShot",2010
101,101,"YE Yang",72,175.5,5103515,808,"AverageDistancetoHoleAfterTeeShot",2010
103,103,"Cameron Beckman",68,175.6,5120912,810,"AverageDistancetoHoleAfterTeeShot",2010
103,103,"Adam Scott",70,175.6,4539911,718,"AverageDistancetoHoleAfterTeeShot",2010
105,105,"Robert Allenby",76,175.7,5377261,850,"AverageDistancetoHoleAfterTeeShot",2010
106,106,"Kris Blanks",91,176.1,6472493,1021,"AverageDistancetoHoleAfterTeeShot",2010
107,107,"Jay Williamson",76,176.4,5348387,842,"AverageDistancetoHoleAfterTeeShot",2010
108,108,"Carl Pettersson",99,176.5,7218758,1136,"AverageDistancetoHoleAfterTeeShot",2010
109,109,"Chad Campbell",95,176.6,7082547,1114,"AverageDistancetoHoleAfterTeeShot",2010
109,109,"Steve Elkington",74,176.6,5175845,814,"AverageDistancetoHoleAfterTeeShot",2010
111,111,"Rich Barcelo",70,177,4977196,781,"AverageDistancetoHoleAfterTeeShot",2010
111,111,"Ricky Barnes",103,177,7225026,1134,"AverageDistancetoHoleAfterTeeShot",2010
111,111,"Kevin Sutherland",86,177,6842694,1074,"AverageDistancetoHoleAfterTeeShot",2010
114,114,"James Nitties",92,177.2,7074927,1109,"AverageDistancetoHoleAfterTeeShot",2010
115,115,"Mark Calcavecchia",50,177.3,2879222,451,"AverageDistancetoHoleAfterTeeShot",2010
115,115,"Freddie Jacobson",83,177.3,6785370,1063,"AverageDistancetoHoleAfterTeeShot",2010
115,115,"Lee Janzen",77,177.3,6120629,959,"AverageDistancetoHoleAfterTeeShot",2010
115,115,"Justin Rose",78,177.3,6166604,966,"AverageDistancetoHoleAfterTeeShot",2010
119,119,"Billy Mayfair",78,177.5,5713480,894,"AverageDistancetoHoleAfterTeeShot",2010
120,120,"Cliff Kresge",50,177.6,3924719,614,"AverageDistancetoHoleAfterTeeShot",2010
120,120,"David Toms",86,177.6,6196386,969,"AverageDistancetoHoleAfterTeeShot",2010
122,122,"Michael Bradley",77,177.7,5948806,930,"AverageDistancetoHoleAfterTeeShot",2010
122,122,"Geoff Ogilvy",62,177.7,4439909,694,"AverageDistancetoHoleAfterTeeShot",2010
122,122,"Jerod Turner",54,177.7,3504681,548,"AverageDistancetoHoleAfterTeeShot",2010
125,125,"Jeff Maggert",76,177.8,5562713,869,"AverageDistancetoHoleAfterTeeShot",2010
125,125,"Chris Riley",73,177.8,5588759,873,"AverageDistancetoHoleAfterTeeShot",2010
127,127,"Rod Pampling",77,177.9,6166854,963,"AverageDistancetoHoleAfterTeeShot",2010
127,127,"Vaughn Taylor",87,177.9,6950021,1085,"AverageDistancetoHoleAfterTeeShot",2010
129,129,"Shaun Micheel",70,178.2,4714574,735,"AverageDistancetoHoleAfterTeeShot",2010
130,130,"Bob Estes",79,178.5,6257742,974,"AverageDistancetoHoleAfterTeeShot",2010
130,130,"Spencer Levin",110,178.5,8715991,1356,"AverageDistancetoHoleAfterTeeShot",2010
130,130,"Aron Price",70,178.5,5506013,857,"AverageDistancetoHoleAfterTeeShot",2010
133,133,"Woody Austin",93,178.7,7340048,1141,"AverageDistancetoHoleAfterTeeShot",2010
133,133,"Michael Sim",64,178.7,4696994,730,"AverageDistancetoHoleAfterTeeShot",2010
135,135,"Zach Johnson",93,179.1,6733013,1044,"AverageDistancetoHoleAfterTeeShot",2010
136,136,"Jason Dufner",87,179.2,6155124,954,"AverageDistancetoHoleAfterTeeShot",2010
136,136,"Mark Wilson",87,179.2,7011555,1087,"AverageDistancetoHoleAfterTeeShot",2010
138,138,"Briny Baird",87,179.3,7021070,1088,"AverageDistancetoHoleAfterTeeShot",2010
139,139,"Ernie Els",72,179.4,4933081,764,"AverageDistancetoHoleAfterTeeShot",2010
140,140,"David Duval",71,179.5,4916383,761,"AverageDistancetoHoleAfterTeeShot",2010
141,141,"Ben Crane",85,179.6,5915597,915,"AverageDistancetoHoleAfterTeeShot",2010
141,141,"JP Hayes",79,179.6,6077259,940,"AverageDistancetoHoleAfterTeeShot",2010
141,141,"John Mallinger",78,179.6,5780756,894,"AverageDistancetoHoleAfterTeeShot",2010
141,141,"Heath Slocum",97,179.6,6542179,1012,"AverageDistancetoHoleAfterTeeShot",2010
145,145,"Stephen Ames",75,179.7,6178220,955,"AverageDistancetoHoleAfterTeeShot",2010
145,145,"KJ Choi",82,179.7,5420075,838,"AverageDistancetoHoleAfterTeeShot",2010
145,145,"Brett Quigley",96,179.7,7801586,1206,"AverageDistancetoHoleAfterTeeShot",2010
148,148,"Ian Poulter",55,179.8,3028452,468,"AverageDistancetoHoleAfterTeeShot",2010
149,149,"Chris DiMarco",88,180,6945712,1072,"AverageDistancetoHoleAfterTeeShot",2010
150,150,"Dean Wilson",54,180.3,4192581,646,"AverageDistancetoHoleAfterTeeShot",2010
151,151,"Jerry Kelly",99,180.4,7401675,1140,"AverageDistancetoHoleAfterTeeShot",2010
151,151,"Steve Stricker",73,180.4,5072243,781,"AverageDistancetoHoleAfterTeeShot",2010
151,151,"Charlie Wi",95,180.4,7935258,1222,"AverageDistancetoHoleAfterTeeShot",2010
154,154,"Rocco Mediate",71,180.5,5470417,842,"AverageDistancetoHoleAfterTeeShot",2010
154,154,"Garrett Willis",82,180.5,6327371,974,"AverageDistancetoHoleAfterTeeShot",2010
156,156,"Michael Connell",89,180.6,6954787,1070,"AverageDistancetoHoleAfterTeeShot",2010
157,157,"DA Points",90,180.7,7084399,1089,"AverageDistancetoHoleAfterTeeShot",2010
157,157,"Johnson Wagner",85,180.7,6563370,1009,"AverageDistancetoHoleAfterTeeShot",2010
159,159,"Tim Petrovic",105,180.9,8485978,1303,"AverageDistancetoHoleAfterTeeShot",2010
160,160,"Justin Bolli",55,181,3752332,576,"AverageDistancetoHoleAfterTeeShot",2010
161,161,"Brian Davis",101,181.3,8028436,1230,"AverageDistancetoHoleAfterTeeShot",2010
161,161,"Trevor Immelman",55,181.3,3798195,582,"AverageDistancetoHoleAfterTeeShot",2010
161,161,"Vance Veazey",58,181.3,4208830,645,"AverageDistancetoHoleAfterTeeShot",2010
164,164,"Scott Verplank",74,181.4,5048514,773,"AverageDistancetoHoleAfterTeeShot",2010
165,165,"Justin Leonard",89,181.6,6485361,992,"AverageDistancetoHoleAfterTeeShot",2010
166,166,"Ryuji Imada",90,181.7,7606531,1163,"AverageDistancetoHoleAfterTeeShot",2010
167,167,"Brent Delahoussaye",57,181.9,4204305,642,"AverageDistancetoHoleAfterTeeShot",2010
167,167,"Skip Kendall",58,181.9,4433869,677,"AverageDistancetoHoleAfterTeeShot",2010
167,167,"Kevin Na",94,181.9,6855792,1047,"AverageDistancetoHoleAfterTeeShot",2010
170,170,"Jason Bohn",84,182.2,6676183,1018,"AverageDistancetoHoleAfterTeeShot",2010
170,170,"Brandt Snedeker",89,182.2,6717076,1024,"AverageDistancetoHoleAfterTeeShot",2010
172,172,"Kevin Johnson",62,182.3,4356822,664,"AverageDistancetoHoleAfterTeeShot",2010
173,173,"Greg Chalmers",93,182.4,7847427,1195,"AverageDistancetoHoleAfterTeeShot",2010
174,174,"Chad Collins",87,182.9,6769028,1028,"AverageDistancetoHoleAfterTeeShot",2010
175,175,"Nathan Green",86,183,7377814,1120,"AverageDistancetoHoleAfterTeeShot",2010
176,176,"Richard Johnson",90,183.4,6633692,1005,"AverageDistancetoHoleAfterTeeShot",2010
177,177,"Tom Pernice Jr",74,183.6,5313379,804,"AverageDistancetoHoleAfterTeeShot",2010
178,178,"Bryce Molder",84,183.9,6632605,1002,"AverageDistancetoHoleAfterTeeShot",2010
179,179,"Greg Kraft",52,184.2,3534717,533,"AverageDistancetoHoleAfterTeeShot",2010
180,180,"Steve Flesch",78,184.5,5905798,889,"AverageDistancetoHoleAfterTeeShot",2010
181,181,"Jim Furyk",76,184.6,5534381,833,"AverageDistancetoHoleAfterTeeShot",2010
182,182,"Ben Curtis",78,184.8,6099107,917,"AverageDistancetoHoleAfterTeeShot",2010
183,183,"Alex Cejka",81,184.9,6191022,930,"AverageDistancetoHoleAfterTeeShot",2010
184,184,"Tim Clark",88,185.6,6320737,946,"AverageDistancetoHoleAfterTeeShot",2010
185,185,"Jeff Quinney",91,185.8,7344940,1098,"AverageDistancetoHoleAfterTeeShot",2010
186,186,"Omar Uresti",74,186.3,5667865,845,"AverageDistancetoHoleAfterTeeShot",2010
187,187,"Paul Goydos",78,186.4,6107792,910,"AverageDistancetoHoleAfterTeeShot",2010
188,188,"Mike Weir",59,187.6,3701254,548,"AverageDistancetoHoleAfterTeeShot",2010
189,189,"Luke Donald",71,188.5,4913805,724,"AverageDistancetoHoleAfterTeeShot",2010
190,190,"Brian Gay",101,189,7710389,1133,"AverageDistancetoHoleAfterTeeShot",2010
191,191,"Craig Bowden",56,190.7,4579347,667,"AverageDistancetoHoleAfterTeeShot",2010
192,192,"Brad Faxon",58,191.7,4512938,654,"AverageDistancetoHoleAfterTeeShot",2010
