"AllAroundRanking_RANKTHISWEEK_2013","AllAroundRanking_RANKLASTWEEK_2013","AllAroundRanking_PLAYERNAME_2013","AllAroundRanking_EVENTS_2013","AllAroundRanking_TOTAL_2013","stat_name","year"
163,163,"Lee Williams",22,1002,"AllAroundRanking",2013
164,164,"Padraig Harrington",17,1006,"AllAroundRanking",2013
164,164,"Sean OHair",22,1006,"AllAroundRanking",2013
164,164,"YE Yang",19,1006,"AllAroundRanking",2013
167,167,"Mike Weir",22,1013,"AllAroundRanking",2013
168,168,"Tim Herron",15,1020,"AllAroundRanking",2013
169,169,"Will Claxton",24,1066,"AllAroundRanking",2013
169,169,"Trevor Immelman",24,1066,"AllAroundRanking",2013
171,171,"Derek Ernst",21,1088,"AllAroundRanking",2013
172,172,"Robert Allenby",24,1097,"AllAroundRanking",2013
173,173,"Justin Bolli",23,1104,"AllAroundRanking",2013
174,174,"David Mathis",24,1108,"AllAroundRanking",2013
175,175,"Casey Wittenberg",27,1110,"AllAroundRanking",2013
176,176,"Geoff Ogilvy",19,1146,"AllAroundRanking",2013
177,177,"Johnson Wagner",24,1167,"AllAroundRanking",2013
178,178,"Michael Bradley",21,1180,"AllAroundRanking",2013
179,179,"Bobby Gates",20,1198,"AllAroundRanking",2013
180,180,"Ben Curtis",20,1216,"AllAroundRanking",2013
