"PresidentsCupInternational_RANKTHISWEEK_2009","PresidentsCupInternational_RANKLASTWEEK_2009","PresidentsCupInternational_PLAYERNAME_2009","PresidentsCupInternational_EVENTS_2009","PresidentsCupInternational_AVGPOINTS_2009","PresidentsCupInternational_TOTALPOINTS_2009","PresidentsCupInternational_POINTSLOST_2009","PresidentsCupInternational_POINTSGAINED_2009","stat_name","year"
54,54,"Ricardo Gonzalez",48,1.01,48.61,-18.14,30.99,"PresidentsCupInternational",2009
55,55,"Graham DeLaet",40,1,40.17,-8.04,35.75,"PresidentsCupInternational",2009
56,56,"Jyoti Randhawa",53,1,53.2,-39.97,35.16,"PresidentsCupInternational",2009
57,57,"Sangmoon Bae",40,0.99,39.61,-17.29,20.89,"PresidentsCupInternational",2009
58,58,"SK Ho",43,0.98,42.09,-24.71,8.46,"PresidentsCupInternational",2009
59,59,"Greg Chalmers",60,0.97,57.97,-29.39,35.23,"PresidentsCupInternational",2009
60,60,"Seung Yul Noh",40,0.94,37.51,-17.31,16.37,"PresidentsCupInternational",2009
61,61,"Marcus Fraser",51,0.91,46.24,-19.61,25.86,"PresidentsCupInternational",2009
62,62,"James Nitties",40,0.91,36.22,-7.48,38.17,"PresidentsCupInternational",2009
63,63,"Toshinori Muto",46,0.9,41.2,-24.23,5.4,"PresidentsCupInternational",2009
64,64,"Felipe Aguilar",49,0.88,43.19,-33.9,23.52,"PresidentsCupInternational",2009
65,65,"Gaganjeet Bhullar",40,0.88,35.26,-5.94,32.38,"PresidentsCupInternational",2009
66,66,"Chapchai Nirat",64,0.88,56.3,-29.45,34.84,"PresidentsCupInternational",2009
67,67,"Marc Leishman",55,0.87,47.84,-14.99,28.5,"PresidentsCupInternational",2009
68,68,"WC Liang",50,0.87,43.43,-39.67,7.6,"PresidentsCupInternational",2009
69,69,"Steven Conran",46,0.85,39.13,-24.73,15.25,"PresidentsCupInternational",2009
70,70,"Toru Taniguchi",43,0.81,34.7,-55.02,9.7,"PresidentsCupInternational",2009
71,71,"Mark Brown",60,0.79,47.61,-38.71,13.02,"PresidentsCupInternational",2009
72,72,"Brendon de Jonge",61,0.79,48,-24,22.33,"PresidentsCupInternational",2009
73,73,"David Gleeson",47,0.79,36.93,-18.23,5.4,"PresidentsCupInternational",2009
74,74,"Rick Kulacz",40,0.78,31.3,-8.02,18.9,"PresidentsCupInternational",2009
75,75,"Hennie Otto",47,0.78,36.77,-30.22,7.71,"PresidentsCupInternational",2009
76,76,"Masaya Tomida",43,0.78,33.52,-12.32,22.54,"PresidentsCupInternational",2009
77,77,"Rafael Echenique",57,0.78,44.28,-13.45,31.18,"PresidentsCupInternational",2009
78,78,"Cameron Percy",40,0.75,29.93,-6.4,23.52,"PresidentsCupInternational",2009
79,79,"James Kamte",51,0.74,37.83,-19.07,33.2,"PresidentsCupInternational",2009
80,80,"Shigeki Maruyama",51,0.73,37.26,-24.35,17.96,"PresidentsCupInternational",2009
81,81,"Andrew McLardy",50,0.73,36.46,-25.25,24.66,"PresidentsCupInternational",2009
82,82,"Marc Cayeux",40,0.72,28.6,-11.78,22.58,"PresidentsCupInternational",2009
83,83,"Tetsuji Hiratsuka",51,0.71,36.41,-18.51,30.18,"PresidentsCupInternational",2009
84,84,"Kaname Yokoo",46,0.7,32.4,-18.34,13.76,"PresidentsCupInternational",2009
85,85,"Darren Beck",40,0.7,28.14,-4.64,20.53,"PresidentsCupInternational",2009
86,86,"Chih Bing Lam",43,0.7,30.09,-10.43,1.96,"PresidentsCupInternational",2009
87,87,"Adam Blyth",45,0.68,30.72,-13.73,17.83,"PresidentsCupInternational",2009
88,88,"Daniel Alfredo Vancsik",54,0.68,36.81,-22.44,25.83,"PresidentsCupInternational",2009
89,89,"Garth Mulroy",57,0.66,37.87,-19.58,26.43,"PresidentsCupInternational",2009
90,90,"Fabrizio Zanotti",49,0.66,32.14,-6.73,26.4,"PresidentsCupInternational",2009
91,91,"Thaworn Wiratchant",54,0.65,35.35,-30.52,2.68,"PresidentsCupInternational",2009
92,92,"Matt Jones",54,0.65,35.16,-26.67,21.77,"PresidentsCupInternational",2009
93,93,"Branden Grace",53,0.65,34.27,-10.2,26.48,"PresidentsCupInternational",2009
94,94,"Peter Lonard",64,0.64,41.24,-50.34,8.26,"PresidentsCupInternational",2009
95,95,"Tim Wilkinson",54,0.64,34.77,-20.02,11.24,"PresidentsCupInternational",2009
96,96,"Toru Suzuki",42,0.64,26.78,-10.07,15.48,"PresidentsCupInternational",2009
97,97,"Takashi Kanemoto",40,0.62,24.99,-6.29,20,"PresidentsCupInternational",2009
98,98,"Yasuharu Imano",40,0.62,24.97,-20.1,1.21,"PresidentsCupInternational",2009
99,99,"Steve Elkington",47,0.62,29.16,-30.9,7.07,"PresidentsCupInternational",2009
100,100,"Hidemasa Hoshino",42,0.62,25.87,-20.26,2.83,"PresidentsCupInternational",2009
101,101,"DH Lee",40,0.6,24.12,-28.01,NA,"PresidentsCupInternational",2009
102,102,"Hiroshi Iwata",48,0.59,28.42,-24.22,7.63,"PresidentsCupInternational",2009
103,103,"Katsumasa Miyamoto",47,0.58,27.17,-26.03,6.3,"PresidentsCupInternational",2009
104,104,"Arjun Atwal",48,0.57,27.23,-26.48,1.82,"PresidentsCupInternational",2009
105,105,"Chinnarat Phadungsil",50,0.56,28.11,-12.65,16.91,"PresidentsCupInternational",2009
106,106,"Jarrod Lyle",58,0.55,32.18,-24.05,11.2,"PresidentsCupInternational",2009
107,107,"Michael Campbell",47,0.55,26,-21.04,NA,"PresidentsCupInternational",2009
108,108,"Darren Fichardt",40,0.55,21.96,-6.7,22.13,"PresidentsCupInternational",2009
109,109,"Juvic Pagunsan",41,0.55,22.43,-15.59,11.04,"PresidentsCupInternational",2009
110,110,"Andrew Dodt",40,0.54,21.54,-7.55,5.86,"PresidentsCupInternational",2009
111,111,"Takao Nogami",44,0.53,23.51,-12.61,4.06,"PresidentsCupInternational",2009
112,112,"Fabian Gomez",50,0.53,26.67,-13.89,11.39,"PresidentsCupInternational",2009
113,113,"Makoto Inoue",44,0.53,23.29,-13.93,2.56,"PresidentsCupInternational",2009
114,114,"Brett Rumford",58,0.52,30.35,-24.46,21.73,"PresidentsCupInternational",2009
115,115,"Jaco Van Zyl",40,0.52,20.9,-5.72,23.3,"PresidentsCupInternational",2009
116,116,"Kunihiro Kamii",40,0.52,20.65,-5.63,11.1,"PresidentsCupInternational",2009
117,117,"Greg Norman",40,0.51,20.35,-15.42,NA,"PresidentsCupInternational",2009
118,118,"KT Kim",40,0.5,20.18,-14.76,7.17,"PresidentsCupInternational",2009
119,119,"Yuji Igarashi",40,0.5,20,0,20,"PresidentsCupInternational",2009
120,120,"Gavin Coles",51,0.5,25.32,-15.56,10.81,"PresidentsCupInternational",2009
121,121,"Michio Matsumura",41,0.5,20.35,-9.74,4.82,"PresidentsCupInternational",2009
122,122,"Yusaku Miyazato",46,0.49,22.56,-18.68,5.32,"PresidentsCupInternational",2009
123,123,"Kazuhiro Yamashita",40,0.49,19.58,-3.95,12.33,"PresidentsCupInternational",2009
124,124,"Peter OMalley",54,0.48,26.11,-21.29,17.57,"PresidentsCupInternational",2009
125,125,"Lu Weichih",41,0.47,19.44,-6.71,12.1,"PresidentsCupInternational",2009
126,126,"Iain Steel",40,0.47,18.89,-10.35,4.82,"PresidentsCupInternational",2009
127,127,"Keiichiro Fukabori",47,0.47,21.95,-21.35,2.95,"PresidentsCupInternational",2009
128,128,"Hyung Sung Kim",40,0.46,18.51,-3.3,15.15,"PresidentsCupInternational",2009
129,129,"Terry Pilkadaris",53,0.46,24.31,-11.57,8.7,"PresidentsCupInternational",2009
130,130,"Wen Teh Lu",40,0.46,18.29,-24.74,NA,"PresidentsCupInternational",2009
131,131,"Scott Hend",48,0.44,21.04,-20.08,2.95,"PresidentsCupInternational",2009
132,132,"Craig Parry",46,0.44,20.03,-22.12,7.79,"PresidentsCupInternational",2009
133,133,"Kiradech Aphibarnrat",40,0.41,16.56,-0.54,16.12,"PresidentsCupInternational",2009
134,134,"Ryuichi Oda",45,0.41,18.5,-6.33,14.67,"PresidentsCupInternational",2009
135,135,"Aron Price",63,0.41,25.83,-13.99,14.83,"PresidentsCupInternational",2009
136,136,"Dustin Risdon",40,0.41,16.34,-6.51,11.71,"PresidentsCupInternational",2009
137,137,"Chawalit Plaphol",62,0.41,25.28,-19.43,1.35,"PresidentsCupInternational",2009
138,138,"Sung Kang",40,0.4,16.06,-1.37,16,"PresidentsCupInternational",2009
139,139,"Daisuke Maruyama",53,0.4,21.26,-20.12,1.5,"PresidentsCupInternational",2009
140,140,"Adam Bland",41,0.4,16.43,-12.89,7.11,"PresidentsCupInternational",2009
141,141,"Alistair Presnell",40,0.4,15.88,-3.02,17.2,"PresidentsCupInternational",2009
142,142,"Josh Geary",40,0.39,15.72,-5.16,12.48,"PresidentsCupInternational",2009
143,143,"Ben Leong",40,0.39,15.72,-10.15,NA,"PresidentsCupInternational",2009
144,144,"Mardan Mamat",61,0.39,23.9,-12.15,13.72,"PresidentsCupInternational",2009
145,145,"Jong Duck Kim",40,0.39,15.57,-4.86,15.86,"PresidentsCupInternational",2009
146,146,"Steven Alker",43,0.39,16.72,-6.67,17.4,"PresidentsCupInternational",2009
147,147,"Chris Baryla",40,0.39,15.55,-1.96,14.54,"PresidentsCupInternational",2009
148,148,"Akio Sadakata",40,0.38,15.28,-6.2,4.71,"PresidentsCupInternational",2009
149,149,"Keith Horne",44,0.38,16.64,-7.29,11.86,"PresidentsCupInternational",2009
150,150,"Shiv Kapur",62,0.37,22.99,-14.38,12.48,"PresidentsCupInternational",2009
151,151,"Mitchell Brown",42,0.37,15.44,-9.51,2.03,"PresidentsCupInternational",2009
152,152,"Angelo Que",40,0.36,14.55,-8.56,7.03,"PresidentsCupInternational",2009
153,153,"Kiyoshi Miyazato",45,0.35,15.94,-13.54,1.32,"PresidentsCupInternational",2009
154,154,"Kodai Ichihara",40,0.35,14.07,-3.5,9.39,"PresidentsCupInternational",2009
155,155,"Andrew Tampion",50,0.35,17.39,-10.51,5.22,"PresidentsCupInternational",2009
156,156,"Scott Gardiner",52,0.35,18.06,-12.17,11.19,"PresidentsCupInternational",2009
157,157,"Steve Dartnall",40,0.35,13.85,-3.75,5.68,"PresidentsCupInternational",2009
158,158,"Peter Senior",40,0.34,13.78,-6.28,6,"PresidentsCupInternational",2009
159,159,"Mitsuhiro Tateyama",42,0.34,14.28,-4.22,13.18,"PresidentsCupInternational",2009
160,160,"Toyokazu Fujishima",43,0.33,14.39,-14.28,NA,"PresidentsCupInternational",2009
161,161,"Thammanoon Sriroj",44,0.33,14.72,-2.35,14.02,"PresidentsCupInternational",2009
162,162,"Tetsuya Haraguchi",42,0.33,14.03,-7.78,6.24,"PresidentsCupInternational",2009
163,163,"Deane Pappas",40,0.33,13.34,-5.64,15.21,"PresidentsCupInternational",2009
164,164,"Alan Wagner",40,0.33,13.31,-1.17,14.48,"PresidentsCupInternational",2009
165,165,"Steve Allan",46,0.33,15.27,-13.73,1.23,"PresidentsCupInternational",2009
166,166,"Bradley Iles",45,0.33,14.94,-3.82,10.92,"PresidentsCupInternational",2009
167,167,"Mark Purser",40,0.33,13.22,-0.89,14.11,"PresidentsCupInternational",2009
168,168,"Kohki Idoki",40,0.33,13.11,-2,12.01,"PresidentsCupInternational",2009
169,169,"David Frost",52,0.33,17.01,-17.51,NA,"PresidentsCupInternational",2009
170,170,"Yui Ueda",44,0.33,14.38,-9.32,7.5,"PresidentsCupInternational",2009
171,171,"Taichiro Kiyota",56,0.32,18.11,-14.07,9.26,"PresidentsCupInternational",2009
172,172,"Mo Joongkyung",40,0.32,12.85,-8.79,2.76,"PresidentsCupInternational",2009
173,173,"Norio Shinozaki",44,0.32,13.92,-11.21,6.55,"PresidentsCupInternational",2009
174,174,"I J Jang",40,0.31,12.51,-5.52,8.67,"PresidentsCupInternational",2009
175,175,"SSP Chawrasia",48,0.31,14.88,-14.31,5.89,"PresidentsCupInternational",2009
176,176,"Won Joon Lee",59,0.31,18.18,-13.28,5.95,"PresidentsCupInternational",2009
177,177,"Yoshinobu Tsukada",42,0.31,12.84,-3.2,9.03,"PresidentsCupInternational",2009
178,178,"Alexandre Rocha",48,0.3,14.5,-11.9,1.24,"PresidentsCupInternational",2009
179,179,"Mauricio Molina",40,0.3,12.04,-1.76,7.8,"PresidentsCupInternational",2009
180,180,"Satoru Hirota",43,0.3,12.9,-10.91,2.9,"PresidentsCupInternational",2009
181,181,"Sushi Ishigaki",40,0.3,11.91,-8.76,NA,"PresidentsCupInternational",2009
182,182,"Paul Sheehan",52,0.29,15.19,-13.17,5.18,"PresidentsCupInternational",2009
183,183,"Marc Pucay",40,0.29,11.65,-7.82,1.89,"PresidentsCupInternational",2009
184,184,"Daehyun Kim",40,0.29,11.56,-0.69,10.81,"PresidentsCupInternational",2009
185,185,"Mark Tullo",41,0.29,11.8,-4.67,6.78,"PresidentsCupInternational",2009
186,186,"Kane Webber",44,0.29,12.61,-13.03,2.16,"PresidentsCupInternational",2009
187,187,"Ashley Hall",40,0.29,11.41,-4.72,5.64,"PresidentsCupInternational",2009
188,188,"Jon Mills",59,0.28,16.56,-22.8,5.68,"PresidentsCupInternational",2009
189,189,"Danny Chia",44,0.28,12.31,-8.4,4.65,"PresidentsCupInternational",2009
190,190,"Matthew Zions",43,0.27,11.79,-4.43,10.08,"PresidentsCupInternational",2009
191,191,"Takuya Taniguchi",46,0.27,12.47,-12.79,NA,"PresidentsCupInternational",2009
192,192,"Chris Gaunt",40,0.27,10.83,-2.96,3.95,"PresidentsCupInternational",2009
193,193,"Tongoona Charamba",40,0.27,10.77,-4.61,NA,"PresidentsCupInternational",2009
194,194,"Mark Hensby",44,0.27,11.77,-19.05,1.25,"PresidentsCupInternational",2009
195,195,"David McKenzie",60,0.26,15.67,-12.43,8.71,"PresidentsCupInternational",2009
196,196,"Taigen Tsumagari",40,0.26,10.34,-1.64,7.91,"PresidentsCupInternational",2009
197,197,"Scott Barr",59,0.26,15.1,-11.48,9.44,"PresidentsCupInternational",2009
198,198,"Richard Moir",40,0.26,10.21,-4.51,7,"PresidentsCupInternational",2009
199,199,"Frankie Minoza",53,0.25,13.46,-14.95,7.01,"PresidentsCupInternational",2009
200,200,"Wu Ashun",40,0.25,10.03,-2.53,7.44,"PresidentsCupInternational",2009
201,201,"Adilson da Silva",40,0.25,9.97,-6.83,5.48,"PresidentsCupInternational",2009
202,202,"Nobuhito Sato",42,0.25,10.44,-9.36,2.18,"PresidentsCupInternational",2009
203,203,"Mamo Osanai",44,0.25,10.91,-9.52,NA,"PresidentsCupInternational",2009
204,204,"Shigeru Nonaka",40,0.25,9.81,-0.82,9.4,"PresidentsCupInternational",2009
205,205,"Titch Moore",40,0.25,9.81,-4.23,7.78,"PresidentsCupInternational",2009
206,206,"Marco Ruiz",41,0.24,9.94,-8.81,1.3,"PresidentsCupInternational",2009
207,207,"Jean Hugo",40,0.24,9.59,-6.2,6.97,"PresidentsCupInternational",2009
208,208,"Tommy Nakajima",40,0.24,9.48,-5.44,2.9,"PresidentsCupInternational",2009
209,209,"Eddie Lee",40,0.24,9.41,-4.04,4.58,"PresidentsCupInternational",2009
210,210,"Tadahiro Takayama",42,0.23,9.86,-7.96,2.96,"PresidentsCupInternational",2009
211,211,"Tony Carolan",53,0.23,12.4,-5.4,8.78,"PresidentsCupInternational",2009
212,212,"Marcus Both",49,0.23,11.27,-4.6,6.28,"PresidentsCupInternational",2009
213,213,"George Coetzee",40,0.23,9.2,-2.74,7.14,"PresidentsCupInternational",2009
214,214,"Unho Park",52,0.23,11.92,-7.65,5.48,"PresidentsCupInternational",2009
215,215,"Jason King",40,0.23,9.1,-4.13,3.1,"PresidentsCupInternational",2009
216,216,"Nic Henning",40,0.23,9.09,-7.16,1.22,"PresidentsCupInternational",2009
217,217,"Antonio Lascuna",45,0.23,10.16,-8.8,3.24,"PresidentsCupInternational",2009
218,218,"Charl Coetzee",40,0.22,8.99,-2.14,10.37,"PresidentsCupInternational",2009
219,219,"Esteban Toledo",51,0.22,11.06,-7.4,6.3,"PresidentsCupInternational",2009
220,220,"Udorn Duangdecha",40,0.22,8.64,-1.57,6.07,"PresidentsCupInternational",2009
221,221,"Wade Ormsby",50,0.21,10.66,-5.23,3.83,"PresidentsCupInternational",2009
222,222,"Dinesh Chand",46,0.21,9.76,-6.98,NA,"PresidentsCupInternational",2009
223,223,"Gaurav Ghei",41,0.21,8.66,-9.33,4.44,"PresidentsCupInternational",2009
224,224,"Ewan Porter",41,0.21,8.54,-9,NA,"PresidentsCupInternational",2009
225,225,"Kim Hyung Tae",40,0.21,8.32,-6.39,4.92,"PresidentsCupInternational",2009
226,226,"Wayne Perske",49,0.21,10.16,-8.48,1.67,"PresidentsCupInternational",2009
227,227,"Wes Heffernan",40,0.21,8.28,-8.61,NA,"PresidentsCupInternational",2009
228,228,"Hirofumi Miyase",45,0.21,9.23,-9.11,1.2,"PresidentsCupInternational",2009
229,229,"Ulrich Van den Berg",40,0.21,8.21,-4.21,6.38,"PresidentsCupInternational",2009
230,230,"Jim Rutledge",45,0.21,9.23,-0.86,8.11,"PresidentsCupInternational",2009
231,231,"Mark Murless",40,0.2,8.19,-6.03,4.63,"PresidentsCupInternational",2009
232,232,"Somkiat Srisanga",40,0.2,8.01,-4.03,NA,"PresidentsCupInternational",2009
233,233,"Nobuhiro Masuda",43,0.2,8.58,-4.73,4.81,"PresidentsCupInternational",2009
234,234,"Rafael Gomez",40,0.2,7.97,-5.31,2.42,"PresidentsCupInternational",2009
235,235,"Boonchu Ruangkit",40,0.2,7.96,-2.43,7,"PresidentsCupInternational",2009
236,236,"Bryan DeCorso",47,0.2,9.34,-7.13,2.42,"PresidentsCupInternational",2009
237,237,"Trevor Fisher Jr",40,0.2,7.88,-2.37,8.39,"PresidentsCupInternational",2009
238,238,"Tyrone Van Aswegen",40,0.2,7.86,-2.6,9.32,"PresidentsCupInternational",2009
239,239,"Prom Meesawat",62,0.19,12.08,-18.46,6.46,"PresidentsCupInternational",2009
240,240,"Gavin Flint",51,0.19,9.93,-8.51,2.82,"PresidentsCupInternational",2009
241,241,"Kim Daesub",40,0.19,7.71,-2.05,4.9,"PresidentsCupInternational",2009
242,242,"Gareth Paddison",51,0.19,9.64,-11.42,3.3,"PresidentsCupInternational",2009
243,243,"Jbe Kruger",40,0.19,7.44,-1.36,6.83,"PresidentsCupInternational",2009
244,244,"Michiel Bothma",40,0.18,7.1,-5.42,5.06,"PresidentsCupInternational",2009
245,245,"Brandon Pieters",40,0.18,7.09,-3.41,5.55,"PresidentsCupInternational",2009
246,246,"Warren Abery",40,0.18,7.08,-6.54,2.7,"PresidentsCupInternational",2009
247,247,"Julio Zapata",40,0.18,7.01,-8.78,3.24,"PresidentsCupInternational",2009
248,248,"Naoya Takemoto",44,0.17,7.58,-7.67,4.8,"PresidentsCupInternational",2009
249,249,"Hiroo Kawai",40,0.17,6.64,-2.03,6.37,"PresidentsCupInternational",2009
250,250,"Jhonattan Vegas",40,0.17,6.63,0,6.63,"PresidentsCupInternational",2009
251,251,"Andrew Bonhomme",40,0.16,6.59,-2.22,3.28,"PresidentsCupInternational",2009
252,252,"Wisut Artjanawat",40,0.16,6.58,-3.2,2.38,"PresidentsCupInternational",2009
253,253,"Yuudai Maeda",40,0.16,6.55,-3.42,2.4,"PresidentsCupInternational",2009
254,254,"Tjaart van der Walt",40,0.16,6.47,-5.04,6.03,"PresidentsCupInternational",2009
255,255,"Bo Song Kao",40,0.16,6.46,-3.06,1.54,"PresidentsCupInternational",2009
256,256,"Kazuhiko Hosokawa",41,0.16,6.57,-6.77,1.45,"PresidentsCupInternational",2009
257,257,"Matthew Millar",49,0.16,7.74,-6.78,1.69,"PresidentsCupInternational",2009
258,258,"Artemio Murakami",48,0.16,7.51,-8.5,3.08,"PresidentsCupInternational",2009
259,259,"Brenden Pappas",54,0.16,8.4,-11.78,1.26,"PresidentsCupInternational",2009
260,260,"Peter Karmis",40,0.15,6.19,-3.53,5.53,"PresidentsCupInternational",2009
261,261,"Dawie van der Walt",40,0.15,6.13,-2.2,6.81,"PresidentsCupInternational",2009
262,262,"Jake Roos",40,0.15,6.08,-4.31,4.09,"PresidentsCupInternational",2009
263,263,"Inn Choon Hwang",40,0.15,6.02,-5.45,NA,"PresidentsCupInternational",2009
264,264,"Kyung Nam Kang",40,0.15,6.01,-3.09,5.69,"PresidentsCupInternational",2009
265,265,"Andrew Parr",40,0.15,5.97,-3.01,2.1,"PresidentsCupInternational",2009
266,266,"Anirban Lahiri",40,0.15,5.93,-0.37,6.3,"PresidentsCupInternational",2009
267,267,"Merrick Bremner",40,0.15,5.9,-2.3,1.2,"PresidentsCupInternational",2009
268,268,"Carlos Franco",42,0.15,6.19,-6.46,NA,"PresidentsCupInternational",2009
269,269,"Stuart Anderson",40,0.14,5.67,-1.68,2.78,"PresidentsCupInternational",2009
270,270,"David Hearn",46,0.14,6.43,-7.82,1.33,"PresidentsCupInternational",2009
271,271,"Peter Fowler",48,0.13,6.46,-12.06,NA,"PresidentsCupInternational",2009
272,272,"Camilo Benedetti",40,0.13,5.37,-2.36,4.74,"PresidentsCupInternational",2009
273,273,"David Lutterus",41,0.13,5.49,-4.96,NA,"PresidentsCupInternational",2009
274,274,"Andre Stolz",40,0.13,5.35,-1.83,NA,"PresidentsCupInternational",2009
275,275,"Ariel Canete",48,0.13,6.36,-9.7,NA,"PresidentsCupInternational",2009
276,276,"Andrew Buckle",50,0.13,6.56,-4.63,4.38,"PresidentsCupInternational",2009
277,277,"Timothy Wood",40,0.13,5.22,-1.11,2.77,"PresidentsCupInternational",2009
278,278,"Kurt Barnes",40,0.13,5.21,-2.05,3.76,"PresidentsCupInternational",2009
279,279,"Jose Coceres",40,0.13,5.17,-12.57,1.22,"PresidentsCupInternational",2009
280,280,"Jason Norris",40,0.13,5.11,-0.64,5.75,"PresidentsCupInternational",2009
281,281,"Clodomiro Carranza",40,0.13,5.02,-0.87,3.48,"PresidentsCupInternational",2009
282,282,"TC Wang",40,0.12,4.98,-5.81,NA,"PresidentsCupInternational",2009
283,283,"Choi Hosung",40,0.12,4.97,-0.24,5.21,"PresidentsCupInternational",2009
284,284,"Jesus Amaya",40,0.12,4.74,-2.04,NA,"PresidentsCupInternational",2009
