"PGAChampionshipPoints_RANKTHISWEEK_2007","PGAChampionshipPoints_RANKLASTWEEK_2007","PGAChampionshipPoints_PLAYERNAME_2007","PGAChampionshipPoints_EVENTS_2007","PGAChampionshipPoints_POINTS_2007","stat_name","year"
89,89,"Tommy Armour III",7,298045,"PGAChampionshipPoints",2007
90,90,"Brendon de Jonge",9,290893,"PGAChampionshipPoints",2007
91,91,"John Merrick",10,287198,"PGAChampionshipPoints",2007
92,92,"Ryan Moore",8,285391,"PGAChampionshipPoints",2007
93,93,"Tag Ridings",7,281520,"PGAChampionshipPoints",2007
94,94,"Brian Gay",11,280564,"PGAChampionshipPoints",2007
95,95,"Ryuji Imada",10,278205,"PGAChampionshipPoints",2007
96,96,"Troy Matteson",7,267633,"PGAChampionshipPoints",2007
97,97,"Vaughn Taylor",10,255562,"PGAChampionshipPoints",2007
98,98,"Kenny Perry",5,253616,"PGAChampionshipPoints",2007
99,99,"David Branshaw",9,253138,"PGAChampionshipPoints",2007
100,100,"Jarrod Lyle",9,249141,"PGAChampionshipPoints",2007
101,101,"Kevin Sutherland",8,247153,"PGAChampionshipPoints",2007
102,102,"Bryce Molder",9,246743,"PGAChampionshipPoints",2007
103,103,"Will Ma Kenzie",8,242655,"PGAChampionshipPoints",2007
104,104,"Mark Wilson",7,242282,"PGAChampionshipPoints",2007
105,105,"Bob Estes",9,237732,"PGAChampionshipPoints",2007
106,106,"JP Hayes",10,230045,"PGAChampionshipPoints",2007
107,107,"Simon Dyson",1,227500,"PGAChampionshipPoints",2007
108,108,"Jeff Maggert",9,227459,"PGAChampionshipPoints",2007
109,109,"Davis Love III",4,226500,"PGAChampionshipPoints",2007
110,110,"Dicky Pride",9,225568,"PGAChampionshipPoints",2007
111,111,"JJ Henry",7,223600,"PGAChampionshipPoints",2007
112,112,"Greg Kraft",8,223240,"PGAChampionshipPoints",2007
113,113,"Cliff Kresge",9,215653,"PGAChampionshipPoints",2007
114,114,"Bart Bryant",8,208321,"PGAChampionshipPoints",2007
115,115,"Chris Riley",7,204244,"PGAChampionshipPoints",2007
116,116,"Andres Romero",2,202000,"PGAChampionshipPoints",2007
117,117,"Rod Pampling",5,194408,"PGAChampionshipPoints",2007
118,118,"Frank Lickliter II",10,193490,"PGAChampionshipPoints",2007
119,119,"Marco Dawson",9,186635,"PGAChampionshipPoints",2007
120,120,"Jeff Gove",10,185385,"PGAChampionshipPoints",2007
121,121,"Jeff Quinney",10,183627,"PGAChampionshipPoints",2007
122,122,"Rich Barcelo",8,181803,"PGAChampionshipPoints",2007
123,123,"Joe Ogilvie",9,180473,"PGAChampionshipPoints",2007
124,124,"Bob May",8,177745,"PGAChampionshipPoints",2007
125,125,"Steve Elkington",5,173850,"PGAChampionshipPoints",2007
126,126,"Michael Sim",8,172722,"PGAChampionshipPoints",2007
127,127,"JB Holmes",6,171960,"PGAChampionshipPoints",2007
128,128,"Tim Herron",7,171295,"PGAChampionshipPoints",2007
129,129,"Kevin Na",11,170592,"PGAChampionshipPoints",2007
130,130,"Bubba Watson",7,161172,"PGAChampionshipPoints",2007
131,131,"Bob Heintz",10,157415,"PGAChampionshipPoints",2007
132,132,"Garrett Willis",7,157292,"PGAChampionshipPoints",2007
133,133,"Luke Donald",5,156808,"PGAChampionshipPoints",2007
134,134,"Anthony Kim",6,156167,"PGAChampionshipPoints",2007
135,135,"Dan Forsman",6,150165,"PGAChampionshipPoints",2007
136,136,"Steve Lowery",9,146158,"PGAChampionshipPoints",2007
137,137,"Craig Lile",9,145996,"PGAChampionshipPoints",2007
138,138,"Andrew Buckle",10,143280,"PGAChampionshipPoints",2007
139,139,"David Toms",5,142860,"PGAChampionshipPoints",2007
140,140,"Jason Dufner",9,141595,"PGAChampionshipPoints",2007
141,141,"Greg Owen",9,136350,"PGAChampionshipPoints",2007
142,142,"Nick OHern",6,133926,"PGAChampionshipPoints",2007
143,143,"Chris Tidland",8,133238,"PGAChampionshipPoints",2007
144,144,"Angel Cabrera",5,133188,"PGAChampionshipPoints",2007
145,145,"Joey Sindelar",6,132900,"PGAChampionshipPoints",2007
146,146,"Tom Pernice Jr",9,126402,"PGAChampionshipPoints",2007
147,147,"John Huston",7,124496,"PGAChampionshipPoints",2007
148,148,"Nick Flanagan",4,122029,"PGAChampionshipPoints",2007
149,149,"DJ Brigman",8,116333,"PGAChampionshipPoints",2007
150,150,"Steve Marino",10,115937,"PGAChampionshipPoints",2007
151,151,"Jay Williamson",8,103077,"PGAChampionshipPoints",2007
152,152,"Retief Goosen",4,102870,"PGAChampionshipPoints",2007
153,153,"Lee Westwood",2,101000,"PGAChampionshipPoints",2007
154,154,"Ryan Palmer",9,100930,"PGAChampionshipPoints",2007
155,155,"Matt Kuchar",7,100370,"PGAChampionshipPoints",2007
156,156,"Fred Funk",6,94823,"PGAChampionshipPoints",2007
157,157,"Rocco Mediate",8,94150,"PGAChampionshipPoints",2007
158,158,"Harrison Frazar",11,93720,"PGAChampionshipPoints",2007
159,159,"Richard Green",3,92750,"PGAChampionshipPoints",2007
160,160,"Jay Delsing",6,92488,"PGAChampionshipPoints",2007
161,161,"Todd Fischer",2,92000,"PGAChampionshipPoints",2007
162,162,"Richard Johnson",9,91870,"PGAChampionshipPoints",2007
163,163,"Craig Kanada",11,91470,"PGAChampionshipPoints",2007
164,164,"Craig Barlow",7,89604,"PGAChampionshipPoints",2007
165,165,"Paul Goydos",4,88400,"PGAChampionshipPoints",2007
166,166,"Ben Crane",3,88329,"PGAChampionshipPoints",2007
167,167,"Niclas Fasth",2,87100,"PGAChampionshipPoints",2007
168,168,"Corey Pavin",5,85943,"PGAChampionshipPoints",2007
169,169,"Brian Bateman",8,84055,"PGAChampionshipPoints",2007
170,170,"Tripp Isenhour",10,81479,"PGAChampionshipPoints",2007
171,171,"Bob Tway",11,80483,"PGAChampionshipPoints",2007
172,172,"Henrik Stenson",6,80235,"PGAChampionshipPoints",2007
173,173,"Kyle Reifers",9,79151,"PGAChampionshipPoints",2007
174,174,"Carlos Franco",4,75000,"PGAChampionshipPoints",2007
175,175,"Eric Axley",10,74786,"PGAChampionshipPoints",2007
176,176,"Craig Bowden",9,72805,"PGAChampionshipPoints",2007
177,177,"Doug LaBelle II",11,71578,"PGAChampionshipPoints",2007
178,178,"Kirk Triplett",7,71222,"PGAChampionshipPoints",2007
179,179,"Jason Schultz",9,69857,"PGAChampionshipPoints",2007
180,180,"Scott Gutschewski",9,69580,"PGAChampionshipPoints",2007
181,181,"Paul Casey",2,69350,"PGAChampionshipPoints",2007
182,182,"Colin Montgomerie",2,68850,"PGAChampionshipPoints",2007
183,183,"Phil Tataurangi",4,68000,"PGAChampionshipPoints",2007
184,184,"Jose Coceres",7,67470,"PGAChampionshipPoints",2007
185,185,"Paul McGinley",2,65025,"PGAChampionshipPoints",2007
186,186,"Michael Boyd",9,63689,"PGAChampionshipPoints",2007
187,187,"Billy Andrade",7,63150,"PGAChampionshipPoints",2007
188,188,"Brett Quigley",4,62685,"PGAChampionshipPoints",2007
189,189,"Paul Gow",9,61835,"PGAChampionshipPoints",2007
190,190,"Duffy Waldorf",8,61093,"PGAChampionshipPoints",2007
191,191,"Steve Allan",4,60400,"PGAChampionshipPoints",2007
192,192,"Arjun Atwal",3,60018,"PGAChampionshipPoints",2007
193,193,"Shingo Katayama",2,59736,"PGAChampionshipPoints",2007
194,194,"Todd Hamilton",7,58410,"PGAChampionshipPoints",2007
195,195,"Ted Purdy",11,56561,"PGAChampionshipPoints",2007
196,196,"Darren Clarke",2,55600,"PGAChampionshipPoints",2007
197,197,"John Daly",7,54823,"PGAChampionshipPoints",2007
198,198,"Matt Hendrix",9,53521,"PGAChampionshipPoints",2007
199,199,"Andy Bare",1,52143,"PGAChampionshipPoints",2007
200,200,"Paul Stankowski",2,52000,"PGAChampionshipPoints",2007
201,201,"Jeff Brehaut",9,51567,"PGAChampionshipPoints",2007
202,202,"Peter Hanson",1,51000,"PGAChampionshipPoints",2007
203,203,"Neal Lancaster",8,50123,"PGAChampionshipPoints",2007
204,204,"Steve Wheatcroft",9,49980,"PGAChampionshipPoints",2007
205,205,"Grant Waite",6,49335,"PGAChampionshipPoints",2007
206,206,"Brent Geiberger",7,47900,"PGAChampionshipPoints",2007
206,206,"Robert Karlsson",2,47900,"PGAChampionshipPoints",2007
208,208,"Graeme Storm",2,47150,"PGAChampionshipPoints",2007
209,209,"Stephen Leaney",7,46033,"PGAChampionshipPoints",2007
210,210,"Gavin Coles",10,45882,"PGAChampionshipPoints",2007
211,211,"Michael Campbell",2,44500,"PGAChampionshipPoints",2007
211,211,"Thongchai Jaidee",2,44500,"PGAChampionshipPoints",2007
213,213,"Ben Curtis",7,44120,"PGAChampionshipPoints",2007
214,214,"Jeev Milkha Singh",2,42000,"PGAChampionshipPoints",2007
214,214,"Richard Sterne",2,42000,"PGAChampionshipPoints",2007
216,216,"Jaco Van Zyl",9,40465,"PGAChampionshipPoints",2007
217,217,"Mark Brooks",7,40395,"PGAChampionshipPoints",2007
218,218,"YE Yang",2,39500,"PGAChampionshipPoints",2007
219,219,"Glen Day",9,37067,"PGAChampionshipPoints",2007
220,220,"David Howell",2,36750,"PGAChampionshipPoints",2007
220,220,"WC Liang",2,36750,"PGAChampionshipPoints",2007
222,222,"Michael Putnam",10,35570,"PGAChampionshipPoints",2007
223,223,"Gregory Havret",2,33500,"PGAChampionshipPoints",2007
224,224,"Jose Manuel Lara",1,32250,"PGAChampionshipPoints",2007
225,225,"Anton Haig",1,31750,"PGAChampionshipPoints",2007
225,225,"Raphael Jacquelin",2,31750,"PGAChampionshipPoints",2007
227,227,"Russ Cochran",1,31275,"PGAChampionshipPoints",2007
228,228,"Jose Maria Olazabal",2,30750,"PGAChampionshipPoints",2007
229,229,"Bubba Dickerson",8,29010,"PGAChampionshipPoints",2007
230,230,"Colt Knost",3,27483,"PGAChampionshipPoints",2007
231,231,"Lee Janzen",6,26280,"PGAChampionshipPoints",2007
232,232,"Tom Johnson",9,26179,"PGAChampionshipPoints",2007
233,233,"Jim Gallagher Jr",5,25255,"PGAChampionshipPoints",2007
234,234,"Jim Rutledge",8,21231,"PGAChampionshipPoints",2007
235,235,"Spike McRoy",6,18280,"PGAChampionshipPoints",2007
236,236,"Robert Damron",4,18060,"PGAChampionshipPoints",2007
237,237,"Jim McGovern",2,15178,"PGAChampionshipPoints",2007
238,238,"Thomas Bjorn",1,13650,"PGAChampionshipPoints",2007
239,239,"Tom Lehman",4,13050,"PGAChampionshipPoints",2007
239,239,"Mike Small",1,13050,"PGAChampionshipPoints",2007
241,241,"Ryan Benzel",1,12900,"PGAChampionshipPoints",2007
242,242,"Bill Lunde",1,12093,"PGAChampionshipPoints",2007
242,242,"Darron Stiles",9,12093,"PGAChampionshipPoints",2007
244,244,"Michael Bradley",4,11000,"PGAChampionshipPoints",2007
245,245,"David Duval",2,10878,"PGAChampionshipPoints",2007
246,246,"Tom Byrum",6,9810,"PGAChampionshipPoints",2007
247,247,"Olin Browne",5,9100,"PGAChampionshipPoints",2007
248,248,"Ryan Blaum",1,8800,"PGAChampionshipPoints",2007
249,249,"Willie Wood",4,8700,"PGAChampionshipPoints",2007
250,250,"Paul Trittler",1,7640,"PGAChampionshipPoints",2007
251,251,"Oliver Thomson",1,7630,"PGAChampionshipPoints",2007
252,252,"Guy Boros",2,7269,"PGAChampionshipPoints",2007
253,253,"Bob Burns",2,7245,"PGAChampionshipPoints",2007
254,254,"Larry Mize",5,6540,"PGAChampionshipPoints",2007
254,254,"Jerry Smith",9,6540,"PGAChampionshipPoints",2007
256,256,"Chris Couch",8,5940,"PGAChampionshipPoints",2007
257,257,"Notah Begay III",3,5610,"PGAChampionshipPoints",2007
