"ProximitytoHolefromRough_RANKTHISWEEK_2006","ProximitytoHolefromRough_RANKLASTWEEK_2006","ProximitytoHolefromRough_PLAYERNAME_2006","ProximitytoHolefromRough_ROUNDS_2006","ProximitytoHolefromRough_AVGDTP_2006","ProximitytoHolefromRough_TOTALDISTANCEFEET_2006","ProximitytoHolefromRough_OFSHOTS_2006","ProximitytoHolefromRough_SCRAMBLINGRANK_2006","stat_name","year"
52,52,"Todd Fischer",101,NA,2015.583,248,117,"ProximitytoHolefromRough",2006
52,52,"Steve Flesch",119,NA,2177.667,268,22,"ProximitytoHolefromRough",2006
52,52,"Lucas Glover",105,NA,1912.833,235,129,"ProximitytoHolefromRough",2006
52,52,"Freddie Jacobson",56,NA,1237.25,151,101,"ProximitytoHolefromRough",2006
52,52,"Bob May",65,NA,1127.083,138,144,"ProximitytoHolefromRough",2006
52,52,"Shaun Micheel",96,NA,1733.917,213,127,"ProximitytoHolefromRough",2006
52,52,"Arron Oberholser",82,NA,1047.583,128,98,"ProximitytoHolefromRough",2006
52,52,"Joe Ogilvie",95,NA,1831.667,225,45,"ProximitytoHolefromRough",2006
52,52,"Nick Watney",97,NA,2183,266,15,"ProximitytoHolefromRough",2006
61,61,"Bob Estes",85,NA,1442.583,174,40,"ProximitytoHolefromRough",2006
61,61,"Fred Funk",106,NA,1736.333,211,42,"ProximitytoHolefromRough",2006
61,61,"Steve Jones",83,NA,1575.667,191,92,"ProximitytoHolefromRough",2006
61,61,"Tom Pernice Jr",108,NA,2035.75,248,80,"ProximitytoHolefromRough",2006
61,61,"Ian Poulter",53,NA,936.667,114,36,"ProximitytoHolefromRough",2006
66,66,"Stuart Appleby",83,NA,1691.917,203,56,"ProximitytoHolefromRough",2006
66,66,"Henrik Bjornstad",97,NA,2194.167,262,109,"ProximitytoHolefromRough",2006
66,66,"Steve Elkington",52,NA,958.333,115,6,"ProximitytoHolefromRough",2006
66,66,"Brent Geiberger",99,NA,1768.833,212,34,"ProximitytoHolefromRough",2006
66,66,"Ryuji Imada",105,NA,2066.167,249,24,"ProximitytoHolefromRough",2006
66,66,"Richard Johnson",94,NA,1888.75,226,44,"ProximitytoHolefromRough",2006
66,66,"Peter Lonard",77,NA,1579.083,189,87,"ProximitytoHolefromRough",2006
66,66,"Jon Mills",68,NA,1224.417,147,140,"ProximitytoHolefromRough",2006
66,66,"Larry Mize",53,NA,1028.25,124,33,"ProximitytoHolefromRough",2006
66,66,"Mark OMeara",52,NA,961.833,115,67,"ProximitytoHolefromRough",2006
66,66,"Vijay Singh",103,NA,1824,219,39,"ProximitytoHolefromRough",2006
66,66,"Duffy Waldorf",96,NA,1747.833,209,61,"ProximitytoHolefromRough",2006
66,66,"Charles Warren",93,NA,1771.333,212,64,"ProximitytoHolefromRough",2006
79,79,"Brian Davis",92,NA,1739.833,206,49,"ProximitytoHolefromRough",2006
79,79,"Adam Scott",70,NA,1038.083,123,91,"ProximitytoHolefromRough",2006
79,79,"David Toms",76,NA,1141.5,135,54,"ProximitytoHolefromRough",2006
79,79,"Jimmy Walker",60,NA,1385.917,164,175,"ProximitytoHolefromRough",2006
83,83,"Tommy Armour III",65,NA,1158.333,136,172,"ProximitytoHolefromRough",2006
83,83,"Doug Barron",74,NA,1599.667,188,23,"ProximitytoHolefromRough",2006
83,83,"Daniel Chopra",110,NA,2427.25,286,105,"ProximitytoHolefromRough",2006
83,83,"Robert Damron",91,NA,1802.083,213,100,"ProximitytoHolefromRough",2006
83,83,"David Duval",71,NA,1381.333,163,187,"ProximitytoHolefromRough",2006
83,83,"Ernie Els",69,NA,1273.5,150,53,"ProximitytoHolefromRough",2006
83,83,"Harrison Frazar",95,NA,1830.417,216,96,"ProximitytoHolefromRough",2006
83,83,"Brian Gay",107,NA,2210.083,259,5,"ProximitytoHolefromRough",2006
83,83,"Todd Hamilton",72,NA,1578.917,185,191,"ProximitytoHolefromRough",2006
83,83,"Ryan Moore",68,NA,1307,154,46,"ProximitytoHolefromRough",2006
83,83,"Jose Maria Olazabal",62,NA,871.917,103,95,"ProximitytoHolefromRough",2006
83,83,"Jesper Parnevik",84,NA,1888.75,222,28,"ProximitytoHolefromRough",2006
83,83,"John Senden",96,NA,1579.583,185,86,"ProximitytoHolefromRough",2006
83,83,"Kevin Sutherland",100,NA,2056.25,242,30,"ProximitytoHolefromRough",2006
83,83,"Vaughn Taylor",88,NA,1722.917,203,144,"ProximitytoHolefromRough",2006
98,98,"Fred Couples",52,NA,729.917,85,150,"ProximitytoHolefromRough",2006
98,98,"Chris DiMarco",83,NA,1188.417,138,62,"ProximitytoHolefromRough",2006
98,98,"Mathew Goggin",72,NA,1261.083,147,146,"ProximitytoHolefromRough",2006
98,98,"JJ Henry",96,NA,1589.417,186,157,"ProximitytoHolefromRough",2006
98,98,"Trevor Immelman",86,NA,1444.25,169,32,"ProximitytoHolefromRough",2006
98,98,"Jerry Kelly",100,NA,1657.25,194,17,"ProximitytoHolefromRough",2006
98,98,"Frank Lickliter II",99,NA,1788.333,208,16,"ProximitytoHolefromRough",2006
105,105,"Stephen Ames",63,NA,891,103,58,"ProximitytoHolefromRough",2006
105,105,"Mathias Gronberg",92,NA,1837.667,212,125,"ProximitytoHolefromRough",2006
105,105,"Zach Johnson",98,NA,1674.25,193,103,"ProximitytoHolefromRough",2006
105,105,"Skip Kendall",72,NA,1185.583,137,73,"ProximitytoHolefromRough",2006
105,105,"Phil Mickelson",74,NA,1117.583,129,138,"ProximitytoHolefromRough",2006
105,105,"Kenny Perry",73,NA,1129.333,130,162,"ProximitytoHolefromRough",2006
111,111,"Alex Aragon",63,NA,1338.75,153,193,"ProximitytoHolefromRough",2006
111,111,"Bernhard Langer",77,NA,1404.75,161,57,"ProximitytoHolefromRough",2006
111,111,"Ian Leggatt",80,NA,1683.583,193,164,"ProximitytoHolefromRough",2006
111,111,"Will Ma Kenzie",91,NA,1678.833,191,165,"ProximitytoHolefromRough",2006
111,111,"Ted Purdy",103,NA,1796.667,205,168,"ProximitytoHolefromRough",2006
111,111,"Heath Slocum",96,NA,1756.083,200,141,"ProximitytoHolefromRough",2006
111,111,"DJ Trahan",92,NA,1837,209,128,"ProximitytoHolefromRough",2006
111,111,"Camilo Villegas",95,NA,1871.75,214,123,"ProximitytoHolefromRough",2006
119,119,"Arjun Atwal",97,NA,2039.667,230,113,"ProximitytoHolefromRough",2006
119,119,"Robert Garrigus",85,NA,1912.667,216,158,"ProximitytoHolefromRough",2006
119,119,"Jeff Gove",91,NA,1605.333,182,78,"ProximitytoHolefromRough",2006
119,119,"Lee Janzen",79,NA,1480.833,167,184,"ProximitytoHolefromRough",2006
119,119,"Tim Petrovic",95,NA,2169.5,246,31,"ProximitytoHolefromRough",2006
119,119,"Brett Wetterich",82,NA,1705.917,193,178,"ProximitytoHolefromRough",2006
125,125,"Robert Allenby",79,NA,1256.75,141,131,"ProximitytoHolefromRough",2006
125,125,"Jeff Brehaut",100,NA,1769.417,199,153,"ProximitytoHolefromRough",2006
125,125,"Carlos Franco",86,NA,1882.25,212,163,"ProximitytoHolefromRough",2006
125,125,"Dudley Hart",83,NA,1655.417,186,64,"ProximitytoHolefromRough",2006
125,125,"Kent Jones",103,NA,1843.583,207,136,"ProximitytoHolefromRough",2006
125,125,"Greg Kraft",79,NA,1638.25,183,88,"ProximitytoHolefromRough",2006
125,125,"Len Mattiace",59,NA,1351.917,151,143,"ProximitytoHolefromRough",2006
125,125,"Greg Owen",79,NA,1412.167,158,11,"ProximitytoHolefromRough",2006
125,125,"Brett Quigley",109,NA,1872.333,210,14,"ProximitytoHolefromRough",2006
125,125,"Jeff Sluman",101,NA,2180.75,244,71,"ProximitytoHolefromRough",2006
125,125,"Tjaart van der Walt",60,NA,1184.75,133,9,"ProximitytoHolefromRough",2006
136,136,"Mark Calcavecchia",94,NA,2090.583,233,130,"ProximitytoHolefromRough",2006
136,136,"Stewart Cink",93,NA,1710.083,190,27,"ProximitytoHolefromRough",2006
136,136,"JL Lewis",57,NA,1220.667,136,76,"ProximitytoHolefromRough",2006
136,136,"Hidemichi Tanaka",74,NA,1624,180,169,"ProximitytoHolefromRough",2006
136,136,"Kirk Triplett",58,NA,938.167,104,133,"ProximitytoHolefromRough",2006
141,141,"Brian Bateman",69,NA,1539.333,170,94,"ProximitytoHolefromRough",2006
141,141,"Shane Bertsch",104,NA,2075.667,229,105,"ProximitytoHolefromRough",2006
141,141,"John Daly",51,NA,1368,150,186,"ProximitytoHolefromRough",2006
141,141,"Davis Love III",85,NA,1293.5,142,149,"ProximitytoHolefromRough",2006
141,141,"Carl Pettersson",95,NA,1881.083,208,66,"ProximitytoHolefromRough",2006
141,141,"Jason Schultz",77,NA,1613.167,178,119,"ProximitytoHolefromRough",2006
141,141,"Bubba Watson",83,NA,1677.75,184,83,"ProximitytoHolefromRough",2006
141,141,"Mark Wilson",79,NA,1620.25,178,82,"ProximitytoHolefromRough",2006
149,149,"David McKenzie",82,NA,1623.75,177,112,"ProximitytoHolefromRough",2006
149,149,"Jeff Overton",95,NA,2304.75,251,55,"ProximitytoHolefromRough",2006
151,151,"Rich Beem",85,NA,1661.583,179,174,"ProximitytoHolefromRough",2006
151,151,"Chad Campbell",91,NA,1299.917,141,93,"ProximitytoHolefromRough",2006
151,151,"Ben Curtis",86,NA,1410.583,152,116,"ProximitytoHolefromRough",2006
151,151,"Jason Gore",86,NA,1646.167,178,170,"ProximitytoHolefromRough",2006
151,151,"Brandt Jobe",91,NA,1829.75,197,154,"ProximitytoHolefromRough",2006
151,151,"Troy Matteson",101,NA,2449.917,264,97,"ProximitytoHolefromRough",2006
151,151,"Vance Veazey",59,NA,1520.667,165,189,"ProximitytoHolefromRough",2006
158,158,"Eric Axley",91,NA,2120.333,227,121,"ProximitytoHolefromRough",2006
158,158,"Briny Baird",81,NA,1345,144,124,"ProximitytoHolefromRough",2006
158,158,"Bart Bryant",87,NA,1504.167,161,142,"ProximitytoHolefromRough",2006
158,158,"Robert Gamez",94,NA,1875.917,201,135,"ProximitytoHolefromRough",2006
158,158,"Nathan Green",108,NA,2436,262,17,"ProximitytoHolefromRough",2006
158,158,"Charles Howell III",96,NA,1915,206,115,"ProximitytoHolefromRough",2006
158,158,"Jeff Maggert",81,NA,1636.167,176,178,"ProximitytoHolefromRough",2006
158,158,"Joey Sindelar",90,NA,1688.083,181,177,"ProximitytoHolefromRough",2006
158,158,"Ron Whittaker",81,NA,1762.167,188,167,"ProximitytoHolefromRough",2006
158,158,"Dean Wilson",115,NA,2449.583,262,51,"ProximitytoHolefromRough",2006
168,168,"John Engler Jr",69,NA,1909.167,202,176,"ProximitytoHolefromRough",2006
168,168,"Hunter Mahan",98,NA,2600,275,150,"ProximitytoHolefromRough",2006
168,168,"Geoff Ogilvy",76,NA,1315,140,69,"ProximitytoHolefromRough",2006
171,171,"Brad Faxon",78,NA,2083.333,219,110,"ProximitytoHolefromRough",2006
171,171,"Ryan Hietala",61,NA,1648.833,174,180,"ProximitytoHolefromRough",2006
173,173,"Kris Cox",83,NA,1910.833,199,118,"ProximitytoHolefromRough",2006
173,173,"James Driscoll",80,NA,2052.25,214,160,"ProximitytoHolefromRough",2006
173,173,"Joe Durant",101,NA,2168.5,226,133,"ProximitytoHolefromRough",2006
173,173,"Jerry Smith",94,NA,1668.833,174,41,"ProximitytoHolefromRough",2006
177,177,"Bubba Dickerson",98,NA,2269.417,235,181,"ProximitytoHolefromRough",2006
177,177,"Scott Gutschewski",53,NA,1377.5,142,190,"ProximitytoHolefromRough",2006
177,177,"Billy Mayfair",94,NA,1782.75,185,35,"ProximitytoHolefromRough",2006
177,177,"Ryan Palmer",101,NA,2367.75,245,74,"ProximitytoHolefromRough",2006
177,177,"Tag Ridings",103,NA,2818.667,291,160,"ProximitytoHolefromRough",2006
182,182,"Craig Barlow",77,NA,1703.5,174,159,"ProximitytoHolefromRough",2006
182,182,"Chris Couch",75,NA,1943.75,200,196,"ProximitytoHolefromRough",2006
182,182,"John Huston",74,NA,1660.167,171,63,"ProximitytoHolefromRough",2006
182,182,"Sean OHair",100,NA,1912.083,196,139,"ProximitytoHolefromRough",2006
186,186,"Wes Short Jr",96,NA,2476.333,249,194,"ProximitytoHolefromRough",2006
187,187,"KJ Choi",93,NA,1869.75,187,67,"ProximitytoHolefromRough",2006
187,187,"Roger Tambellini",64,NA,1475.25,147,195,"ProximitytoHolefromRough",2006
187,187,"Tiger Woods",55,NA,816.833,82,10,"ProximitytoHolefromRough",2006
190,190,"Greg Chalmers",71,NA,1860.667,185,126,"ProximitytoHolefromRough",2006
190,190,"Paul Stankowski",70,NA,1905,189,114,"ProximitytoHolefromRough",2006
192,192,"Sergio Garcia",59,NA,1041.333,100,183,"ProximitytoHolefromRough",2006
192,192,"Chris Smith",67,NA,1452,139,185,"ProximitytoHolefromRough",2006
194,194,"David Howell",52,NA,751.583,70,173,"ProximitytoHolefromRough",2006
195,195,"David Branshaw",98,NA,2089.167,190,38,"ProximitytoHolefromRough",2006
196,196,"Michael Connell",51,NA,1189.333,106,192,"ProximitytoHolefromRough",2006
