"EaglesHolesper_RANKTHISWEEK_2009","EaglesHolesper_RANKLASTWEEK_2009","EaglesHolesper_PLAYERNAME_2009","EaglesHolesper_ROUNDS_2009","EaglesHolesper_FREQUENCY_2009","EaglesHolesper_OFHOLES_2009","EaglesHolesper_OFEAGLES_2009","stat_name","year"
26,26,"Matt Weibring",65,146.3,1170,8,"EaglesHolesper",2009
27,27,"YE Yang",83,149.4,1494,10,"EaglesHolesper",2009
28,28,"Mike Weir",85,151.2,1512,10,"EaglesHolesper",2009
29,29,"Ben Crane",93,152.2,1674,11,"EaglesHolesper",2009
29,29,"Harrison Frazar",93,152.2,1674,11,"EaglesHolesper",2009
31,31,"Leif Olson",51,153,918,6,"EaglesHolesper",2009
32,32,"Rich Beem",77,154,1386,9,"EaglesHolesper",2009
33,33,"Cameron Beckman",87,156.6,1566,10,"EaglesHolesper",2009
33,33,"Davis Love III",89,156.6,1566,10,"EaglesHolesper",2009
35,35,"Jason Day",61,156.9,1098,7,"EaglesHolesper",2009
35,35,"Peter Tomasulo",61,156.9,1098,7,"EaglesHolesper",2009
37,37,"Michael Letzig",96,157.1,1728,11,"EaglesHolesper",2009
37,37,"Nicholas Thompson",96,157.1,1728,11,"EaglesHolesper",2009
37,37,"DJ Trahan",96,157.1,1728,11,"EaglesHolesper",2009
40,40,"Brad Adamonis",70,157.5,1260,8,"EaglesHolesper",2009
40,40,"Robert Allenby",71,157.5,1260,8,"EaglesHolesper",2009
42,42,"JJ Henry",97,158.7,1746,11,"EaglesHolesper",2009
43,43,"Daniel Chopra",89,160.2,1602,10,"EaglesHolesper",2009
44,44,"John Mallinger",90,162,1620,10,"EaglesHolesper",2009
44,44,"Johnson Wagner",81,162,1458,9,"EaglesHolesper",2009
46,46,"Kevin Na",91,163.8,1638,10,"EaglesHolesper",2009
47,47,"Stewart Cink",79,164.3,1314,8,"EaglesHolesper",2009
48,48,"John Rollins",92,165.6,1656,10,"EaglesHolesper",2009
49,49,"Webb Simpson",94,169.2,1692,10,"EaglesHolesper",2009
50,50,"Ernie Els",70,169.7,1188,7,"EaglesHolesper",2009
51,51,"Troy Matteson",95,171,1710,10,"EaglesHolesper",2009
52,52,"Bob Estes",78,175.5,1404,8,"EaglesHolesper",2009
52,52,"Ryan Palmer",78,175.5,1404,8,"EaglesHolesper",2009
54,54,"Chad Campbell",90,180,1620,9,"EaglesHolesper",2009
55,55,"Bill Haas",91,182,1638,9,"EaglesHolesper",2009
55,55,"Marc Leishman",91,182,1638,9,"EaglesHolesper",2009
55,55,"John Merrick",91,182,1638,9,"EaglesHolesper",2009
58,58,"Brian Vranesh",51,183.6,918,5,"EaglesHolesper",2009
59,59,"Brett Quigley",92,184,1656,9,"EaglesHolesper",2009
60,60,"Derek Fathauer",63,189,1134,6,"EaglesHolesper",2009
61,61,"Carl Pettersson",86,193.5,1548,8,"EaglesHolesper",2009
62,62,"Greg Owen",97,194,1746,9,"EaglesHolesper",2009
63,63,"Fred Couples",54,194.4,972,5,"EaglesHolesper",2009
64,64,"Sean OHair",80,195.4,1368,7,"EaglesHolesper",2009
65,65,"Ken Duke",87,195.8,1566,8,"EaglesHolesper",2009
65,65,"Tim Herron",87,195.8,1566,8,"EaglesHolesper",2009
67,67,"Briny Baird",89,200.3,1602,8,"EaglesHolesper",2009
68,68,"Ricky Barnes",67,201,1206,6,"EaglesHolesper",2009
69,69,"David Duval",56,201.6,1008,5,"EaglesHolesper",2009
70,70,"Rocco Mediate",79,203.1,1422,7,"EaglesHolesper",2009
71,71,"Rory Sabbatini",81,205.7,1440,7,"EaglesHolesper",2009
72,72,"Jeff Overton",92,207,1656,8,"EaglesHolesper",2009
72,72,"Charlie Wi",92,207,1656,8,"EaglesHolesper",2009
74,74,"George McNeill",82,210.9,1476,7,"EaglesHolesper",2009
75,75,"Casey Wittenberg",71,213,1278,6,"EaglesHolesper",2009
76,76,"Todd Hamilton",83,213.4,1494,7,"EaglesHolesper",2009
77,77,"Heath Slocum",95,213.8,1710,8,"EaglesHolesper",2009
77,77,"Kevin Sutherland",96,213.8,1710,8,"EaglesHolesper",2009
79,79,"Kris Blanks",60,216,1080,5,"EaglesHolesper",2009
79,79,"Kirk Triplett",60,216,1080,5,"EaglesHolesper",2009
81,81,"Kevin Streelman",97,218.3,1746,8,"EaglesHolesper",2009
82,82,"Michael Allen",73,219,1314,6,"EaglesHolesper",2009
83,83,"Matt Bettencourt",98,220.5,1764,8,"EaglesHolesper",2009
83,83,"David Toms",98,220.5,1764,8,"EaglesHolesper",2009
85,85,"James Nitties",86,221.1,1548,7,"EaglesHolesper",2009
86,86,"Mathew Goggin",76,222,1332,6,"EaglesHolesper",2009
86,86,"Anthony Kim",76,222,1332,6,"EaglesHolesper",2009
88,88,"DA Points",99,222.8,1782,8,"EaglesHolesper",2009
89,89,"Stephen Ames",77,225,1350,6,"EaglesHolesper",2009
89,89,"Bo Van Pelt",100,225,1800,8,"EaglesHolesper",2009
91,91,"Vaughn Taylor",88,226.3,1584,7,"EaglesHolesper",2009
91,91,"Scott Verplank",88,226.3,1584,7,"EaglesHolesper",2009
93,93,"Charles Warren",63,226.8,1134,5,"EaglesHolesper",2009
94,94,"Ted Purdy",101,227.3,1818,8,"EaglesHolesper",2009
95,95,"Steve Flesch",77,231,1386,6,"EaglesHolesper",2009
96,96,"Nick OHern",90,231.4,1620,7,"EaglesHolesper",2009
97,97,"Tim Clark",81,234,1404,6,"EaglesHolesper",2009
97,97,"Padraig Harrington",66,234,1170,5,"EaglesHolesper",2009
97,97,"Jarrod Lyle",65,234,1170,5,"EaglesHolesper",2009
97,97,"Darron Stiles",52,234,936,4,"EaglesHolesper",2009
101,101,"Paul Goydos",79,237,1422,6,"EaglesHolesper",2009
101,101,"Steve Stricker",81,237,1422,6,"EaglesHolesper",2009
103,103,"Chez Reavie",81,243,1458,6,"EaglesHolesper",2009
104,104,"Tom Pernice Jr",82,246,1476,6,"EaglesHolesper",2009
105,105,"Bryce Molder",69,248.4,1242,5,"EaglesHolesper",2009
105,105,"Vijay Singh",71,248.4,1242,5,"EaglesHolesper",2009
107,107,"Steve Lowery",83,249,1494,6,"EaglesHolesper",2009
107,107,"Billy Mayfair",83,249,1494,6,"EaglesHolesper",2009
109,109,"Steve Marino",98,252,1764,7,"EaglesHolesper",2009
109,109,"Justin Rose",71,252,1260,5,"EaglesHolesper",2009
111,111,"Joe Ogilvie",85,255,1530,6,"EaglesHolesper",2009
111,111,"Scott Piercy",85,255,1530,6,"EaglesHolesper",2009
113,113,"Rod Pampling",72,255.6,1278,5,"EaglesHolesper",2009
114,114,"Corey Pavin",73,262.8,1314,5,"EaglesHolesper",2009
115,115,"Jason Bohn",88,264,1584,6,"EaglesHolesper",2009
116,116,"Jason Gore",74,266.4,1332,5,"EaglesHolesper",2009
117,117,"Jason Dufner",90,270,1620,6,"EaglesHolesper",2009
118,118,"Scott McCarron",91,273,1638,6,"EaglesHolesper",2009
118,118,"Kenny Perry",92,273,1638,6,"EaglesHolesper",2009
120,120,"Brandt Snedeker",81,291.6,1458,5,"EaglesHolesper",2009
121,121,"Mark Wilson",99,297,1782,6,"EaglesHolesper",2009
122,122,"Jim Furyk",86,298.8,1494,5,"EaglesHolesper",2009
123,123,"Woody Austin",84,302.4,1512,5,"EaglesHolesper",2009
124,124,"Greg Chalmers",85,306,1530,5,"EaglesHolesper",2009
124,124,"Patrick Sheehan",51,306,918,3,"EaglesHolesper",2009
126,126,"Jay Williamson",69,310.5,1242,4,"EaglesHolesper",2009
127,127,"Adam Scott",53,312,936,3,"EaglesHolesper",2009
128,128,"Brendon Todd",53,318,954,3,"EaglesHolesper",2009
129,129,"Colt Knost",71,319.5,1278,4,"EaglesHolesper",2009
130,130,"Aron Price",89,320.4,1602,5,"EaglesHolesper",2009
131,131,"Jerry Kelly",90,324,1620,5,"EaglesHolesper",2009
131,131,"Geoff Ogilvy",78,324,1296,4,"EaglesHolesper",2009
131,131,"Rick Price",54,324,972,3,"EaglesHolesper",2009
134,134,"Justin Leonard",95,327.6,1638,5,"EaglesHolesper",2009
135,135,"Kent Jones",73,328.5,1314,4,"EaglesHolesper",2009
136,136,"Mark Brooks",55,330,990,3,"EaglesHolesper",2009
137,137,"JB Holmes",74,333,1332,4,"EaglesHolesper",2009
137,137,"Lee Janzen",74,333,1332,4,"EaglesHolesper",2009
139,139,"Boo Weekley",79,346.5,1386,4,"EaglesHolesper",2009
140,140,"Tommy Armour III",58,348,1044,3,"EaglesHolesper",2009
141,141,"Chris DiMarco",97,349.2,1746,5,"EaglesHolesper",2009
142,142,"Jeff Quinney",78,351,1404,4,"EaglesHolesper",2009
143,143,"Glen Day",79,355.5,1422,4,"EaglesHolesper",2009
144,144,"Dean Wilson",81,364.5,1458,4,"EaglesHolesper",2009
145,145,"Alex Cejka",82,369,1476,4,"EaglesHolesper",2009
145,145,"Matt Kuchar",82,369,1476,4,"EaglesHolesper",2009
145,145,"David Mathis",82,369,1476,4,"EaglesHolesper",2009
148,148,"Brian Davis",103,370.8,1854,5,"EaglesHolesper",2009
149,149,"Ben Curtis",63,372,1116,3,"EaglesHolesper",2009
150,150,"Peter Lonard",86,387,1548,4,"EaglesHolesper",2009
151,151,"Ryan Moore",89,400.5,1602,4,"EaglesHolesper",2009
152,152,"Hunter Mahan",94,414,1656,4,"EaglesHolesper",2009
153,153,"Eric Axley",71,426,1278,3,"EaglesHolesper",2009
153,153,"Parker McLachlin",71,426,1278,3,"EaglesHolesper",2009
155,155,"Tim Petrovic",97,436.5,1746,4,"EaglesHolesper",2009
156,156,"Spencer Levin",75,450,1350,3,"EaglesHolesper",2009
157,157,"Nathan Green",104,468,1872,4,"EaglesHolesper",2009
158,158,"Jeff Maggert",79,474,1422,3,"EaglesHolesper",2009
159,159,"Gary Woodland",53,477,954,2,"EaglesHolesper",2009
160,160,"Angel Cabrera",55,486,972,2,"EaglesHolesper",2009
161,161,"Brian Bateman",55,495,990,2,"EaglesHolesper",2009
162,162,"Ian Poulter",59,504,1008,2,"EaglesHolesper",2009
163,163,"Ryuji Imada",85,510,1530,3,"EaglesHolesper",2009
164,164,"Bart Bryant",58,522,1044,2,"EaglesHolesper",2009
165,165,"Brad Faxon",59,531,1062,2,"EaglesHolesper",2009
166,166,"Joe Durant",62,558,1116,2,"EaglesHolesper",2009
167,167,"Jeff Klauk",97,582,1746,3,"EaglesHolesper",2009
168,168,"Charles Howell III",99,594,1782,3,"EaglesHolesper",2009
169,169,"Will Ma Kenzie",69,621,1242,2,"EaglesHolesper",2009
170,170,"Mark Calcavecchia",72,648,1296,2,"EaglesHolesper",2009
171,171,"Luke Donald",79,684,1368,2,"EaglesHolesper",2009
172,172,"Marc Turnesa",77,693,1386,2,"EaglesHolesper",2009
173,173,"Stuart Appleby",79,702,1404,2,"EaglesHolesper",2009
173,173,"Cliff Kresge",78,702,1404,2,"EaglesHolesper",2009
175,175,"Richard Johnson",85,765,1530,2,"EaglesHolesper",2009
176,176,"Brendon de Jonge",90,810,1620,2,"EaglesHolesper",2009
177,177,"Lucas Glover",93,837,1674,2,"EaglesHolesper",2009
178,178,"Scott Sterling",51,918,918,1,"EaglesHolesper",2009
179,179,"Tom Lehman",55,990,990,1,"EaglesHolesper",2009
180,180,"Bob Heintz",59,1062,1062,1,"EaglesHolesper",2009
181,181,"KJ Choi",65,1152,1152,1,"EaglesHolesper",2009
182,182,"Brian Gay",96,1728,1728,1,"EaglesHolesper",2009
