"TotalDistanceEfficiency_RANKTHISWEEK_2007","TotalDistanceEfficiency_RANKLASTWEEK_2007","TotalDistanceEfficiency_PLAYERNAME_2007","TotalDistanceEfficiency_ROUNDS_2007","TotalDistanceEfficiency_AVG_2007","TotalDistanceEfficiency_AVERAGEDISTANCEYARDS_2007","TotalDistanceEfficiency_AVERAGECLUBHEADSPEED_2007","TotalDistanceEfficiency_TOTALATTEMPTS_2007","TotalDistanceEfficiency_HIGHESTDISTEFFICIENCY_2007","stat_name","year"
24,NA,"Matt Hendrix",63,2.622,303.355,115.711,37,2.93,"TotalDistanceEfficiency",2007
25,NA,"Cliff Kresge",107,2.618,287.553,109.847,72,3.017,"TotalDistanceEfficiency",2007
25,NA,"John Mallinger",96,2.618,282.193,107.781,66,3.03,"TotalDistanceEfficiency",2007
27,NA,"Tim Clark",66,2.617,278.355,106.359,51,3.121,"TotalDistanceEfficiency",2007
28,NA,"Jeff Gove",103,2.616,288.473,110.271,71,3.092,"TotalDistanceEfficiency",2007
29,NA,"Stephen Leaney",82,2.614,279.958,107.102,50,2.904,"TotalDistanceEfficiency",2007
29,NA,"Troy Matteson",87,2.614,307.142,117.49,55,3.363,"TotalDistanceEfficiency",2007
29,NA,"Vijay Singh",102,2.614,298.528,114.201,68,3.35,"TotalDistanceEfficiency",2007
32,NA,"Mathias Gronberg",95,2.613,299.113,114.468,62,2.903,"TotalDistanceEfficiency",2007
33,NA,"KJ Choi",87,2.612,293.639,112.429,54,3.192,"TotalDistanceEfficiency",2007
34,NA,"Robert Allenby",90,2.611,304.331,116.576,53,3.132,"TotalDistanceEfficiency",2007
35,NA,"Alex Cejka",80,2.61,289.742,111.002,48,3.127,"TotalDistanceEfficiency",2007
35,NA,"Steve Marino",106,2.61,295.853,113.373,56,2.974,"TotalDistanceEfficiency",2007
37,NA,"Ben Curtis",80,2.607,283.468,108.739,53,3.137,"TotalDistanceEfficiency",2007
38,NA,"Joe Ogilvie",102,2.606,288.692,110.783,69,3.04,"TotalDistanceEfficiency",2007
39,NA,"Jesper Parnevik",88,2.605,290.617,111.542,57,3.043,"TotalDistanceEfficiency",2007
39,NA,"Steve Stricker",81,2.605,288.192,110.624,58,3.098,"TotalDistanceEfficiency",2007
39,NA,"David Toms",80,2.605,283.335,108.78,53,3.168,"TotalDistanceEfficiency",2007
42,NA,"Chris DiMarco",79,2.604,283.124,108.731,47,3.125,"TotalDistanceEfficiency",2007
43,NA,"John Daly",59,2.603,318.264,122.25,25,2.908,"TotalDistanceEfficiency",2007
43,NA,"Robert Gamez",88,2.603,278.932,107.146,55,2.896,"TotalDistanceEfficiency",2007
45,NA,"Hunter Mahan",91,2.602,297.265,114.256,51,3.292,"TotalDistanceEfficiency",2007
46,NA,"Kenny Perry",83,2.601,295.435,113.591,55,3.243,"TotalDistanceEfficiency",2007
47,NA,"Eric Axley",107,2.6,289.027,111.155,67,3.31,"TotalDistanceEfficiency",2007
47,NA,"Sean OHair",98,2.6,301.236,115.872,64,3.223,"TotalDistanceEfficiency",2007
49,NA,"Mark Hensby",81,2.599,284.882,109.601,57,3,"TotalDistanceEfficiency",2007
49,NA,"Trevor Immelman",74,2.599,300.268,115.514,38,3.134,"TotalDistanceEfficiency",2007
49,NA,"Kyle Reifers",71,2.599,303.082,116.604,30,2.954,"TotalDistanceEfficiency",2007
52,NA,"Steve Lowery",74,2.598,289.338,111.382,50,2.906,"TotalDistanceEfficiency",2007
52,NA,"Corey Pavin",81,2.598,271.104,104.342,50,3.167,"TotalDistanceEfficiency",2007
52,NA,"Kevin Sutherland",85,2.598,290.838,111.95,55,3.045,"TotalDistanceEfficiency",2007
55,NA,"Briny Baird",115,2.597,287.932,110.862,75,2.965,"TotalDistanceEfficiency",2007
56,NA,"Carl Pettersson",111,2.596,295.325,113.779,76,3.271,"TotalDistanceEfficiency",2007
57,NA,"Tommy Armour III",81,2.595,281.984,108.667,56,2.981,"TotalDistanceEfficiency",2007
57,NA,"Padraig Harrington",64,2.595,301.676,116.236,34,3.26,"TotalDistanceEfficiency",2007
57,NA,"Craig Kanada",109,2.595,274.113,105.647,71,3.005,"TotalDistanceEfficiency",2007
57,NA,"Jaco Van Zyl",51,2.595,283.864,109.381,33,2.935,"TotalDistanceEfficiency",2007
61,NA,"Chris Riley",59,2.594,280.699,108.193,33,2.952,"TotalDistanceEfficiency",2007
62,NA,"Brandt Snedeker",105,2.592,284.361,109.702,63,3.109,"TotalDistanceEfficiency",2007
63,NA,"Rich Beem",89,2.59,292.888,113.084,59,3.045,"TotalDistanceEfficiency",2007
63,NA,"John Merrick",92,2.59,293.102,113.159,58,2.873,"TotalDistanceEfficiency",2007
65,NA,"Steve Allan",63,2.589,297.067,114.725,38,2.896,"TotalDistanceEfficiency",2007
65,NA,"JB Holmes",71,2.589,320.443,123.794,36,3.211,"TotalDistanceEfficiency",2007
67,NA,"Cameron Beckman",96,2.588,285.677,110.367,56,2.945,"TotalDistanceEfficiency",2007
67,NA,"Brian Davis",101,2.588,279.07,107.832,62,3.259,"TotalDistanceEfficiency",2007
67,NA,"Tim Herron",98,2.588,291.703,112.701,63,3.182,"TotalDistanceEfficiency",2007
67,NA,"Davis Love III",66,2.588,306.109,118.29,43,3.249,"TotalDistanceEfficiency",2007
67,NA,"Jeff Overton",60,2.588,297.616,114.989,38,2.949,"TotalDistanceEfficiency",2007
72,NA,"Jarrod Lyle",77,2.587,291.604,112.72,48,2.949,"TotalDistanceEfficiency",2007
72,NA,"Kevin Na",84,2.587,287.693,111.224,54,3.119,"TotalDistanceEfficiency",2007
72,NA,"Jason Schultz",63,2.587,295.009,114.022,29,3.059,"TotalDistanceEfficiency",2007
75,NA,"Michael Boyd",61,2.585,273.643,105.85,35,2.956,"TotalDistanceEfficiency",2007
75,NA,"Joey Sindelar",75,2.585,287.215,111.118,52,3.016,"TotalDistanceEfficiency",2007
75,NA,"Scott Verplank",82,2.585,277.456,107.337,51,3.2,"TotalDistanceEfficiency",2007
78,NA,"Zach Johnson",76,2.584,280.347,108.478,56,3.115,"TotalDistanceEfficiency",2007
79,NA,"Gavin Coles",87,2.583,267.313,103.487,51,3.038,"TotalDistanceEfficiency",2007
79,NA,"JJ Henry",86,2.583,299.854,116.097,48,3.25,"TotalDistanceEfficiency",2007
79,NA,"Ian Poulter",63,2.583,283.717,109.819,35,3.125,"TotalDistanceEfficiency",2007
79,NA,"DJ Trahan",99,2.583,295.245,114.293,57,3.286,"TotalDistanceEfficiency",2007
83,NA,"Stephen Ames",81,2.582,290.061,112.338,44,3.294,"TotalDistanceEfficiency",2007
83,NA,"Jeff Sluman",60,2.582,279.319,108.198,30,2.866,"TotalDistanceEfficiency",2007
85,NA,"Billy Andrade",88,2.581,289.28,112.067,59,3.034,"TotalDistanceEfficiency",2007
85,NA,"DJ Brigman",67,2.581,287.912,111.548,39,2.905,"TotalDistanceEfficiency",2007
85,NA,"Tom Byrum",50,2.581,279.466,108.295,30,2.887,"TotalDistanceEfficiency",2007
85,NA,"Anders Hansen",55,2.581,286.19,110.88,30,3.052,"TotalDistanceEfficiency",2007
85,NA,"John Rollins",102,2.581,296.03,114.681,64,3.309,"TotalDistanceEfficiency",2007
90,NA,"Justin Leonard",95,2.579,283.263,109.848,66,3.02,"TotalDistanceEfficiency",2007
90,NA,"Bo Van Pelt",104,2.579,297.174,115.214,66,2.897,"TotalDistanceEfficiency",2007
92,NA,"Retief Goosen",50,2.578,303.802,117.83,27,3.289,"TotalDistanceEfficiency",2007
92,NA,"Tom Pernice Jr",104,2.578,280.576,108.834,62,3.136,"TotalDistanceEfficiency",2007
92,NA,"Jeff Quinney",95,2.578,282.566,109.611,59,2.894,"TotalDistanceEfficiency",2007
95,NA,"Fred Funk",65,2.577,273.835,106.241,41,2.949,"TotalDistanceEfficiency",2007
96,NA,"Glen Day",85,2.576,273.312,106.094,53,2.881,"TotalDistanceEfficiency",2007
97,NA,"Bob Heintz",85,2.574,280.953,109.133,47,3.022,"TotalDistanceEfficiency",2007
97,NA,"Rory Sabbatini",81,2.574,294.792,114.534,44,3.233,"TotalDistanceEfficiency",2007
99,NA,"Charles Warren",101,2.573,302.106,117.396,66,2.959,"TotalDistanceEfficiency",2007
100,NA,"Steve Flesch",100,2.572,287.508,111.802,57,2.978,"TotalDistanceEfficiency",2007
100,NA,"Chris Stroud",66,2.572,290.871,113.074,38,2.929,"TotalDistanceEfficiency",2007
102,NA,"Ryan Armour",107,2.571,282.75,109.978,71,3.143,"TotalDistanceEfficiency",2007
102,NA,"Tom Johnson",74,2.571,285.218,110.957,46,2.933,"TotalDistanceEfficiency",2007
104,NA,"Todd Hamilton",76,2.57,290.023,112.849,41,3.039,"TotalDistanceEfficiency",2007
105,NA,"Richard Johnson",93,2.568,278.435,108.413,47,2.913,"TotalDistanceEfficiency",2007
105,NA,"Bryce Molder",56,2.568,290.894,113.29,29,2.984,"TotalDistanceEfficiency",2007
105,NA,"Dicky Pride",71,2.568,281.41,109.601,45,2.829,"TotalDistanceEfficiency",2007
105,NA,"Camilo Villegas",82,2.568,297.356,115.809,43,2.977,"TotalDistanceEfficiency",2007
109,NA,"Tripp Isenhour",86,2.567,280.938,109.434,51,2.886,"TotalDistanceEfficiency",2007
110,NA,"Jim Furyk",84,2.565,284.809,111.05,57,3.156,"TotalDistanceEfficiency",2007
110,NA,"Rod Pampling",92,2.565,291.96,113.812,58,3.298,"TotalDistanceEfficiency",2007
112,NA,"Stewart Cink",91,2.564,293.925,114.632,65,3.02,"TotalDistanceEfficiency",2007
112,NA,"Steve Elkington",87,2.564,279.643,109.07,49,2.861,"TotalDistanceEfficiency",2007
114,NA,"Bill Haas",93,2.561,303.71,118.597,53,2.959,"TotalDistanceEfficiency",2007
114,NA,"Craig Lile",77,2.561,280.365,109.471,47,3.136,"TotalDistanceEfficiency",2007
116,NA,"Jason Bohn",57,2.559,287.698,112.404,35,2.924,"TotalDistanceEfficiency",2007
116,NA,"Ryuji Imada",104,2.559,281.588,110.026,77,2.905,"TotalDistanceEfficiency",2007
118,NA,"Anthony Kim",93,2.558,303.442,118.641,55,2.819,"TotalDistanceEfficiency",2007
119,NA,"Nathan Green",103,2.557,285.403,111.607,64,2.931,"TotalDistanceEfficiency",2007
119,NA,"Kent Jones",97,2.557,283.698,110.961,66,2.916,"TotalDistanceEfficiency",2007
119,NA,"Boo Weekley",101,2.557,299.593,117.165,48,3.071,"TotalDistanceEfficiency",2007
122,NA,"Matt Kuchar",85,2.556,276.61,108.205,49,3.092,"TotalDistanceEfficiency",2007
123,NA,"Woody Austin",95,2.555,287.845,112.672,67,3.012,"TotalDistanceEfficiency",2007
123,NA,"Robert Garrigus",95,2.555,310.649,121.607,58,2.942,"TotalDistanceEfficiency",2007
123,NA,"Brian Gay",107,2.555,266.606,104.329,76,3.007,"TotalDistanceEfficiency",2007
123,NA,"Ryan Palmer",91,2.555,296.114,115.911,53,2.924,"TotalDistanceEfficiency",2007
127,NA,"Chad Campbell",96,2.554,290.843,113.889,57,3.123,"TotalDistanceEfficiency",2007
127,NA,"Jason Dufner",100,2.554,285.987,111.986,54,2.931,"TotalDistanceEfficiency",2007
129,NA,"Charley Hoffman",97,2.553,305.38,119.638,65,3.132,"TotalDistanceEfficiency",2007
129,NA,"Kevin Stadler",95,2.553,294.983,115.564,51,2.856,"TotalDistanceEfficiency",2007
131,NA,"Harrison Frazar",88,2.552,300.895,117.928,43,2.913,"TotalDistanceEfficiency",2007
132,NA,"Jeff Brehaut",59,2.551,289.25,113.398,37,2.899,"TotalDistanceEfficiency",2007
132,NA,"Duffy Waldorf",69,2.551,283.172,111.002,40,3.138,"TotalDistanceEfficiency",2007
134,NA,"Brian Bateman",55,2.549,289.348,113.534,33,3.196,"TotalDistanceEfficiency",2007
135,NA,"Ted Purdy",102,2.547,292.587,114.893,55,3.008,"TotalDistanceEfficiency",2007
136,NA,"Joe Durant",88,2.546,291.689,114.586,57,3.008,"TotalDistanceEfficiency",2007
136,NA,"Chris Tidland",59,2.546,290.986,114.31,43,2.9,"TotalDistanceEfficiency",2007
138,NA,"Andrew Buckle",77,2.545,289.597,113.769,53,3.016,"TotalDistanceEfficiency",2007
139,NA,"David Branshaw",83,2.544,285.286,112.159,54,2.915,"TotalDistanceEfficiency",2007
140,NA,"Nick Watney",87,2.543,304.9,119.904,53,3.068,"TotalDistanceEfficiency",2007
140,NA,"Dean Wilson",92,2.543,278.78,109.638,53,3.227,"TotalDistanceEfficiency",2007
142,NA,"Brett Quigley",79,2.542,290.493,114.273,39,2.865,"TotalDistanceEfficiency",2007
143,NA,"Ryan Moore",92,2.541,289.255,113.827,63,3.031,"TotalDistanceEfficiency",2007
144,NA,"Rocco Mediate",72,2.54,280.459,110.422,57,2.831,"TotalDistanceEfficiency",2007
145,NA,"Paul Stankowski",52,2.539,293.784,115.689,25,2.904,"TotalDistanceEfficiency",2007
145,NA,"Brett Wetterich",88,2.539,308.321,121.428,49,3.129,"TotalDistanceEfficiency",2007
147,NA,"Brendon de Jonge",76,2.537,293.105,115.55,42,3.026,"TotalDistanceEfficiency",2007
148,NA,"Charles Howell III",89,2.536,304.276,119.963,53,3.051,"TotalDistanceEfficiency",2007
148,NA,"Heath Slocum",101,2.536,274.346,108.162,73,2.872,"TotalDistanceEfficiency",2007
150,NA,"Paul Goydos",60,2.535,268.628,105.987,40,3.067,"TotalDistanceEfficiency",2007
150,NA,"Tom Lehman",62,2.535,285.692,112.7,38,2.886,"TotalDistanceEfficiency",2007
150,NA,"Justin Rose",63,2.535,287.16,113.269,35,3.064,"TotalDistanceEfficiency",2007
153,NA,"Scott Gutschewski",67,2.533,302.612,119.491,27,2.783,"TotalDistanceEfficiency",2007
154,NA,"Ernie Els",59,2.532,296.513,117.086,33,2.883,"TotalDistanceEfficiency",2007
154,NA,"John Senden",97,2.532,298.522,117.905,62,3.181,"TotalDistanceEfficiency",2007
156,NA,"Jason Gore",86,2.53,300.696,118.853,56,2.988,"TotalDistanceEfficiency",2007
156,NA,"Frank Lickliter II",95,2.53,284.881,112.579,65,2.965,"TotalDistanceEfficiency",2007
158,NA,"Will Ma Kenzie",100,2.528,290.925,115.068,69,3.154,"TotalDistanceEfficiency",2007
159,NA,"Bob Tway",103,2.527,279.588,110.633,62,2.952,"TotalDistanceEfficiency",2007
160,NA,"Aaron Baddeley",83,2.526,299.214,118.452,39,3.195,"TotalDistanceEfficiency",2007
161,NA,"Mark Calcavecchia",93,2.525,288.156,114.099,57,3.064,"TotalDistanceEfficiency",2007
162,NA,"Rich Barcelo",80,2.523,285.749,113.264,47,2.923,"TotalDistanceEfficiency",2007
162,NA,"Bart Bryant",87,2.523,280.274,111.081,56,2.988,"TotalDistanceEfficiency",2007
162,NA,"Freddie Jacobson",70,2.523,282.35,111.91,44,2.907,"TotalDistanceEfficiency",2007
165,NA,"Nick OHern",72,2.521,279.446,110.839,44,3.023,"TotalDistanceEfficiency",2007
165,NA,"Greg Owen",81,2.521,297.168,117.888,42,3.132,"TotalDistanceEfficiency",2007
167,NA,"Jose Coceres",50,2.52,274.26,108.833,39,2.885,"TotalDistanceEfficiency",2007
168,NA,"Michael Allen",74,2.518,287.473,114.173,43,2.959,"TotalDistanceEfficiency",2007
168,NA,"Paul Gow",70,2.518,272.758,108.328,43,3.101,"TotalDistanceEfficiency",2007
170,NA,"Charlie Wi",90,2.517,284.284,112.968,59,2.808,"TotalDistanceEfficiency",2007
171,NA,"Daniel Chopra",106,2.516,293.668,116.742,68,3.04,"TotalDistanceEfficiency",2007
172,NA,"Tiger Woods",63,2.515,311.678,123.95,33,3.089,"TotalDistanceEfficiency",2007
173,NA,"Chris Couch",76,2.514,303.73,120.834,54,3.143,"TotalDistanceEfficiency",2007
174,NA,"Marco Dawson",73,2.513,286.237,113.901,42,3.065,"TotalDistanceEfficiency",2007
175,NA,"Steve Wheatcroft",73,2.512,289.429,115.234,39,2.859,"TotalDistanceEfficiency",2007
176,NA,"Lucas Glover",98,2.509,300.139,119.632,54,2.914,"TotalDistanceEfficiency",2007
176,NA,"Lee Janzen",66,2.509,284.77,113.505,38,2.914,"TotalDistanceEfficiency",2007
178,NA,"Doug LaBelle II",104,2.506,273.718,109.211,66,2.925,"TotalDistanceEfficiency",2007
179,NA,"Parker McLachlin",83,2.503,279.371,111.621,43,2.883,"TotalDistanceEfficiency",2007
179,NA,"Tim Petrovic",106,2.503,283.602,113.291,58,2.822,"TotalDistanceEfficiency",2007
181,NA,"Pat Perez",84,2.5,295.975,118.381,36,2.848,"TotalDistanceEfficiency",2007
182,NA,"Ken Duke",112,2.499,284.355,113.781,56,2.849,"TotalDistanceEfficiency",2007
182,NA,"George McNeill",95,2.499,293.318,117.372,56,2.936,"TotalDistanceEfficiency",2007
184,NA,"Shaun Micheel",91,2.496,281.662,112.836,45,3.099,"TotalDistanceEfficiency",2007
185,NA,"Bob Estes",88,2.495,278.33,111.561,60,2.872,"TotalDistanceEfficiency",2007
186,NA,"Phil Mickelson",73,2.485,303.337,122.045,32,3.144,"TotalDistanceEfficiency",2007
187,NA,"Tag Ridings",52,2.478,295.567,119.283,26,2.782,"TotalDistanceEfficiency",2007
188,NA,"Johnson Wagner",97,2.476,280.686,113.355,58,2.897,"TotalDistanceEfficiency",2007
189,NA,"Jonathan Byrd",73,2.474,287.098,116.033,49,2.88,"TotalDistanceEfficiency",2007
190,NA,"Michael Putnam",96,2.471,293.486,118.76,45,2.859,"TotalDistanceEfficiency",2007
191,NA,"Jose Maria Olazabal",52,2.466,284.249,115.26,26,2.867,"TotalDistanceEfficiency",2007
192,NA,"Henrik Stenson",52,2.464,296.514,120.333,28,3.051,"TotalDistanceEfficiency",2007
193,NA,"Sergio Garcia",68,2.457,294.762,119.953,43,2.944,"TotalDistanceEfficiency",2007
194,NA,"Jim Rutledge",59,2.454,278.673,113.549,27,2.792,"TotalDistanceEfficiency",2007
195,NA,"Michael Sim",52,2.453,286.23,116.694,32,2.774,"TotalDistanceEfficiency",2007
196,NA,"Bubba Watson",80,2.449,313.082,127.833,34,3.012,"TotalDistanceEfficiency",2007
