"StrokesGainedPutting_RANKTHISWEEK_2009","StrokesGainedPutting_RANKLASTWEEK_2009","StrokesGainedPutting_PLAYERNAME_2009","StrokesGainedPutting_ROUNDS_2009","StrokesGainedPutting_AVERAGE_2009","StrokesGainedPutting_TOTALPUTTSGAINED_2009","StrokesGainedPutting_MEASUREDROUNDS_2009","stat_name","year"
127,127,"David Duval",56,-0.122,-5.357,44,"StrokesGainedPutting",2009
128,128,"Bart Bryant",58,-0.123,-6.37,52,"StrokesGainedPutting",2009
129,129,"Sean OHair",80,-0.13,-7.536,58,"StrokesGainedPutting",2009
130,130,"Phil Mickelson",66,-0.145,-6.943,48,"StrokesGainedPutting",2009
131,131,"Kent Jones",73,-0.157,-9.602,61,"StrokesGainedPutting",2009
132,132,"Tommy Armour III",58,-0.191,-9.932,52,"StrokesGainedPutting",2009
133,133,"Brett Quigley",92,-0.193,-14.486,75,"StrokesGainedPutting",2009
134,134,"Chez Reavie",81,-0.201,-14.076,70,"StrokesGainedPutting",2009
135,135,"Camilo Villegas",76,-0.207,-11.594,56,"StrokesGainedPutting",2009
136,136,"Brendon de Jonge",90,-0.216,-17.078,79,"StrokesGainedPutting",2009
137,137,"Tag Ridings",50,-0.23,-9.413,41,"StrokesGainedPutting",2009
138,138,"Leif Olson",51,-0.241,-10.35,43,"StrokesGainedPutting",2009
139,139,"Kevin Stadler",65,-0.243,-13.103,54,"StrokesGainedPutting",2009
140,140,"Mark Calcavecchia",72,-0.258,-16.021,62,"StrokesGainedPutting",2009
141,141,"Davis Love III",89,-0.275,-21.201,77,"StrokesGainedPutting",2009
142,142,"Mathew Goggin",76,-0.28,-16.775,60,"StrokesGainedPutting",2009
143,143,"Steve Flesch",77,-0.292,-18.385,63,"StrokesGainedPutting",2009
144,144,"Charles Warren",63,-0.293,-15.536,53,"StrokesGainedPutting",2009
145,145,"Jeff Maggert",79,-0.296,-21.614,73,"StrokesGainedPutting",2009
146,146,"Alex Cejka",82,-0.318,-22.59,71,"StrokesGainedPutting",2009
147,147,"Rory Sabbatini",81,-0.319,-21.34,67,"StrokesGainedPutting",2009
148,148,"Kris Blanks",60,-0.322,-15.126,47,"StrokesGainedPutting",2009
149,149,"Briny Baird",89,-0.334,-24.032,72,"StrokesGainedPutting",2009
150,150,"Fred Couples",54,-0.342,-14.382,42,"StrokesGainedPutting",2009
150,150,"Derek Fathauer",63,-0.342,-17.467,51,"StrokesGainedPutting",2009
152,152,"Glen Day",79,-0.356,-22.78,64,"StrokesGainedPutting",2009
153,153,"Robert Garrigus",83,-0.363,-26.135,72,"StrokesGainedPutting",2009
154,154,"Jason Bohn",88,-0.38,-31.194,82,"StrokesGainedPutting",2009
155,155,"Ernie Els",70,-0.39,-21.043,54,"StrokesGainedPutting",2009
156,156,"Jarrod Lyle",65,-0.413,-20.653,50,"StrokesGainedPutting",2009
157,157,"DJ Trahan",96,-0.42,-33.633,80,"StrokesGainedPutting",2009
158,158,"Heath Slocum",95,-0.422,-35.87,85,"StrokesGainedPutting",2009
159,159,"Greg Owen",97,-0.434,-35.587,82,"StrokesGainedPutting",2009
160,160,"Jonathan Byrd",89,-0.436,-34.435,79,"StrokesGainedPutting",2009
161,161,"Casey Wittenberg",71,-0.437,-23.592,54,"StrokesGainedPutting",2009
162,162,"Nicholas Thompson",96,-0.47,-40.877,87,"StrokesGainedPutting",2009
163,163,"Ken Duke",87,-0.472,-33.509,71,"StrokesGainedPutting",2009
164,164,"Greg Kraft",51,-0.474,-19.415,41,"StrokesGainedPutting",2009
164,164,"Peter Lonard",86,-0.474,-36.474,77,"StrokesGainedPutting",2009
166,166,"Gary Woodland",53,-0.514,-19.011,37,"StrokesGainedPutting",2009
167,167,"Rocco Mediate",79,-0.525,-34.623,66,"StrokesGainedPutting",2009
168,168,"Boo Weekley",79,-0.526,-34.2,65,"StrokesGainedPutting",2009
169,169,"Tom Lehman",55,-0.531,-18.576,35,"StrokesGainedPutting",2009
170,170,"Jason Gore",74,-0.615,-38.142,62,"StrokesGainedPutting",2009
171,171,"Peter Tomasulo",61,-0.619,-28.491,46,"StrokesGainedPutting",2009
172,172,"Robert Allenby",71,-0.636,-35.615,56,"StrokesGainedPutting",2009
173,173,"Darron Stiles",52,-0.651,-27.355,42,"StrokesGainedPutting",2009
174,174,"Vijay Singh",71,-0.657,-33.507,51,"StrokesGainedPutting",2009
175,175,"Stuart Appleby",79,-0.66,-42.881,65,"StrokesGainedPutting",2009
176,176,"JB Holmes",74,-0.733,-44.739,61,"StrokesGainedPutting",2009
177,177,"Joe Durant",62,-0.776,-36.467,47,"StrokesGainedPutting",2009
178,178,"Rick Price",54,-0.806,-33.039,41,"StrokesGainedPutting",2009
179,179,"Kirk Triplett",60,-0.835,-45.914,55,"StrokesGainedPutting",2009
180,180,"Adam Scott",53,-0.887,-37.236,42,"StrokesGainedPutting",2009
181,181,"Jay Williamson",69,-0.896,-51.071,57,"StrokesGainedPutting",2009
182,182,"Billy Mayfair",83,-0.919,-63.392,69,"StrokesGainedPutting",2009
183,183,"Will Ma Kenzie",69,-0.98,-59.751,61,"StrokesGainedPutting",2009
184,184,"Ricky Barnes",67,-1.217,-62.092,51,"StrokesGainedPutting",2009
