"TotalBirdies_RANKTHISWEEK_2008","TotalBirdies_RANKLASTWEEK_2008","TotalBirdies_PLAYERNAME_2008","TotalBirdies_ROUNDS_2008","TotalBirdies_TOTAL_2008","stat_name","year"
35,35,"Chad Campbell",94,336,"TotalBirdies",2008
35,35,"Pat Perez",93,336,"TotalBirdies",2008
37,37,"Tim Herron",97,332,"TotalBirdies",2008
38,38,"Charles Howell III",101,329,"TotalBirdies",2008
38,38,"John Merrick",98,329,"TotalBirdies",2008
38,38,"DJ Trahan",94,329,"TotalBirdies",2008
41,41,"Charley Hoffman",94,327,"TotalBirdies",2008
41,41,"John Mallinger",95,327,"TotalBirdies",2008
41,41,"Charlie Wi",97,327,"TotalBirdies",2008
44,44,"JJ Henry",108,324,"TotalBirdies",2008
44,44,"Troy Matteson",94,324,"TotalBirdies",2008
46,46,"Steve Flesch",95,323,"TotalBirdies",2008
46,46,"Chez Reavie",102,323,"TotalBirdies",2008
48,48,"Billy Mayfair",103,322,"TotalBirdies",2008
48,48,"Heath Slocum",104,322,"TotalBirdies",2008
50,50,"Dustin Johnson",92,319,"TotalBirdies",2008
51,51,"Michael Allen",91,318,"TotalBirdies",2008
51,51,"Michael Letzig",88,318,"TotalBirdies",2008
53,53,"Ben Crane",86,316,"TotalBirdies",2008
53,53,"Jesper Parnevik",88,316,"TotalBirdies",2008
55,55,"Kevin Stadler",90,315,"TotalBirdies",2008
56,56,"Tag Ridings",88,314,"TotalBirdies",2008
57,57,"Tim Clark",90,313,"TotalBirdies",2008
57,57,"Mathew Goggin",91,313,"TotalBirdies",2008
59,59,"Jim Furyk",95,312,"TotalBirdies",2008
60,60,"Joe Durant",92,310,"TotalBirdies",2008
60,60,"Matt Jones",95,310,"TotalBirdies",2008
60,60,"Tim Wilkinson",95,310,"TotalBirdies",2008
63,63,"Lucas Glover",91,309,"TotalBirdies",2008
63,63,"JB Holmes",86,309,"TotalBirdies",2008
65,65,"Lee Janzen",89,308,"TotalBirdies",2008
66,66,"Steve Elkington",84,306,"TotalBirdies",2008
66,66,"Peter Lonard",92,306,"TotalBirdies",2008
66,66,"Marc Turnesa",87,306,"TotalBirdies",2008
69,69,"Cameron Beckman",87,305,"TotalBirdies",2008
70,70,"John Rollins",94,302,"TotalBirdies",2008
70,70,"John Senden",93,302,"TotalBirdies",2008
72,72,"Rich Beem",90,301,"TotalBirdies",2008
73,73,"Ryan Armour",87,299,"TotalBirdies",2008
73,73,"Camilo Villegas",79,299,"TotalBirdies",2008
75,75,"Jonathan Byrd",88,298,"TotalBirdies",2008
76,76,"Stewart Cink",87,296,"TotalBirdies",2008
76,76,"Anthony Kim",81,296,"TotalBirdies",2008
76,76,"Mike Weir",88,296,"TotalBirdies",2008
79,79,"Bob Estes",90,295,"TotalBirdies",2008
79,79,"Hunter Mahan",87,295,"TotalBirdies",2008
79,79,"Phil Mickelson",80,295,"TotalBirdies",2008
79,79,"Jeff Quinney",87,295,"TotalBirdies",2008
83,83,"Brad Adamonis",87,293,"TotalBirdies",2008
83,83,"Jeff Maggert",86,293,"TotalBirdies",2008
85,85,"Nick Flanagan",89,291,"TotalBirdies",2008
85,85,"Jay Williamson",96,291,"TotalBirdies",2008
87,87,"Mathias Gronberg",87,290,"TotalBirdies",2008
88,88,"Stephen Ames",83,289,"TotalBirdies",2008
88,88,"Todd Hamilton",92,289,"TotalBirdies",2008
88,88,"Boo Weekley",86,289,"TotalBirdies",2008
91,91,"Stuart Appleby",87,288,"TotalBirdies",2008
91,91,"Jon Mills",95,288,"TotalBirdies",2008
91,91,"YE Yang",89,288,"TotalBirdies",2008
94,94,"James Driscoll",85,287,"TotalBirdies",2008
94,94,"Parker McLachlin",88,287,"TotalBirdies",2008
94,94,"Ryan Palmer",69,287,"TotalBirdies",2008
94,94,"Scott Verplank",82,287,"TotalBirdies",2008
98,98,"Zach Johnson",85,283,"TotalBirdies",2008
98,98,"Scott Sterling",89,283,"TotalBirdies",2008
100,100,"Daniel Chopra",84,282,"TotalBirdies",2008
101,101,"Rory Sabbatini",77,281,"TotalBirdies",2008
101,101,"Vijay Singh",82,281,"TotalBirdies",2008
103,103,"Jason Day",81,279,"TotalBirdies",2008
103,103,"Johnson Wagner",83,279,"TotalBirdies",2008
105,105,"Chris DiMarco",87,278,"TotalBirdies",2008
106,106,"Ryuji Imada",80,274,"TotalBirdies",2008
107,107,"Matt Kuchar",88,273,"TotalBirdies",2008
108,108,"Jerry Kelly",89,272,"TotalBirdies",2008
109,109,"Bob Tway",70,271,"TotalBirdies",2008
110,110,"Cliff Kresge",84,270,"TotalBirdies",2008
110,110,"Brandt Snedeker",85,270,"TotalBirdies",2008
112,112,"Tommy Armour III",77,268,"TotalBirdies",2008
113,113,"Nick OHern",82,265,"TotalBirdies",2008
113,113,"Rod Pampling",83,265,"TotalBirdies",2008
115,115,"Justin Bolli",87,264,"TotalBirdies",2008
115,115,"Rocco Mediate",87,264,"TotalBirdies",2008
117,117,"Dudley Hart",74,261,"TotalBirdies",2008
117,117,"Davis Love III",78,261,"TotalBirdies",2008
119,119,"Robert Gamez",79,260,"TotalBirdies",2008
120,120,"Todd Demsey",80,259,"TotalBirdies",2008
120,120,"Freddie Jacobson",78,259,"TotalBirdies",2008
122,122,"Carlos Franco",73,257,"TotalBirdies",2008
123,123,"Chris Stroud",81,256,"TotalBirdies",2008
123,123,"Charles Warren",79,256,"TotalBirdies",2008
125,125,"Aaron Baddeley",76,255,"TotalBirdies",2008
125,125,"Mark Hensby",71,255,"TotalBirdies",2008
125,125,"Brett Quigley",80,255,"TotalBirdies",2008
128,128,"Jin Park",85,251,"TotalBirdies",2008
129,129,"Ryan Moore",72,249,"TotalBirdies",2008
130,130,"Ben Curtis",80,248,"TotalBirdies",2008
131,131,"Harrison Frazar",73,245,"TotalBirdies",2008
132,132,"Sergio Garcia",72,242,"TotalBirdies",2008
133,133,"Brett Rumford",72,241,"TotalBirdies",2008
134,134,"Sean OHair",81,239,"TotalBirdies",2008
135,135,"KJ Choi",74,238,"TotalBirdies",2008
135,135,"Paul Goydos",78,238,"TotalBirdies",2008
137,137,"Bart Bryant",81,237,"TotalBirdies",2008
137,137,"Jim McGovern",75,237,"TotalBirdies",2008
137,137,"John Riegger",73,237,"TotalBirdies",2008
137,137,"Omar Uresti",74,237,"TotalBirdies",2008
141,141,"Alex Cejka",75,236,"TotalBirdies",2008
142,142,"Richard Johnson",77,235,"TotalBirdies",2008
143,143,"Kenneth Ferrie",72,234,"TotalBirdies",2008
144,144,"Steve Stricker",75,233,"TotalBirdies",2008
145,145,"Jimmy Walker",73,232,"TotalBirdies",2008
146,146,"Chad Collins",72,231,"TotalBirdies",2008
146,146,"Kent Jones",68,231,"TotalBirdies",2008
146,146,"David Toms",70,231,"TotalBirdies",2008
149,149,"Steve Lowery",74,230,"TotalBirdies",2008
150,150,"Corey Pavin",69,229,"TotalBirdies",2008
151,151,"Brenden Pappas",66,228,"TotalBirdies",2008
152,152,"Andres Romero",69,223,"TotalBirdies",2008
153,153,"Tommy Gainey",60,221,"TotalBirdies",2008
153,153,"Scott McCarron",63,221,"TotalBirdies",2008
155,155,"Marco Dawson",64,217,"TotalBirdies",2008
156,156,"John Huston",56,216,"TotalBirdies",2008
157,157,"Mark Calcavecchia",67,212,"TotalBirdies",2008
158,158,"Fred Couples",60,210,"TotalBirdies",2008
158,158,"Greg Kraft",63,210,"TotalBirdies",2008
160,160,"Glen Day",64,209,"TotalBirdies",2008
160,160,"Brad Elder",67,209,"TotalBirdies",2008
162,162,"Olin Browne",77,208,"TotalBirdies",2008
162,162,"Kyle Thompson",70,208,"TotalBirdies",2008
164,164,"Billy Andrade",71,207,"TotalBirdies",2008
164,164,"Craig Kanada",65,207,"TotalBirdies",2008
166,166,"Jason Allred",63,206,"TotalBirdies",2008
167,167,"Trevor Immelman",70,205,"TotalBirdies",2008
168,168,"Ted Purdy",68,202,"TotalBirdies",2008
169,169,"Steve Allan",58,201,"TotalBirdies",2008
170,170,"Cody Freeman",66,196,"TotalBirdies",2008
170,170,"Doug LaBelle II",65,196,"TotalBirdies",2008
172,172,"JP Hayes",67,195,"TotalBirdies",2008
173,173,"Paul Claxton",63,192,"TotalBirdies",2008
173,173,"Geoff Ogilvy",65,192,"TotalBirdies",2008
175,175,"Padraig Harrington",52,188,"TotalBirdies",2008
175,175,"Will Ma Kenzie",62,188,"TotalBirdies",2008
177,177,"Gavin Coles",54,186,"TotalBirdies",2008
177,177,"Tom Scherrer",56,186,"TotalBirdies",2008
179,179,"David Lutterus",59,178,"TotalBirdies",2008
180,180,"Paul Casey",55,177,"TotalBirdies",2008
180,180,"Retief Goosen",59,177,"TotalBirdies",2008
180,180,"Bob Sowards",61,177,"TotalBirdies",2008
183,183,"Adam Scott",51,173,"TotalBirdies",2008
185,185,"Alejandro Canizares",52,169,"TotalBirdies",2008
186,186,"Angel Cabrera",55,168,"TotalBirdies",2008
187,187,"Ernie Els",51,164,"TotalBirdies",2008
188,188,"Brandt Jobe",52,162,"TotalBirdies",2008
189,189,"Chris Riley",51,161,"TotalBirdies",2008
190,190,"Ron Whittaker",54,159,"TotalBirdies",2008
191,191,"Travis Perkins",53,152,"TotalBirdies",2008
192,192,"Tom Lehman",51,147,"TotalBirdies",2008
193,193,"Jeff Gove",50,145,"TotalBirdies",2008
194,194,"Ian Poulter",51,143,"TotalBirdies",2008
195,195,"David Duval",51,142,"TotalBirdies",2008
195,195,"Stephen Leaney",53,142,"TotalBirdies",2008
197,197,"Shigeki Maruyama",50,141,"TotalBirdies",2008
