"Scrambling_RANKTHISWEEK_2015","Scrambling_RANKLASTWEEK_2015","Scrambling_PLAYERNAME_2015","Scrambling_ROUNDS_2015","Scrambling_Pct_2015","Scrambling_PARORBETTER_2015","Scrambling_MISSEDGIR_2015","stat_name","year"
67,67,"Martin Laird",77,60.17,281,467,"Scrambling",2015
68,68,"Brendan Steele",88,60.08,286,476,"Scrambling",2015
69,69,"Ricky Barnes",82,60,333,555,"Scrambling",2015
69,69,"Pat Perez",96,60,333,555,"Scrambling",2015
71,71,"Russell Knox",96,59.92,302,504,"Scrambling",2015
71,71,"Chris Stroud",84,59.92,311,519,"Scrambling",2015
73,73,"Boo Weekley",79,59.91,275,459,"Scrambling",2015
74,74,"Greg Owen",58,59.81,192,321,"Scrambling",2015
75,75,"DA Points",72,59.78,269,450,"Scrambling",2015
76,76,"Spencer Levin",99,59.75,331,554,"Scrambling",2015
77,77,"Brian Harman",90,59.63,322,540,"Scrambling",2015
78,78,"Hunter Mahan",88,59.6,301,505,"Scrambling",2015
79,79,"Robert Streb",110,59.57,364,611,"Scrambling",2015
80,80,"Blayne Barber",76,59.51,266,447,"Scrambling",2015
81,81,"Jamie Donaldson",50,59.48,182,306,"Scrambling",2015
82,82,"Johnson Wagner",68,59.47,226,380,"Scrambling",2015
83,83,"Sean OHair",86,59.42,328,552,"Scrambling",2015
84,84,"Phil Mickelson",70,59.38,288,485,"Scrambling",2015
85,85,"Retief Goosen",81,59.35,311,524,"Scrambling",2015
85,85,"JB Holmes",89,59.35,330,556,"Scrambling",2015
87,87,"Kevin Chappell",86,59.32,312,526,"Scrambling",2015
88,88,"Chad Campbell",97,59.31,325,548,"Scrambling",2015
89,89,"Jhonattan Vegas",90,59.25,317,535,"Scrambling",2015
90,90,"Max Homa",78,59.23,292,493,"Scrambling",2015
91,91,"Brendon de Jonge",106,59.19,367,620,"Scrambling",2015
92,92,"Morgan Hoffmann",85,59.16,352,595,"Scrambling",2015
93,93,"Scott Langley",94,59.15,346,585,"Scrambling",2015
94,94,"Justin Rose",69,59.14,207,350,"Scrambling",2015
95,95,"Michael Putnam",87,59.08,270,457,"Scrambling",2015
96,96,"Camilo Villegas",83,59.06,326,552,"Scrambling",2015
97,97,"Colt Knost",90,58.93,297,504,"Scrambling",2015
98,98,"Jeff Overton",94,58.8,334,568,"Scrambling",2015
99,99,"Martin Flores",95,58.77,305,519,"Scrambling",2015
100,100,"Charley Hoffman",97,58.74,336,572,"Scrambling",2015
101,101,"Fabian Gomez",83,58.72,320,545,"Scrambling",2015
102,102,"Ken Duke",93,58.71,337,574,"Scrambling",2015
103,103,"Nick Watney",91,58.69,314,535,"Scrambling",2015
104,104,"Kevin Streelman",95,58.66,298,508,"Scrambling",2015
105,105,"Scott Piercy",90,58.63,316,539,"Scrambling",2015
106,106,"Tom Hoge",83,58.59,283,483,"Scrambling",2015
107,107,"Jonas Blixt",78,58.57,287,490,"Scrambling",2015
108,108,"James Hahn",94,58.46,335,573,"Scrambling",2015
109,109,"Sergio Garcia",59,58.41,191,327,"Scrambling",2015
110,110,"Adam Hadwin",95,58.39,327,560,"Scrambling",2015
111,111,"Francesco Molinari",56,58.33,161,276,"Scrambling",2015
111,111,"Tim Wilkinson",73,58.33,280,480,"Scrambling",2015
113,113,"Nick Taylor",91,58.32,340,583,"Scrambling",2015
114,114,"Jason Kokrak",88,58.3,302,518,"Scrambling",2015
115,115,"Keegan Bradley",87,58.25,286,491,"Scrambling",2015
116,116,"Tyrone Van Aswegen",58,58.2,188,323,"Scrambling",2015
117,117,"Stewart Cink",77,58.13,218,375,"Scrambling",2015
118,118,"Jim Herman",88,58.02,246,424,"Scrambling",2015
119,119,"Dustin Johnson",75,57.85,247,427,"Scrambling",2015
120,120,"Gonzalo Fdez Castano",81,57.8,289,500,"Scrambling",2015
121,121,"Sam Saunders",83,57.79,293,507,"Scrambling",2015
122,122,"Daniel Summerhays",101,57.76,361,625,"Scrambling",2015
123,123,"Whee Kim",71,57.72,228,395,"Scrambling",2015
124,124,"Jimmy Walker",89,57.71,303,525,"Scrambling",2015
125,125,"Chesson Hadley",101,57.7,382,662,"Scrambling",2015
126,126,"Billy Horschel",99,57.61,299,519,"Scrambling",2015
127,127,"Luke Guthrie",84,57.57,308,535,"Scrambling",2015
128,128,"Bill Lunde",50,57.53,149,259,"Scrambling",2015
129,129,"Derek Fathauer",81,57.46,308,536,"Scrambling",2015
130,130,"Russell Henley",87,57.43,286,498,"Scrambling",2015
131,131,"David Hearn",97,57.42,321,559,"Scrambling",2015
132,132,"Greg Chalmers",58,57.39,202,352,"Scrambling",2015
133,133,"Graham DeLaet",65,57.34,207,361,"Scrambling",2015
134,134,"John Merrick",78,57.31,247,431,"Scrambling",2015
135,135,"Derek Ernst",75,57.24,245,428,"Scrambling",2015
136,136,"Davis Love III",51,57.19,171,299,"Scrambling",2015
137,137,"Padraig Harrington",60,57.01,240,421,"Scrambling",2015
138,138,"Heath Slocum",57,56.9,202,355,"Scrambling",2015
139,139,"Andrew Putnam",68,56.71,262,462,"Scrambling",2015
140,140,"Andres Romero",69,56.7,258,455,"Scrambling",2015
141,141,"Marc Leishman",74,56.67,242,427,"Scrambling",2015
142,142,"Gary Woodland",81,56.66,251,443,"Scrambling",2015
143,143,"Brooks Koepka",84,56.63,252,445,"Scrambling",2015
144,144,"Ernie Els",57,56.59,206,364,"Scrambling",2015
145,145,"Patrick Rodgers",57,56.47,179,317,"Scrambling",2015
146,146,"Shawn Stefani",94,56.44,298,528,"Scrambling",2015
147,147,"Oscar Fraustro",58,56.42,202,358,"Scrambling",2015
148,148,"Cameron Percy",72,56.16,228,406,"Scrambling",2015
149,149,"Tony Finau",106,56.15,347,618,"Scrambling",2015
150,150,"Paul Casey",87,56.13,229,408,"Scrambling",2015
151,151,"Charles Howell III",105,56.06,333,594,"Scrambling",2015
152,152,"Chez Reavie",56,55.88,171,306,"Scrambling",2015
153,153,"Matt Every",73,55.87,295,528,"Scrambling",2015
154,154,"Bo Van Pelt",81,55.84,263,471,"Scrambling",2015
155,155,"Scott Pinckney",88,55.75,286,513,"Scrambling",2015
156,156,"Brice Garnett",81,55.65,251,451,"Scrambling",2015
157,157,"Andres Gonzales",90,55.62,287,516,"Scrambling",2015
158,158,"Carlos Ortiz",100,55.5,318,573,"Scrambling",2015
159,159,"Ryo Ishikawa",90,55.45,295,532,"Scrambling",2015
160,160,"Hudson Swafford",97,55.39,298,538,"Scrambling",2015
161,161,"Michael Thompson",83,55.36,279,504,"Scrambling",2015
162,162,"Jason Dufner",76,55.28,225,407,"Scrambling",2015
163,163,"John Senden",80,55.2,244,442,"Scrambling",2015
164,164,"Lucas Glover",79,55,231,420,"Scrambling",2015
165,165,"Jim Renner",68,54.96,227,413,"Scrambling",2015
166,166,"Seung Yul Noh",65,54.89,219,399,"Scrambling",2015
167,167,"Jason Gore",76,54.87,231,421,"Scrambling",2015
168,168,"Charl Schwartzel",67,54.66,217,397,"Scrambling",2015
169,169,"Roberto Castro",54,54.43,166,305,"Scrambling",2015
170,170,"JJ Henry",94,54.3,265,488,"Scrambling",2015
171,171,"Scott Stallings",60,54.23,205,378,"Scrambling",2015
172,172,"Byron Smith",59,54.22,167,308,"Scrambling",2015
173,173,"Adam Scott",51,54.09,139,257,"Scrambling",2015
174,174,"Ben Martin",93,54.04,274,507,"Scrambling",2015
175,175,"Roger Sloan",56,53.62,185,345,"Scrambling",2015
176,176,"Robert Garrigus",70,53.04,227,428,"Scrambling",2015
177,177,"Alex Prugh",84,53.02,228,430,"Scrambling",2015
178,178,"Lee Westwood",56,52.23,164,314,"Scrambling",2015
179,179,"Nicholas Thompson",90,52.06,253,486,"Scrambling",2015
180,180,"Robert Allenby",63,51.69,183,354,"Scrambling",2015
181,181,"Geoff Ogilvy",50,51.56,149,289,"Scrambling",2015
182,182,"Andrew Svoboda",80,51.08,261,511,"Scrambling",2015
183,183,"Angel Cabrera",53,50.45,169,335,"Scrambling",2015
184,184,"Charlie Beljan",76,48.77,218,447,"Scrambling",2015
