"TotalBirdies_RANKTHISWEEK_2005","TotalBirdies_RANKLASTWEEK_2005","TotalBirdies_PLAYERNAME_2005","TotalBirdies_ROUNDS_2005","TotalBirdies_TOTAL_2005","stat_name","year"
86,86,"Kevin Na",88,292,"TotalBirdies",2005
87,87,"Bob Tway",87,291,"TotalBirdies",2005
88,88,"Hunter Haas",83,288,"TotalBirdies",2005
89,89,"Robert Damron",89,287,"TotalBirdies",2005
90,90,"Greg Owen",84,284,"TotalBirdies",2005
91,91,"Joe Durant",81,283,"TotalBirdies",2005
92,92,"Stuart Appleby",84,282,"TotalBirdies",2005
92,92,"John Daly",78,282,"TotalBirdies",2005
92,92,"Peter Lonard",85,282,"TotalBirdies",2005
92,92,"Darron Stiles",78,282,"TotalBirdies",2005
96,96,"Hank Kuehne",84,281,"TotalBirdies",2005
97,97,"Ben Crane",78,280,"TotalBirdies",2005
97,97,"Davis Love III",80,280,"TotalBirdies",2005
99,99,"Brett Wetterich",76,279,"TotalBirdies",2005
100,100,"Jonathan Kaye",77,276,"TotalBirdies",2005
101,101,"Ryuji Imada",78,275,"TotalBirdies",2005
102,102,"Craig Barlow",81,274,"TotalBirdies",2005
102,102,"Steve Flesch",90,274,"TotalBirdies",2005
102,102,"Jesper Parnevik",84,274,"TotalBirdies",2005
102,102,"Rory Sabbatini",81,274,"TotalBirdies",2005
106,106,"Brendan Jones",81,270,"TotalBirdies",2005
107,107,"Justin Leonard",78,268,"TotalBirdies",2005
108,108,"DJ Trahan",81,267,"TotalBirdies",2005
109,109,"Brian Davis",75,266,"TotalBirdies",2005
110,110,"Stephen Ames",82,265,"TotalBirdies",2005
110,110,"Tom Byrum",83,265,"TotalBirdies",2005
112,112,"Arjun Atwal",65,264,"TotalBirdies",2005
112,112,"Franklin Langham",91,264,"TotalBirdies",2005
114,114,"Will Ma Kenzie",75,263,"TotalBirdies",2005
114,114,"Jeff Maggert",79,263,"TotalBirdies",2005
116,116,"Chris DiMarco",83,262,"TotalBirdies",2005
116,116,"Phillip Price",77,262,"TotalBirdies",2005
118,118,"Scott Hend",75,261,"TotalBirdies",2005
119,119,"Alex Cejka",84,260,"TotalBirdies",2005
119,119,"Glen Day",80,260,"TotalBirdies",2005
121,121,"Brad Faxon",75,259,"TotalBirdies",2005
122,122,"Fred Couples",72,258,"TotalBirdies",2005
122,122,"Carlos Franco",78,258,"TotalBirdies",2005
124,124,"Bob Heintz",67,257,"TotalBirdies",2005
124,124,"Andrew Magee",82,257,"TotalBirdies",2005
126,126,"KJ Choi",78,254,"TotalBirdies",2005
126,126,"Sergio Garcia",73,254,"TotalBirdies",2005
128,128,"Paul Claxton",79,253,"TotalBirdies",2005
128,128,"Scott McCarron",78,253,"TotalBirdies",2005
130,130,"Paul Gow",78,251,"TotalBirdies",2005
130,130,"Lee Janzen",75,251,"TotalBirdies",2005
130,130,"Shaun Micheel",81,251,"TotalBirdies",2005
130,130,"Mark Wilson",74,251,"TotalBirdies",2005
134,134,"Tom Gillis",77,250,"TotalBirdies",2005
135,135,"Roland Thatcher",75,249,"TotalBirdies",2005
136,136,"Doug Barron",70,248,"TotalBirdies",2005
136,136,"Jeff Brehaut",71,248,"TotalBirdies",2005
136,136,"Rocco Mediate",73,248,"TotalBirdies",2005
136,136,"Corey Pavin",77,248,"TotalBirdies",2005
140,140,"Matt Gogel",78,245,"TotalBirdies",2005
141,141,"Len Mattiace",86,244,"TotalBirdies",2005
142,142,"Adam Scott",72,242,"TotalBirdies",2005
143,143,"Mark Hensby",70,241,"TotalBirdies",2005
144,144,"Freddie Jacobson",72,239,"TotalBirdies",2005
144,144,"Skip Kendall",80,239,"TotalBirdies",2005
144,144,"Steve Stricker",62,239,"TotalBirdies",2005
147,147,"Gavin Coles",70,237,"TotalBirdies",2005
148,148,"Paul Azinger",66,234,"TotalBirdies",2005
149,149,"John Cook",72,233,"TotalBirdies",2005
150,150,"DJ Brigman",76,229,"TotalBirdies",2005
150,150,"Retief Goosen",71,229,"TotalBirdies",2005
150,150,"David Hearn",68,229,"TotalBirdies",2005
153,153,"Tom Lehman",69,227,"TotalBirdies",2005
154,154,"James Driscoll",73,226,"TotalBirdies",2005
155,155,"Jason Allred",75,224,"TotalBirdies",2005
156,156,"JP Hayes",63,223,"TotalBirdies",2005
157,157,"Steve Elkington",67,222,"TotalBirdies",2005
158,158,"Bernhard Langer",67,218,"TotalBirdies",2005
159,159,"Justin Bolli",65,217,"TotalBirdies",2005
159,159,"Charlie Wi",67,217,"TotalBirdies",2005
161,161,"Michael Long",72,216,"TotalBirdies",2005
161,161,"Mario Tiziani",67,216,"TotalBirdies",2005
163,163,"Arron Oberholser",65,215,"TotalBirdies",2005
163,163,"Mike Weir",71,215,"TotalBirdies",2005
165,165,"Mark Brooks",72,211,"TotalBirdies",2005
166,166,"Danny Briggs",70,209,"TotalBirdies",2005
167,167,"Luke Donald",67,205,"TotalBirdies",2005
168,168,"Brenden Pappas",51,204,"TotalBirdies",2005
169,169,"Chris Anderson",66,202,"TotalBirdies",2005
170,170,"Dennis Paulson",63,198,"TotalBirdies",2005
171,171,"Mathias Gronberg",60,197,"TotalBirdies",2005
172,172,"Rich Beem",66,193,"TotalBirdies",2005
172,172,"Mark OMeara",66,193,"TotalBirdies",2005
174,174,"Richard Johnson",50,192,"TotalBirdies",2005
174,174,"Craig Perks",67,192,"TotalBirdies",2005
176,176,"Jose Maria Olazabal",55,191,"TotalBirdies",2005
177,177,"Rob Rashell",65,190,"TotalBirdies",2005
177,177,"Tjaart van der Walt",56,190,"TotalBirdies",2005
179,179,"Matt Kuchar",60,189,"TotalBirdies",2005
180,180,"Dan Forsman",52,188,"TotalBirdies",2005
180,180,"Chris Riley",67,188,"TotalBirdies",2005
182,182,"Ben Curtis",65,187,"TotalBirdies",2005
183,183,"John Elliott",58,186,"TotalBirdies",2005
184,184,"Glen Hnatiuk",59,183,"TotalBirdies",2005
184,184,"Kirk Triplett",55,183,"TotalBirdies",2005
186,186,"Loren Roberts",54,182,"TotalBirdies",2005
187,187,"Jose Coceres",56,181,"TotalBirdies",2005
187,187,"Jeff Hart",63,181,"TotalBirdies",2005
189,189,"Ian Poulter",62,178,"TotalBirdies",2005
190,190,"Brent Geiberger",61,177,"TotalBirdies",2005
191,191,"Jay Williamson",53,171,"TotalBirdies",2005
192,192,"Jay Haas",54,168,"TotalBirdies",2005
193,193,"Padraig Harrington",50,162,"TotalBirdies",2005
194,194,"Matt Davidson",53,161,"TotalBirdies",2005
194,194,"Bradley Hughes",52,161,"TotalBirdies",2005
196,196,"Larry Mize",54,158,"TotalBirdies",2005
197,197,"Jim Carter",62,156,"TotalBirdies",2005
198,198,"Lee Westwood",50,155,"TotalBirdies",2005
199,199,"Bill Glasson",54,154,"TotalBirdies",2005
199,199,"Thomas Levet",54,154,"TotalBirdies",2005
201,201,"Hideto Tanihara",50,140,"TotalBirdies",2005
202,202,"Steve Jones",56,139,"TotalBirdies",2005
